# _root_ Aki elsőnek ér a tájékozódási pontokra , azé a tojás , és a legtöbb tojás tulajdonosa lesz a tojáskereső verseny győztese .
#goldHeads=3,3,8,6,6,3,8,12,10,8,12,0,15,15,16,17,12,20,20,21,17,12,
#predictedHeads=3,3,12,6,6,3,3,10,10,3,12,0,15,15,16,17,12,20,20,21,17,12,
(3,17),(17,19),-0.237184 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.221261 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.157848 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.957796 # DEPENDENCYPART_GRANDPAR
(3,20),(20,8),0.11725 # DEPENDENCYPART_GRANDPAR
(3,20),(20,12),-0.051193 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),-0.107354 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),-0.125269 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.109614 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.033352 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.0166092 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.171936 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.161275 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.141433 # DEPENDENCYPART_GRANDPAR
(3,21),(21,6),0.356794 # DEPENDENCYPART_GRANDPAR
(3,21),(21,8),0.117136 # DEPENDENCYPART_GRANDPAR
(3,21),(21,10),0.102773 # DEPENDENCYPART_GRANDPAR
(3,21),(21,11),0.10885 # DEPENDENCYPART_GRANDPAR
(3,21),(21,12),-0.0513066 # DEPENDENCYPART_GRANDPAR
(3,21),(21,13),-0.107463 # DEPENDENCYPART_GRANDPAR
(3,21),(21,14),-0.125385 # DEPENDENCYPART_GRANDPAR
(3,21),(21,15),-0.109918 # DEPENDENCYPART_GRANDPAR
(3,21),(21,16),-0.0336554 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),-0.0167257 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.172045 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.161525 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.243469 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.932846 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.628205 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.60608 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.667422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),-0.236932 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.377354 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.369187 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.763619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.509485 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.583417 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.622762 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.760518 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.638926 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.743715 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.510343 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.869291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.635789 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.654417 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.352205 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.601303 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.709721 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.560787 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.560902 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.814888 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.749066 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.886311 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.455992 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.967485 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-0.992035 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.983307 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.879907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.601308 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-1.06794 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-1.12483 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.789778 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.482835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),-0.228816 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),-0.425515 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.0291377 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.321541 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.302688 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.331885 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.264011 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.415417 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.51827 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.342033 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.482287 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.438741 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.28283 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.469327 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.492358 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.618822 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.090345 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.629573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,10),-0.125486 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),0.0165469 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.126352 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0794618 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.936838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,10),-0.432751 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.537951 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.35122 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.186468 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.2319 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.996328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.491937 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.274926 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.451825 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.492241 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.333333 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.250912 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.345451 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.350208 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.49232 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),0.00244661 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.52035 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-0.619672 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-0.750522 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.107082 # DEPENDENCYPART_GRANDPAR
(6,4),(4,7),-0.445262 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.437185 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0894667 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0306743 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.460294 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),0.0287426 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-0.767179 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.732425 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.50463 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.592567 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.366906 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.460143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.0833695 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.105431 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0828236 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.0485045 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.0651885 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),0.422601 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.106237 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.38455 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.545275 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.308047 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.468274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.00127012 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.0971085 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.0600259 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.0358136 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.159873 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.267052 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.0819604 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.0369956 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.106387 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),0.268503 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.200735 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.134591 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.232467 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.424627 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.144775 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.113027 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),0.281777 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.314284 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.49453 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.50463 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.592567 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.366906 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.460143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),-0.0833695 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.105431 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.0828236 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.0439446 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.0752336 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.12909 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.180131 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.0272145 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.072633 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.106237 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.205102 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.50463 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.461799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),-0.0847986 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.104055 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.0811228 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.0422879 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.0738045 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.127894 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.17843 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.0260267 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.184321 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.106581 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.205446 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.382619 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.924503 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.521421 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.529885 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.293118 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.602192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),-0.22904 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),0.128548 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.104754 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.0980449 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.0704364 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.069023 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.202061 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),0.0201905 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.0439878 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.10151 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.271041 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.149908 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.0737977 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.171678 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.411297 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.460837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,8),0.10511 # DEPENDENCYPART_GRANDPAR
(6,21),(21,10),0.0432497 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),0.0746636 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),0.128768 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),-0.180453 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),0.0268928 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),0.185282 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),0.0431322 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),0.439278 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.261152 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),0.0126033 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),0.0133086 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.385543 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.17833 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.270714 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.599482 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-0.433568 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.327608 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.464169 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0419838 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0246692 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0261903 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.131433 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.363224 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.703698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.215451 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.747704 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.677262 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.617249 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.446891 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.58179 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.475317 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.870628 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.793 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-0.521869 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-1.07571 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.344293 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.160614 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.00856886 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.413693 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.780274 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-1.03211 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.29701 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.00112479 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.119918 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0554753 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.139991 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.276354 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.725253 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.598159 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.554964 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.449957 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.559339 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.452597 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.787784 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.499417 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-1.03703 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.387937 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.526687 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.461396 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.54575 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.708963 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.721399 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.241445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.261105 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.234559 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.0640543 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.380344 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.273676 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.705171 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.580823 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.519907 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.675218 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.717894 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.376819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.142739 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.259778 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.333031 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0862098 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.148576 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.156222 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.0500518 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.508077 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.167622 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.367436 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.096301 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.721228 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.258626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,13),0.0592176 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.41768 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.0638792 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.713817 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.526687 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.461396 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.54575 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.708963 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.721399 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.241445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.261105 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.171161 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.153114 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.0980483 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.0724254 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0391593 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.0485489 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.273676 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.00496122 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.526687 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.708981 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.721399 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.242919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.262606 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.172746 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.154643 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.0993384 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.0739269 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0404402 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.00683152 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.280834 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.0121195 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.708057 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.114105 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.614634 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.472984 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.54886 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.734817 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.801316 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.161995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.248289 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.11568 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.242011 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.110981 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.05961 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),0.0224951 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.0502346 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.1584 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.0559176 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),0.00278114 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.194098 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),0.0770338 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.625458 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),0.0229685 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.107313 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.0811555 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.241447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,12),-0.0980506 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),0.0724184 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.0391601 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.0052479 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),0.103301 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.354723 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.0317056 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),0.0212812 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.00496188 # DEPENDENCYPART_GRANDPAR
(8,21),(21,6),-0.708963 # DEPENDENCYPART_GRANDPAR
(8,21),(21,8),-0.241445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,21),(21,10),-0.171348 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),-0.153362 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),-0.0980483 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),0.0724254 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),-0.0391593 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.00543386 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),0.103115 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.354722 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.0316987 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),0.021146 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.219593 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.705171 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.264108 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.253409 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.93234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,1),-0.740214 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.721778 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.934486 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.4644 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.342353 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.603079 # DEPENDENCYPART_GRANDPAR
