# _root_ " Előzőleg minden békés , tárgyalásos lehetőséggel megpróbálkoztunk , ám ezek kudarcot vallottak " — emlékeztetett .
#goldHeads=16,8,7,7,7,7,8,16,8,8,13,13,8,16,16,0,16,
#predictedHeads=16,8,7,7,7,7,8,10,10,16,13,13,16,16,16,0,16,
(7,8),(8,1),-0.595143 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.541453 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.666072 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.613104 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.628384 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.387363 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.576123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.185566 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0633912 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0198235 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0473666 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.191399 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.123725 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.138478 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.180865 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.459382 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.547257 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.561906 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.622931 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.589521 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.39719 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.518432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.375547 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0417497 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0457595 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.116486 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.260937 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.202167 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.151473 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.248562 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.418742 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.595143 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.54157 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.666085 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.613104 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.628384 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.387363 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.574199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.386173 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.203445 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.027536 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.0480801 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.107888 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.123096 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.13785 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.181567 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.459438 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.595143 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.541454 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.613104 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.628384 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.387363 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.57569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),-0.385814 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.202902 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.0275678 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.0484683 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.110256 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.101901 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.0633932 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.0737896 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.458378 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.274565 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.19969 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.0672486 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.222317 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.579031 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.15724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.3949 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.421474 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),0.0118771 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.434419 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.326289 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.395571 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.432058 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.959096 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.239515 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.0790944 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.278797 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.157679 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.0405612 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0600039 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.224699 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.568125 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.22504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.471419 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.50387 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.502222 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.404171 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.468602 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.49986 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-1.04525 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.275893 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.156751 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.0421014 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.234694 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0913 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.22467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.471419 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.50387 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.501846 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.404171 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.468602 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.499484 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-1.04525 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.180554 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.10108 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.176323 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.315514 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.00425178 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.35403 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.32495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.575292 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.596563 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.602132 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.506329 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.570474 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.59977 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-1.13839 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.67409 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.456575 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.193353 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.441349 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.171016 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),0.156342 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.332923 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.149686 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.00492144 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.541906 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.275232 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.190509 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.538767 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.835307 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.288798 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.105622 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.0912298 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),0.229405 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.037647 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.901194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.182589 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.174869 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.305229 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.055597 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0550628 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.0465356 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.0530384 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.67188 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.470729 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.246785 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.458047 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.224446 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),0.089592 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.824058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.0756359 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0803246 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0654768 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.101812 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.00189652 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.0685502 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.0992536 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.713528 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.481575 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.102674 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.137751 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),0.11004 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.217418 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),0.132377 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),0.532749 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.874066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.216265 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.129969 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0447366 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.214247 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0301139 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.144566 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.119331 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.72266 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.481064 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.101932 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),0.11055 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.216907 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),0.132888 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),0.533899 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.876221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),-0.218052 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.13265 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.0468471 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.205444 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.153789 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0651885 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.135377 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.726583 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.157528 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.0188146 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.186054 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.124034 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.0815668 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.180718 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.0359635 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.685593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,12),-0.335671 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.262367 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.324668 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.426193 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.411478 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),-0.70605 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.0895366 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.00262121 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.0134822 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.186657 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.12518 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.141723 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.151603 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.0353602 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.684642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,13),-0.257235 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.322315 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.421422 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.406346 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.707804 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.0915128 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.00262121 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.0131761 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.0298764 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.154062 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.151603 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0327944 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.684642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,13),-0.256859 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.322315 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.421422 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.40597 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.707804 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.084362 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.0618235 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.0309709 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.0864136 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.15067 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0269497 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.0759984 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0815776 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.694668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,13),-0.268338 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.34255 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.441251 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.417448 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.718871 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),0.129658 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.00769786 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.03573 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.0219141 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.172068 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0833055 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.070972 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0933479 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.03096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.285271 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.743383 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.59316 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.64504 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.770397 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.742267 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.964506 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.345095 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.493073 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.460945 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.45667 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.310669 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.447633 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.532687 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.238195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.238105 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.238347 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.0384713 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0725642 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.0875115 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.391504 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.448156 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.51792 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.321492 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.412699 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.620599 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.490024 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.543509 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.267497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.327092 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.304825 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.0873221 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.089792 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.15399 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.385213 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.648039 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.73243 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.688233 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.735754 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.626016 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.630535 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.930426 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.814975 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.848033 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.228263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.293948 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.182294 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.129011 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0359271 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.179365 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.321762 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.648001 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.732276 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.735716 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.625978 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.630497 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.930076 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.814843 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.847995 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.226532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.296207 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.18254 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.298421 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.10006 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.013865 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.317078 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.427985 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.224658 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.388016 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.242853 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.382293 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.864828 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.627865 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),-0.401587 # DEPENDENCYPART_GRANDPAR
(11,2),(2,12),-0.76934 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-1.19874 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.670213 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.752591 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-1.01145 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-0.894176 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.454451 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.513397 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.385568 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.420638 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.0835373 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.380152 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.225386 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.383285 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.873964 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.620001 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.415584 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-1.18998 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.665929 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.745892 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-1.0027 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.894814 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.335627 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.39018 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.0305646 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.187342 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.343187 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.205537 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.264961 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.577727 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.299575 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.956513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.880205 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-1.28349 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.764082 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.869083 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-1.0962 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.938416 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.492655 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.522701 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.290985 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.510067 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.309179 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.432272 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.986981 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.749916 # DEPENDENCYPART_GRANDPAR
