# _root_ 1998 márciusában az ÁPTF a Riverbank név használatát sem engedélyezte egy kft számára , mondván , nem végez pénzügyi szolgáltatási tevékenységet .
#goldHeads=2,10,4,10,7,7,8,10,10,0,12,13,10,10,10,10,18,15,20,21,18,10,
#predictedHeads=2,10,4,10,7,7,8,10,10,0,12,13,10,10,10,10,18,10,21,21,18,10,
(2,18),(18,15),-0.190541 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.21614 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.0397858 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.416819 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.439064 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.361959 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-0.599066 # DEPENDENCYPART_GRANDPAR
(2,19),(19,1),-0.535749 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),-0.261982 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.0959551 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.188572 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.164512 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.129649 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.0470159 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.354595 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.331012 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.271594 # DEPENDENCYPART_GRANDPAR
(2,21),(21,1),-0.557444 # DEPENDENCYPART_GRANDPAR
(2,21),(21,3),0.16906 # DEPENDENCYPART_GRANDPAR
(2,21),(21,5),-0.0409429 # DEPENDENCYPART_GRANDPAR
(2,21),(21,6),0.058545 # DEPENDENCYPART_GRANDPAR
(2,21),(21,10),-0.261825 # DEPENDENCYPART_GRANDPAR
(2,21),(21,11),-0.156286 # DEPENDENCYPART_GRANDPAR
(2,21),(21,12),-0.0889761 # DEPENDENCYPART_GRANDPAR
(2,21),(21,13),-0.204412 # DEPENDENCYPART_GRANDPAR
(2,21),(21,14),-0.114295 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),-0.228694 # DEPENDENCYPART_GRANDPAR
(2,21),(21,16),-0.0876001 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),-0.070857 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),-0.354441 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.225522 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.25015 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.262186 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0992066 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.13312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.697601 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.565868 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.669008 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.652194 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.531128 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.589046 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.524703 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.591133 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.772521 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.900109 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.702922 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-0.952903 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.563738 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.535994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0760566 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.723168 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.32425 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.563738 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.535994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.0760566 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.10044 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.192017 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.092702 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.216767 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.723168 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.32425 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.563738 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.535994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.0760567 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.100441 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0312929 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.247711 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.0927021 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.186149 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.216767 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.223333 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.653007 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.262696 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.503924 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.688663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.0993781 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.257353 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.12562 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.22876 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.165442 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.191142 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.184626 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.234861 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.268187 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.239503 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.181193 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.461244 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.521522 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.533166 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.199579 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.573985 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.204884 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.612498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,6),-0.176971 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.0452378 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.148378 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.132977 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.148479 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.153121 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.421483 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.479102 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.239713 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.634832 # DEPENDENCYPART_GRANDPAR
(4,21),(21,1),-0.723168 # DEPENDENCYPART_GRANDPAR
(4,21),(21,3),-0.563738 # DEPENDENCYPART_GRANDPAR
(4,21),(21,5),-0.0787289 # DEPENDENCYPART_GRANDPAR
(4,21),(21,6),-0.10044 # DEPENDENCYPART_GRANDPAR
(4,21),(21,10),-0.229763 # DEPENDENCYPART_GRANDPAR
(4,21),(21,11),-0.237309 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),-0.123431 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),-0.213338 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),-0.124436 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.239162 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.129078 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.111479 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.350092 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.330998 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.345025 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.296271 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.360368 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.15768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.551036 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.68929 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.777349 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.555655 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.741252 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.972109 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.427959 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.0795988 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.907682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.507966 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.645068 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-0.726338 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-1.00916 # DEPENDENCYPART_GRANDPAR
(7,1),(1,22),-0.988482 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.453288 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.86897 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.358093 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.00970666 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.02806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.628342 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.687122 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.664476 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.631914 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.645732 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.677719 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.768393 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-1.09804 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-0.819268 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-1.02929 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.498248 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.780498 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.0104729 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.02806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.628343 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.687122 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.631914 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.819269 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-1.02929 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.776151 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.486745 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.576416 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.91427 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.972841 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.33581 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.955989 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.16105 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.607638 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.430127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,10),-0.28264 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.22605 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.229017 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.303354 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.339681 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.2407 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.821352 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-1.06212 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.473001 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.53093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.131214 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.292026 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.186003 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.274298 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.285601 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.406356 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.296974 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.640145 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.84471 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.534541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),-0.134825 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.222951 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.259369 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.32923 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.328565 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.447351 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.734217 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.751001 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.372544 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.702582 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.0196177 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.303784 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.0973441 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.13529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,10),-0.948185 # DEPENDENCYPART_GRANDPAR
(8,1),(1,18),-0.654642 # DEPENDENCYPART_GRANDPAR
(8,1),(1,19),-0.832104 # DEPENDENCYPART_GRANDPAR
(8,1),(1,22),-0.871149 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.0680352 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.0182225 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.0894838 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.373676 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.167236 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.25567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,10),-0.990239 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.546428 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.525976 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.557329 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.559443 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.696696 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.920986 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-0.838744 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-0.911961 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.34033 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.073606 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.37291 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.16647 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.25567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,10),-0.990239 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.525976 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-0.838744 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-0.911961 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.0779528 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.038611 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.225757 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.0676416 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.33794 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.0779528 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.038611 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.225757 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.253292 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.25567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,12),-0.546428 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.559443 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.323905 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.753925 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.425244 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.44686 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.298392 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.1627 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.36914 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.815418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0348763 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.206442 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.121556 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.267489 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.236498 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.251403 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.17943 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.385419 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.54184 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.591379 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.335964 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.533043 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.389955 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.373775 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.262188 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.0896186 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.296059 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.758542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),-0.595143 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0327082 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.185897 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.169811 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.334659 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.317011 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.522812 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.696113 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.389046 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.104889 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.311329 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.735039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,12),-0.148278 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.181106 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.16502 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.345658 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.49942 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.376097 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.59389 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.687348 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.302565 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.762153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,13),-0.117012 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.170966 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.21344 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.237227 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.375655 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.5566 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.606116 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.392581 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.585248 # DEPENDENCYPART_GRANDPAR
(8,21),(21,1),-0.394065 # DEPENDENCYPART_GRANDPAR
(8,21),(21,3),-0.485058 # DEPENDENCYPART_GRANDPAR
(8,21),(21,5),-0.361113 # DEPENDENCYPART_GRANDPAR
(8,21),(21,6),-0.224255 # DEPENDENCYPART_GRANDPAR
(8,21),(21,10),-0.56704 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),-0.0968001 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),-0.137963 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),-0.149499 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),-0.156294 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.206705 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.140209 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.108947 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.273499 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.351107 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.403029 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.250767 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.232095 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.105809 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.0822106 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.18085 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.114808 # DEPENDENCYPART_GRANDPAR
(9,2),(2,10),-0.503404 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.512305 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.483022 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.574083 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.577029 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.613175 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.67712 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-0.646096 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-0.820429 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.25116 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.218022 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.176508 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.204765 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.141301 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.177245 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.114808 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.512305 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.577029 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.25116 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.217345 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.17651 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.204088 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.141302 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.176568 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.275207 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.503404 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.512305 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.483022 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.577029 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.646096 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.573522 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.625353 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.554784 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.608158 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.516531 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.584576 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.683215 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.615817 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.500153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),-0.137013 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.200907 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.169377 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.089649 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.324275 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.194977 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.360822 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.252596 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.323009 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.389128 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.199657 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.462433 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.0621859 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.0649191 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.0969771 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.280294 # DEPENDENCYPART_GRANDPAR
