# _root_ Az ezredfordulón nemcsak a közlekedés és a hírközlés , de a háztartás , a munka és a szórakozás tempója is a sokszorosa a száz évvel ezelőttinek .
#goldHeads=2,20,20,5,6,20,8,6,20,20,12,19,19,15,19,19,18,19,20,0,22,20,26,25,26,20,20,
#predictedHeads=2,3,10,5,6,10,8,6,10,0,12,19,19,15,19,19,18,19,20,26,22,26,25,25,26,10,10,
(6,3),(6,19),-0.0206626 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0335023 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.0206626 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.0203259 # DEPENDENCYPART_SIBL
(6,3),(6,25),-0.0265034 # DEPENDENCYPART_SIBL
(6,3),(6,26),-0.0044377 # DEPENDENCYPART_SIBL
(6,3),(6,27),0.0544479 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0116838 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.12504 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0114531 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.047854 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0410219 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0114531 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.047854 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0223258 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0453837 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.0114531 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.0114531 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0510351 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.0114531 # DEPENDENCYPART_SIBL
(6,4),(6,24),-0.00788971 # DEPENDENCYPART_SIBL
(6,4),(6,25),0.00602745 # DEPENDENCYPART_SIBL
(6,4),(6,26),0.00859441 # DEPENDENCYPART_SIBL
(6,4),(6,27),-0.0952526 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0477941 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.233831 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.000560421 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.00104812 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.231533 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.000560421 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.233213 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0104312 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.233831 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.233831 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.00470338 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.233831 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.0531325 # DEPENDENCYPART_SIBL
(6,5),(6,25),0.225495 # DEPENDENCYPART_SIBL
(6,5),(6,26),0.0259515 # DEPENDENCYPART_SIBL
(6,5),(6,27),-0.00815188 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0307177 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0426384 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0481063 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0307177 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0426384 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0307249 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0510381 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0307177 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0307177 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0470865 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.0307177 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.0143093 # DEPENDENCYPART_SIBL
(6,7),(6,25),-0.0307265 # DEPENDENCYPART_SIBL
(6,7),(6,26),-0.044377 # DEPENDENCYPART_SIBL
(6,7),(6,27),-0.0413139 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00941697 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0882876 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0466561 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.00941697 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0464913 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0547172 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0462163 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0462163 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0499353 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0462163 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0197214 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.0486242 # DEPENDENCYPART_SIBL
(6,8),(6,26),0.007389 # DEPENDENCYPART_SIBL
(6,8),(6,27),-0.0584892 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0228613 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0668486 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0651398 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0667622 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0571407 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0670661 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0670661 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0849336 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.0670661 # DEPENDENCYPART_SIBL
(6,9),(6,24),0.0687798 # DEPENDENCYPART_SIBL
(6,9),(6,25),0.0684196 # DEPENDENCYPART_SIBL
(6,9),(6,26),0.0490144 # DEPENDENCYPART_SIBL
(6,9),(6,27),0.00726496 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0361352 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0244222 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0361464 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0791711 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0361352 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0361352 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0635704 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0361352 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.0119573 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.033804 # DEPENDENCYPART_SIBL
(6,10),(6,26),-0.0242592 # DEPENDENCYPART_SIBL
(6,10),(6,27),0.0508995 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0134776 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0475465 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0547179 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0472715 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0472715 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.049936 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0472715 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.0197222 # DEPENDENCYPART_SIBL
(6,12),(6,25),-0.0496794 # DEPENDENCYPART_SIBL
(6,12),(6,26),0.007389 # DEPENDENCYPART_SIBL
(6,12),(6,27),-0.0584921 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0667622 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0571407 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0670661 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.0670661 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0849336 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.0670661 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.0687798 # DEPENDENCYPART_SIBL
(6,13),(6,25),0.0684196 # DEPENDENCYPART_SIBL
(6,13),(6,26),0.0490144 # DEPENDENCYPART_SIBL
(6,13),(6,27),0.00726496 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0553397 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0471107 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0471107 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.0505556 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.0471107 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.0201537 # DEPENDENCYPART_SIBL
(6,15),(6,25),-0.0495186 # DEPENDENCYPART_SIBL
(6,15),(6,26),0.00696748 # DEPENDENCYPART_SIBL
(6,15),(6,27),-0.05245 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0272408 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0272408 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0974423 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.0272408 # DEPENDENCYPART_SIBL
(6,16),(6,24),-0.0178527 # DEPENDENCYPART_SIBL
(6,16),(6,25),-0.0249123 # DEPENDENCYPART_SIBL
(6,16),(6,26),-0.0448721 # DEPENDENCYPART_SIBL
(6,16),(6,27),0.0618977 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0462163 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.0499353 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.0462163 # DEPENDENCYPART_SIBL
(6,18),(6,24),-0.0197214 # DEPENDENCYPART_SIBL
(6,18),(6,25),-0.0486242 # DEPENDENCYPART_SIBL
(6,18),(6,26),0.007389 # DEPENDENCYPART_SIBL
(6,18),(6,27),-0.0584892 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.0499353 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.0462163 # DEPENDENCYPART_SIBL
(6,19),(6,24),-0.0197214 # DEPENDENCYPART_SIBL
(6,19),(6,25),-0.0486242 # DEPENDENCYPART_SIBL
(6,19),(6,26),0.007389 # DEPENDENCYPART_SIBL
(6,19),(6,27),-0.0584892 # DEPENDENCYPART_SIBL
(6,20),(6,22),-0.0409662 # DEPENDENCYPART_SIBL
(6,20),(6,24),-0.0127363 # DEPENDENCYPART_SIBL
(6,20),(6,25),-0.038635 # DEPENDENCYPART_SIBL
(6,20),(6,26),0.0163571 # DEPENDENCYPART_SIBL
(6,20),(6,27),0.0270585 # DEPENDENCYPART_SIBL
(6,22),(6,24),-0.0197214 # DEPENDENCYPART_SIBL
(6,22),(6,25),-0.0486242 # DEPENDENCYPART_SIBL
(6,22),(6,26),0.007389 # DEPENDENCYPART_SIBL
(6,22),(6,27),-0.0584892 # DEPENDENCYPART_SIBL
(6,24),(6,25),-0.0146823 # DEPENDENCYPART_SIBL
(6,24),(6,26),-0.0150074 # DEPENDENCYPART_SIBL
(6,24),(6,27),0.0585556 # DEPENDENCYPART_SIBL
(6,25),(6,26),0.00601555 # DEPENDENCYPART_SIBL
(6,25),(6,27),-0.0624792 # DEPENDENCYPART_SIBL
(6,26),(6,27),0.0562241 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.05047 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0279944 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.12366 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.000855746 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.542227 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.000855746 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.121022 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.542227 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0165824 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.007751 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0165824 # DEPENDENCYPART_SIBL
(8,1),(8,26),-0.0128581 # DEPENDENCYPART_SIBL
(8,1),(8,27),-0.0202729 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.317123 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.018106 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.794005 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.317123 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.00283849 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.00166155 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.00283849 # DEPENDENCYPART_SIBL
(8,2),(8,26),0.0446881 # DEPENDENCYPART_SIBL
(8,2),(8,27),0.041682 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0129962 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.138025 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.662013 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00907785 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.00535509 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.00907785 # DEPENDENCYPART_SIBL
(8,4),(8,26),0.00427239 # DEPENDENCYPART_SIBL
(8,4),(8,27),-0.0285178 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.794005 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.317123 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00283849 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.00166155 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00283849 # DEPENDENCYPART_SIBL
(8,5),(8,26),0.0446881 # DEPENDENCYPART_SIBL
(8,5),(8,27),0.041682 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.38659 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0168208 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0100237 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0168208 # DEPENDENCYPART_SIBL
(8,6),(8,26),0.0324267 # DEPENDENCYPART_SIBL
(8,6),(8,27),0.0197197 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00907785 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00535509 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.00907785 # DEPENDENCYPART_SIBL
(8,7),(8,26),0.00427239 # DEPENDENCYPART_SIBL
(8,7),(8,27),-0.0285178 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.3424 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.00482316 # DEPENDENCYPART_SIBL
(8,9),(8,26),0.153297 # DEPENDENCYPART_SIBL
(8,9),(8,27),0.0787788 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0915088 # DEPENDENCYPART_SIBL
(8,12),(8,26),0.0577114 # DEPENDENCYPART_SIBL
(8,12),(8,27),0.0450974 # DEPENDENCYPART_SIBL
(8,13),(8,26),0.153297 # DEPENDENCYPART_SIBL
(8,13),(8,27),0.0787788 # DEPENDENCYPART_SIBL
(8,26),(8,27),0.106008 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0987382 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.00366867 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.119799 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0347551 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.00366867 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.245333 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0122349 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0864119 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.00035618 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0880946 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0141969 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0887101 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.08871 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0152548 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.0887101 # DEPENDENCYPART_SIBL
(10,2),(10,24),0.000552183 # DEPENDENCYPART_SIBL
(10,2),(10,25),0.0804167 # DEPENDENCYPART_SIBL
(10,2),(10,26),-0.00740872 # DEPENDENCYPART_SIBL
(10,2),(10,27),0.0190015 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.014856 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.074948 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.055326 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.014856 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0567415 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0365476 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0476443 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0298973 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0480405 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0220029 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0476443 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0476443 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.0368534 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.0476443 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.0223664 # DEPENDENCYPART_SIBL
(10,3),(10,25),-0.0534631 # DEPENDENCYPART_SIBL
(10,3),(10,26),-0.0381481 # DEPENDENCYPART_SIBL
(10,3),(10,27),0.0444139 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.119799 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0347551 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.00366867 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.245333 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0122349 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0864119 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.00035618 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0880946 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0141969 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0887101 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.08871 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0152548 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.0887101 # DEPENDENCYPART_SIBL
(10,5),(10,24),0.000552183 # DEPENDENCYPART_SIBL
(10,5),(10,25),0.0804167 # DEPENDENCYPART_SIBL
(10,5),(10,26),-0.00740872 # DEPENDENCYPART_SIBL
(10,5),(10,27),0.0190015 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0856832 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00935101 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0454808 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0266379 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0265911 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0182828 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0269898 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.000615732 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0265911 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0265911 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.000636275 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0265911 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.00886978 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.0325152 # DEPENDENCYPART_SIBL
(10,6),(10,26),-0.00278477 # DEPENDENCYPART_SIBL
(10,6),(10,27),0.041723 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0185365 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0198274 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.049209 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0129461 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0474024 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.00207221 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0249769 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0129461 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0129461 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0298846 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0129461 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0460068 # DEPENDENCYPART_SIBL
(10,7),(10,25),-0.0183497 # DEPENDENCYPART_SIBL
(10,7),(10,26),-0.023013 # DEPENDENCYPART_SIBL
(10,7),(10,27),-0.065348 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.245333 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0122349 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0864119 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00035618 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0880946 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0141969 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0887101 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.08871 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0152548 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0887101 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.000552183 # DEPENDENCYPART_SIBL
(10,8),(10,25),0.0804167 # DEPENDENCYPART_SIBL
(10,8),(10,26),-0.00740872 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.0190015 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0195586 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0233384 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0119128 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0237314 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0187772 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0243364 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0243364 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.053192 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0243364 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0545033 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.0122195 # DEPENDENCYPART_SIBL
(10,9),(10,26),0.00714169 # DEPENDENCYPART_SIBL
(10,9),(10,27),0.29769 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.030519 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0334829 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0305262 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.032558 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.030519 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.030519 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0478395 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.030519 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.00272317 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.0305243 # DEPENDENCYPART_SIBL
(10,11),(10,26),-0.0452259 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.0413051 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0252425 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0278988 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.00227332 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0276238 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0276238 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0272827 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0276238 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.0262344 # DEPENDENCYPART_SIBL
(10,12),(10,25),-0.0300282 # DEPENDENCYPART_SIBL
(10,12),(10,26),0.0387653 # DEPENDENCYPART_SIBL
(10,12),(10,27),0.000427973 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.141335 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0253648 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.141639 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.141639 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0330135 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.141639 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.166208 # DEPENDENCYPART_SIBL
(10,13),(10,25),0.143 # DEPENDENCYPART_SIBL
(10,13),(10,26),0.106274 # DEPENDENCYPART_SIBL
(10,13),(10,27),0.0842808 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.00289507 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.027463 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.027463 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0279022 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.027463 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.0258029 # DEPENDENCYPART_SIBL
(10,15),(10,25),-0.0298674 # DEPENDENCYPART_SIBL
(10,15),(10,26),0.0383438 # DEPENDENCYPART_SIBL
(10,15),(10,27),0.00647002 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0389916 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0389916 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.105334 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.0389916 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.00902977 # DEPENDENCYPART_SIBL
(10,16),(10,25),-0.0366596 # DEPENDENCYPART_SIBL
(10,16),(10,26),-0.0556573 # DEPENDENCYPART_SIBL
(10,16),(10,27),0.0618133 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0265686 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0272819 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.0265686 # DEPENDENCYPART_SIBL
(10,18),(10,24),0.0262353 # DEPENDENCYPART_SIBL
(10,18),(10,25),-0.028973 # DEPENDENCYPART_SIBL
(10,18),(10,26),0.0387653 # DEPENDENCYPART_SIBL
(10,18),(10,27),0.000430906 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0272819 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.0265686 # DEPENDENCYPART_SIBL
(10,19),(10,24),0.0262353 # DEPENDENCYPART_SIBL
(10,19),(10,25),-0.028973 # DEPENDENCYPART_SIBL
(10,19),(10,26),0.0387653 # DEPENDENCYPART_SIBL
(10,19),(10,27),0.000430906 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.054948 # DEPENDENCYPART_SIBL
(10,20),(10,24),-0.00575054 # DEPENDENCYPART_SIBL
(10,20),(10,25),-0.0526132 # DEPENDENCYPART_SIBL
(10,20),(10,26),0.00391764 # DEPENDENCYPART_SIBL
(10,20),(10,27),0.0185404 # DEPENDENCYPART_SIBL
(10,22),(10,24),0.0262353 # DEPENDENCYPART_SIBL
(10,22),(10,25),-0.028973 # DEPENDENCYPART_SIBL
(10,22),(10,26),0.0387653 # DEPENDENCYPART_SIBL
(10,22),(10,27),0.000430906 # DEPENDENCYPART_SIBL
(10,24),(10,25),-0.0199883 # DEPENDENCYPART_SIBL
(10,24),(10,26),-0.0195451 # DEPENDENCYPART_SIBL
(10,24),(10,27),0.0517947 # DEPENDENCYPART_SIBL
(10,25),(10,26),0.0373976 # DEPENDENCYPART_SIBL
(10,25),(10,27),-0.00355495 # DEPENDENCYPART_SIBL
(10,26),(10,27),0.0306643 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.03239 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0168839 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.123581 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.016654 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.141762 # DEPENDENCYPART_SIBL
