# _root_ A laikus már-már azt hinné : a megbírált játékos serényen magába száll , s a legközelebbi buszjárattal kolostorba vonul , hogy csöndes magányban felülvizsgálja nézeteit a védekezést illetően .
#goldHeads=2,5,5,5,0,5,9,9,12,12,12,4,4,4,17,17,19,19,4,19,19,23,24,19,24,27,28,24,5,
#predictedHeads=2,5,5,5,0,5,9,9,12,12,12,4,12,4,17,17,19,19,4,19,19,23,24,4,24,27,28,24,5,
(4,10),(4,20),0.0483169 # DEPENDENCYPART_SIBL
(4,10),(4,21),0.0462983 # DEPENDENCYPART_SIBL
(4,10),(4,22),-0.00741354 # DEPENDENCYPART_SIBL
(4,10),(4,23),0.0239452 # DEPENDENCYPART_SIBL
(4,10),(4,24),-0.0165846 # DEPENDENCYPART_SIBL
(4,10),(4,25),0.0234135 # DEPENDENCYPART_SIBL
(4,10),(4,27),0.0239452 # DEPENDENCYPART_SIBL
(4,10),(4,28),-0.00806172 # DEPENDENCYPART_SIBL
(4,10),(4,29),0.0095506 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.0387702 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.0379245 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.00689824 # DEPENDENCYPART_SIBL
(4,12),(4,17),-0.00491513 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.00491513 # DEPENDENCYPART_SIBL
(4,12),(4,19),-0.0243655 # DEPENDENCYPART_SIBL
(4,12),(4,20),0.0387702 # DEPENDENCYPART_SIBL
(4,12),(4,21),-0.0275482 # DEPENDENCYPART_SIBL
(4,12),(4,22),-0.00689824 # DEPENDENCYPART_SIBL
(4,12),(4,23),-0.00491513 # DEPENDENCYPART_SIBL
(4,12),(4,24),-0.0239551 # DEPENDENCYPART_SIBL
(4,12),(4,25),-0.00562502 # DEPENDENCYPART_SIBL
(4,12),(4,27),-0.00491513 # DEPENDENCYPART_SIBL
(4,12),(4,28),-0.00974046 # DEPENDENCYPART_SIBL
(4,12),(4,29),-0.0247168 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.163946 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.0286692 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.0253991 # DEPENDENCYPART_SIBL
(4,13),(4,18),-0.0253991 # DEPENDENCYPART_SIBL
(4,13),(4,19),0.0105978 # DEPENDENCYPART_SIBL
(4,13),(4,20),-0.0408618 # DEPENDENCYPART_SIBL
(4,13),(4,21),0.183268 # DEPENDENCYPART_SIBL
(4,13),(4,22),-0.0286692 # DEPENDENCYPART_SIBL
(4,13),(4,23),-0.0253991 # DEPENDENCYPART_SIBL
(4,13),(4,24),0.0100385 # DEPENDENCYPART_SIBL
(4,13),(4,25),-0.0259361 # DEPENDENCYPART_SIBL
(4,13),(4,27),-0.0253991 # DEPENDENCYPART_SIBL
(4,13),(4,28),-0.0337264 # DEPENDENCYPART_SIBL
(4,13),(4,29),-0.00874835 # DEPENDENCYPART_SIBL
(4,14),(4,16),0.0130795 # DEPENDENCYPART_SIBL
(4,14),(4,17),0.00401129 # DEPENDENCYPART_SIBL
(4,14),(4,18),0.00401129 # DEPENDENCYPART_SIBL
(4,14),(4,19),0.0640943 # DEPENDENCYPART_SIBL
(4,14),(4,20),-0.0455882 # DEPENDENCYPART_SIBL
(4,14),(4,21),0.0237678 # DEPENDENCYPART_SIBL
(4,14),(4,22),0.0130795 # DEPENDENCYPART_SIBL
(4,14),(4,23),0.00401129 # DEPENDENCYPART_SIBL
(4,14),(4,24),0.0627018 # DEPENDENCYPART_SIBL
(4,14),(4,25),0.00329827 # DEPENDENCYPART_SIBL
(4,14),(4,27),0.00401129 # DEPENDENCYPART_SIBL
(4,14),(4,28),0.0121547 # DEPENDENCYPART_SIBL
(4,14),(4,29),-0.0310651 # DEPENDENCYPART_SIBL
(4,16),(4,17),0.0239441 # DEPENDENCYPART_SIBL
(4,16),(4,18),0.0239441 # DEPENDENCYPART_SIBL
(4,16),(4,19),-0.0165873 # DEPENDENCYPART_SIBL
(4,16),(4,20),0.0483136 # DEPENDENCYPART_SIBL
(4,16),(4,21),0.0462983 # DEPENDENCYPART_SIBL
(4,16),(4,22),-0.00741354 # DEPENDENCYPART_SIBL
(4,16),(4,23),0.0239441 # DEPENDENCYPART_SIBL
(4,16),(4,24),-0.0165862 # DEPENDENCYPART_SIBL
(4,16),(4,25),0.0234124 # DEPENDENCYPART_SIBL
(4,16),(4,27),0.0239441 # DEPENDENCYPART_SIBL
(4,16),(4,28),-0.00806172 # DEPENDENCYPART_SIBL
(4,16),(4,29),0.00954699 # DEPENDENCYPART_SIBL
(4,17),(4,18),0.0170329 # DEPENDENCYPART_SIBL
(4,17),(4,19),-0.0428726 # DEPENDENCYPART_SIBL
(4,17),(4,20),-0.00393804 # DEPENDENCYPART_SIBL
(4,17),(4,21),0.00137085 # DEPENDENCYPART_SIBL
(4,17),(4,22),0.0868197 # DEPENDENCYPART_SIBL
(4,17),(4,23),0.0170329 # DEPENDENCYPART_SIBL
(4,17),(4,24),-0.0439821 # DEPENDENCYPART_SIBL
(4,17),(4,25),0.0163231 # DEPENDENCYPART_SIBL
(4,17),(4,27),0.0170329 # DEPENDENCYPART_SIBL
(4,17),(4,28),0.0836873 # DEPENDENCYPART_SIBL
(4,17),(4,29),0.0432512 # DEPENDENCYPART_SIBL
(4,18),(4,19),-0.0428726 # DEPENDENCYPART_SIBL
(4,18),(4,20),-0.00393804 # DEPENDENCYPART_SIBL
(4,18),(4,21),0.00137085 # DEPENDENCYPART_SIBL
(4,18),(4,22),0.0868197 # DEPENDENCYPART_SIBL
(4,18),(4,23),0.0170329 # DEPENDENCYPART_SIBL
(4,18),(4,24),-0.0439821 # DEPENDENCYPART_SIBL
(4,18),(4,25),0.0163231 # DEPENDENCYPART_SIBL
(4,18),(4,27),0.0170329 # DEPENDENCYPART_SIBL
(4,18),(4,28),0.0836873 # DEPENDENCYPART_SIBL
(4,18),(4,29),0.0432512 # DEPENDENCYPART_SIBL
(4,19),(4,20),0.0387702 # DEPENDENCYPART_SIBL
(4,19),(4,21),-0.0275522 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.00689824 # DEPENDENCYPART_SIBL
(4,19),(4,23),-0.00521346 # DEPENDENCYPART_SIBL
(4,19),(4,24),-0.0239551 # DEPENDENCYPART_SIBL
(4,19),(4,25),-0.00592335 # DEPENDENCYPART_SIBL
(4,19),(4,27),-0.00521346 # DEPENDENCYPART_SIBL
(4,19),(4,28),-0.00974046 # DEPENDENCYPART_SIBL
(4,19),(4,29),-0.0299918 # DEPENDENCYPART_SIBL
(4,20),(4,21),0.183268 # DEPENDENCYPART_SIBL
(4,20),(4,22),-0.0286692 # DEPENDENCYPART_SIBL
(4,20),(4,23),-0.0253991 # DEPENDENCYPART_SIBL
(4,20),(4,24),0.0100385 # DEPENDENCYPART_SIBL
(4,20),(4,25),-0.0259361 # DEPENDENCYPART_SIBL
(4,20),(4,27),-0.0253991 # DEPENDENCYPART_SIBL
(4,20),(4,28),-0.0337264 # DEPENDENCYPART_SIBL
(4,20),(4,29),-0.00874835 # DEPENDENCYPART_SIBL
(4,21),(4,22),0.00260561 # DEPENDENCYPART_SIBL
(4,21),(4,23),-0.0289306 # DEPENDENCYPART_SIBL
(4,21),(4,24),-0.00560119 # DEPENDENCYPART_SIBL
(4,21),(4,25),-0.0296436 # DEPENDENCYPART_SIBL
(4,21),(4,27),-0.0289306 # DEPENDENCYPART_SIBL
(4,21),(4,28),0.00141096 # DEPENDENCYPART_SIBL
(4,21),(4,29),-0.0194507 # DEPENDENCYPART_SIBL
(4,22),(4,23),0.0239452 # DEPENDENCYPART_SIBL
(4,22),(4,24),-0.0165846 # DEPENDENCYPART_SIBL
(4,22),(4,25),0.0234135 # DEPENDENCYPART_SIBL
(4,22),(4,27),0.0239452 # DEPENDENCYPART_SIBL
(4,22),(4,28),-0.00806172 # DEPENDENCYPART_SIBL
(4,22),(4,29),0.0095506 # DEPENDENCYPART_SIBL
(4,23),(4,24),-0.0439821 # DEPENDENCYPART_SIBL
(4,23),(4,25),0.0163231 # DEPENDENCYPART_SIBL
(4,23),(4,27),0.0170329 # DEPENDENCYPART_SIBL
(4,23),(4,28),0.0836873 # DEPENDENCYPART_SIBL
(4,23),(4,29),0.0432512 # DEPENDENCYPART_SIBL
(4,24),(4,25),-0.005625 # DEPENDENCYPART_SIBL
(4,24),(4,27),-0.00491512 # DEPENDENCYPART_SIBL
(4,24),(4,28),-0.00974046 # DEPENDENCYPART_SIBL
(4,24),(4,29),-0.0247259 # DEPENDENCYPART_SIBL
(4,25),(4,27),0.0160575 # DEPENDENCYPART_SIBL
(4,25),(4,28),0.0827295 # DEPENDENCYPART_SIBL
(4,25),(4,29),0.0429871 # DEPENDENCYPART_SIBL
(4,27),(4,28),0.0836873 # DEPENDENCYPART_SIBL
(4,27),(4,29),0.0432512 # DEPENDENCYPART_SIBL
(4,28),(4,29),0.00805235 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0167218 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0663904 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.065363 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.047921 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0223062 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0025406 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0247673 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0025406 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0218032 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0133367 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.0377119 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.041538 # DEPENDENCYPART_SIBL
(5,1),(5,17),-0.0245112 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.0245112 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.0125542 # DEPENDENCYPART_SIBL
(5,1),(5,20),-0.0377119 # DEPENDENCYPART_SIBL
(5,1),(5,21),-0.0259395 # DEPENDENCYPART_SIBL
(5,1),(5,22),0.0025406 # DEPENDENCYPART_SIBL
(5,1),(5,23),-0.0245112 # DEPENDENCYPART_SIBL
(5,1),(5,24),-0.0134258 # DEPENDENCYPART_SIBL
(5,1),(5,25),-0.0289563 # DEPENDENCYPART_SIBL
(5,1),(5,27),-0.0245112 # DEPENDENCYPART_SIBL
(5,1),(5,28),0.0131568 # DEPENDENCYPART_SIBL
(5,1),(5,29),-0.0634118 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.000459054 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.00343691 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0043534 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0207151 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.00613654 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.00894876 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.00613654 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0227535 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0147392 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.00637658 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0517691 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.0106718 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.0106718 # DEPENDENCYPART_SIBL
(5,2),(5,19),-0.0133546 # DEPENDENCYPART_SIBL
(5,2),(5,20),-0.00637658 # DEPENDENCYPART_SIBL
(5,2),(5,21),-0.00290169 # DEPENDENCYPART_SIBL
(5,2),(5,22),-0.00613654 # DEPENDENCYPART_SIBL
(5,2),(5,23),-0.0106718 # DEPENDENCYPART_SIBL
(5,2),(5,24),-0.0156883 # DEPENDENCYPART_SIBL
(5,2),(5,25),-0.0175532 # DEPENDENCYPART_SIBL
(5,2),(5,27),-0.0106718 # DEPENDENCYPART_SIBL
(5,2),(5,28),0.0212651 # DEPENDENCYPART_SIBL
(5,2),(5,29),0.00695274 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0159878 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0104699 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0874015 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0064973 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.00832655 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0064973 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.00413416 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0415329 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0254255 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0584127 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.008087 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.008087 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0407179 # DEPENDENCYPART_SIBL
(5,3),(5,20),-0.0254255 # DEPENDENCYPART_SIBL
(5,3),(5,21),0.00902472 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.0064973 # DEPENDENCYPART_SIBL
(5,3),(5,23),-0.008087 # DEPENDENCYPART_SIBL
(5,3),(5,24),-0.041622 # DEPENDENCYPART_SIBL
(5,3),(5,25),-0.0113099 # DEPENDENCYPART_SIBL
(5,3),(5,27),-0.008087 # DEPENDENCYPART_SIBL
(5,3),(5,28),0.0158266 # DEPENDENCYPART_SIBL
(5,3),(5,29),-0.0274899 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.069057 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0720721 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0838881 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.144075 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0838881 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0783141 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.249724 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0146435 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0786823 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.143483 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.143483 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.248909 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.0146435 # DEPENDENCYPART_SIBL
(5,4),(5,21),0.0168865 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.0838881 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.143483 # DEPENDENCYPART_SIBL
(5,4),(5,24),-0.249813 # DEPENDENCYPART_SIBL
(5,4),(5,25),-0.148795 # DEPENDENCYPART_SIBL
(5,4),(5,27),-0.143483 # DEPENDENCYPART_SIBL
(5,4),(5,28),-0.05656 # DEPENDENCYPART_SIBL
(5,4),(5,29),0.00428341 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.086076 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0303516 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0220333 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0303516 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.00891549 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.271001 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.00917053 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.108558 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0259369 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0259369 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.273488 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.00917053 # DEPENDENCYPART_SIBL
(5,6),(5,21),0.238154 # DEPENDENCYPART_SIBL
(5,6),(5,22),0.0303516 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.0259369 # DEPENDENCYPART_SIBL
(5,6),(5,24),0.27098 # DEPENDENCYPART_SIBL
(5,6),(5,25),-0.0232398 # DEPENDENCYPART_SIBL
(5,6),(5,27),-0.0259369 # DEPENDENCYPART_SIBL
(5,6),(5,28),0.0179117 # DEPENDENCYPART_SIBL
(5,6),(5,29),0.425666 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.00981097 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.00956614 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.00981097 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.00182411 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0359717 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.00728509 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0179481 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.0110333 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.0110333 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0333002 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.00728509 # DEPENDENCYPART_SIBL
(5,7),(5,21),0.0687953 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.00981097 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.0110333 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.0359816 # DEPENDENCYPART_SIBL
(5,7),(5,25),0.0137357 # DEPENDENCYPART_SIBL
(5,7),(5,27),0.0110333 # DEPENDENCYPART_SIBL
(5,7),(5,28),-0.0171196 # DEPENDENCYPART_SIBL
(5,7),(5,29),-0.0284786 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0255896 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0345318 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0126068 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0297768 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.000360313 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.014434 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0236203 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0236203 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0271064 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.000360313 # DEPENDENCYPART_SIBL
(5,8),(5,21),0.0635722 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.0345318 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.0236203 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.0297868 # DEPENDENCYPART_SIBL
(5,8),(5,25),-0.0209179 # DEPENDENCYPART_SIBL
(5,8),(5,27),-0.0236203 # DEPENDENCYPART_SIBL
(5,8),(5,28),-0.04184 # DEPENDENCYPART_SIBL
(5,8),(5,29),-0.010899 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0263357 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0449539 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0189244 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.046255 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0325468 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0191053 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0191053 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0138954 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.046255 # DEPENDENCYPART_SIBL
(5,9),(5,21),0.0454245 # DEPENDENCYPART_SIBL
(5,9),(5,22),0.0263357 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0191053 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.0189344 # DEPENDENCYPART_SIBL
(5,9),(5,25),-0.0164953 # DEPENDENCYPART_SIBL
(5,9),(5,27),-0.0191053 # DEPENDENCYPART_SIBL
(5,9),(5,28),0.0142578 # DEPENDENCYPART_SIBL
(5,9),(5,29),-3.85739e-05 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0126068 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0297768 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.000360313 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.014434 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0236203 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0236203 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0271064 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.000360313 # DEPENDENCYPART_SIBL
(5,10),(5,21),0.0635722 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.0345318 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.0236203 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.0297868 # DEPENDENCYPART_SIBL
(5,10),(5,25),-0.0209179 # DEPENDENCYPART_SIBL
(5,10),(5,27),-0.0236203 # DEPENDENCYPART_SIBL
(5,10),(5,28),-0.04184 # DEPENDENCYPART_SIBL
(5,10),(5,29),-0.010899 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0357371 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0209587 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0185651 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0117778 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.0117778 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.0330652 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.0209587 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.148262 # DEPENDENCYPART_SIBL
(5,11),(5,22),0.0676163 # DEPENDENCYPART_SIBL
(5,11),(5,23),0.0117778 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.0357471 # DEPENDENCYPART_SIBL
(5,11),(5,25),0.0144802 # DEPENDENCYPART_SIBL
(5,11),(5,27),0.0117778 # DEPENDENCYPART_SIBL
(5,11),(5,28),0.0594415 # DEPENDENCYPART_SIBL
(5,11),(5,29),-0.00331073 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0599793 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0633543 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.00447853 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.00447853 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.00342203 # DEPENDENCYPART_SIBL
(5,12),(5,20),0.0599793 # DEPENDENCYPART_SIBL
(5,12),(5,21),0.000790537 # DEPENDENCYPART_SIBL
(5,12),(5,22),0.00675435 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.00447853 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.00537626 # DEPENDENCYPART_SIBL
(5,12),(5,25),-0.00186853 # DEPENDENCYPART_SIBL
(5,12),(5,27),-0.00447853 # DEPENDENCYPART_SIBL
(5,12),(5,28),-0.00404237 # DEPENDENCYPART_SIBL
(5,12),(5,29),0.0178297 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.264518 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.07652 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.07652 # DEPENDENCYPART_SIBL
(5,13),(5,19),0.198844 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.0129099 # DEPENDENCYPART_SIBL
(5,13),(5,21),0.81544 # DEPENDENCYPART_SIBL
(5,13),(5,22),0.0604985 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.07652 # DEPENDENCYPART_SIBL
(5,13),(5,24),0.194562 # DEPENDENCYPART_SIBL
(5,13),(5,25),0.0792118 # DEPENDENCYPART_SIBL
(5,13),(5,27),0.07652 # DEPENDENCYPART_SIBL
(5,13),(5,28),0.044372 # DEPENDENCYPART_SIBL
(5,13),(5,29),0.0489202 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.0335607 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.0335607 # DEPENDENCYPART_SIBL
(5,14),(5,19),0.00935792 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.0552322 # DEPENDENCYPART_SIBL
(5,14),(5,21),0.0256933 # DEPENDENCYPART_SIBL
(5,14),(5,22),0.0400252 # DEPENDENCYPART_SIBL
(5,14),(5,23),0.0335607 # DEPENDENCYPART_SIBL
(5,14),(5,24),0.00389114 # DEPENDENCYPART_SIBL
(5,14),(5,25),0.0361644 # DEPENDENCYPART_SIBL
(5,14),(5,27),0.0335607 # DEPENDENCYPART_SIBL
(5,14),(5,28),0.0321635 # DEPENDENCYPART_SIBL
(5,14),(5,29),0.0104397 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.0191053 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.0138954 # DEPENDENCYPART_SIBL
(5,17),(5,20),0.0430489 # DEPENDENCYPART_SIBL
(5,17),(5,21),0.0454245 # DEPENDENCYPART_SIBL
(5,17),(5,22),0.0263357 # DEPENDENCYPART_SIBL
(5,17),(5,23),-0.0191053 # DEPENDENCYPART_SIBL
(5,17),(5,24),-0.0189344 # DEPENDENCYPART_SIBL
(5,17),(5,25),-0.0164953 # DEPENDENCYPART_SIBL
(5,17),(5,27),-0.0191053 # DEPENDENCYPART_SIBL
(5,17),(5,28),0.0142578 # DEPENDENCYPART_SIBL
(5,17),(5,29),-1.62179e-05 # DEPENDENCYPART_SIBL
(5,18),(5,19),-0.0138954 # DEPENDENCYPART_SIBL
(5,18),(5,20),0.0430489 # DEPENDENCYPART_SIBL
(5,18),(5,21),0.0454245 # DEPENDENCYPART_SIBL
(5,18),(5,22),0.0263357 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.0191053 # DEPENDENCYPART_SIBL
(5,18),(5,24),-0.0189344 # DEPENDENCYPART_SIBL
(5,18),(5,25),-0.0164953 # DEPENDENCYPART_SIBL
(5,18),(5,27),-0.0191053 # DEPENDENCYPART_SIBL
(5,18),(5,28),0.0142578 # DEPENDENCYPART_SIBL
(5,18),(5,29),-1.62179e-05 # DEPENDENCYPART_SIBL
(5,19),(5,20),0.0594212 # DEPENDENCYPART_SIBL
(5,19),(5,21),0.000224517 # DEPENDENCYPART_SIBL
(5,19),(5,22),0.00619625 # DEPENDENCYPART_SIBL
(5,19),(5,23),-0.00563319 # DEPENDENCYPART_SIBL
(5,19),(5,24),-0.00593436 # DEPENDENCYPART_SIBL
(5,19),(5,25),-0.00302319 # DEPENDENCYPART_SIBL
(5,19),(5,27),-0.00563319 # DEPENDENCYPART_SIBL
(5,19),(5,28),-0.00460046 # DEPENDENCYPART_SIBL
(5,19),(5,29),0.0114852 # DEPENDENCYPART_SIBL
(5,20),(5,21),0.81544 # DEPENDENCYPART_SIBL
(5,20),(5,22),0.0604985 # DEPENDENCYPART_SIBL
(5,20),(5,23),0.07652 # DEPENDENCYPART_SIBL
(5,20),(5,24),0.194562 # DEPENDENCYPART_SIBL
(5,20),(5,25),0.0792118 # DEPENDENCYPART_SIBL
(5,20),(5,27),0.07652 # DEPENDENCYPART_SIBL
(5,20),(5,28),0.044372 # DEPENDENCYPART_SIBL
(5,20),(5,29),0.0489202 # DEPENDENCYPART_SIBL
(5,21),(5,22),0.0821972 # DEPENDENCYPART_SIBL
(5,21),(5,23),-0.0142557 # DEPENDENCYPART_SIBL
(5,21),(5,24),0.108302 # DEPENDENCYPART_SIBL
(5,21),(5,25),-0.011652 # DEPENDENCYPART_SIBL
(5,21),(5,27),-0.0142557 # DEPENDENCYPART_SIBL
(5,21),(5,28),0.0737957 # DEPENDENCYPART_SIBL
(5,21),(5,29),0.124079 # DEPENDENCYPART_SIBL
(5,22),(5,23),-0.0236203 # DEPENDENCYPART_SIBL
(5,22),(5,24),-0.0297868 # DEPENDENCYPART_SIBL
(5,22),(5,25),-0.0209179 # DEPENDENCYPART_SIBL
