# _root_ Külön biztató , hogy a részvények nemcsak a hazai , hanem a külföldi befektetők számára is újra vonzóak .
#goldHeads=4,4,4,0,6,18,18,18,8,18,18,14,14,15,18,18,18,4,4,
#predictedHeads=4,4,4,0,6,7,4,14,14,11,4,14,14,15,18,18,18,11,4,
(4,16),(16,18),0.0250436 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.421782 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.396769 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.164897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,6),0.188946 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),0.0393548 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),0.0521297 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),0.0825256 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.305874 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.0918873 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),0.0979093 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),0.246906 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),0.0645116 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.457252 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.662864 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-0.86933 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.211355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,6),0.226289 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),0.106933 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),0.0310582 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),0.0415109 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),0.0455595 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.423936 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.314107 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.0545453 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),0.0769986 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),0.168908 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.312706 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.525791 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.443561 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.487687 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.554545 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.0454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.486167 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.537914 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.617083 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.485007 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.467757 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.782289 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.539931 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.518282 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.587489 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.11019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,9),-0.546506 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.420588 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.560486 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.681878 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.48962 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.888181 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.808912 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.740192 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.616807 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.631609 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.11581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.508105 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.541819 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.417095 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.557362 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.791624 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.6875 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.488003 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.653869 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.883494 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.793427 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.8932 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.817544 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.652214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),-0.138475 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.109112 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.0658813 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.188792 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.446576 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.35885 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.223178 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.171569 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.328002 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.519455 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.503983 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.898301 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.93372 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.678073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,9),-0.0547417 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.054828 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.162662 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.304145 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.249634 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.118979 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.0639037 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.581069 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.494616 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.202055 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.286441 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.221687 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.201046 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.13745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,11),-0.691306 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-1.09412 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.650586 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.776155 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-0.92134 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.233856 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.290142 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.269275 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.173551 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.318054 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.628472 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.690336 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-1.13182 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.774288 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.699733 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.923076 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.212361 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.236998 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.321646 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.173724 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.19331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.368429 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.677666 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.741765 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.731234 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-1.19149 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.828237 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.974058 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.750108 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.956813 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.298404 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.281775 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.320778 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.34066 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.211642 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.667521 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.931478 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.692237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0914115 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.270693 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.694486 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.737314 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.566546 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.83686 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.660116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.154584 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.218873 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.522072 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.350152 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.27299 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.590004 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.734158 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.720973 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.775155 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.783552 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.882494 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.728617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.094826 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.0966136 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.176448 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.237297 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.281936 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.522321 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.270016 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.286371 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.499452 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.300366 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.48718 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.154303 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.198245 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.236007 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.700441 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.723617 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.753344 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.620525 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.896467 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.694986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.032763 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.0977536 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.202276 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.276168 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.319785 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.264959 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.291463 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.536013 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.66752 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.722874 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.813619 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.708678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,9),0.059207 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.198478 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.274624 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.275405 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.302606 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.52726 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.389199 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.534739 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.322077 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.652465 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.732815 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.719126 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.773748 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.783102 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.572362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,9),0.26877 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.04388 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.147982 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.145558 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.0886659 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.416884 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.0441624 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.512698 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.260893 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.491824 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.668331 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.739623 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.79869 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),0.158957 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.181698 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.188511 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.202387 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.49493 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.172697 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.190268 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.262628 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.549003 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.694485 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-0.732891 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.737314 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.836857 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.660099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,9),0.149869 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),-0.185723 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.230322 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.197959 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.211373 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.467045 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.199575 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.276277 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.446754 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.584611 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.309799 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0102292 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.306799 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.179159 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.219422 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.303858 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.977667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.500619 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.579898 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.489393 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.659014 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.680698 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.427351 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.563843 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.493082 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.680377 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.574358 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.600855 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.504937 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.521465 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.632848 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.52183 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.636924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.272751 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.332922 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.231087 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.314194 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.267229 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.637201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,12),-0.361601 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0960524 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.724172 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.4767 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.430445 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.436889 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.55411 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.440613 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.477128 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.405475 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.463773 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-0.740963 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.590912 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.825382 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.592853 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.351415 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.538252 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.921128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.54372 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.443551 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.553742 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.52796 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.467503 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.57506 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.629381 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.735303 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.454166 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.675251 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.412824 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.389043 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.44971 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.414941 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.56761 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.596805 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.813239 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.591057 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.457204 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.576472 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.451648 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.400099 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.91469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.539891 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.439606 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.547303 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.515783 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.403828 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.463087 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.569091 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.622943 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.734096 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.538687 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.916302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,13),-0.548915 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.880625 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.14227 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.798769 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.912393 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.885448 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.898258 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.82035 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.500888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.201494 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0992535 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.221639 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.134492 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.036369 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.146028 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.883002 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-1.10868 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.788938 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.780973 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.900665 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.506063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.142753 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.0794199 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.18759 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.134248 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0650041 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.00689629 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.33596 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.344118 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.404629 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.873868 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.778664 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.769699 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.823224 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.887936 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.493423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),-0.207328 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.0838477 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.156291 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.125485 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.0352221 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.00512102 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.114523 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.180079 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.459995 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.115869 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.144331 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.138 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.0595164 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.210946 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-0.732127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,14),-0.432794 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-0.113501 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.157825 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),-0.648965 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0802103 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.165137 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.200764 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.0402809 # DEPENDENCYPART_GRANDPAR
