# _root_ Szívet melengető érzés , hogy Európában még mindig mekkora kultusza van , és a mostani negyvenévesek milyen nosztalgiával emlegetik őt .
#goldHeads=2,3,5,5,0,11,11,11,10,11,13,13,5,16,16,19,18,19,13,19,5,
#predictedHeads=2,3,5,5,13,11,11,11,10,11,13,13,0,16,16,19,18,19,13,19,13,
(7,5),(5,11),-0.656816 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.687375 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.713743 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.77858 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.778274 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.792181 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.800427 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.984943 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.406533 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.186028 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.181779 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.401929 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.632995 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.806102 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.99225 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.705319 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.741917 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.556914 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.476269 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.636269 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.607594 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.697419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.202845 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.166675 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.39982 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.469114 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.468947 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.542177 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.428654 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.725839 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.666724 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.711256 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.518319 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.466704 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.639717 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.568977 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.711298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.222101 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.115352 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.215753 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.268693 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.491853 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.45272 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.454163 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.431017 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.425891 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.628645 # DEPENDENCYPART_GRANDPAR
(7,19),(19,1),-0.691799 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),-0.543394 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.523215 # DEPENDENCYPART_GRANDPAR
(7,19),(19,5),-0.725383 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-0.59406 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.656821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,8),-0.162368 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),-0.206659 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.229266 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.434992 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.359131 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.503522 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.409955 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.415413 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.325994 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.483262 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.41682 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.619277 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.125994 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.0501642 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.0725978 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.00145973 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.0701407 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.365187 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.507564 # DEPENDENCYPART_GRANDPAR
(8,1),(1,19),-0.500804 # DEPENDENCYPART_GRANDPAR
(8,1),(1,21),-0.833593 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.192976 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.184956 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.0780728 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.00455235 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.070826 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.365187 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.500804 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-0.833593 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.18496 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0903284 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0569609 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0481167 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.470886 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.593589 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.833593 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.192374 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0910988 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.0452919 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.018316 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.13977 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.382371 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.492324 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.503801 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.500859 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.826089 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.57707 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.543987 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.478876 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.363125 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.294689 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.527555 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.438903 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.476458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.103722 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.198428 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.232958 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.22778 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.280658 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.168887 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.553557 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.599423 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.476135 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.618606 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.554572 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.583306 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.886271 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.570749 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.527608 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.578802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.306652 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.227446 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.131706 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.0932358 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.244435 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.673874 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.362056 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.316526 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.0896474 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.145159 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.129965 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.269462 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.488849 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.21107 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.151546 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.228664 # DEPENDENCYPART_GRANDPAR
(10,1),(1,11),-0.932203 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.429722 # DEPENDENCYPART_GRANDPAR
(10,1),(1,19),-0.52332 # DEPENDENCYPART_GRANDPAR
(10,1),(1,21),-0.730762 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.589078 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.284982 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.237354 # DEPENDENCYPART_GRANDPAR
(10,2),(2,11),-0.917108 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.727774 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.371375 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.207454 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.150281 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.231214 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.932203 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-0.52332 # DEPENDENCYPART_GRANDPAR
(10,3),(3,21),-0.730762 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.780156 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.462051 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.661388 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.36283 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.23032 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.209548 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.01418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.966442 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.435108 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.414254 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.658911 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.616456 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.554206 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.469681 # DEPENDENCYPART_GRANDPAR
(10,5),(5,21),-0.702136 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.371455 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.605136 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.234654 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.343247 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.07109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,15),-0.717914 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.730764 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.801483 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.680279 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.275655 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.365708 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.345083 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.943908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),-0.419443 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.395125 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.492193 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.690973 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.772392 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.651188 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.276106 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.315993 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.29277 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.942358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,10),-0.635433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.124257 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.315652 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.103571 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.0628633 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.369034 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.163657 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.160706 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.653401 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.572547 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),-0.512157 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.10345 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.0628158 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.368999 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.162683 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.151757 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.105481 # DEPENDENCYPART_GRANDPAR
(10,18),(18,11),-0.506951 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.0614004 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.0437641 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.394339 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.149235 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.104465 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.160501 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-1.14347 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-1.02396 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.616298 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.717044 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.686655 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-0.52589 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.551857 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.630614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),-0.524183 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.194339 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.094 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.421826 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.114011 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.0770536 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.164144 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.324467 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.107117 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.349682 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.210191 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.501545 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.125267 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.155747 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.0276128 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.23163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,13),-0.455128 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),-0.43289 # DEPENDENCYPART_GRANDPAR
(11,1),(1,21),-1.09572 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.490882 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.246976 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.233961 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.12703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,1),-0.374022 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.194152 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.116981 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.15147 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.0300823 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.23163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,19),-0.43289 # DEPENDENCYPART_GRANDPAR
(11,3),(3,21),-1.09572 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.726984 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.580872 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.860952 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.540229 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.492568 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.189962 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.15867 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.33146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.631381 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.486031 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.734889 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.428056 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.528738 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.713493 # DEPENDENCYPART_GRANDPAR
(11,5),(5,21),-1.11242 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.194507 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.504707 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.19407 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.299679 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.186295 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.747891 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-1.09572 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.458615 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.588392 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.290561 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.294332 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.243374 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.0576592 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),-0.354251 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.201634 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.187871 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-0.838745 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.410478 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.540255 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.272935 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.195238 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0336937 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0843641 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0112758 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-0.17375 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.246008 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.374022 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.194152 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.507631 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.193604 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.302592 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.163351 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.0166741 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.0305579 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.275413 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.611828 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.74789 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.438137 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.54097 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.43289 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-1.09572 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.865813 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.705348 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.00122 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.623991 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.688595 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.656988 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.313844 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.267461 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.31697 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.909449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.286673 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.272482 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.517462 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.205953 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.180221 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.338657 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.832403 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.0669757 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.171846 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.138753 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.00097422 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),-0.177474 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.0369286 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.157609 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0622258 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.0947571 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.588321 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.209271 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.767718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.187407 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.0469518 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.167646 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.299127 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.11294 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.0301553 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.0624331 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.0573093 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.725404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.0966844 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.0474165 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.177544 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.195576 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.112868 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.145569 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.501711 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.637114 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.412556 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.531446 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.292901 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),0.0547856 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),0.0652023 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),0.0471322 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.751058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.208733 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.0680435 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.237011 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.286719 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.013931 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.290928 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.04195 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.17864 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.711853 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-0.263396 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.789897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,19),0.00252281 # DEPENDENCYPART_GRANDPAR
