# _root_ De például a májjal már más a helyzet : a sertés mája más enzimeket termel , mint az emberé , más nagyságú vörösvérsejteket hoz létre és így tovább .
#goldHeads=0,6,4,6,6,1,8,6,1,11,12,15,14,15,26,15,15,19,15,26,22,23,24,26,24,1,28,26,1,
#predictedHeads=0,15,4,2,15,8,8,15,1,11,12,15,14,15,1,15,15,19,24,24,23,23,24,26,24,13,28,24,1,
(2,4),(2,14),0.0308729 # DEPENDENCYPART_SIBL
(2,4),(2,15),0.0255438 # DEPENDENCYPART_SIBL
(2,4),(2,16),0.0688081 # DEPENDENCYPART_SIBL
(2,4),(2,19),0.0308729 # DEPENDENCYPART_SIBL
(2,4),(2,20),0.0688081 # DEPENDENCYPART_SIBL
(2,4),(2,24),0.0251307 # DEPENDENCYPART_SIBL
(2,4),(2,26),0.0105824 # DEPENDENCYPART_SIBL
(2,4),(2,29),0.0400689 # DEPENDENCYPART_SIBL
(2,5),(2,8),0.0759694 # DEPENDENCYPART_SIBL
(2,5),(2,9),0.0849236 # DEPENDENCYPART_SIBL
(2,5),(2,11),0.0551902 # DEPENDENCYPART_SIBL
(2,5),(2,12),0.0551902 # DEPENDENCYPART_SIBL
(2,5),(2,14),0.0551902 # DEPENDENCYPART_SIBL
(2,5),(2,15),0.0172547 # DEPENDENCYPART_SIBL
(2,5),(2,16),0.0376451 # DEPENDENCYPART_SIBL
(2,5),(2,19),0.0551902 # DEPENDENCYPART_SIBL
(2,5),(2,20),0.0376451 # DEPENDENCYPART_SIBL
(2,5),(2,24),0.0172547 # DEPENDENCYPART_SIBL
(2,5),(2,26),0.009627 # DEPENDENCYPART_SIBL
(2,5),(2,29),0.0521848 # DEPENDENCYPART_SIBL
(2,8),(2,9),0.141862 # DEPENDENCYPART_SIBL
(2,8),(2,11),0.0591636 # DEPENDENCYPART_SIBL
(2,8),(2,12),0.0591636 # DEPENDENCYPART_SIBL
(2,8),(2,14),0.0591636 # DEPENDENCYPART_SIBL
(2,8),(2,15),0.0482583 # DEPENDENCYPART_SIBL
(2,8),(2,16),0.105919 # DEPENDENCYPART_SIBL
(2,8),(2,19),0.0591636 # DEPENDENCYPART_SIBL
(2,8),(2,20),0.105919 # DEPENDENCYPART_SIBL
(2,8),(2,24),0.0478452 # DEPENDENCYPART_SIBL
(2,8),(2,26),0.0278162 # DEPENDENCYPART_SIBL
(2,8),(2,29),0.0974921 # DEPENDENCYPART_SIBL
(2,9),(2,11),0.00412294 # DEPENDENCYPART_SIBL
(2,9),(2,12),0.00412294 # DEPENDENCYPART_SIBL
(2,9),(2,14),0.00412294 # DEPENDENCYPART_SIBL
(2,9),(2,15),0.313231 # DEPENDENCYPART_SIBL
(2,9),(2,16),0.0243375 # DEPENDENCYPART_SIBL
(2,9),(2,19),0.00412294 # DEPENDENCYPART_SIBL
(2,9),(2,20),0.0243375 # DEPENDENCYPART_SIBL
(2,9),(2,24),0.312465 # DEPENDENCYPART_SIBL
(2,9),(2,26),0.106101 # DEPENDENCYPART_SIBL
(2,9),(2,29),0.464605 # DEPENDENCYPART_SIBL
(2,11),(2,12),0.0308729 # DEPENDENCYPART_SIBL
(2,11),(2,14),0.0308729 # DEPENDENCYPART_SIBL
(2,11),(2,15),0.0255438 # DEPENDENCYPART_SIBL
(2,11),(2,16),0.0688081 # DEPENDENCYPART_SIBL
(2,11),(2,19),0.0308729 # DEPENDENCYPART_SIBL
(2,11),(2,20),0.0688081 # DEPENDENCYPART_SIBL
(2,11),(2,24),0.0251307 # DEPENDENCYPART_SIBL
(2,11),(2,26),0.0105824 # DEPENDENCYPART_SIBL
(2,11),(2,29),0.0400689 # DEPENDENCYPART_SIBL
(2,12),(2,14),0.0308729 # DEPENDENCYPART_SIBL
(2,12),(2,15),0.0255438 # DEPENDENCYPART_SIBL
(2,12),(2,16),0.0688081 # DEPENDENCYPART_SIBL
(2,12),(2,19),0.0308729 # DEPENDENCYPART_SIBL
(2,12),(2,20),0.0688081 # DEPENDENCYPART_SIBL
(2,12),(2,24),0.0251307 # DEPENDENCYPART_SIBL
(2,12),(2,26),0.0105824 # DEPENDENCYPART_SIBL
(2,12),(2,29),0.0400689 # DEPENDENCYPART_SIBL
(2,14),(2,15),0.0255438 # DEPENDENCYPART_SIBL
(2,14),(2,16),0.0688081 # DEPENDENCYPART_SIBL
(2,14),(2,19),0.0308729 # DEPENDENCYPART_SIBL
(2,14),(2,20),0.0688081 # DEPENDENCYPART_SIBL
(2,14),(2,24),0.0251307 # DEPENDENCYPART_SIBL
(2,14),(2,26),0.0105824 # DEPENDENCYPART_SIBL
(2,14),(2,29),0.0400689 # DEPENDENCYPART_SIBL
(2,15),(2,16),0.132537 # DEPENDENCYPART_SIBL
(2,15),(2,19),0.0386833 # DEPENDENCYPART_SIBL
(2,15),(2,20),0.132537 # DEPENDENCYPART_SIBL
(2,15),(2,24),0.0123715 # DEPENDENCYPART_SIBL
(2,15),(2,26),0.0305161 # DEPENDENCYPART_SIBL
(2,15),(2,29),0.0594185 # DEPENDENCYPART_SIBL
(2,16),(2,19),0.0424659 # DEPENDENCYPART_SIBL
(2,16),(2,20),-0.0107594 # DEPENDENCYPART_SIBL
(2,16),(2,24),0.246333 # DEPENDENCYPART_SIBL
(2,16),(2,26),0.0160059 # DEPENDENCYPART_SIBL
(2,16),(2,29),0.0859425 # DEPENDENCYPART_SIBL
(2,19),(2,20),0.0688081 # DEPENDENCYPART_SIBL
(2,19),(2,24),0.0251307 # DEPENDENCYPART_SIBL
(2,19),(2,26),0.0105824 # DEPENDENCYPART_SIBL
(2,19),(2,29),0.0400689 # DEPENDENCYPART_SIBL
(2,20),(2,24),0.246333 # DEPENDENCYPART_SIBL
(2,20),(2,26),0.0160059 # DEPENDENCYPART_SIBL
(2,20),(2,29),0.0859425 # DEPENDENCYPART_SIBL
(2,24),(2,26),0.0305161 # DEPENDENCYPART_SIBL
(2,24),(2,29),0.0590797 # DEPENDENCYPART_SIBL
(2,26),(2,29),0.0241668 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.113666 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.347663 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.435262 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.110319 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0699933 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.100104 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0242767 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0670736 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0670736 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0670736 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.00656045 # DEPENDENCYPART_SIBL
(5,1),(5,17),-0.0303634 # DEPENDENCYPART_SIBL
(5,1),(5,24),-0.00706769 # DEPENDENCYPART_SIBL
(5,1),(5,26),0.0125675 # DEPENDENCYPART_SIBL
(5,1),(5,29),0.186539 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.169999 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.165944 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0741023 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.130736 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.130736 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.130736 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0507518 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.0179291 # DEPENDENCYPART_SIBL
(5,2),(5,24),0.050588 # DEPENDENCYPART_SIBL
(5,2),(5,26),0.0450064 # DEPENDENCYPART_SIBL
(5,2),(5,29),0.166522 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.210562 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0434751 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.155304 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.155304 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.155304 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0502915 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.0258988 # DEPENDENCYPART_SIBL
(5,4),(5,24),0.0492554 # DEPENDENCYPART_SIBL
(5,4),(5,26),0.044641 # DEPENDENCYPART_SIBL
(5,4),(5,29),0.0794334 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.140493 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0419955 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0419955 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0419955 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.06149 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0277352 # DEPENDENCYPART_SIBL
(5,8),(5,24),0.0610769 # DEPENDENCYPART_SIBL
(5,8),(5,26),0.0356955 # DEPENDENCYPART_SIBL
(5,8),(5,29),0.105201 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0121486 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0121486 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0121486 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.318844 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.109465 # DEPENDENCYPART_SIBL
(5,9),(5,24),0.318078 # DEPENDENCYPART_SIBL
(5,9),(5,26),0.110703 # DEPENDENCYPART_SIBL
(5,9),(5,29),0.469289 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0137048 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0137048 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0387755 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0105002 # DEPENDENCYPART_SIBL
(5,11),(5,24),0.0383624 # DEPENDENCYPART_SIBL
(5,11),(5,26),0.0184618 # DEPENDENCYPART_SIBL
(5,11),(5,29),0.0477783 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0137048 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0387755 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.0105002 # DEPENDENCYPART_SIBL
(5,12),(5,24),0.0383624 # DEPENDENCYPART_SIBL
(5,12),(5,26),0.0184618 # DEPENDENCYPART_SIBL
(5,12),(5,29),0.0477783 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0387755 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.0105002 # DEPENDENCYPART_SIBL
(5,14),(5,24),0.0383624 # DEPENDENCYPART_SIBL
(5,14),(5,26),0.0184618 # DEPENDENCYPART_SIBL
(5,14),(5,29),0.0477783 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.00252624 # DEPENDENCYPART_SIBL
(5,15),(5,24),0.00137762 # DEPENDENCYPART_SIBL
(5,15),(5,26),0.0213939 # DEPENDENCYPART_SIBL
(5,15),(5,29),0.067625 # DEPENDENCYPART_SIBL
(5,17),(5,24),0.00550643 # DEPENDENCYPART_SIBL
(5,17),(5,26),-0.0320647 # DEPENDENCYPART_SIBL
(5,17),(5,29),0.0245042 # DEPENDENCYPART_SIBL
(5,24),(5,26),0.0213939 # DEPENDENCYPART_SIBL
(5,24),(5,29),0.0672862 # DEPENDENCYPART_SIBL
(5,26),(5,29),0.0606364 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0442767 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0700052 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.037102 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.037102 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.00883021 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.037102 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0128565 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0101182 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.037102 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0101182 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.0130203 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0772045 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0326281 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0326281 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0150056 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0326281 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.00586144 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0429903 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.0326281 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.0429903 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.00544826 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0565379 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0565379 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.00306289 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0565379 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.16138 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0396788 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0565379 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0396788 # DEPENDENCYPART_SIBL
(6,9),(6,24),0.160615 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.00254193 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.00246998 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.00254193 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0115193 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0114205 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.00254193 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0114205 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.0119324 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.00246998 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.00254193 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0115193 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0114205 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.00254193 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.0114205 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.0119324 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.058288 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.00365076 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0495948 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.058288 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.0495948 # DEPENDENCYPART_SIBL
(6,13),(6,24),-0.00365076 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0115193 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0114205 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.00254193 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0114205 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.0119324 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0362364 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.00856754 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0362364 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.00519204 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0161856 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0446404 # DEPENDENCYPART_SIBL
(6,16),(6,24),0.0575746 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0114205 # DEPENDENCYPART_SIBL
(6,19),(6,24),-0.0119324 # DEPENDENCYPART_SIBL
(6,20),(6,24),0.0575746 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.11163 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.37928 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.00431694 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.093629 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00028132 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.37928 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0280513 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0133718 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0133718 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0133718 # DEPENDENCYPART_SIBL
(8,1),(8,28),-0.0320336 # DEPENDENCYPART_SIBL
(8,1),(8,29),0.191204 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.466976 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0140622 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0882205 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0100133 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.466976 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0450873 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0164576 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0164576 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0164576 # DEPENDENCYPART_SIBL
(8,2),(8,28),-0.0119754 # DEPENDENCYPART_SIBL
(8,2),(8,29),0.110052 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0105982 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0209236 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0264977 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.694691 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0537377 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0153631 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0153631 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0153631 # DEPENDENCYPART_SIBL
(8,3),(8,28),-0.0890028 # DEPENDENCYPART_SIBL
(8,3),(8,29),-0.0495272 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.203005 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0324599 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.347404 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00919672 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00328568 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.00328568 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.00328568 # DEPENDENCYPART_SIBL
(8,4),(8,28),-0.0215279 # DEPENDENCYPART_SIBL
(8,4),(8,29),0.0379856 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0232064 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.467804 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0183303 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.00995251 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.00995251 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.00995251 # DEPENDENCYPART_SIBL
(8,5),(8,28),-0.0277467 # DEPENDENCYPART_SIBL
(8,5),(8,29),0.103956 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00730587 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0233224 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00198615 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.00198615 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00198615 # DEPENDENCYPART_SIBL
(8,6),(8,28),-0.0336253 # DEPENDENCYPART_SIBL
(8,6),(8,29),-0.00312498 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0537377 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0153631 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0153631 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0153631 # DEPENDENCYPART_SIBL
(8,7),(8,28),-0.0890028 # DEPENDENCYPART_SIBL
(8,7),(8,29),-0.0495272 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0595703 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0595703 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0595703 # DEPENDENCYPART_SIBL
(8,9),(8,28),0.111183 # DEPENDENCYPART_SIBL
(8,9),(8,29),0.427587 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.00470463 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00470463 # DEPENDENCYPART_SIBL
(8,11),(8,28),0.0250947 # DEPENDENCYPART_SIBL
(8,11),(8,29),0.0448659 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.00470463 # DEPENDENCYPART_SIBL
(8,12),(8,28),0.0250947 # DEPENDENCYPART_SIBL
(8,12),(8,29),0.0448659 # DEPENDENCYPART_SIBL
(8,14),(8,28),0.0250947 # DEPENDENCYPART_SIBL
(8,14),(8,29),0.0448659 # DEPENDENCYPART_SIBL
(8,28),(8,29),0.0951967 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0240996 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.662013 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.662013 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0765087 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0765087 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.662013 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.113666 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.347663 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.00565405 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0956647 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.00105579 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.347663 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.00650954 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0533417 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.347663 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.00565405 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0132787 # DEPENDENCYPART_SIBL
(12,1),(12,28),-0.0320332 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.435262 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0154964 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0903533 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.00857907 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.435262 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0066822 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0122498 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.435262 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0154964 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0163648 # DEPENDENCYPART_SIBL
(12,2),(12,28),-0.0119753 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0129962 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0254174 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0240996 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.662013 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0029943 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.166682 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.662013 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0129962 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.00331961 # DEPENDENCYPART_SIBL
(12,3),(12,28),-0.077234 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.203705 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0324611 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.317123 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0370222 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.294377 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.317123 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.018106 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.00337853 # DEPENDENCYPART_SIBL
(12,4),(12,28),-0.0215277 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0217722 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.43609 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0216441 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0283674 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.43609 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0304591 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0100453 # DEPENDENCYPART_SIBL
(12,5),(12,28),-0.0277467 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0765087 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0199158 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.202348 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0765087 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0108638 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.000752329 # DEPENDENCYPART_SIBL
(12,6),(12,28),-0.0324842 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0029943 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.166682 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.662013 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0129962 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.00331961 # DEPENDENCYPART_SIBL
(12,7),(12,28),-0.077234 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.271925 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.34833 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0402587 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.00227809 # DEPENDENCYPART_SIBL
(12,8),(12,28),-0.024556 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.407698 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0441064 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0899537 # DEPENDENCYPART_SIBL
(12,9),(12,28),-0.0530003 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0129962 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.00331961 # DEPENDENCYPART_SIBL
(12,10),(12,28),-0.077234 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.00337853 # DEPENDENCYPART_SIBL
(12,11),(12,28),-0.0215277 # DEPENDENCYPART_SIBL
(12,14),(12,28),0.0250977 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00339922 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0133384 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.00339922 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0326463 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.00339922 # DEPENDENCYPART_SIBL
(13,12),(13,24),-0.0130941 # DEPENDENCYPART_SIBL
(13,12),(13,26),-0.0309945 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0114205 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.00254193 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.00246998 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.00254193 # DEPENDENCYPART_SIBL
(13,14),(13,24),-0.0119324 # DEPENDENCYPART_SIBL
(13,14),(13,26),8.17448e-05 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0161856 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0215842 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.0161856 # DEPENDENCYPART_SIBL
(13,16),(13,24),0.0575746 # DEPENDENCYPART_SIBL
(13,16),(13,26),0.100722 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.00246998 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.00254193 # DEPENDENCYPART_SIBL
(13,19),(13,24),-0.0119324 # DEPENDENCYPART_SIBL
