# _root_ Európában elsősorban az olaszok és a franciák híresek kávézóikról , ahol a fekete ital számos változatát készítik , fogyasztásuk pedig mindennapos szertartássá vált .
#goldHeads=9,9,4,5,9,7,5,9,0,9,17,14,14,16,16,17,9,17,23,23,22,23,17,9,
#predictedHeads=17,23,4,5,17,7,8,9,5,23,17,14,14,16,16,17,0,17,23,23,22,23,17,17,
(5,7),(5,17),-0.0601769 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.00941697 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.07617 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0618776 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.0584907 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0124781 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0157572 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0394786 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0388338 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0124782 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.00315636 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0124781 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0458645 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0157572 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.038209 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.0505766 # DEPENDENCYPART_SIBL
(5,8),(5,24),0.0562241 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.00941697 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0538712 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.00708625 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0462163 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0177516 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0462163 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0601769 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.00941697 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.07617 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0618776 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.0584892 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0403045 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0387551 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.067066 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0704764 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0670661 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.185194 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0651398 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.0079966 # DEPENDENCYPART_SIBL
(5,10),(5,23),0.184159 # DEPENDENCYPART_SIBL
(5,10),(5,24),0.00726496 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0319629 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0322107 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0228337 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0322107 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0617111 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.00876624 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.0747727 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.0611528 # DEPENDENCYPART_SIBL
(5,11),(5,24),0.00230132 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0127951 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.00188589 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0127951 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.0475819 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.0166075 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.0425518 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.052294 # DEPENDENCYPART_SIBL
(5,13),(5,24),0.0510119 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.0177519 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.0462166 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.0601773 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.00941861 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.0761704 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.061878 # DEPENDENCYPART_SIBL
(5,14),(5,24),-0.0584895 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0277134 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.0465693 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.00177804 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.0412247 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.048075 # DEPENDENCYPART_SIBL
(5,15),(5,24),0.0223678 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.0601769 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.00941697 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.07617 # DEPENDENCYPART_SIBL
(5,16),(5,23),-0.0618776 # DEPENDENCYPART_SIBL
(5,16),(5,24),-0.0584892 # DEPENDENCYPART_SIBL
(5,17),(5,18),0.162469 # DEPENDENCYPART_SIBL
(5,17),(5,20),-0.00948067 # DEPENDENCYPART_SIBL
(5,17),(5,23),-0.0145429 # DEPENDENCYPART_SIBL
(5,17),(5,24),0.18443 # DEPENDENCYPART_SIBL
(5,18),(5,20),0.0079966 # DEPENDENCYPART_SIBL
(5,18),(5,23),0.184159 # DEPENDENCYPART_SIBL
(5,18),(5,24),0.00726496 # DEPENDENCYPART_SIBL
(5,20),(5,23),-0.0644494 # DEPENDENCYPART_SIBL
(5,20),(5,24),0.0438947 # DEPENDENCYPART_SIBL
(5,23),(5,24),0.203573 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.000287996 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.121022 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.542227 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.79717 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.313957 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.38659 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.186894 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0443686 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0699756 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.431144 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0400923 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0710015 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0435045 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.193891 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.210271 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0639414 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.194381 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0803342 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.115815 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.149643 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0807376 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.436358 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0375425 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0757598 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.115694 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.104957 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0679518 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.220199 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.266768 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0226231 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.791688 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.317134 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0205104 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0426099 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.00340859 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.000929301 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0545942 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0534614 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.352323 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0167381 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.179271 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.42153 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.017841 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.02148 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0194875 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.00714315 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0268731 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.140094 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.000287996 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.121022 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.542227 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.000855654 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.204725 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0165824 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.00571552 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0198255 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.0202729 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.79717 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.313957 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0160404 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0542533 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00176165 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.00214274 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0550692 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.0418772 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.38659 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.102991 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.00289837 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0168208 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00798839 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0228636 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0197197 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0129961 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.155843 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00907785 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00331961 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0176296 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0285178 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0462213 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00283896 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00337665 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0545948 # DEPENDENCYPART_SIBL
(9,7),(9,24),0.0416813 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0329118 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00411379 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00620235 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.00425058 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.342981 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.162829 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.0787788 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0309026 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.0485651 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.119593 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0628629 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0628631 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.231009 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0712304 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0712316 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.00253322 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0171034 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0712316 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.0712316 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.0044006 # DEPENDENCYPART_SIBL
(11,4),(11,24),0.00815708 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.063903 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.230467 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0757912 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0757923 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0040091 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0159484 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0757923 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.0757923 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.00292473 # DEPENDENCYPART_SIBL
(11,7),(11,24),0.00987753 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.23047 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0757928 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.075794 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.00401113 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0159472 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.075794 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.075794 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0029227 # DEPENDENCYPART_SIBL
(11,9),(11,24),0.00987927 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0176588 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0176588 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.00810501 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0946848 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0176588 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0176588 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.0113906 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.003771 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0195231 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.00423953 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.00657108 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0195231 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0195231 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.00322322 # DEPENDENCYPART_SIBL
(11,14),(11,24),-0.0180543 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.00423953 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.00657174 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0195231 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.0195231 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.00322322 # DEPENDENCYPART_SIBL
(11,16),(11,24),-0.0180543 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0720185 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0137508 # DEPENDENCYPART_SIBL
(11,17),(11,22),0.0137508 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.00284185 # DEPENDENCYPART_SIBL
(11,17),(11,24),0.0406953 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0106896 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0106896 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.210184 # DEPENDENCYPART_SIBL
(11,18),(11,24),0.0194835 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0195231 # DEPENDENCYPART_SIBL
(11,19),(11,23),0.00322322 # DEPENDENCYPART_SIBL
(11,19),(11,24),-0.0180543 # DEPENDENCYPART_SIBL
(11,22),(11,23),0.00322322 # DEPENDENCYPART_SIBL
(11,22),(11,24),-0.0180543 # DEPENDENCYPART_SIBL
(11,23),(11,24),0.0428468 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0995561 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0500185 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0783605 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.220177 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.266791 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.022653 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.791628 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.317156 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0205403 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.0425877 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0205402 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.639443 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.163744 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.317156 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0434162 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0545942 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.000928122 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.000928122 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.00672952 # DEPENDENCYPART_SIBL
(14,1),(14,23),0.0139972 # DEPENDENCYPART_SIBL
(14,1),(14,24),0.0534614 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.352323 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.0167304 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.179241 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.42153 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0178334 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.02148 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.0178338 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0433605 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.0741194 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.42153 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0275608 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0268731 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.00714315 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.00714315 # DEPENDENCYPART_SIBL
(14,2),(14,20),0.0206663 # DEPENDENCYPART_SIBL
(14,2),(14,23),0.0497684 # DEPENDENCYPART_SIBL
(14,2),(14,24),0.140094 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.000338358 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.120949 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.542262 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.000805292 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.20469 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.000805383 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.213086 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.0101735 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.542262 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.201666 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0198255 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.00571552 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.00571552 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0093281 # DEPENDENCYPART_SIBL
(14,3),(14,23),-0.0132191 # DEPENDENCYPART_SIBL
(14,3),(14,24),-0.0202729 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.79711 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.31398 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0160702 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0542311 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0160701 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.645967 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.165104 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.31398 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0550596 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0550692 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.00214392 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.00214392 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.00415164 # DEPENDENCYPART_SIBL
(14,4),(14,23),0.00916742 # DEPENDENCYPART_SIBL
(14,4),(14,24),0.0418772 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.386954 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.10262 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0025352 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.102621 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0398087 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.00982431 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.386954 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.00468541 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0228636 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.00798823 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.00798823 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0097511 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.015073 # DEPENDENCYPART_SIBL
(14,5),(14,24),0.0197197 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.012903 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.155772 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0129031 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.190629 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0254579 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.662083 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.153433 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0176296 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.00331961 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.00331961 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0192324 # DEPENDENCYPART_SIBL
(14,6),(14,23),0.00792063 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.0285178 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0461991 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0181415 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.641605 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.162245 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.317149 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0470276 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0545948 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.00337783 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.00337783 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.00462611 # DEPENDENCYPART_SIBL
(14,7),(14,23),0.00874217 # DEPENDENCYPART_SIBL
(14,7),(14,24),0.0416813 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.00308172 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.440883 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0641954 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.662675 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0135974 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.00620235 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.00411379 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.00411379 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.00961179 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.0356387 # DEPENDENCYPART_SIBL
(14,8),(14,24),-0.00425058 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.641612 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.16225 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.317145 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0470321 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0545952 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.00337853 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.00337853 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0046257 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.00874369 # DEPENDENCYPART_SIBL
(14,9),(14,24),0.041682 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0209891 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.408183 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.00249492 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0244345 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.00844461 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.00844461 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0175547 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.0197992 # DEPENDENCYPART_SIBL
(14,10),(14,24),0.0238545 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.419223 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0147137 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0252166 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0151936 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0151936 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0226774 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0310535 # DEPENDENCYPART_SIBL
(14,11),(14,24),0.0937087 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.153433 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0176296 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00331961 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.00331961 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0192324 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.00792063 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0285178 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.00620029 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00684399 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.00684399 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.00988648 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.0357091 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.00606926 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.024592 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.024592 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.00173532 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.0393943 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.119593 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.00471394 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0359333 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.0462911 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.0485651 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0359333 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.0462911 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.0485651 # DEPENDENCYPART_SIBL
(14,20),(14,23),0.00988823 # DEPENDENCYPART_SIBL
(14,20),(14,24),0.119173 # DEPENDENCYPART_SIBL
