# _root_ Önkéntesek hordták a vizet és az élelmet , a törmelék elszállítását — ha kellett , puszta kézzel — maguk szervezték meg .
#goldHeads=2,0,4,2,2,7,2,2,10,11,20,13,20,13,14,17,14,13,20,2,20,2,
#predictedHeads=2,0,4,2,2,7,2,2,10,11,2,13,2,2,14,17,20,20,20,2,20,2,
(2,5),(5,6),-0.0457075 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.024606 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.108738 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0509093 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),0.0769146 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.0402023 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.134434 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.408976 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.098362 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.164187 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.012564 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.765652 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-1.09434 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.324237 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),0.313457 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),0.36836 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.420414 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.325263 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.141201 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.146692 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.157214 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.285038 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.128955 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),0.0138503 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),0.157068 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),0.0439359 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.360964 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.936066 # DEPENDENCYPART_GRANDPAR
(2,10),(10,3),0.36836 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.420415 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.325263 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.141201 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.181449 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.195951 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.0580771 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),0.0439365 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.291367 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.844301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.36836 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.420415 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),0.325263 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.141201 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),0.181449 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.195951 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.0580771 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.155152 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),0.128955 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),0.0138505 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),0.157068 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),0.0439365 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),0.0761884 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.360963 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-0.936066 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.229728 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-1.02989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,4),0.172165 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),0.0561462 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.0668387 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.102706 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.0931302 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),0.0346937 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),0.0656814 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.454301 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.129761 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.565241 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.249177 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.0284442 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),0.0490126 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.820381 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.0118733 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-1.13338 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),0.129132 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.853464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,4),0.355429 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.227933 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),0.115512 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),0.0855834 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),0.0893393 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),0.217163 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),0.102796 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),0.1082 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),0.0763447 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.360755 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.0384609 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.0180704 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),0.297057 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.388062 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),0.222425 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.959949 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),0.0265814 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),0.154405 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),0.171768 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),0.0291093 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.0563 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),0.102202 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),0.0366296 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.477164 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.846885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),0.365452 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),0.417828 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),0.322679 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),0.137976 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),0.178862 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),0.193233 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),0.0551697 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),0.152566 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),0.28039 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),0.188508 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),0.118809 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),0.00137792 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),0.203608 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.23119 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),0.0737388 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.361235 # DEPENDENCYPART_GRANDPAR
(2,20),(20,1),0.152993 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-0.89782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,4),0.336069 # DEPENDENCYPART_GRANDPAR
(2,20),(20,5),0.210402 # DEPENDENCYPART_GRANDPAR
(2,20),(20,7),0.096153 # DEPENDENCYPART_GRANDPAR
(2,20),(20,8),0.0506668 # DEPENDENCYPART_GRANDPAR
(2,20),(20,10),0.0699798 # DEPENDENCYPART_GRANDPAR
(2,20),(20,11),0.197804 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),0.0583927 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),0.0773474 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),-0.054718 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),0.0610424 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.349051 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.0345271 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),0.00562634 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),0.208222 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),0.254005 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.954369 # DEPENDENCYPART_GRANDPAR
(2,21),(21,7),0.055537 # DEPENDENCYPART_GRANDPAR
(2,21),(21,8),0.0680848 # DEPENDENCYPART_GRANDPAR
(2,21),(21,10),0.0292404 # DEPENDENCYPART_GRANDPAR
(2,21),(21,11),0.157064 # DEPENDENCYPART_GRANDPAR
(2,21),(21,12),0.204365 # DEPENDENCYPART_GRANDPAR
(2,21),(21,13),0.0567557 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),0.0784604 # DEPENDENCYPART_GRANDPAR
(2,21),(21,16),-0.367325 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),-0.0739939 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),0.151599 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),0.22192 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.985667 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.985719 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.755816 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.13812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.573311 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.558656 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.738612 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.741263 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.665173 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.60581 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.871094 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.652096 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.712573 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.442167 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.67524 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.921149 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.877898 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.844454 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.442173 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.770515 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-1.1063 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.16191 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.602572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.193303 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.151635 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.359657 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.193131 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.458415 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.237589 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.0144388 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.293634 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.46521 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.0226268 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.740492 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.123412 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.117173 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-1.16837 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.960264 # DEPENDENCYPART_GRANDPAR
(5,1),(1,22),-0.768504 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0570624 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.117112 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0245024 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.34358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.278999 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-1.13787 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.927841 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.707859 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.28039 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.16343 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-1.03519 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.928969 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.26356 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.10932 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-1.17258 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.53007 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-1.01755 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-1.32468 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-1.23057 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-1.05189 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.138271 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0122343 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.776111 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.517176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,11),-0.0950317 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.493958 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.68167 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.532536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.380981 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.142065 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.183387 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0664196 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.352492 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.304319 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.323543 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.433115 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.366156 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.432614 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.493958 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.68167 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.532535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.380981 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0215769 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.10981 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.00611004 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.433115 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.836613 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.730307 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.493958 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.68167 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.532535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.380981 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.0215769 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.10981 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.00611004 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.120951 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.352492 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.304319 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.323543 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.433115 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.334854 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.366156 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.432614 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.814513 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.808958 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.659569 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.61103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,7),-0.0671734 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.181637 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.209699 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.0927309 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.264098 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.363654 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.375798 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.433813 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.408264 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.274308 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),0.144589 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.41666 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.395453 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.371631 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-1.20525 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-1.10147 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-1.05035 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.583162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,7),-0.0787812 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.162837 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.221199 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.104231 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.221222 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.0964456 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.340891 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.410161 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.434817 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.300196 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),0.133333 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.307413 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.352024 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.363475 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.730307 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.493958 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.68167 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.532538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),0.380658 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),0.0215724 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.109883 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.00627486 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.120955 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.00398773 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.306151 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.0544247 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.286523 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.291361 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.409864 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.336974 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.366157 # DEPENDENCYPART_GRANDPAR
(5,20),(20,1),-1.19837 # DEPENDENCYPART_GRANDPAR
(5,20),(20,2),-1.09472 # DEPENDENCYPART_GRANDPAR
(5,20),(20,4),-1.04347 # DEPENDENCYPART_GRANDPAR
(5,20),(20,5),-0.558352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,20),(20,7),-0.0714643 # DEPENDENCYPART_GRANDPAR
(5,20),(20,8),-0.166797 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),-0.213882 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),-0.0969142 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.229866 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),-0.081951 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.33267 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.348275 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.460983 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.456588 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.212228 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),0.133909 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.312697 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.34446 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.370495 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.180797 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.153533 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.248838 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.8135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.243664 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.413461 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.441543 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.447859 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.361998 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.382689 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.544635 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.483749 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.655569 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.471178 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.632491 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-0.526123 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.770984 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.492576 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.500421 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.649315 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.491738 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.570227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.215214 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0338648 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.297271 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0173357 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.050208 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.0835504 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.148604 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.233104 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.159388 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.175235 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.192711 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.108505 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.409029 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.0701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,1),-1.04052 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.24934 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.648579 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.26395 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.399457 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.00853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.600272 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.254013 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.647892 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.480819 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.43515 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.269552 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.458369 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.573783 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.61619 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.29756 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.881098 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.221659 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.570369 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.993457 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.712876 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.512836 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.889913 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.472171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.225787 # DEPENDENCYPART_GRANDPAR
