# _root_ Még inkább meglepődtek a vizsgálódók azon , hogy az idősek és fiatalok értékválasztása alig különbözött : az 55 éven felüliek 97 százaléka , a 15-24 évesek 93 százaléka említette első helyen a családot .
#goldHeads=2,3,0,5,3,3,3,3,10,13,13,13,15,15,6,3,20,19,20,22,22,29,29,26,26,28,28,29,3,31,29,33,29,3,
#predictedHeads=3,3,0,5,3,3,3,3,10,15,13,13,15,15,3,15,19,19,20,22,22,29,29,26,26,28,28,29,15,31,29,33,29,3,
(3,5),(3,16),0.0153581 # DEPENDENCYPART_SIBL
(3,5),(3,18),-0.0165348 # DEPENDENCYPART_SIBL
(3,5),(3,19),-0.0237572 # DEPENDENCYPART_SIBL
(3,5),(3,20),-0.0345318 # DEPENDENCYPART_SIBL
(3,5),(3,21),-0.0165348 # DEPENDENCYPART_SIBL
(3,5),(3,22),-0.0245255 # DEPENDENCYPART_SIBL
(3,5),(3,23),-0.000360313 # DEPENDENCYPART_SIBL
(3,5),(3,25),-0.0165348 # DEPENDENCYPART_SIBL
(3,5),(3,26),-0.0236203 # DEPENDENCYPART_SIBL
(3,5),(3,27),-0.0165348 # DEPENDENCYPART_SIBL
(3,5),(3,28),-0.0245255 # DEPENDENCYPART_SIBL
(3,5),(3,29),-0.031545 # DEPENDENCYPART_SIBL
(3,5),(3,31),-0.0349059 # DEPENDENCYPART_SIBL
(3,5),(3,33),-0.0236203 # DEPENDENCYPART_SIBL
(3,5),(3,34),-0.010899 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0284821 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.165752 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.04205 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.0667991 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.00541489 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.00629995 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.00629995 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.0281275 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.0330007 # DEPENDENCYPART_SIBL
(3,6),(3,16),0.0410649 # DEPENDENCYPART_SIBL
(3,6),(3,18),0.00867235 # DEPENDENCYPART_SIBL
(3,6),(3,19),0.00615411 # DEPENDENCYPART_SIBL
(3,6),(3,20),0.0668023 # DEPENDENCYPART_SIBL
(3,6),(3,21),0.00867235 # DEPENDENCYPART_SIBL
(3,6),(3,22),0.00725025 # DEPENDENCYPART_SIBL
(3,6),(3,23),0.0284821 # DEPENDENCYPART_SIBL
(3,6),(3,25),0.00867235 # DEPENDENCYPART_SIBL
(3,6),(3,26),0.00629995 # DEPENDENCYPART_SIBL
(3,6),(3,27),0.00867235 # DEPENDENCYPART_SIBL
(3,6),(3,28),0.00725025 # DEPENDENCYPART_SIBL
(3,6),(3,29),-0.035001 # DEPENDENCYPART_SIBL
(3,6),(3,31),-0.00517675 # DEPENDENCYPART_SIBL
(3,6),(3,33),0.00629995 # DEPENDENCYPART_SIBL
(3,6),(3,34),0.00074821 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.81544 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.0711085 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.060498 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.0709146 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0765195 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.07652 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.0962592 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.194562 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.0238466 # DEPENDENCYPART_SIBL
(3,7),(3,18),0.0374092 # DEPENDENCYPART_SIBL
(3,7),(3,19),0.0762802 # DEPENDENCYPART_SIBL
(3,7),(3,20),0.0604985 # DEPENDENCYPART_SIBL
(3,7),(3,21),0.0374092 # DEPENDENCYPART_SIBL
(3,7),(3,22),0.0601831 # DEPENDENCYPART_SIBL
(3,7),(3,23),-0.0129099 # DEPENDENCYPART_SIBL
(3,7),(3,25),0.0374092 # DEPENDENCYPART_SIBL
(3,7),(3,26),0.07652 # DEPENDENCYPART_SIBL
(3,7),(3,27),0.0374087 # DEPENDENCYPART_SIBL
(3,7),(3,28),0.0601831 # DEPENDENCYPART_SIBL
(3,7),(3,29),0.188176 # DEPENDENCYPART_SIBL
(3,7),(3,31),0.0533911 # DEPENDENCYPART_SIBL
(3,7),(3,33),0.07652 # DEPENDENCYPART_SIBL
(3,7),(3,34),0.0489202 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.0557778 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.0821972 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.0156822 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.0142557 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.0142557 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.0242222 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.108302 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.0308306 # DEPENDENCYPART_SIBL
(3,8),(3,18),0.014285 # DEPENDENCYPART_SIBL
(3,8),(3,19),-0.0144191 # DEPENDENCYPART_SIBL
(3,8),(3,20),0.0821972 # DEPENDENCYPART_SIBL
(3,8),(3,21),0.014285 # DEPENDENCYPART_SIBL
(3,8),(3,22),-0.00781328 # DEPENDENCYPART_SIBL
(3,8),(3,23),-0.0390228 # DEPENDENCYPART_SIBL
(3,8),(3,25),0.014285 # DEPENDENCYPART_SIBL
(3,8),(3,26),-0.0142557 # DEPENDENCYPART_SIBL
(3,8),(3,27),0.014285 # DEPENDENCYPART_SIBL
(3,8),(3,28),-0.00781328 # DEPENDENCYPART_SIBL
(3,8),(3,29),0.106544 # DEPENDENCYPART_SIBL
(3,8),(3,31),-0.0325528 # DEPENDENCYPART_SIBL
(3,8),(3,33),-0.0142557 # DEPENDENCYPART_SIBL
(3,8),(3,34),0.124079 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.00126419 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.039084 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.0520221 # DEPENDENCYPART_SIBL
(3,9),(3,13),0.0520221 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.0104321 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.000231333 # DEPENDENCYPART_SIBL
(3,9),(3,16),0.0245171 # DEPENDENCYPART_SIBL
(3,9),(3,18),0.00248485 # DEPENDENCYPART_SIBL
(3,9),(3,19),0.0518922 # DEPENDENCYPART_SIBL
(3,9),(3,20),-0.00126419 # DEPENDENCYPART_SIBL
(3,9),(3,21),0.00248485 # DEPENDENCYPART_SIBL
(3,9),(3,22),0.0515085 # DEPENDENCYPART_SIBL
(3,9),(3,23),0.0263673 # DEPENDENCYPART_SIBL
(3,9),(3,25),0.00248485 # DEPENDENCYPART_SIBL
(3,9),(3,26),0.0520221 # DEPENDENCYPART_SIBL
(3,9),(3,27),0.00248485 # DEPENDENCYPART_SIBL
(3,9),(3,28),0.0515085 # DEPENDENCYPART_SIBL
(3,9),(3,29),-0.00152685 # DEPENDENCYPART_SIBL
(3,9),(3,31),0.0400011 # DEPENDENCYPART_SIBL
(3,9),(3,33),0.0520221 # DEPENDENCYPART_SIBL
(3,9),(3,34),-0.00660792 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0243309 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.036009 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.036009 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.0188639 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.0346797 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.00925521 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.0213516 # DEPENDENCYPART_SIBL
(3,10),(3,19),-0.036146 # DEPENDENCYPART_SIBL
(3,10),(3,20),-0.0393485 # DEPENDENCYPART_SIBL
(3,10),(3,21),-0.0213516 # DEPENDENCYPART_SIBL
(3,10),(3,22),-0.0369143 # DEPENDENCYPART_SIBL
(3,10),(3,23),-0.00767881 # DEPENDENCYPART_SIBL
(3,10),(3,25),-0.0213516 # DEPENDENCYPART_SIBL
(3,10),(3,26),-0.036009 # DEPENDENCYPART_SIBL
(3,10),(3,27),-0.0213516 # DEPENDENCYPART_SIBL
(3,10),(3,28),-0.0369143 # DEPENDENCYPART_SIBL
(3,10),(3,29),-0.0364379 # DEPENDENCYPART_SIBL
(3,10),(3,31),-0.0472946 # DEPENDENCYPART_SIBL
(3,10),(3,33),-0.036009 # DEPENDENCYPART_SIBL
(3,10),(3,34),-0.0173272 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.107612 # DEPENDENCYPART_SIBL
(3,11),(3,13),0.107612 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.0435581 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0220002 # DEPENDENCYPART_SIBL
(3,11),(3,16),-0.00357752 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.00347039 # DEPENDENCYPART_SIBL
(3,11),(3,19),0.107458 # DEPENDENCYPART_SIBL
(3,11),(3,20),0.0299412 # DEPENDENCYPART_SIBL
(3,11),(3,21),-0.00347039 # DEPENDENCYPART_SIBL
(3,11),(3,22),0.113691 # DEPENDENCYPART_SIBL
(3,11),(3,23),-0.00243477 # DEPENDENCYPART_SIBL
(3,11),(3,25),-0.00347039 # DEPENDENCYPART_SIBL
(3,11),(3,26),0.107612 # DEPENDENCYPART_SIBL
(3,11),(3,27),-0.00347039 # DEPENDENCYPART_SIBL
(3,11),(3,28),0.113691 # DEPENDENCYPART_SIBL
(3,11),(3,29),0.0202421 # DEPENDENCYPART_SIBL
(3,11),(3,31),0.0884381 # DEPENDENCYPART_SIBL
(3,11),(3,33),0.107612 # DEPENDENCYPART_SIBL
(3,11),(3,34),0.00340412 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.0191075 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.00701649 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.0189391 # DEPENDENCYPART_SIBL
(3,12),(3,16),0.0161282 # DEPENDENCYPART_SIBL
(3,12),(3,18),-0.0126652 # DEPENDENCYPART_SIBL
(3,12),(3,19),-0.0192878 # DEPENDENCYPART_SIBL
(3,12),(3,20),0.0263318 # DEPENDENCYPART_SIBL
(3,12),(3,21),-0.0126652 # DEPENDENCYPART_SIBL
(3,12),(3,22),-0.0274177 # DEPENDENCYPART_SIBL
(3,12),(3,23),0.0430489 # DEPENDENCYPART_SIBL
(3,12),(3,25),-0.0126652 # DEPENDENCYPART_SIBL
(3,12),(3,26),-0.0191075 # DEPENDENCYPART_SIBL
(3,12),(3,27),-0.0126652 # DEPENDENCYPART_SIBL
(3,12),(3,28),-0.0274177 # DEPENDENCYPART_SIBL
(3,12),(3,29),-0.0206975 # DEPENDENCYPART_SIBL
(3,12),(3,31),-0.0354937 # DEPENDENCYPART_SIBL
(3,12),(3,33),-0.0191075 # DEPENDENCYPART_SIBL
(3,12),(3,34),-0.000301056 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.00701649 # DEPENDENCYPART_SIBL
(3,13),(3,15),-0.0189344 # DEPENDENCYPART_SIBL
(3,13),(3,16),0.0161282 # DEPENDENCYPART_SIBL
(3,13),(3,18),-0.0126652 # DEPENDENCYPART_SIBL
(3,13),(3,19),-0.0192855 # DEPENDENCYPART_SIBL
(3,13),(3,20),0.0263357 # DEPENDENCYPART_SIBL
(3,13),(3,21),-0.0126652 # DEPENDENCYPART_SIBL
(3,13),(3,22),-0.0274154 # DEPENDENCYPART_SIBL
(3,13),(3,23),0.0430489 # DEPENDENCYPART_SIBL
(3,13),(3,25),-0.0126652 # DEPENDENCYPART_SIBL
(3,13),(3,26),-0.0191053 # DEPENDENCYPART_SIBL
(3,13),(3,27),-0.0126652 # DEPENDENCYPART_SIBL
(3,13),(3,28),-0.0274154 # DEPENDENCYPART_SIBL
(3,13),(3,29),-0.0206928 # DEPENDENCYPART_SIBL
(3,13),(3,31),-0.0354915 # DEPENDENCYPART_SIBL
(3,13),(3,33),-0.0191053 # DEPENDENCYPART_SIBL
(3,13),(3,34),-1.62179e-05 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.0362154 # DEPENDENCYPART_SIBL
(3,14),(3,16),0.044905 # DEPENDENCYPART_SIBL
(3,14),(3,18),-0.02539 # DEPENDENCYPART_SIBL
(3,14),(3,19),0.0111027 # DEPENDENCYPART_SIBL
(3,14),(3,20),0.0358211 # DEPENDENCYPART_SIBL
(3,14),(3,21),-0.02539 # DEPENDENCYPART_SIBL
(3,14),(3,22),0.00758657 # DEPENDENCYPART_SIBL
(3,14),(3,23),-0.00593477 # DEPENDENCYPART_SIBL
(3,14),(3,25),-0.02539 # DEPENDENCYPART_SIBL
(3,14),(3,26),0.0112489 # DEPENDENCYPART_SIBL
(3,14),(3,27),-0.02539 # DEPENDENCYPART_SIBL
(3,14),(3,28),0.00758657 # DEPENDENCYPART_SIBL
(3,14),(3,29),-0.0380695 # DEPENDENCYPART_SIBL
(3,14),(3,31),-0.00635712 # DEPENDENCYPART_SIBL
(3,14),(3,33),0.0112489 # DEPENDENCYPART_SIBL
(3,14),(3,34),-0.0261015 # DEPENDENCYPART_SIBL
(3,15),(3,16),0.0239409 # DEPENDENCYPART_SIBL
(3,15),(3,18),-0.032973 # DEPENDENCYPART_SIBL
(3,15),(3,19),-0.00461632 # DEPENDENCYPART_SIBL
(3,15),(3,20),0.00674958 # DEPENDENCYPART_SIBL
(3,15),(3,21),-0.032973 # DEPENDENCYPART_SIBL
(3,15),(3,22),-0.00311976 # DEPENDENCYPART_SIBL
(3,15),(3,23),0.0599745 # DEPENDENCYPART_SIBL
(3,15),(3,25),-0.032973 # DEPENDENCYPART_SIBL
(3,15),(3,26),-0.00448328 # DEPENDENCYPART_SIBL
(3,15),(3,27),-0.032973 # DEPENDENCYPART_SIBL
(3,15),(3,28),-0.00311976 # DEPENDENCYPART_SIBL
(3,15),(3,29),-0.00821739 # DEPENDENCYPART_SIBL
(3,15),(3,31),-0.0171647 # DEPENDENCYPART_SIBL
(3,15),(3,33),-0.00448328 # DEPENDENCYPART_SIBL
(3,15),(3,34),0.0178063 # DEPENDENCYPART_SIBL
(3,16),(3,18),0.0025263 # DEPENDENCYPART_SIBL
(3,16),(3,19),-0.0261286 # DEPENDENCYPART_SIBL
(3,16),(3,20),0.0303516 # DEPENDENCYPART_SIBL
(3,16),(3,21),0.0025263 # DEPENDENCYPART_SIBL
(3,16),(3,22),-0.0241527 # DEPENDENCYPART_SIBL
(3,16),(3,23),-0.00917053 # DEPENDENCYPART_SIBL
(3,16),(3,25),0.0025263 # DEPENDENCYPART_SIBL
(3,16),(3,26),-0.0259369 # DEPENDENCYPART_SIBL
(3,16),(3,27),0.00252606 # DEPENDENCYPART_SIBL
(3,16),(3,28),-0.0241527 # DEPENDENCYPART_SIBL
(3,16),(3,29),0.266908 # DEPENDENCYPART_SIBL
(3,16),(3,31),-0.0438216 # DEPENDENCYPART_SIBL
(3,16),(3,33),-0.0259369 # DEPENDENCYPART_SIBL
(3,16),(3,34),0.425666 # DEPENDENCYPART_SIBL
(3,18),(3,19),-0.0148056 # DEPENDENCYPART_SIBL
(3,18),(3,20),0.00776146 # DEPENDENCYPART_SIBL
(3,18),(3,21),-0.00357626 # DEPENDENCYPART_SIBL
(3,18),(3,22),-0.0153598 # DEPENDENCYPART_SIBL
(3,18),(3,23),0.0181619 # DEPENDENCYPART_SIBL
(3,18),(3,25),-0.00357626 # DEPENDENCYPART_SIBL
(3,18),(3,26),-0.0146592 # DEPENDENCYPART_SIBL
(3,18),(3,27),-0.00357661 # DEPENDENCYPART_SIBL
(3,18),(3,28),-0.0153598 # DEPENDENCYPART_SIBL
(3,18),(3,29),-0.0158927 # DEPENDENCYPART_SIBL
(3,18),(3,31),-0.0261454 # DEPENDENCYPART_SIBL
(3,18),(3,33),-0.0146592 # DEPENDENCYPART_SIBL
(3,18),(3,34),0.00346853 # DEPENDENCYPART_SIBL
(3,19),(3,20),0.0261713 # DEPENDENCYPART_SIBL
(3,19),(3,21),-0.0128144 # DEPENDENCYPART_SIBL
(3,19),(3,22),-0.0282897 # DEPENDENCYPART_SIBL
(3,19),(3,23),0.0418111 # DEPENDENCYPART_SIBL
(3,19),(3,25),-0.0128144 # DEPENDENCYPART_SIBL
(3,19),(3,26),-0.0199795 # DEPENDENCYPART_SIBL
(3,19),(3,27),-0.0128144 # DEPENDENCYPART_SIBL
(3,19),(3,28),-0.0282897 # DEPENDENCYPART_SIBL
(3,19),(3,29),-0.0209837 # DEPENDENCYPART_SIBL
(3,19),(3,31),-0.0363657 # DEPENDENCYPART_SIBL
(3,19),(3,33),-0.0199795 # DEPENDENCYPART_SIBL
(3,19),(3,34),-0.000310903 # DEPENDENCYPART_SIBL
(3,20),(3,21),-0.0165348 # DEPENDENCYPART_SIBL
(3,20),(3,22),-0.0245255 # DEPENDENCYPART_SIBL
(3,20),(3,23),-0.000360313 # DEPENDENCYPART_SIBL
(3,20),(3,25),-0.0165348 # DEPENDENCYPART_SIBL
(3,20),(3,26),-0.0236203 # DEPENDENCYPART_SIBL
(3,20),(3,27),-0.0165348 # DEPENDENCYPART_SIBL
(3,20),(3,28),-0.0245255 # DEPENDENCYPART_SIBL
(3,20),(3,29),-0.031545 # DEPENDENCYPART_SIBL
(3,20),(3,31),-0.0349059 # DEPENDENCYPART_SIBL
(3,20),(3,33),-0.0236203 # DEPENDENCYPART_SIBL
(3,20),(3,34),-0.010899 # DEPENDENCYPART_SIBL
(3,21),(3,22),-0.0153598 # DEPENDENCYPART_SIBL
(3,21),(3,23),0.0181619 # DEPENDENCYPART_SIBL
(3,21),(3,25),-0.00357626 # DEPENDENCYPART_SIBL
(3,21),(3,26),-0.0146592 # DEPENDENCYPART_SIBL
(3,21),(3,27),-0.00357661 # DEPENDENCYPART_SIBL
(3,21),(3,28),-0.0153598 # DEPENDENCYPART_SIBL
(3,21),(3,29),-0.0158927 # DEPENDENCYPART_SIBL
(3,21),(3,31),-0.0261454 # DEPENDENCYPART_SIBL
(3,21),(3,33),-0.0146592 # DEPENDENCYPART_SIBL
(3,21),(3,34),0.00346853 # DEPENDENCYPART_SIBL
(3,22),(3,23),0.0617912 # DEPENDENCYPART_SIBL
(3,22),(3,25),0.00969127 # DEPENDENCYPART_SIBL
(3,22),(3,26),0.0163792 # DEPENDENCYPART_SIBL
(3,22),(3,27),0.00969127 # DEPENDENCYPART_SIBL
(3,22),(3,28),0.0205054 # DEPENDENCYPART_SIBL
(3,22),(3,29),0.00282621 # DEPENDENCYPART_SIBL
(3,22),(3,31),-6.95616e-06 # DEPENDENCYPART_SIBL
(3,22),(3,33),0.0163792 # DEPENDENCYPART_SIBL
(3,22),(3,34),0.0310681 # DEPENDENCYPART_SIBL
(3,23),(3,25),0.0374092 # DEPENDENCYPART_SIBL
(3,23),(3,26),0.07652 # DEPENDENCYPART_SIBL
(3,23),(3,27),0.0374087 # DEPENDENCYPART_SIBL
(3,23),(3,28),0.0601831 # DEPENDENCYPART_SIBL
(3,23),(3,29),0.188176 # DEPENDENCYPART_SIBL
(3,23),(3,31),0.0533911 # DEPENDENCYPART_SIBL
(3,23),(3,33),0.07652 # DEPENDENCYPART_SIBL
(3,23),(3,34),0.0489202 # DEPENDENCYPART_SIBL
(3,25),(3,26),-0.0146592 # DEPENDENCYPART_SIBL
(3,25),(3,27),-0.00357661 # DEPENDENCYPART_SIBL
(3,25),(3,28),-0.0153598 # DEPENDENCYPART_SIBL
(3,25),(3,29),-0.0158927 # DEPENDENCYPART_SIBL
(3,25),(3,31),-0.0261454 # DEPENDENCYPART_SIBL
(3,25),(3,33),-0.0146592 # DEPENDENCYPART_SIBL
(3,25),(3,34),0.00346853 # DEPENDENCYPART_SIBL
(3,26),(3,27),-0.0126652 # DEPENDENCYPART_SIBL
(3,26),(3,28),-0.0274154 # DEPENDENCYPART_SIBL
(3,26),(3,29),-0.0206928 # DEPENDENCYPART_SIBL
(3,26),(3,31),-0.0354915 # DEPENDENCYPART_SIBL
(3,26),(3,33),-0.0191053 # DEPENDENCYPART_SIBL
(3,26),(3,34),-1.62179e-05 # DEPENDENCYPART_SIBL
(3,27),(3,28),-0.0153598 # DEPENDENCYPART_SIBL
(3,27),(3,29),-0.015893 # DEPENDENCYPART_SIBL
(3,27),(3,31),-0.0261454 # DEPENDENCYPART_SIBL
(3,27),(3,33),-0.0146592 # DEPENDENCYPART_SIBL
(3,27),(3,34),0.00346808 # DEPENDENCYPART_SIBL
(3,28),(3,29),0.00282621 # DEPENDENCYPART_SIBL
(3,28),(3,31),-6.95616e-06 # DEPENDENCYPART_SIBL
(3,28),(3,33),0.0163792 # DEPENDENCYPART_SIBL
(3,28),(3,34),0.0310681 # DEPENDENCYPART_SIBL
(3,29),(3,31),-0.0178612 # DEPENDENCYPART_SIBL
(3,29),(3,33),-0.00517979 # DEPENDENCYPART_SIBL
(3,29),(3,34),0.0151064 # DEPENDENCYPART_SIBL
(3,31),(3,33),-0.00669871 # DEPENDENCYPART_SIBL
(3,31),(3,34),0.0163747 # DEPENDENCYPART_SIBL
(3,33),(3,34),-0.00259538 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.110757 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.174109 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0845504 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0281518 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.0198492 # DEPENDENCYPART_SIBL
(5,1),(5,34),0.0448831 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.161103 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0771354 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.023227 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0424431 # DEPENDENCYPART_SIBL
(5,2),(5,34),0.0733169 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0763022 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0237382 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.049044 # DEPENDENCYPART_SIBL
(5,3),(5,34),0.125238 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.000880212 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.00548556 # DEPENDENCYPART_SIBL
(5,4),(5,34),-0.0375479 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.377582 # DEPENDENCYPART_SIBL
(5,7),(5,34),0.0898977 # DEPENDENCYPART_SIBL
(5,15),(5,34),0.0759838 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.129251 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0961997 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.107651 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0163766 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0382613 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0213753 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.00299606 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0281197 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0298335 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0326383 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0127435 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0601246 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0184314 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0297255 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.0218778 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0184314 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.0454642 # DEPENDENCYPART_SIBL
(6,1),(6,23),0.0163766 # DEPENDENCYPART_SIBL
(6,1),(6,25),-0.0184314 # DEPENDENCYPART_SIBL
(6,1),(6,26),0.0298335 # DEPENDENCYPART_SIBL
(6,1),(6,27),-0.0184314 # DEPENDENCYPART_SIBL
(6,1),(6,28),0.0454642 # DEPENDENCYPART_SIBL
(6,1),(6,29),-0.013618 # DEPENDENCYPART_SIBL
(6,1),(6,31),0.031955 # DEPENDENCYPART_SIBL
(6,1),(6,33),0.0298335 # DEPENDENCYPART_SIBL
(6,1),(6,34),0.0929217 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0710704 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0942501 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0174216 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0187363 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.00489691 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0130202 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0252119 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0266468 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0244133 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0158453 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0674787 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0164245 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0265388 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.00539944 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0164245 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.0351296 # DEPENDENCYPART_SIBL
(6,2),(6,23),0.0174216 # DEPENDENCYPART_SIBL
(6,2),(6,25),-0.0164245 # DEPENDENCYPART_SIBL
(6,2),(6,26),0.0266468 # DEPENDENCYPART_SIBL
(6,2),(6,27),-0.0164245 # DEPENDENCYPART_SIBL
(6,2),(6,28),0.0351296 # DEPENDENCYPART_SIBL
(6,2),(6,29),0.0149708 # DEPENDENCYPART_SIBL
(6,2),(6,31),0.0287683 # DEPENDENCYPART_SIBL
(6,2),(6,33),0.0266468 # DEPENDENCYPART_SIBL
(6,2),(6,34),0.129524 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0904531 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.00128328 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0162295 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00678624 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0137926 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.00905547 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0102116 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0185764 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.00747568 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.00431404 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0098808 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.0101369 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.00678413 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.0098808 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0147946 # DEPENDENCYPART_SIBL
(6,3),(6,23),0.00128328 # DEPENDENCYPART_SIBL
(6,3),(6,25),-0.0098808 # DEPENDENCYPART_SIBL
(6,3),(6,26),0.0102116 # DEPENDENCYPART_SIBL
(6,3),(6,27),-0.0098808 # DEPENDENCYPART_SIBL
(6,3),(6,28),0.0147946 # DEPENDENCYPART_SIBL
(6,3),(6,29),-0.00834719 # DEPENDENCYPART_SIBL
(6,3),(6,31),0.00968018 # DEPENDENCYPART_SIBL
(6,3),(6,33),0.0102116 # DEPENDENCYPART_SIBL
(6,3),(6,34),0.056448 # DEPENDENCYPART_SIBL
