# _root_ Mert csupán úgy adták elő a falhoz tapadó , földön vonagló vagy ölelkező " koreográfiákat " , amilyen szinten prózai színészektől kitelik .
#goldHeads=4,4,4,0,4,7,8,15,15,11,15,15,15,15,4,15,4,19,22,21,22,4,4,
#predictedHeads=4,4,4,0,4,7,8,15,4,11,15,15,15,15,4,15,4,22,20,21,22,4,4,
(0,5),(5,19),-0.35394 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),2.0052 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.684312 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.284927 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.147117 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.787382 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.928782 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.154739 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.126509 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.0919296 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.174481 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.187596 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.060565 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.408277 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),0.185758 # DEPENDENCYPART_GRANDPAR
(0,8),(8,23),1.96808 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.841349 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.231419 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.0602114 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.980627 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.0420886 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.332894 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.0582456 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.119466 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.0542171 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.0142587 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.395777 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.418703 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),0.429215 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),2.23547 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.523107 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),0.0968713 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),-0.0544668 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),0.495104 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),-1.04969 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),-0.314132 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),-0.0699357 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),-0.0429113 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.183913 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.23149 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.386093 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.244605 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.0717399 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.481029 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),0.015091 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),0.348387 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.364795 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.502885 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.40595 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.321758 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),2.34992 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.388271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),0.0433767 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),0.0344565 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),0.141917 # DEPENDENCYPART_GRANDPAR
(1,2),(2,23),-0.724342 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.454719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.056729 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.128027 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0817278 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.445326 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.149903 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.219157 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.167604 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.0707795 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.255966 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.0600577 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.379845 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.387541 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.140415 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.321907 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),0.0601573 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.554023 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.20098 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.42814 # DEPENDENCYPART_GRANDPAR
(1,4),(4,21),-0.248562 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),0.0895327 # DEPENDENCYPART_GRANDPAR
(1,4),(4,23),-0.760069 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.400061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.115597 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0827887 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.0471587 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),0.0272417 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.0376708 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.245538 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),0.178571 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.0964597 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-0.72857 # DEPENDENCYPART_GRANDPAR
(1,22),(22,1),-0.474864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,22),(22,2),0.0415789 # DEPENDENCYPART_GRANDPAR
(1,22),(22,3),-0.143177 # DEPENDENCYPART_GRANDPAR
(1,22),(22,4),-0.0289844 # DEPENDENCYPART_GRANDPAR
(1,22),(22,6),-0.582518 # DEPENDENCYPART_GRANDPAR
(1,22),(22,7),-0.172635 # DEPENDENCYPART_GRANDPAR
(1,22),(22,8),-0.219011 # DEPENDENCYPART_GRANDPAR
(1,22),(22,9),-0.148907 # DEPENDENCYPART_GRANDPAR
(1,22),(22,10),-0.106965 # DEPENDENCYPART_GRANDPAR
(1,22),(22,11),-0.25582 # DEPENDENCYPART_GRANDPAR
(1,22),(22,12),-0.045955 # DEPENDENCYPART_GRANDPAR
(1,22),(22,13),-0.379699 # DEPENDENCYPART_GRANDPAR
(1,22),(22,14),-0.368109 # DEPENDENCYPART_GRANDPAR
(1,22),(22,15),-0.16574 # DEPENDENCYPART_GRANDPAR
(1,22),(22,16),-0.302475 # DEPENDENCYPART_GRANDPAR
(1,22),(22,17),0.0788542 # DEPENDENCYPART_GRANDPAR
(1,22),(22,18),-0.563351 # DEPENDENCYPART_GRANDPAR
(1,22),(22,19),-0.222008 # DEPENDENCYPART_GRANDPAR
(1,22),(22,20),-0.427994 # DEPENDENCYPART_GRANDPAR
(1,22),(22,21),-0.273886 # DEPENDENCYPART_GRANDPAR
(1,22),(22,23),-0.75932 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.843133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.595399 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.463215 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.447377 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.770541 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.490872 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-0.322085 # DEPENDENCYPART_GRANDPAR
(2,1),(1,23),-0.948477 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.703555 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.420865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0626907 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.124038 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.129141 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.18588 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.121318 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.115032 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.22813 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.147049 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.217043 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.255697 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.360771 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.260918 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.4117 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.158527 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.166217 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.27663 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.306269 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.159752 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),0.0894685 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.587881 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.630778 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.45062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),0.0473433 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),-0.129608 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.139968 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.062684 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.204116 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.165699 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.265931 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.416114 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.267752 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.282199 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),0.0111481 # DEPENDENCYPART_GRANDPAR
(2,12),(12,23),-0.611595 # DEPENDENCYPART_GRANDPAR
(2,22),(22,1),-0.703555 # DEPENDENCYPART_GRANDPAR
(2,22),(22,2),-0.420496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,22),(22,3),0.0630599 # DEPENDENCYPART_GRANDPAR
(2,22),(22,4),-0.186929 # DEPENDENCYPART_GRANDPAR
(2,22),(22,6),-0.187395 # DEPENDENCYPART_GRANDPAR
(2,22),(22,7),-0.18662 # DEPENDENCYPART_GRANDPAR
(2,22),(22,8),-0.101641 # DEPENDENCYPART_GRANDPAR
(2,22),(22,9),-0.196356 # DEPENDENCYPART_GRANDPAR
(2,22),(22,10),-0.243867 # DEPENDENCYPART_GRANDPAR
(2,22),(22,11),-0.127372 # DEPENDENCYPART_GRANDPAR
(2,22),(22,12),-0.195837 # DEPENDENCYPART_GRANDPAR
(2,22),(22,13),-0.236019 # DEPENDENCYPART_GRANDPAR
(2,22),(22,14),-0.422398 # DEPENDENCYPART_GRANDPAR
(2,22),(22,15),-0.261657 # DEPENDENCYPART_GRANDPAR
(2,22),(22,16),-0.473327 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),-0.239851 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),-0.168736 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),-0.27472 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),-0.286592 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.160492 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.584952 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0607215 # DEPENDENCYPART_GRANDPAR
(3,1),(1,4),-0.493336 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.536526 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.511637 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.792687 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.642078 # DEPENDENCYPART_GRANDPAR
(3,1),(1,22),-0.626295 # DEPENDENCYPART_GRANDPAR
(3,1),(1,23),-0.938491 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.184827 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.45577 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.551458 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-0.589421 # DEPENDENCYPART_GRANDPAR
(3,2),(2,23),-0.939347 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.581406 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.450662 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.447615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.204399 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0477539 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.213308 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.0367079 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.18656 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.335232 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.132645 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.208325 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.191287 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.37388 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.450748 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.438162 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.317 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.11182 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.484619 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.285965 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.447159 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.219753 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-0.581403 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.00553631 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.29404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.110597 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.146596 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.149502 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.00246611 # DEPENDENCYPART_GRANDPAR
(4,1),(1,22),-0.138447 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),-1.19368 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.154521 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.07246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,12),-0.14995 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),0.0817545 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-1.02982 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.157553 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0703108 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.07527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,23),-1.03221 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.4245 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.0169132 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.776412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),0.190879 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.234629 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),0.380629 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),0.251342 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),0.369984 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),0.151954 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.811154 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.238119 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.53954 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.506795 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.15496 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.0574644 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.796311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),0.521697 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.113149 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.199408 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.132901 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.30212 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),0.17902 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),0.327122 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),0.27658 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),0.302357 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.85084 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.145133 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.541586 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.240144 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.421173 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.361026 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.392534 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),0.269434 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),0.418255 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),0.438008 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),0.338725 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),0.423991 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),0.20956 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),0.414965 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.15496 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.0574644 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.796311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,6),0.521697 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.113149 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.273469 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.248632 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.157688 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.0765343 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.17902 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),0.302357 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.593218 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.247507 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.149488 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.86623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,8),0.138795 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.105403 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.0550844 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.147335 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.0396563 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),0.154941 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),0.15511 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.0733415 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.00921261 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.968366 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.506795 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.15496 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.0574644 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.796311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,6),0.521697 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.113149 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.273469 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.248632 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.157688 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.282009 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.055324 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.327122 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),0.27658 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),0.247592 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),0.343538 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),0.0485592 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),0.192535 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.0185264 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),0.302357 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.85084 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.599494 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.53954 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.237913 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),0.416398 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),0.358626 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),0.282786 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),0.424939 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),0.194983 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.301838 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.558735 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),0.342161 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),0.427429 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),0.212996 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),0.288499 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),0.146336 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),0.4184 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.779818 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),0.219111 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),0.256221 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),0.152452 # DEPENDENCYPART_GRANDPAR
(4,19),(19,6),0.538308 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),0.415757 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),0.424297 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),0.194963 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),0.301196 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),0.558714 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),0.428247 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),0.479184 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),0.502739 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),0.207546 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),0.290853 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),0.146731 # DEPENDENCYPART_GRANDPAR
(4,20),(20,3),-0.0574644 # DEPENDENCYPART_GRANDPAR
(4,20),(20,7),0.113149 # DEPENDENCYPART_GRANDPAR
(4,20),(20,10),0.157688 # DEPENDENCYPART_GRANDPAR
(4,20),(20,11),0.282009 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),0.055324 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),0.158908 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),0.406444 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),0.304196 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),0.326913 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),0.392763 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),0.0873152 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),0.0775977 # DEPENDENCYPART_GRANDPAR
(4,21),(21,6),0.53954 # DEPENDENCYPART_GRANDPAR
(4,21),(21,7),0.237913 # DEPENDENCYPART_GRANDPAR
(4,21),(21,8),0.416398 # DEPENDENCYPART_GRANDPAR
(4,21),(21,9),0.358626 # DEPENDENCYPART_GRANDPAR
(4,21),(21,10),0.282786 # DEPENDENCYPART_GRANDPAR
(4,21),(21,11),0.424939 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),0.194983 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),0.301838 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),0.558735 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),0.42896 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),0.479205 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),0.502757 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),0.207561 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),0.202364 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),0.314279 # DEPENDENCYPART_GRANDPAR
(4,22),(22,1),-0.405868 # DEPENDENCYPART_GRANDPAR
(4,22),(22,2),0.0847512 # DEPENDENCYPART_GRANDPAR
(4,22),(22,3),0.219166 # DEPENDENCYPART_GRANDPAR
(4,22),(22,4),-0.776971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,22),(22,6),0.473113 # DEPENDENCYPART_GRANDPAR
(4,22),(22,7),0.17742 # DEPENDENCYPART_GRANDPAR
(4,22),(22,8),0.303871 # DEPENDENCYPART_GRANDPAR
(4,22),(22,9),0.225577 # DEPENDENCYPART_GRANDPAR
(4,22),(22,10),0.212719 # DEPENDENCYPART_GRANDPAR
(4,22),(22,11),0.312411 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),0.0998152 # DEPENDENCYPART_GRANDPAR
