# _root_ Nem volt nagy , ám a másodikhoz már elkelt a segítség , én nyúltam alá a merítőhálóval .
#goldHeads=2,5,2,5,0,7,9,9,5,11,9,5,14,5,14,17,14,5,
#predictedHeads=2,5,2,5,0,7,9,9,5,11,9,9,14,5,14,17,14,5,
(8,5),(5,4),-0.264682 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.102511 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.119146 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.835587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.478611 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.525214 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.459943 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.401616 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.633592 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.75799 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.20838 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.116975 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.171771 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.126494 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.109996 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.83136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.442328 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.56988 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.678258 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.492688 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.519016 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.557392 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.464824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0399649 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0675659 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.150215 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0252545 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.277022 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.479533 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.507148 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.59676 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.512856 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.539256 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.47419 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.49885 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.542382 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.387386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.0665282 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.0189005 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.134327 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.189398 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0578657 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.131968 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.00986488 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.196466 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.381232 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.0690623 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.086406 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.118175 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.0118701 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.0834696 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.245708 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.168536 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.101338 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.317066 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.14961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,11),-0.0304529 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.327129 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.462609 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),-0.919107 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.0570868 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.164038 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.196626 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.0611378 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.0819623 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.325581 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.0266375 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.1301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.181703 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),0.0398795 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.306533 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.443096 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.065515 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.135255 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.842177 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.177821 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.146142 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.134273 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.111443 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.291469 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.21307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,11),-0.180171 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.401115 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.526065 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.355305 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-1.0028 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.280364 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.482498 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.37828 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.394295 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0599712 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.168359 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.0435122 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.36533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.281945 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.488278 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.678327 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.457079 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-1.07852 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.056983 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0319829 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.12171 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.0407544 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.0341136 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.0896765 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.0975736 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.243019 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0628231 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.31334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.348694 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.523829 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.133931 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.11993 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.212394 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.181572 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.118908 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.315433 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.0279111 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.326344 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.461997 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.203045 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.918397 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.542834 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.361843 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.181266 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.266158 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.80772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0645709 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0475935 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.120571 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.0895452 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.666728 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),0.0393914 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.886371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,12),-0.105781 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.0724712 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.0961039 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.618706 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.262911 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.31181 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.298769 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.301694 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.334572 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.041258 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),0.263094 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),0.119884 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.864605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.0161677 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.169545 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.147734 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0776145 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0199378 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.198365 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.0378379 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.685131 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.372105 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.408331 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.363456 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.36349 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),0.140672 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.846262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,11),0.150431 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.11177 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.0681396 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.159261 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.00340504 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.714775 # DEPENDENCYPART_GRANDPAR
(9,17),(17,10),0.0644233 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.00684355 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.0205978 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.257924 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.965788 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.516912 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.0144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,2),-0.342341 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.949524 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.38185 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.506528 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.84189 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.486243 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.203327 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.12622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,17),-0.671353 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.915881 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.425587 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-1.06272 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.418657 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.543106 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.568055 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.999203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.613294 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.36825 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.544333 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.704106 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.844536 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.43179 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-1.04466 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.466421 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.561812 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-1.00807 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.498738 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.513318 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.528637 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.06467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.664409 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.55956 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.41385 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.466331 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.683711 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.609797 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.71441 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-1.18175 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.754001 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.34834 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.763688 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.900275 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-1.3638 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.935329 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.77787 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.641744 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.871632 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.68589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.384478 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.140041 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.184807 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.327975 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.173206 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.365675 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.934353 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.1827 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.144381 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.314709 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.196537 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.169692 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.107629 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.119925 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.0542278 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.00990788 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.176719 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.0345924 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.0617917 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.268948 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),-0.26274 # DEPENDENCYPART_GRANDPAR
(13,2),(2,14),-1.08768 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.765052 # DEPENDENCYPART_GRANDPAR
(13,2),(2,17),-1.08287 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.991755 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),0.199578 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.249769 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),0.0204872 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.0283488 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.00525724 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.0161477 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.0591099 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.107963 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.0358279 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.226679 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.323015 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.18142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-1.07962 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.754483 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.546035 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-1.06661 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.989651 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.335713 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.785419 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.412432 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.399838 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.487799 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.42318 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.635544 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.342386 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.627976 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.415616 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.377736 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.770207 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.620856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.280011 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.106708 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.490178 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.539849 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.403664 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.716063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,15),-0.333114 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0674748 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.39338 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.123515 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.12754 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.131104 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.0808399 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.178091 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.102483 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),-0.371741 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-1.08569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,18),-0.617368 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.0700759 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.0419243 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.15571 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.0909836 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.383291 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.0724855 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.0510546 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.194619 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.593171 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.092897 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),-0.399911 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.06617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.0200357 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),-0.136596 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-0.540438 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.164832 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.456132 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.0933564 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.141289 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.106597 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.20274 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.12824 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),-0.337557 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-1.14914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,17),-0.356647 # DEPENDENCYPART_GRANDPAR
(14,3),(3,18),-0.701064 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.267375 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.792488 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.256167 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.353379 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.405282 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.229707 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.121204 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.330482 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.25135 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),-0.50375 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.3014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,17),-0.458421 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),-0.776781 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.0651303 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.0618286 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.0205297 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.350107 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),0.0886367 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.0481226 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.126782 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.218454 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.014869 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.142461 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.00393216 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.52517 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.120942 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.42992 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.0902805 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.140655 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.148754 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.0827134 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.134543 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.383621 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.08507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,17),-0.204387 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.616658 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),0.00218907 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.388058 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.0521127 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.130451 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.135411 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.231567 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.0177452 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.0274335 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.583168 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.0831988 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.388877 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.188402 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.02378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),0.0286724 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.0635537 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.0808103 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.508112 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.0438978 # DEPENDENCYPART_GRANDPAR
