# _root_ Kouchnerhez hasonlóan a tanács többi tagja sem tudja még , miképpen lehetne szavatolni a szerb kisebbség biztonságát , s így a kérdés valószínűleg még többször napirendre kerül a testület ülésein .
#goldHeads=2,8,4,6,6,8,8,19,8,8,13,8,12,16,16,17,13,19,0,27,22,27,27,27,27,27,19,29,30,27,19,
#predictedHeads=2,8,4,6,6,8,8,19,8,8,12,8,12,16,16,17,13,19,0,27,22,27,27,26,26,27,19,29,30,27,19,
(7,12),(7,19),0.0750217 # DEPENDENCYPART_SIBL
(7,12),(7,31),0.117996 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0247339 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0750413 # DEPENDENCYPART_SIBL
(7,13),(7,31),0.104782 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.0218248 # DEPENDENCYPART_SIBL
(7,17),(7,31),0.0586585 # DEPENDENCYPART_SIBL
(7,19),(7,31),0.037716 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0233324 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0802127 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0718731 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.00904509 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0528888 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0151059 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0357528 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0446221 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0450854 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0595479 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0420149 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0260323 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.010687 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0116589 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0148257 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0446221 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.0640571 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.0561235 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.00152628 # DEPENDENCYPART_SIBL
(8,1),(8,23),-0.0472722 # DEPENDENCYPART_SIBL
(8,1),(8,24),-0.0357528 # DEPENDENCYPART_SIBL
(8,1),(8,25),-0.0183132 # DEPENDENCYPART_SIBL
(8,1),(8,26),-0.0113615 # DEPENDENCYPART_SIBL
(8,1),(8,27),-0.0526942 # DEPENDENCYPART_SIBL
(8,1),(8,29),-0.0152033 # DEPENDENCYPART_SIBL
(8,1),(8,30),-0.0123549 # DEPENDENCYPART_SIBL
(8,1),(8,31),-0.0149264 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.20264 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.031533 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0189615 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0212968 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0129894 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.028338 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0493783 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0264313 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0172794 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0123 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.00435693 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0293393 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.014605 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0131253 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0493783 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0509618 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0178308 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.0255597 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.0286352 # DEPENDENCYPART_SIBL
(8,2),(8,24),-0.028338 # DEPENDENCYPART_SIBL
(8,2),(8,25),0.0162716 # DEPENDENCYPART_SIBL
(8,2),(8,26),0.0155953 # DEPENDENCYPART_SIBL
(8,2),(8,27),-0.0233512 # DEPENDENCYPART_SIBL
(8,2),(8,29),0.0139184 # DEPENDENCYPART_SIBL
(8,2),(8,30),0.0145119 # DEPENDENCYPART_SIBL
(8,2),(8,31),0.00377691 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.00232379 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0297032 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.00991759 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0417637 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0364346 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.000199812 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0284883 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0366052 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0283657 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0223006 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.00225449 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0218139 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0232926 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.000199812 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0517094 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0209205 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.010991 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.030461 # DEPENDENCYPART_SIBL
(8,3),(8,24),-0.0364346 # DEPENDENCYPART_SIBL
(8,3),(8,25),-0.0223764 # DEPENDENCYPART_SIBL
(8,3),(8,26),-0.0208208 # DEPENDENCYPART_SIBL
(8,3),(8,27),-0.0389489 # DEPENDENCYPART_SIBL
(8,3),(8,29),-0.0225012 # DEPENDENCYPART_SIBL
(8,3),(8,30),-0.021906 # DEPENDENCYPART_SIBL
(8,3),(8,31),-0.0723054 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.00551101 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0460342 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0194064 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0368083 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0378287 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0461409 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0603625 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0428296 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0268192 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0114757 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.00924917 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.012416 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0378287 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.067827 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0571791 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.00393598 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.0483277 # DEPENDENCYPART_SIBL
(8,4),(8,24),-0.0368083 # DEPENDENCYPART_SIBL
(8,4),(8,25),-0.0191008 # DEPENDENCYPART_SIBL
(8,4),(8,26),-0.0089518 # DEPENDENCYPART_SIBL
(8,4),(8,27),-0.0535089 # DEPENDENCYPART_SIBL
(8,4),(8,29),-0.0127936 # DEPENDENCYPART_SIBL
(8,4),(8,30),-0.00994524 # DEPENDENCYPART_SIBL
(8,4),(8,31),-0.0102377 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0493198 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0159915 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0174372 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0485382 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0155307 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.016923 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0119437 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.000610166 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0244859 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0228372 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0213576 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0485382 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0482773 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.00693016 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.033792 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0177346 # DEPENDENCYPART_SIBL
(8,5),(8,24),-0.0174372 # DEPENDENCYPART_SIBL
(8,5),(8,25),0.0202887 # DEPENDENCYPART_SIBL
(8,5),(8,26),0.0238276 # DEPENDENCYPART_SIBL
(8,5),(8,27),-0.0229949 # DEPENDENCYPART_SIBL
(8,5),(8,29),0.0221507 # DEPENDENCYPART_SIBL
(8,5),(8,30),0.0227442 # DEPENDENCYPART_SIBL
(8,5),(8,31),0.0130588 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0141895 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0370349 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.033037 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0463675 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.064107 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.046574 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0273144 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0122502 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0134205 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0165873 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.033037 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0641632 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0574056 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.000235355 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.0485543 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.0370349 # DEPENDENCYPART_SIBL
(8,6),(8,25),-0.0196028 # DEPENDENCYPART_SIBL
(8,6),(8,26),-0.0131231 # DEPENDENCYPART_SIBL
(8,6),(8,27),-0.0572533 # DEPENDENCYPART_SIBL
(8,6),(8,29),-0.016965 # DEPENDENCYPART_SIBL
(8,6),(8,30),-0.0141166 # DEPENDENCYPART_SIBL
(8,6),(8,31),-0.0149096 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0631431 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0817954 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0419188 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00159322 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.00935228 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0739269 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0293928 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0243829 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0263677 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0817954 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0731118 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0433846 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.0134418 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0457644 # DEPENDENCYPART_SIBL
(8,7),(8,24),-0.0631431 # DEPENDENCYPART_SIBL
(8,7),(8,25),-0.0224493 # DEPENDENCYPART_SIBL
(8,7),(8,26),-0.0210963 # DEPENDENCYPART_SIBL
(8,7),(8,27),-0.0190738 # DEPENDENCYPART_SIBL
(8,7),(8,29),-0.0249268 # DEPENDENCYPART_SIBL
(8,7),(8,30),-0.0243355 # DEPENDENCYPART_SIBL
(8,7),(8,31),0.0125109 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0307952 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.120408 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0476924 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0430508 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.1008 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.109493 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.169967 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.165976 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0307952 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0303292 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.125231 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.188909 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.119355 # DEPENDENCYPART_SIBL
(8,9),(8,24),0.132211 # DEPENDENCYPART_SIBL
(8,9),(8,25),0.0373901 # DEPENDENCYPART_SIBL
(8,9),(8,26),0.165937 # DEPENDENCYPART_SIBL
(8,9),(8,27),0.0549236 # DEPENDENCYPART_SIBL
(8,9),(8,29),0.168121 # DEPENDENCYPART_SIBL
(8,9),(8,30),0.165977 # DEPENDENCYPART_SIBL
(8,9),(8,31),0.0582318 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.162925 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.325743 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.298031 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.172774 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0927133 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.197187 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.188785 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0669394 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.310804 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.217837 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.221676 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.161272 # DEPENDENCYPART_SIBL
(8,10),(8,24),0.163194 # DEPENDENCYPART_SIBL
(8,10),(8,25),0.0888132 # DEPENDENCYPART_SIBL
(8,10),(8,26),0.188682 # DEPENDENCYPART_SIBL
(8,10),(8,27),0.316661 # DEPENDENCYPART_SIBL
(8,10),(8,29),0.189499 # DEPENDENCYPART_SIBL
(8,10),(8,30),0.188786 # DEPENDENCYPART_SIBL
(8,10),(8,31),0.112509 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.01243 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0077884 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.054336 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0578673 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0933447 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0893536 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0238695 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0398868 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.0155141 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.112286 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.0125805 # DEPENDENCYPART_SIBL
(8,11),(8,24),0.0256647 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.00841077 # DEPENDENCYPART_SIBL
(8,11),(8,26),0.0893143 # DEPENDENCYPART_SIBL
(8,11),(8,27),0.0196757 # DEPENDENCYPART_SIBL
(8,11),(8,29),0.0914985 # DEPENDENCYPART_SIBL
(8,11),(8,30),0.0893544 # DEPENDENCYPART_SIBL
(8,11),(8,31),0.00862639 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0238729 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.029147 # DEPENDENCYPART_SIBL
(8,12),(8,15),4.18584e-05 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0371172 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0310128 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0814009 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0567636 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.0335189 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0516647 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.0168591 # DEPENDENCYPART_SIBL
(8,12),(8,24),0.0195343 # DEPENDENCYPART_SIBL
(8,12),(8,25),-0.0304589 # DEPENDENCYPART_SIBL
(8,12),(8,26),0.0309368 # DEPENDENCYPART_SIBL
(8,12),(8,27),0.0271694 # DEPENDENCYPART_SIBL
(8,12),(8,29),0.0316023 # DEPENDENCYPART_SIBL
(8,12),(8,30),0.0310151 # DEPENDENCYPART_SIBL
(8,12),(8,31),0.0423797 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0344534 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.00534679 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0434479 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0373435 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.109518 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0620683 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0388238 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.0579954 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.022164 # DEPENDENCYPART_SIBL
(8,13),(8,24),0.0248393 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.0251556 # DEPENDENCYPART_SIBL
(8,13),(8,26),0.0372674 # DEPENDENCYPART_SIBL
(8,13),(8,27),0.0376788 # DEPENDENCYPART_SIBL
(8,13),(8,29),0.037933 # DEPENDENCYPART_SIBL
(8,13),(8,30),0.0373458 # DEPENDENCYPART_SIBL
(8,13),(8,31),0.0306878 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0154551 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0535938 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0496005 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0129635 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.014912 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0119123 # DEPENDENCYPART_SIBL
(8,14),(8,22),0.0647959 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.00194835 # DEPENDENCYPART_SIBL
(8,14),(8,24),0.00557848 # DEPENDENCYPART_SIBL
(8,14),(8,25),-0.00460266 # DEPENDENCYPART_SIBL
(8,14),(8,26),0.0495611 # DEPENDENCYPART_SIBL
(8,14),(8,27),-0.00185838 # DEPENDENCYPART_SIBL
(8,14),(8,29),0.0503129 # DEPENDENCYPART_SIBL
(8,14),(8,30),0.0496012 # DEPENDENCYPART_SIBL
(8,14),(8,31),-0.0179645 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0277403 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0237467 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0238396 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.00380712 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0235377 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.0389349 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.00337905 # DEPENDENCYPART_SIBL
(8,15),(8,24),0.00460483 # DEPENDENCYPART_SIBL
(8,15),(8,25),-0.00805667 # DEPENDENCYPART_SIBL
(8,15),(8,26),0.0236972 # DEPENDENCYPART_SIBL
(8,15),(8,27),0.00598611 # DEPENDENCYPART_SIBL
(8,15),(8,29),0.0244516 # DEPENDENCYPART_SIBL
(8,15),(8,30),0.0237474 # DEPENDENCYPART_SIBL
(8,15),(8,31),0.0103606 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0630819 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.104755 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.00390218 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.075443 # DEPENDENCYPART_SIBL
(8,16),(8,22),0.0822726 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.0532711 # DEPENDENCYPART_SIBL
(8,16),(8,24),0.0850176 # DEPENDENCYPART_SIBL
(8,16),(8,25),0.0198907 # DEPENDENCYPART_SIBL
(8,16),(8,26),0.0628787 # DEPENDENCYPART_SIBL
(8,16),(8,27),0.048019 # DEPENDENCYPART_SIBL
(8,16),(8,29),0.0637939 # DEPENDENCYPART_SIBL
(8,16),(8,30),0.0630826 # DEPENDENCYPART_SIBL
(8,16),(8,31),0.0555198 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.102986 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.00512464 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.0742247 # DEPENDENCYPART_SIBL
(8,17),(8,22),0.0784557 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.0520528 # DEPENDENCYPART_SIBL
(8,17),(8,24),0.0837993 # DEPENDENCYPART_SIBL
(8,17),(8,25),0.0186724 # DEPENDENCYPART_SIBL
(8,17),(8,26),0.0590618 # DEPENDENCYPART_SIBL
(8,17),(8,27),0.0468007 # DEPENDENCYPART_SIBL
(8,17),(8,29),0.059977 # DEPENDENCYPART_SIBL
(8,17),(8,30),0.0592657 # DEPENDENCYPART_SIBL
(8,17),(8,31),0.0555195 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.310804 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.217837 # DEPENDENCYPART_SIBL
(8,18),(8,22),0.221676 # DEPENDENCYPART_SIBL
(8,18),(8,23),0.161272 # DEPENDENCYPART_SIBL
(8,18),(8,24),0.163194 # DEPENDENCYPART_SIBL
(8,18),(8,25),0.0888132 # DEPENDENCYPART_SIBL
(8,18),(8,26),0.188682 # DEPENDENCYPART_SIBL
(8,18),(8,27),0.316661 # DEPENDENCYPART_SIBL
(8,18),(8,29),0.189499 # DEPENDENCYPART_SIBL
(8,18),(8,30),0.188786 # DEPENDENCYPART_SIBL
(8,18),(8,31),0.112509 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.0212494 # DEPENDENCYPART_SIBL
(8,19),(8,22),0.107269 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.00608108 # DEPENDENCYPART_SIBL
(8,19),(8,24),0.011258 # DEPENDENCYPART_SIBL
(8,19),(8,25),-0.0204643 # DEPENDENCYPART_SIBL
(8,19),(8,26),0.0812944 # DEPENDENCYPART_SIBL
(8,19),(8,27),0.0446706 # DEPENDENCYPART_SIBL
(8,19),(8,29),0.0821316 # DEPENDENCYPART_SIBL
(8,19),(8,30),0.0814165 # DEPENDENCYPART_SIBL
(8,19),(8,31),0.013137 # DEPENDENCYPART_SIBL
(8,20),(8,22),0.119517 # DEPENDENCYPART_SIBL
(8,20),(8,23),-0.00409057 # DEPENDENCYPART_SIBL
(8,20),(8,24),0.0089818 # DEPENDENCYPART_SIBL
(8,20),(8,25),-0.00987619 # DEPENDENCYPART_SIBL
(8,20),(8,26),0.0965446 # DEPENDENCYPART_SIBL
(8,20),(8,27),-0.00587588 # DEPENDENCYPART_SIBL
(8,20),(8,29),0.0987288 # DEPENDENCYPART_SIBL
(8,20),(8,30),0.0965847 # DEPENDENCYPART_SIBL
(8,20),(8,31),-0.00372782 # DEPENDENCYPART_SIBL
(8,22),(8,23),0.0732266 # DEPENDENCYPART_SIBL
(8,22),(8,24),0.104973 # DEPENDENCYPART_SIBL
(8,22),(8,25),0.0384529 # DEPENDENCYPART_SIBL
(8,22),(8,26),0.0901301 # DEPENDENCYPART_SIBL
(8,22),(8,27),0.0697414 # DEPENDENCYPART_SIBL
(8,22),(8,29),0.0910453 # DEPENDENCYPART_SIBL
(8,22),(8,30),0.090334 # DEPENDENCYPART_SIBL
(8,22),(8,31),0.0990275 # DEPENDENCYPART_SIBL
(8,23),(8,24),0.023629 # DEPENDENCYPART_SIBL
(8,23),(8,25),-0.0104463 # DEPENDENCYPART_SIBL
(8,23),(8,26),0.0867588 # DEPENDENCYPART_SIBL
(8,23),(8,27),0.0161264 # DEPENDENCYPART_SIBL
(8,23),(8,29),0.088943 # DEPENDENCYPART_SIBL
(8,23),(8,30),0.0867989 # DEPENDENCYPART_SIBL
(8,23),(8,31),0.00360045 # DEPENDENCYPART_SIBL
(8,24),(8,25),0.0373901 # DEPENDENCYPART_SIBL
(8,24),(8,26),0.165937 # DEPENDENCYPART_SIBL
(8,24),(8,27),0.0549236 # DEPENDENCYPART_SIBL
(8,24),(8,29),0.168121 # DEPENDENCYPART_SIBL
(8,24),(8,30),0.165977 # DEPENDENCYPART_SIBL
(8,24),(8,31),0.0582318 # DEPENDENCYPART_SIBL
(8,25),(8,26),0.0223398 # DEPENDENCYPART_SIBL
(8,25),(8,27),0.018311 # DEPENDENCYPART_SIBL
(8,25),(8,29),0.023095 # DEPENDENCYPART_SIBL
(8,25),(8,30),0.0223799 # DEPENDENCYPART_SIBL
(8,25),(8,31),0.0145661 # DEPENDENCYPART_SIBL
(8,26),(8,27),0.0488069 # DEPENDENCYPART_SIBL
(8,26),(8,29),0.0639453 # DEPENDENCYPART_SIBL
(8,26),(8,30),0.063234 # DEPENDENCYPART_SIBL
(8,26),(8,31),0.0571146 # DEPENDENCYPART_SIBL
(8,27),(8,29),0.0303869 # DEPENDENCYPART_SIBL
(8,27),(8,30),0.0297997 # DEPENDENCYPART_SIBL
(8,27),(8,31),0.0105664 # DEPENDENCYPART_SIBL
(8,29),(8,30),0.0447606 # DEPENDENCYPART_SIBL
(8,29),(8,31),0.0138732 # DEPENDENCYPART_SIBL
(8,30),(8,31),0.0557414 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.105245 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.152405 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.10854 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.00462929 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.000758313 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.00423442 # DEPENDENCYPART_SIBL
(9,1),(9,27),0.000362856 # DEPENDENCYPART_SIBL
(9,1),(9,31),0.000936853 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.151092 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.107978 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00980346 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00248672 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00250601 # DEPENDENCYPART_SIBL
(9,6),(9,27),-0.00136556 # DEPENDENCYPART_SIBL
(9,6),(9,31),-0.00304306 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.104739 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0076803 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0414311 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0428019 # DEPENDENCYPART_SIBL
(9,7),(9,27),0.0334916 # DEPENDENCYPART_SIBL
(9,7),(9,31),0.111597 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0334104 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0513847 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.046042 # DEPENDENCYPART_SIBL
(9,8),(9,27),0.047917 # DEPENDENCYPART_SIBL
(9,8),(9,31),0.102108 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.237398 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.228259 # DEPENDENCYPART_SIBL
(9,10),(9,27),0.227355 # DEPENDENCYPART_SIBL
