# _root_ Wrighték repülésének évében Henry_Ford autógyárat alapított , ahol 1924-ig 10_millió , 1927-ig 15_millió darab készült a legendás T-modellből .
#goldHeads=2,6,6,6,6,0,6,6,6,6,6,15,14,15,6,18,18,15,6,
#predictedHeads=2,6,6,5,6,0,6,15,10,12,12,15,14,15,6,18,18,15,6,
(5,15),(15,10),0.031301 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.135256 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.192673 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.0488678 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.0611563 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.409009 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.411397 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.0730357 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.442047 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.765006 # DEPENDENCYPART_GRANDPAR
(5,18),(18,6),-0.104679 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-0.0929882 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),0.0358491 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.000693238 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.18812 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.0443155 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),0.230523 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.399771 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.224488 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.424131 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.092212 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.157259 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.361396 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.317424 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.2548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,15),-0.308086 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-1.10855 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.328967 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.157259 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.361396 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.2548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,1),0.325901 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.100706 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.358883 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.314912 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.2548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.566053 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.518216 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.308086 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.562536 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.328732 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.103538 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.172701 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.317424 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.2548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,15),-0.308086 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.319026 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0938316 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.162995 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.347395 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.566053 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.566952 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.518215 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.499301 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.607462 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.640188 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.630916 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.308086 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.562535 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-1.10855 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.187731 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.120801 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),0.036089 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),-0.187621 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.117489 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.057654 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.137078 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),0.00340659 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.711806 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.229374 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.0271208 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.0724869 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.770692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.171843 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.102117 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0600444 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0755732 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.148757 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.181483 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.0612757 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.166448 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),0.000168875 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.673157 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.0711122 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.0271208 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.0724869 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.770522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.171673 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.102287 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.111534 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0753135 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.147978 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.180704 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.061016 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.166707 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.380708 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),0.000428565 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.672897 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.0711122 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.0271208 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),-0.171673 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.102287 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.111534 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0624955 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.104922 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.180704 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.061016 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.166707 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.380708 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),0.000428565 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.672897 # DEPENDENCYPART_GRANDPAR
(6,13),(13,7),-0.171673 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.102287 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.111534 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0624955 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.104922 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.151742 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),0.000428531 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.672899 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.287374 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.512569 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.445636 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.243383 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.763905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),-0.075743 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.0299785 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.141892 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.0928582 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.00899145 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.182101 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.214827 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),0.0462378 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),0.156255 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.0689392 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.00238564 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),0.200247 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),0.152096 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.82171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),-0.225428 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.0075173 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.192708 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.143713 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.158676 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.23296 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.265686 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.130474 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.201175 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.429674 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),0.0166086 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.699878 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.210025 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.250233 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.282959 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.147834 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.270544 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.512568 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.752067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,9),-0.119683 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.0706492 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),0.00340644 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.159892 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.192618 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.0123756 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.255747 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.312568 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.686521 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.28018 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.134562 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.105117 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.179907 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.281903 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.281873 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.106172 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0749398 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.180744 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.252445 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.384399 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.331628 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.681636 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.283258 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.283229 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.271206 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.247928 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.251365 # DEPENDENCYPART_GRANDPAR
(8,5),(5,9),-0.283352 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.384399 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.397317 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.444659 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.438986 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.595647 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.331628 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.681635 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.731785 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.662692 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.662662 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.650621 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.621206 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.57346 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.672192 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.431707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.103534 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.00248268 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.0220833 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0577728 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0521009 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.299274 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.649361 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.649332 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.63748 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.607875 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.578036 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.629176 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.719164 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.385613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.0872953 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.0140961 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.15085 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.0743559 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.0686839 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.175039 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.193027 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.369864 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.231562 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.366602 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.662662 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.57346 # DEPENDENCYPART_GRANDPAR
(8,18),(18,9),0.111313 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),0.0102615 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.0235102 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.049994 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.044322 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.07497 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.232522 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.32824 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.451552 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.681059 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.666751 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.636176 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.431499 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.347323 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.49856 # DEPENDENCYPART_GRANDPAR
(9,3),(3,10),-0.310343 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.531938 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.805108 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.685447 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.671139 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.709226 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.43634 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.349323 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.531938 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.688524 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.674216 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.712304 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.688989 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.500247 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.851968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.310343 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.671942 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.415847 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.358555 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.748698 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.531938 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.805107 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.8796 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.637631 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.623323 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.658921 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.632174 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.426604 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.593847 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.331516 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.816256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.274631 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.713716 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.380135 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.322843 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.726632 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.584786 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.661295 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.782703 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.885354 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.701046 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.739673 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.503254 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.518819 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.666136 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.663701 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.53802 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.720109 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.876933 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.06251 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.05682 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.850409 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.735866 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.844444 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.684453 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.44927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.33022 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.101322 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0440296 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.342034 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.175656 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.3315 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.401021 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.563274 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.06251 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.05682 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.844444 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.684453 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.44927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.0923544 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.359388 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0440296 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.342034 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.175656 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.3315 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.401021 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.563274 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.844444 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.684453 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.44927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.0923544 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.359388 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0131491 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.401021 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.563275 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.1374 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.12309 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-1.16116 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.13171 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.744125 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.856744 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.685364 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.46484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.0767804 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.315839 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.0287189 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0285734 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.353753 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.11515 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.10084 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.13911 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-1.10946 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.904445 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.796535 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.898523 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.682269 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.463992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.0772883 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.41354 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.0282153 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.029077 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.346258 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.293773 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.294074 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.303217 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.495222 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-1.12309 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.744125 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.459125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.082495 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.315444 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.0230043 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.0342879 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.256781 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.343899 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.269399 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.553725 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.426889 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.370754 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.380815 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.0869182 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.233887 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.290281 # DEPENDENCYPART_GRANDPAR
(10,1),(1,19),-0.757592 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.463881 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.462279 # DEPENDENCYPART_GRANDPAR
