# _root_ Óriási tévedés azt gondolni , hogy szórólapot terjeszteni semmivel sem nehezebb , mint mondjuk influenzát .
#goldHeads=2,4,4,0,4,4,8,3,8,8,8,8,8,3,14,4,
#predictedHeads=2,4,4,0,4,4,8,3,8,8,8,3,3,3,14,4,
(7,3),(3,4),-0.241327 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.419409 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.237274 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.387097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),0.0233661 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.00293449 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.121298 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.107228 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.0108202 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.011691 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),0.149026 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.0727574 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.496359 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.739868 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.799399 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.254157 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.492492 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.230385 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.830441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.550547 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.281045 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.435915 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.480639 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.370459 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.418761 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.422035 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.516101 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.746537 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.74696 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.872429 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.293602 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.365794 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.519339 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.833152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.566215 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.495718 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.335322 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.362617 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.437149 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.518813 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.74771 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.06617 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.23402 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.588632 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.580664 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.741164 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.577849 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.379362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.113539 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.109617 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0322326 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.0788057 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.110904 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.0271895 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.0387407 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.329461 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-1.23521 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.542063 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.61049 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.772807 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.641491 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.456706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),-0.135859 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.127965 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0432673 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.0521053 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.090836 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.0106848 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.0863579 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.407233 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.292134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,9),0.0983425 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.106531 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.0144395 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.0383852 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.0166365 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.0151319 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.380565 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.0531157 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.191183 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.334364 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-0.901078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),0.0251035 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.340157 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.175291 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.00318779 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.0923718 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.427461 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.00137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,11),-0.41462 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.612516 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-1.04205 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.22963 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.164532 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.107079 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.232033 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.366177 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.197204 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.248443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),0.38589 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),0.0212761 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),0.184461 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),0.0850168 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),0.00690664 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),0.471586 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),0.0380616 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.633519 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.28126 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.18212 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.142064 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.235511 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.330063 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.341579 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.779104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),0.244378 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.110323 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.0633581 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.181683 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.303883 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.0544128 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.175476 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.759344 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.575103 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.513631 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.186327 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.567886 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.481357 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0801568 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.09633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,11),-0.4048 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.439729 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.521874 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.370527 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.601204 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-1.05875 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.129984 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.199177 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.00817739 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.137212 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.349572 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.41462 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.419452 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.275565 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.612516 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.419275 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.580788 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),0.147267 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.558037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,11),0.0161321 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0259717 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0412338 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.144979 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.121388 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.668911 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.609179 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.573852 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.200748 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.398128 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.488845 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.661504 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.0073105 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.557203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.296572 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.0299025 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0497077 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0473545 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.123101 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.158642 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.682254 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.710125 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.685658 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.319717 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.55917 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.58307 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.756321 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.119116 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.627747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,10),-0.141163 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.110603 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.216987 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.190571 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.225075 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.763212 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.299077 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),0.0604331 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.273336 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.352121 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.580357 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),0.267465 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.556317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.319869 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.0692326 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.0532413 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0635872 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0401423 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.0693532 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.648651 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.175869 # DEPENDENCYPART_GRANDPAR
(8,15),(15,9),0.414659 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.0627172 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.169785 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.0835995 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.00799032 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.231291 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.611146 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.261825 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.217013 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.216325 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.112954 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.254372 # DEPENDENCYPART_GRANDPAR
(10,2),(2,11),-0.303502 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.622741 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.75383 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.332376 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.386558 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.273542 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.363586 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.393235 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.199166 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.309648 # DEPENDENCYPART_GRANDPAR
(10,6),(6,11),-0.277504 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.587038 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.416165 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.568668 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.592634 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.746586 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.354208 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.192725 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.240049 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.284284 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.143816 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.303502 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.594027 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.522702 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.622741 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.30325 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.335985 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.209391 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.24654 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.305518 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.032341 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.188893 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0987638 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.888452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.276453 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.641711 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.490289 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.579594 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.608857 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.763158 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.618416 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.717087 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.545982 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.592688 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.603493 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.429205 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.571348 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.630037 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.468751 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.396132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.289411 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.0822133 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.197936 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.252749 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.456817 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.628481 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.732602 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.564061 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.643324 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.612358 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.439838 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.586862 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.680673 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.559085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.0222206 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.319555 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.263356 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.170649 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.411858 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.761271 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.535248 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.660157 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.670188 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.527381 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.615532 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.697503 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.477187 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.476622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.097674 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.344611 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0559413 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.191436 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.404216 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.627855 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.485483 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.527048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.0919332 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.187847 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.0505934 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.135934 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.442004 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),0.0163716 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.126772 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.0831141 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),0.0985604 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.0615659 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.0169326 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.31781 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.0133556 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.120953 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.412446 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.0688221 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.06855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,15),-0.627334 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.691038 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.383475 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.483124 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.0374569 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.137946 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.0967095 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.496364 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.0447306 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.0251058 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.0567112 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.891027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.341305 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.317693 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.321025 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.411866 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.640933 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.39268 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.456477 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.410669 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.254256 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.149376 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.511013 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.0235378 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.000723846 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.0564275 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.02614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.497295 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.496413 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.625128 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.590567 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.683568 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.471313 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.575669 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.493686 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.154432 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.264954 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.410026 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.0983803 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.04023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.460983 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.436114 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.62766 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.590957 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.680617 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.407871 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.309591 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.0601404 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.0814922 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.046895 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.06855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.468791 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.587274 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.627334 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.39202 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.457478 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.409682 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.00426804 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.150297 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.00295338 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.407905 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.00193703 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0592532 # DEPENDENCYPART_GRANDPAR
