# _root_ A jogszabályok nem voltak ilyen szabadok , de utasításba adtam , hogy minden kétes esetben a kutató javára kell dönteni .
#goldHeads=2,4,4,8,6,4,8,0,10,8,10,10,15,15,20,17,18,20,10,19,8,
#predictedHeads=2,4,4,8,4,4,8,0,10,8,10,10,15,15,20,17,18,20,10,19,8,
(0,6),(6,7),0.225025 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.302541 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.18468 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.315301 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.348853 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.130425 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.6182 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.233888 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.284085 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.0669393 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.384792 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.273092 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),0.0115563 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),1.71236 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.575544 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.329292 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),1.01257 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.245202 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.32466 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.661776 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.132264 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.725659 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.376095 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.483549 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.0218211 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.22786 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.0145231 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.332377 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.717755 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),0.414108 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),2.13702 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.0295353 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.442232 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.115139 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.527863 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.397052 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.171024 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.0518451 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.521167 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.259391 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.337925 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.387427 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.603358 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.199715 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.159503 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.677067 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.0672095 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.254213 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),0.226185 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),0.00380158 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),2.0924 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.816064 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.489118 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),1.01958 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.104062 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.452778 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.585244 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.841792 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.112221 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.54108 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.709071 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.0326192 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.277517 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.0639207 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.381775 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.447654 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),0.152834 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),2.07955 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.355236 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.15348 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.522573 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.39135 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),0.143223 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),0.102711 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),0.526811 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.346388 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.0657833 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),0.226538 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.0791442 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.975193 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.321329 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.433715 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-1.03522 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.234872 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.540937 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),0.0981656 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),2.15578 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.445416 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),0.117929 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.530166 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.39446 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),0.173544 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),0.0545283 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),0.525579 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.256207 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),0.0733771 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),0.178356 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.0868345 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.896159 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.291008 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.339392 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-1.01073 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.144691 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.450756 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.0114112 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),2.09411 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.320791 # DEPENDENCYPART_GRANDPAR
(3,19),(19,2),-0.603886 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-0.422462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,4),-0.064371 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),-0.098763 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),0.0117429 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),-0.245931 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),-0.0607412 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.26492 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),-0.0536222 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.262118 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.255986 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.266714 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.358798 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.448181 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.279248 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.434764 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.497722 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.0878902 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.498843 # DEPENDENCYPART_GRANDPAR
(3,20),(20,2),-0.589348 # DEPENDENCYPART_GRANDPAR
(3,20),(20,3),-0.481002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,20),(20,4),-0.0904859 # DEPENDENCYPART_GRANDPAR
(3,20),(20,5),-0.128766 # DEPENDENCYPART_GRANDPAR
(3,20),(20,6),0.00267381 # DEPENDENCYPART_GRANDPAR
(3,20),(20,7),-0.304918 # DEPENDENCYPART_GRANDPAR
(3,20),(20,8),-0.0784932 # DEPENDENCYPART_GRANDPAR
(3,20),(20,9),-0.25411 # DEPENDENCYPART_GRANDPAR
(3,20),(20,10),-0.079737 # DEPENDENCYPART_GRANDPAR
(3,20),(20,11),-0.321105 # DEPENDENCYPART_GRANDPAR
(3,20),(20,12),-0.280415 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),-0.24673 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),-0.367867 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.434732 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.290114 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.423953 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.486911 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.0101144 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.514499 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.20287 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0724839 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.413101 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-0.370813 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-1.18437 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.00298395 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.874954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.202337 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0459639 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.204974 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.0774734 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.140717 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.135451 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.0921927 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.250839 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.156311 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.320139 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.877664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.121146 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0796699 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.262746 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0326484 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.204829 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.0525888 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.271275 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.230348 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.330422 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.114923 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.330461 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.0850067 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.201274 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.156414 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-1.0169 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.264219 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.419554 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.0092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.0345982 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.0297246 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.1943 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.151344 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.488052 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.260456 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.422457 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.556054 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.230465 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.449157 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.203704 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.46868 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.442371 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-1.08565 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.404753 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.407036 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.838745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0596694 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.322035 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.0520244 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.173758 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.050069 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.0730219 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.0408461 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.94597 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.0723622 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),0.137269 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.18156 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.889881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.0152558 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.188402 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.0942412 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.255794 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.0445611 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.0230326 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.132781 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.191428 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.310554 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),0.0361265 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.126726 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.18857 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),0.0571902 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.126069 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.0486521 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.942709 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.313611 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.458729 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-1.08475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),-0.0801865 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.0419607 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.347181 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.475221 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.193907 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.335949 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.3201 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.599608 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.290065 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.508771 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.263318 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.617443 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.588691 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-1.12821 # DEPENDENCYPART_GRANDPAR
(4,14),(14,5),0.121146 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.0382482 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.123558 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.00152571 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.196135 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.329143 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.332619 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.0871649 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.404755 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.324763 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.845195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,6),0.308706 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.0439362 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.180208 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),0.128321 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.0910536 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),0.0710174 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.141899 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.243005 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.222283 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.125451 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.165791 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),0.0764093 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.940795 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.235081 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.209982 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),0.0466982 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.197607 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),0.0734657 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),0.080097 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.134457 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.232068 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.207962 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),0.0495893 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.198902 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.157581 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),0.0828233 # DEPENDENCYPART_GRANDPAR
(4,19),(19,3),-0.229253 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.865523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),0.0382069 # DEPENDENCYPART_GRANDPAR
(4,19),(19,6),0.198185 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),-0.0575201 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),-0.243354 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),0.0355895 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.119142 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.030439 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.201199 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.40036 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.331892 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.0567807 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.28027 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.256031 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.0149544 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.0175035 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.95549 # DEPENDENCYPART_GRANDPAR
(4,20),(20,2),0.144186 # DEPENDENCYPART_GRANDPAR
(4,20),(20,3),-0.184952 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-0.88378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,5),0.0228326 # DEPENDENCYPART_GRANDPAR
(4,20),(20,6),0.195798 # DEPENDENCYPART_GRANDPAR
(4,20),(20,7),-0.0888607 # DEPENDENCYPART_GRANDPAR
(4,20),(20,8),-0.246249 # DEPENDENCYPART_GRANDPAR
(4,20),(20,9),0.0549482 # DEPENDENCYPART_GRANDPAR
(4,20),(20,10),-0.137399 # DEPENDENCYPART_GRANDPAR
(4,20),(20,11),-0.0617796 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),-0.209656 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),-0.363649 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),-0.334279 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.0341454 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.278959 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.236673 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),0.00440435 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.112752 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.940025 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0937582 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0487367 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.16074 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.260316 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.909465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.356817 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.668423 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.458518 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.661745 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.547529 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.66608 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.697848 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.648226 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.700628 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.89662 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.976456 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.990931 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.51128 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.626252 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-0.990667 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.406441 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.548711 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.603003 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.582578 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.40144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.315492 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0650361 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.308583 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.165587 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.313148 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.309346 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.317887 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.359211 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.548425 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.623281 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.637769 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.123586 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.244289 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.681462 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.565803 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.614521 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.640532 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.56449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.0577198 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.244013 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.27785 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.191959 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.409305 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.314184 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.401553 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.513886 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.592548 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.607036 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.13102 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.273493 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.613814 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.458455 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.606155 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.593366 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.535534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.0274549 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.19573 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0137796 # DEPENDENCYPART_GRANDPAR
