# _root_ És van egy elvem , ami lehet , hogy sokak szemében nem lesz szimpatikus : nem szeretnék semminek a mártírja lenni .
#goldHeads=0,1,4,2,2,7,2,7,7,11,13,13,7,13,1,17,1,17,20,21,17,1,
#predictedHeads=2,0,4,2,2,7,2,7,7,11,13,13,9,13,13,17,13,21,20,21,17,2,
(0,13),(13,6),-0.263985 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.0251284 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.0114495 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.433629 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.685709 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.394541 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.256269 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.0592401 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.161655 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.101134 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.00856968 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.273427 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.79688 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.0435389 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.212448 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),2.12244 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),1.01134 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.692952 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.137341 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.337137 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.0255738 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.17371 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.554334 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.18267 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.0536746 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.255114 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.0948084 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.18026 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.039685 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.250857 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.165069 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.172645 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),1.79447 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.991994 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.429315 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.0223752 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.319027 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.194458 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.0592388 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.1556 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.316026 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.607997 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.293625 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.185114 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.0104702 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.133732 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.528736 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.295626 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.201195 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.736829 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.00638618 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.10286 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),2.25375 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.925292 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),0.381449 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),-0.040707 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),0.223713 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),-0.23662 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),0.0113731 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),0.0602862 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.385093 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.65372 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-0.356707 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.230065 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.0583359 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.180058 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.60756 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.340577 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.221916 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.519223 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-1.13285 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.256476 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),2.14565 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.539149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),0.0537669 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.234313 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.148552 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.280512 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.361087 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.126244 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.30391 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.136618 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.280321 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.348116 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.278418 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.278291 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.273767 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.710815 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.625267 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.695793 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.541795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.00258263 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.155512 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.169958 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.162053 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.246201 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.31331 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.309676 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.686366 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),-0.740118 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.568863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),-0.091083 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.239018 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.0364792 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.236871 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.308561 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.332218 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.101288 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.291716 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.104783 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.271099 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.295066 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.269979 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.218541 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.264546 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.65557 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),-0.570021 # DEPENDENCYPART_GRANDPAR
(1,7),(7,22),-0.693776 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.514835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.0457031 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.158857 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.0855785 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.088476 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.138886 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.212353 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.269558 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.0686408 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.306868 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.245299 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.252742 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.677832 # DEPENDENCYPART_GRANDPAR
(1,9),(9,21),-0.590454 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),-0.598008 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.142968 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.16938 # DEPENDENCYPART_GRANDPAR
(1,10),(10,22),-0.715606 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.541802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),-0.00258533 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),-0.158569 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),0.165339 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.126049 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.187493 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.20978 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.252824 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.191791 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.214651 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.140858 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.273629 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.124976 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.0262179 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.199412 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.152129 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.639272 # DEPENDENCYPART_GRANDPAR
(1,12),(12,21),-0.554778 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.579465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),-0.0825378 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),-0.220783 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),0.0631329 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.255559 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.281523 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.295191 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.382334 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.271412 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.302142 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.120138 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.419291 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.220103 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.24044 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.218163 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.688979 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.420458 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.369659 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),-0.156331 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-0.603431 # DEPENDENCYPART_GRANDPAR
(1,13),(13,22),-0.705803 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.526243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,2),0.0133652 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),0.167932 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),-0.129179 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),-0.140616 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),-0.255954 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.230513 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.0195769 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.260347 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.253373 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.290952 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.328616 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.712993 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.370643 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-0.159782 # DEPENDENCYPART_GRANDPAR
(1,14),(14,21),-0.629535 # DEPENDENCYPART_GRANDPAR
(1,14),(14,22),-0.726719 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.246758 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.205365 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.193752 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.313278 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.0753864 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.554778 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-0.546282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,2),-0.0609034 # DEPENDENCYPART_GRANDPAR
(1,17),(17,4),0.0555968 # DEPENDENCYPART_GRANDPAR
(1,17),(17,5),-0.18929 # DEPENDENCYPART_GRANDPAR
(1,17),(17,6),-0.267966 # DEPENDENCYPART_GRANDPAR
(1,17),(17,7),-0.273108 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),-0.316064 # DEPENDENCYPART_GRANDPAR
(1,17),(17,9),-0.227565 # DEPENDENCYPART_GRANDPAR
(1,17),(17,10),-0.286626 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),-0.127674 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),-0.401402 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),-0.348292 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),-0.245363 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.466024 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.394848 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.41492 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),-0.372111 # DEPENDENCYPART_GRANDPAR
(1,17),(17,20),-0.169023 # DEPENDENCYPART_GRANDPAR
(1,17),(17,21),-0.58906 # DEPENDENCYPART_GRANDPAR
(1,17),(17,22),-0.680688 # DEPENDENCYPART_GRANDPAR
(1,21),(21,1),-0.558068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,21),(21,2),-0.0584706 # DEPENDENCYPART_GRANDPAR
(1,21),(21,4),0.060765 # DEPENDENCYPART_GRANDPAR
(1,21),(21,5),-0.219886 # DEPENDENCYPART_GRANDPAR
(1,21),(21,6),-0.261103 # DEPENDENCYPART_GRANDPAR
(1,21),(21,7),-0.270675 # DEPENDENCYPART_GRANDPAR
(1,21),(21,8),-0.34666 # DEPENDENCYPART_GRANDPAR
(1,21),(21,9),-0.240534 # DEPENDENCYPART_GRANDPAR
(1,21),(21,10),-0.284434 # DEPENDENCYPART_GRANDPAR
(1,21),(21,11),-0.122506 # DEPENDENCYPART_GRANDPAR
(1,21),(21,12),-0.389506 # DEPENDENCYPART_GRANDPAR
(1,21),(21,13),-0.34586 # DEPENDENCYPART_GRANDPAR
(1,21),(21,14),-0.241402 # DEPENDENCYPART_GRANDPAR
(1,21),(21,15),-0.482421 # DEPENDENCYPART_GRANDPAR
(1,21),(21,16),-0.382953 # DEPENDENCYPART_GRANDPAR
(1,21),(21,17),-0.733762 # DEPENDENCYPART_GRANDPAR
(1,21),(21,18),-0.501127 # DEPENDENCYPART_GRANDPAR
(1,21),(21,19),-0.519456 # DEPENDENCYPART_GRANDPAR
(1,21),(21,20),-0.205781 # DEPENDENCYPART_GRANDPAR
(1,21),(21,22),-0.706002 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.20388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.398009 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.444958 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.550576 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.267613 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.435785 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.311049 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.481332 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.34722 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.508975 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.877451 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.423414 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.347365 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.475549 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-0.28676 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-1.3768 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.671798 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.640091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.469113 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0223949 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.212473 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.00296797 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.112464 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),0.0516157 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),0.0861776 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.973289 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),0.0477906 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.109538 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.505416 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.696738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.395856 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.0539176 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.0694771 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.149397 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.0239779 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.0382127 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.100188 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.0848561 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.0581699 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),0.00558934 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.513184 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.00825585 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),0.058024 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),0.0544588 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),0.257226 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-1.01513 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.702628 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.933054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,4),-0.253761 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.372842 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.109492 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.272516 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.195497 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.188752 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.355789 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.539009 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.762728 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.270437 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.49168 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.293714 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),-1.17722 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.228458 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.0565842 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.953359 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.671798 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.640968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.462454 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.0927306 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),0.0530485 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.248631 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.00426708 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.230394 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.0651614 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.0887847 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.0363034 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),0.0973728 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),0.000172393 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.0842412 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.546587 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.0879438 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.0640602 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),0.131019 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.50085 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.661195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.432775 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),0.0509008 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.0711268 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),0.199711 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.0185158 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),0.106219 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.00762154 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),0.0385977 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.0289741 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),0.0154676 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.456705 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.00559382 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),0.103204 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),0.0267668 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),0.123345 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.584206 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.169582 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),0.229534 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-1.01674 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.575215 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.682405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,4),0.00941549 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.0367453 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),0.18153 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),0.1406 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),0.016296 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.0732391 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),0.0461178 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.00533062 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.0470365 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.0704993 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.0192818 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),0.137663 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.278286 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),0.174764 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-1.02543 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),0.0204732 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),0.000427384 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.536418 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.027674 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.327208 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),0.131019 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),-0.490845 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.674471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,4),0.0340291 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),-0.0433426 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),0.180663 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),-0.0312429 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),0.134003 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),-0.000303152 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),0.0249544 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.0458458 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.000906163 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.0137362 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.48417 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.138671 # DEPENDENCYPART_GRANDPAR
