# _root_ — Azt a határtalan boldogságot nem lehet leírni , amikor a bagi fiúk a második vonalba jutottak — mondja Lajtos_István , a RO-LA_Kft. egyik társtulajdonosa .
#goldHeads=19,5,5,5,8,7,19,7,7,17,13,13,17,16,16,17,2,19,0,19,19,23,25,25,19,19,
#predictedHeads=19,8,5,5,8,7,19,7,19,17,13,13,17,16,16,17,19,19,0,19,19,23,25,25,19,19,
(5,1),(5,7),-0.0614508 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.0330674 # DEPENDENCYPART_SIBL
(5,1),(5,26),-0.0415529 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.255553 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.110806 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0252676 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0304822 # DEPENDENCYPART_SIBL
(5,2),(5,26),0.0398752 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.156409 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0253671 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.00331961 # DEPENDENCYPART_SIBL
(5,3),(5,26),-0.0285178 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.044811 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.00411379 # DEPENDENCYPART_SIBL
(5,4),(5,26),-0.00425193 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0990696 # DEPENDENCYPART_SIBL
(5,7),(5,26),0.226103 # DEPENDENCYPART_SIBL
(5,13),(5,26),0.0485651 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0953447 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0600789 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0367064 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0141073 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.00305857 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.15469 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0186127 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.0238169 # DEPENDENCYPART_SIBL
(6,1),(6,26),0.0447743 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0358569 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0245757 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0174326 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.020356 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.137424 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0174335 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0129183 # DEPENDENCYPART_SIBL
(6,4),(6,26),0.0630344 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0501811 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0329792 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0322598 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.193991 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.034453 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0364856 # DEPENDENCYPART_SIBL
(6,5),(6,26),0.101604 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0347555 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.102333 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0143572 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0311032 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0383351 # DEPENDENCYPART_SIBL
(6,7),(6,26),0.0549323 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0832049 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.00258461 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.016131 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0231021 # DEPENDENCYPART_SIBL
(6,8),(6,26),0.0567861 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.00379334 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.227084 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.207183 # DEPENDENCYPART_SIBL
(6,9),(6,26),0.087121 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.00103882 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.00037413 # DEPENDENCYPART_SIBL
(6,13),(6,26),0.0146208 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0231022 # DEPENDENCYPART_SIBL
(6,17),(6,26),0.0591055 # DEPENDENCYPART_SIBL
(6,19),(6,26),0.0632956 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0431782 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0731858 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.00365828 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0520812 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0494778 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0160343 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0129059 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.00348719 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.000233796 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.00732425 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0252176 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.000233796 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0252176 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.014635 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.209792 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0205965 # DEPENDENCYPART_SIBL
(7,1),(7,20),0.0252176 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.0129059 # DEPENDENCYPART_SIBL
(7,1),(7,23),0.0252176 # DEPENDENCYPART_SIBL
(7,1),(7,25),0.0252176 # DEPENDENCYPART_SIBL
(7,1),(7,26),0.150945 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.134971 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.00275881 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.015385 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.00302933 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.288483 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0208241 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.122379 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0762427 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.080532 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.174026 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0762427 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.174026 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.285377 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.063627 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.307874 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.174026 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.0208241 # DEPENDENCYPART_SIBL
(7,2),(7,23),-0.174026 # DEPENDENCYPART_SIBL
(7,2),(7,25),-0.174026 # DEPENDENCYPART_SIBL
(7,2),(7,26),0.0195931 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0257092 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0234274 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0711209 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0380692 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.034025 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0598006 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0222871 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.00903336 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0500815 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0222871 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0500815 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0349632 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0907262 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0554667 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0500815 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.034025 # DEPENDENCYPART_SIBL
(7,3),(7,23),-0.0500815 # DEPENDENCYPART_SIBL
(7,3),(7,25),-0.0500815 # DEPENDENCYPART_SIBL
(7,3),(7,26),-0.0570209 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0162322 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0473768 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.048702 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.000948022 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0762623 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0200811 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0371843 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0299201 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0200811 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0299201 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0455977 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0890901 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0616373 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0299201 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.000948022 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0299201 # DEPENDENCYPART_SIBL
(7,4),(7,25),-0.0299201 # DEPENDENCYPART_SIBL
(7,4),(7,26),-0.00478067 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0239535 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0987323 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0476025 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.126619 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0560395 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0315865 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0739232 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0560395 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0739232 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0926783 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.102375 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.113645 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0739232 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0476025 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0739232 # DEPENDENCYPART_SIBL
(7,5),(7,25),-0.0739249 # DEPENDENCYPART_SIBL
(7,5),(7,26),-0.0110473 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.129803 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.14163 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0133408 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00820028 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.108368 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0260826 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.00820028 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0260826 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.136491 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.052364 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0948859 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0260826 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.14163 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.0260826 # DEPENDENCYPART_SIBL
(7,6),(7,25),0.0260826 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.074345 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0987611 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0253157 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.022523 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.00561452 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0115947 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.022523 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0115947 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.00807517 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0335451 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0281739 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0115947 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.0987611 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0115947 # DEPENDENCYPART_SIBL
(7,8),(7,25),-0.0115947 # DEPENDENCYPART_SIBL
(7,8),(7,26),0.0171086 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0032658 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0939453 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.029402 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0534399 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0939453 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0534399 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.216291 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.109674 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.153589 # DEPENDENCYPART_SIBL
(7,9),(7,20),0.0534399 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0622611 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.0534399 # DEPENDENCYPART_SIBL
(7,9),(7,25),0.0534399 # DEPENDENCYPART_SIBL
(7,9),(7,26),0.0359851 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.025077 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.036924 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.00151916 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.025077 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.00151916 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0290554 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0755087 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0521488 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.00151916 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0336868 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.00151916 # DEPENDENCYPART_SIBL
(7,10),(7,25),0.00151916 # DEPENDENCYPART_SIBL
(7,10),(7,26),-0.0382899 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.00881691 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0112608 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0887651 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0112608 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0180735 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0503028 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0427881 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.0112608 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.00535273 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.0112608 # DEPENDENCYPART_SIBL
(7,11),(7,25),0.0112608 # DEPENDENCYPART_SIBL
(7,11),(7,26),-0.0254458 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0168143 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0462544 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0168143 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.00992408 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0403703 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0349872 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0168143 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.00818941 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.0168143 # DEPENDENCYPART_SIBL
(7,12),(7,25),-0.0168143 # DEPENDENCYPART_SIBL
(7,12),(7,26),0.00443111 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0462073 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0608564 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0264484 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0696478 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0497388 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0608564 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.00225794 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.0608564 # DEPENDENCYPART_SIBL
(7,13),(7,25),-0.0608564 # DEPENDENCYPART_SIBL
(7,13),(7,26),-0.0232893 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0112608 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0180735 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0503028 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0427881 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.0112608 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.00535273 # DEPENDENCYPART_SIBL
(7,14),(7,23),0.0112608 # DEPENDENCYPART_SIBL
(7,14),(7,25),0.0112608 # DEPENDENCYPART_SIBL
(7,14),(7,26),-0.0254458 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0264484 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0696478 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0497388 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0608564 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.00225794 # DEPENDENCYPART_SIBL
(7,16),(7,23),-0.0608564 # DEPENDENCYPART_SIBL
(7,16),(7,25),-0.0608564 # DEPENDENCYPART_SIBL
(7,16),(7,26),-0.0232893 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0372626 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.0244564 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.00787718 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.102479 # DEPENDENCYPART_SIBL
(7,17),(7,23),-0.00787718 # DEPENDENCYPART_SIBL
(7,17),(7,25),-0.00787718 # DEPENDENCYPART_SIBL
(7,17),(7,26),0.0305806 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.0404998 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.0116248 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.0222168 # DEPENDENCYPART_SIBL
(7,18),(7,23),0.0116248 # DEPENDENCYPART_SIBL
(7,18),(7,25),0.0116248 # DEPENDENCYPART_SIBL
(7,18),(7,26),-0.0278147 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.0289985 # DEPENDENCYPART_SIBL
(7,19),(7,21),0.044462 # DEPENDENCYPART_SIBL
(7,19),(7,23),-0.0289985 # DEPENDENCYPART_SIBL
(7,19),(7,25),-0.0289985 # DEPENDENCYPART_SIBL
(7,19),(7,26),0.0077748 # DEPENDENCYPART_SIBL
(7,20),(7,21),0.00225794 # DEPENDENCYPART_SIBL
(7,20),(7,23),-0.0608564 # DEPENDENCYPART_SIBL
(7,20),(7,25),-0.0608564 # DEPENDENCYPART_SIBL
(7,20),(7,26),-0.0232893 # DEPENDENCYPART_SIBL
(7,21),(7,23),0.0534399 # DEPENDENCYPART_SIBL
(7,21),(7,25),0.0534399 # DEPENDENCYPART_SIBL
(7,21),(7,26),0.0359851 # DEPENDENCYPART_SIBL
(7,23),(7,25),-0.0608564 # DEPENDENCYPART_SIBL
(7,23),(7,26),-0.0232893 # DEPENDENCYPART_SIBL
(7,25),(7,26),-0.0233058 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.00308392 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.101571 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0179325 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0740293 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0249935 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0467752 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.000864756 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0175206 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0293929 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0266009 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0311363 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0293929 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0311363 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0220743 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.225113 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.0572966 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.000864756 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.0311363 # DEPENDENCYPART_SIBL
(8,1),(8,25),0.0311363 # DEPENDENCYPART_SIBL
(8,1),(8,26),0.109061 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.122935 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.00683229 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.00313123 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.00773337 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0486541 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0146435 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0791805 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0720721 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0838881 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.143483 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0720721 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.143483 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.246707 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0421712 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.269197 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.0146435 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.143483 # DEPENDENCYPART_SIBL
(8,2),(8,25),-0.143483 # DEPENDENCYPART_SIBL
(8,2),(8,26),0.00428341 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0164033 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0185606 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0582499 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0107258 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0377119 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0268083 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0223062 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0025406 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0245112 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0223062 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0245112 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0103198 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0717581 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0308165 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0377119 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.0245112 # DEPENDENCYPART_SIBL
(8,3),(8,25),-0.0245112 # DEPENDENCYPART_SIBL
(8,3),(8,26),-0.0634118 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0139152 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0236118 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0169927 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0135491 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.028908 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00583005 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0294339 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.00929095 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00583005 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.00929095 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.00222595 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0537317 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0138069 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0135491 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.00929095 # DEPENDENCYPART_SIBL
(8,4),(8,25),0.00929095 # DEPENDENCYPART_SIBL
(8,4),(8,26),0.00511016 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0290255 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0251269 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.000360346 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0397544 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0181781 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.00359958 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00813485 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0181781 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.00813485 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0076795 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0367544 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0286395 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.000360346 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.00813485 # DEPENDENCYPART_SIBL
(8,5),(8,25),-0.00813651 # DEPENDENCYPART_SIBL
(8,5),(8,26),0.00929976 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.043378 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00959942 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0197577 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0679541 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0181929 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00207447 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0679541 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.00207447 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0666304 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0507496 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0250336 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.00959942 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.00207447 # DEPENDENCYPART_SIBL
(8,6),(8,25),0.00207447 # DEPENDENCYPART_SIBL
(8,6),(8,26),-0.00775645 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0047526 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0136554 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.021889 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.000470181 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.016526 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.021889 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.016526 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.00120433 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0123898 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0185293 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0047526 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.016526 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.016526 # DEPENDENCYPART_SIBL
(8,7),(8,26),0.0330661 # DEPENDENCYPART_SIBL
