# _root_ E párt a gyakorlatban szigorúan hierarchikus rendet szab , még akkor is , ha hivatalos ideológiája — mint a kommunistáké — egalitárius .
#goldHeads=2,8,4,8,6,7,8,0,8,14,14,14,14,8,16,22,18,22,20,18,18,14,8,
#predictedHeads=2,8,4,8,6,7,8,0,8,18,8,8,8,8,16,18,18,8,20,22,22,18,8,
(2,1),(2,3),-0.0164625 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.00393262 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.00688095 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.00688186 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.00536385 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0306082 # DEPENDENCYPART_SIBL
(2,1),(2,9),-0.0254905 # DEPENDENCYPART_SIBL
(2,1),(2,16),0.00536385 # DEPENDENCYPART_SIBL
(2,1),(2,22),0.00688186 # DEPENDENCYPART_SIBL
(2,1),(2,23),0.0140258 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.0176051 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0119237 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.0119222 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.0176052 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.0183074 # DEPENDENCYPART_SIBL
(2,3),(2,9),0.0122717 # DEPENDENCYPART_SIBL
(2,3),(2,16),0.0176052 # DEPENDENCYPART_SIBL
(2,3),(2,22),-0.0119222 # DEPENDENCYPART_SIBL
(2,3),(2,23),0.0356865 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.0611441 # DEPENDENCYPART_SIBL
(2,4),(2,6),0.0611486 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.00570635 # DEPENDENCYPART_SIBL
(2,4),(2,8),0.0604749 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.107503 # DEPENDENCYPART_SIBL
(2,4),(2,16),0.00570635 # DEPENDENCYPART_SIBL
(2,4),(2,22),0.0611486 # DEPENDENCYPART_SIBL
(2,4),(2,23),0.0502613 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.00595221 # DEPENDENCYPART_SIBL
(2,5),(2,7),0.0542468 # DEPENDENCYPART_SIBL
(2,5),(2,8),0.0558574 # DEPENDENCYPART_SIBL
(2,5),(2,9),0.0898426 # DEPENDENCYPART_SIBL
(2,5),(2,16),0.0542545 # DEPENDENCYPART_SIBL
(2,5),(2,22),0.00595221 # DEPENDENCYPART_SIBL
(2,5),(2,23),0.105985 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.0547361 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.0558597 # DEPENDENCYPART_SIBL
(2,6),(2,9),0.0900164 # DEPENDENCYPART_SIBL
(2,6),(2,16),0.0547437 # DEPENDENCYPART_SIBL
(2,6),(2,22),0.00595486 # DEPENDENCYPART_SIBL
(2,6),(2,23),0.105991 # DEPENDENCYPART_SIBL
(2,7),(2,8),0.0565879 # DEPENDENCYPART_SIBL
(2,7),(2,9),0.097538 # DEPENDENCYPART_SIBL
(2,7),(2,16),0.00468758 # DEPENDENCYPART_SIBL
(2,7),(2,22),0.0611641 # DEPENDENCYPART_SIBL
(2,7),(2,23),0.0483974 # DEPENDENCYPART_SIBL
(2,8),(2,9),0.168884 # DEPENDENCYPART_SIBL
(2,8),(2,16),0.0764068 # DEPENDENCYPART_SIBL
(2,8),(2,22),0.0384259 # DEPENDENCYPART_SIBL
(2,8),(2,23),0.211142 # DEPENDENCYPART_SIBL
(2,9),(2,16),0.342776 # DEPENDENCYPART_SIBL
(2,9),(2,22),0.153097 # DEPENDENCYPART_SIBL
(2,9),(2,23),0.0785553 # DEPENDENCYPART_SIBL
(2,16),(2,22),0.0611641 # DEPENDENCYPART_SIBL
(2,16),(2,23),0.0485355 # DEPENDENCYPART_SIBL
(2,22),(2,23),0.105991 # DEPENDENCYPART_SIBL
(4,1),(4,2),-0.0813468 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0601147 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.313225 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0284908 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0886291 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0313098 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0284322 # DEPENDENCYPART_SIBL
(5,1),(5,23),0.0415885 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0374918 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0858111 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0431981 # DEPENDENCYPART_SIBL
(5,2),(5,23),0.0614797 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0703828 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0370986 # DEPENDENCYPART_SIBL
(5,3),(5,23),-0.0375481 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0530787 # DEPENDENCYPART_SIBL
(5,4),(5,23),0.0799968 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.00090253 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0284946 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0886373 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0313137 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0443388 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0374891 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0858117 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0227118 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0703833 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0374689 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0249281 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0813474 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0601147 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0792182 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0462968 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0477687 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.034507 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.00688186 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.313228 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.00598037 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0494249 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0511485 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0171526 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0435962 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0129867 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.150456 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.155833 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0772175 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.00427239 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0421257 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0438493 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0161655 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.0442377 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.00337985 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0408339 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.000216539 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0408339 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.000216547 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.0288946 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.117559 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.011598 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.111145 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0568833 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0474802 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.110018 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.120872 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0664788 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0802012 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0878818 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.120872 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.17275 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0823403 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0800238 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.140742 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.1068 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.0800238 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.140742 # DEPENDENCYPART_SIBL
(8,1),(8,22),-0.0812172 # DEPENDENCYPART_SIBL
(8,1),(8,23),-0.0804134 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0497787 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.00233238 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.00209962 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0120138 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.00564325 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0326119 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0186662 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.000341092 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.00197958 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0326119 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0319534 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0100767 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0252991 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0127719 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0325135 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.0252991 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0127719 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.0123444 # DEPENDENCYPART_SIBL
(8,2),(8,23),0.0259786 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0196438 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0282453 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0164009 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0207714 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0377119 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0116755 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0145423 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0327493 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0377119 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0440011 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.00141711 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0245112 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0717581 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0130341 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0245112 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0717581 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0025406 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.0634118 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0115441 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.00162994 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0310353 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.000265132 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.000224884 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0181002 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0190192 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.000265132 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0489926 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.00862879 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.00961865 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0375973 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0154743 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.00961865 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.0375973 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.00636114 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.00840944 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0241663 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0141859 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.013461 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00679953 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0189292 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.000674366 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.013461 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.021978 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0306854 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.00966686 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0538205 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0237883 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.00966686 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0538205 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.029523 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.00373365 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0132196 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0135504 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00671009 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0188397 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.000763799 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0135504 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0218886 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0305959 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.00929095 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.053731 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0238777 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.00929095 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.053731 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.0294336 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.0051115 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00654072 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0230473 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00472226 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00980522 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.00654072 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0398293 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00451629 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0019751 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0281121 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0246878 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0019751 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0281121 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.00678393 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.019784 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0928266 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0340646 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0235503 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0129099 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.303455 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0568873 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.07652 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0367481 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.434999 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.07652 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0367481 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.0604985 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.0489202 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.112085 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0591822 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.00268792 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0508489 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0829781 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0927642 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0305215 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.00817914 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0927642 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0305215 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.0845053 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.023613 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0268924 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0299173 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.018854 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0401907 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.00728407 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.00663587 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0289261 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.00728407 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.00663587 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.0417179 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.0323329 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0701766 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.120915 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.171128 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0841891 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0507039 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.118778 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.0841891 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.0507039 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.173179 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.036328 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.303455 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0568873 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.07652 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0367481 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.434999 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.07652 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0367481 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.0604985 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.0489202 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0817817 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0472461 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0126922 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0633272 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0472461 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0126922 # DEPENDENCYPART_SIBL
(8,14),(8,22),0.0838105 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.00892771 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0254927 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0205008 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0205846 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0254927 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0205008 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.0359754 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.0136693 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.00623983 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0193683 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0191053 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.00623983 # DEPENDENCYPART_SIBL
(8,16),(8,22),0.0263357 # DEPENDENCYPART_SIBL
(8,16),(8,23),-1.62179e-05 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0977347 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.0316142 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.145957 # DEPENDENCYPART_SIBL
(8,17),(8,22),0.0406004 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.00261462 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.0334164 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.00451814 # DEPENDENCYPART_SIBL
(8,18),(8,22),0.0961261 # DEPENDENCYPART_SIBL
(8,18),(8,23),0.0183355 # DEPENDENCYPART_SIBL
(8,20),(8,21),0.00623983 # DEPENDENCYPART_SIBL
(8,20),(8,22),0.0263357 # DEPENDENCYPART_SIBL
(8,20),(8,23),-1.62179e-05 # DEPENDENCYPART_SIBL
(8,21),(8,22),0.0406004 # DEPENDENCYPART_SIBL
(8,21),(8,23),0.00261462 # DEPENDENCYPART_SIBL
(8,22),(8,23),-0.010899 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.109336 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.288928 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00959653 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00463087 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0238901 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.106479 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.024491 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0153303 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.106479 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.024491 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.000892258 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.455224 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0150882 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0310196 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0102472 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.101931 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0235408 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.00718571 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.101931 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0235408 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.106554 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0396269 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0710907 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0280526 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0641379 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.085593 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0225627 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0641379 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.085593 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.015814 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0102466 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0177676 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0401248 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0396297 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0033982 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0401248 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0396297 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.100748 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0614831 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.000332769 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0215348 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.148754 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.000332769 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0215348 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.0160359 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0410421 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.00175633 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0197 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0410421 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.00175633 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.0650419 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0384703 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0101355 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0159816 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0384703 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.0497837 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0149818 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0585823 # DEPENDENCYPART_SIBL
(10,17),(10,21),0.0131563 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.0525789 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0524502 # DEPENDENCYPART_SIBL
(10,18),(10,21),0.011553 # DEPENDENCYPART_SIBL
(10,18),(10,23),-0.0523048 # DEPENDENCYPART_SIBL
(10,20),(10,21),0.0384703 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.0497837 # DEPENDENCYPART_SIBL
(10,21),(10,23),-0.0525789 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0968533 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.272998 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.13909 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.00336868 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0378905 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.106492 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.101139 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0670093 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.101139 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.0670093 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.0462709 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.466804 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.161708 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0310705 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0312988 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0726051 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.111158 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0834021 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.111158 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0834021 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.162457 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0547049 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0126653 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.000677061 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0849008 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0893935 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.158746 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0893935 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.158746 # DEPENDENCYPART_SIBL
