# _root_ — A kérdés provokatív , ám — bár ezt senki nem mondta ki — a le nem fektetett etikai normákból kiolvasható , hogy egy MÁV-vezérnek nem illik lecövekelni egyetlen párt mellé sem .
#goldHeads=6,3,4,6,6,0,23,23,12,12,12,23,12,23,20,18,18,20,20,23,23,23,6,25,28,27,23,27,30,31,28,27,6,
#predictedHeads=8,3,8,8,8,8,12,0,12,12,12,8,12,12,20,18,18,20,20,21,23,23,8,25,27,27,23,27,30,31,28,12,8,
(6,4),(6,11),0.0237113 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.010121 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.00137837 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0237113 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.0898297 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.0206371 # DEPENDENCYPART_SIBL
(6,4),(6,23),0.0307255 # DEPENDENCYPART_SIBL
(6,4),(6,26),0.0237113 # DEPENDENCYPART_SIBL
(6,4),(6,27),0.0253507 # DEPENDENCYPART_SIBL
(6,4),(6,28),0.0100298 # DEPENDENCYPART_SIBL
(6,4),(6,29),0.0226231 # DEPENDENCYPART_SIBL
(6,4),(6,32),0.0211186 # DEPENDENCYPART_SIBL
(6,4),(6,33),0.055865 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00478245 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00768566 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0127211 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0448389 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.130042 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.00478245 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0448389 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0736548 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.00842282 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0601735 # DEPENDENCYPART_SIBL
(6,5),(6,26),0.0448389 # DEPENDENCYPART_SIBL
(6,5),(6,27),0.16635 # DEPENDENCYPART_SIBL
(6,5),(6,28),0.131593 # DEPENDENCYPART_SIBL
(6,5),(6,29),0.0581979 # DEPENDENCYPART_SIBL
(6,5),(6,32),0.0324866 # DEPENDENCYPART_SIBL
(6,5),(6,33),0.253172 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0626133 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0593882 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.00193729 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0380781 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0477539 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.00193729 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.00489488 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.101455 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.0597732 # DEPENDENCYPART_SIBL
(6,7),(6,26),0.00193729 # DEPENDENCYPART_SIBL
(6,7),(6,27),-0.0368797 # DEPENDENCYPART_SIBL
(6,7),(6,28),-0.0328673 # DEPENDENCYPART_SIBL
(6,7),(6,29),0.0293914 # DEPENDENCYPART_SIBL
(6,7),(6,32),0.00764671 # DEPENDENCYPART_SIBL
(6,7),(6,33),-0.0582857 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0431826 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0326242 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0452969 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0165088 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0326242 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0184284 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0300248 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.0595686 # DEPENDENCYPART_SIBL
(6,8),(6,26),-0.0326242 # DEPENDENCYPART_SIBL
(6,8),(6,27),-0.0478801 # DEPENDENCYPART_SIBL
(6,8),(6,28),-0.0460538 # DEPENDENCYPART_SIBL
(6,8),(6,29),-0.0035817 # DEPENDENCYPART_SIBL
(6,8),(6,32),-0.0163501 # DEPENDENCYPART_SIBL
(6,8),(6,33),0.0366895 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0086952 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0471674 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0231733 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0086952 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.000534825 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0147494 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.00240828 # DEPENDENCYPART_SIBL
(6,9),(6,26),-0.0086952 # DEPENDENCYPART_SIBL
(6,9),(6,27),-0.0509895 # DEPENDENCYPART_SIBL
(6,9),(6,28),-0.0502283 # DEPENDENCYPART_SIBL
(6,9),(6,29),0.0216391 # DEPENDENCYPART_SIBL
(6,9),(6,32),-0.00528222 # DEPENDENCYPART_SIBL
(6,9),(6,33),0.0147312 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0112561 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0757067 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0256207 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0145679 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.0683458 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.0407476 # DEPENDENCYPART_SIBL
(6,11),(6,26),-0.0256207 # DEPENDENCYPART_SIBL
(6,11),(6,27),-0.019072 # DEPENDENCYPART_SIBL
(6,11),(6,28),-0.0183108 # DEPENDENCYPART_SIBL
(6,11),(6,29),0.0138605 # DEPENDENCYPART_SIBL
(6,11),(6,32),0.0177982 # DEPENDENCYPART_SIBL
(6,11),(6,33),0.0456962 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.130528 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0194301 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.00443483 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.104941 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.0699606 # DEPENDENCYPART_SIBL
(6,12),(6,26),0.0194301 # DEPENDENCYPART_SIBL
(6,12),(6,27),-0.041757 # DEPENDENCYPART_SIBL
(6,12),(6,28),-0.0409958 # DEPENDENCYPART_SIBL
(6,12),(6,29),0.0406027 # DEPENDENCYPART_SIBL
(6,12),(6,32),0.0457336 # DEPENDENCYPART_SIBL
(6,12),(6,33),0.106842 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.00193729 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.00489488 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.101455 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.0597732 # DEPENDENCYPART_SIBL
(6,14),(6,26),0.00193729 # DEPENDENCYPART_SIBL
(6,14),(6,27),-0.0368797 # DEPENDENCYPART_SIBL
(6,14),(6,28),-0.0328673 # DEPENDENCYPART_SIBL
(6,14),(6,29),0.0293914 # DEPENDENCYPART_SIBL
(6,14),(6,32),0.00764671 # DEPENDENCYPART_SIBL
(6,14),(6,33),-0.0582857 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.0145679 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.0683458 # DEPENDENCYPART_SIBL
(6,17),(6,23),-0.0407476 # DEPENDENCYPART_SIBL
(6,17),(6,26),-0.0256207 # DEPENDENCYPART_SIBL
(6,17),(6,27),-0.019072 # DEPENDENCYPART_SIBL
(6,17),(6,28),-0.0183108 # DEPENDENCYPART_SIBL
(6,17),(6,29),0.0138605 # DEPENDENCYPART_SIBL
(6,17),(6,32),0.0177982 # DEPENDENCYPART_SIBL
(6,17),(6,33),0.0456962 # DEPENDENCYPART_SIBL
(6,21),(6,22),0.00979506 # DEPENDENCYPART_SIBL
(6,21),(6,23),-0.0222965 # DEPENDENCYPART_SIBL
(6,21),(6,26),-0.0097516 # DEPENDENCYPART_SIBL
(6,21),(6,27),-0.0244638 # DEPENDENCYPART_SIBL
(6,21),(6,28),-0.0237026 # DEPENDENCYPART_SIBL
(6,21),(6,29),0.0340022 # DEPENDENCYPART_SIBL
(6,21),(6,32),0.00922155 # DEPENDENCYPART_SIBL
(6,21),(6,33),0.0905608 # DEPENDENCYPART_SIBL
(6,22),(6,23),0.186753 # DEPENDENCYPART_SIBL
(6,22),(6,26),0.107244 # DEPENDENCYPART_SIBL
(6,22),(6,27),0.183721 # DEPENDENCYPART_SIBL
(6,22),(6,28),0.190985 # DEPENDENCYPART_SIBL
(6,22),(6,29),0.0951439 # DEPENDENCYPART_SIBL
(6,22),(6,32),0.0964606 # DEPENDENCYPART_SIBL
(6,22),(6,33),0.0131854 # DEPENDENCYPART_SIBL
(6,23),(6,26),-0.0356001 # DEPENDENCYPART_SIBL
(6,23),(6,27),-0.0369391 # DEPENDENCYPART_SIBL
(6,23),(6,28),-0.0342269 # DEPENDENCYPART_SIBL
(6,23),(6,29),-0.00460654 # DEPENDENCYPART_SIBL
(6,23),(6,32),-0.0191142 # DEPENDENCYPART_SIBL
(6,23),(6,33),0.104383 # DEPENDENCYPART_SIBL
(6,26),(6,27),-0.019072 # DEPENDENCYPART_SIBL
(6,26),(6,28),-0.0183108 # DEPENDENCYPART_SIBL
(6,26),(6,29),0.0138605 # DEPENDENCYPART_SIBL
(6,26),(6,32),0.0177982 # DEPENDENCYPART_SIBL
(6,26),(6,33),0.0456962 # DEPENDENCYPART_SIBL
(6,27),(6,28),-0.0352368 # DEPENDENCYPART_SIBL
(6,27),(6,29),0.0408751 # DEPENDENCYPART_SIBL
(6,27),(6,32),0.04633 # DEPENDENCYPART_SIBL
(6,27),(6,33),0.100708 # DEPENDENCYPART_SIBL
(6,28),(6,29),0.04222 # DEPENDENCYPART_SIBL
(6,28),(6,32),0.0476749 # DEPENDENCYPART_SIBL
(6,28),(6,33),0.105447 # DEPENDENCYPART_SIBL
(6,29),(6,32),-0.0150267 # DEPENDENCYPART_SIBL
(6,29),(6,33),0.0273806 # DEPENDENCYPART_SIBL
(6,32),(6,33),0.0437193 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0356389 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0168279 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.148912 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.203012 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.377596 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.184852 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.076282 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.597818 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0877503 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.0335842 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.041974 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.0564473 # DEPENDENCYPART_SIBL
(8,1),(8,27),0.210586 # DEPENDENCYPART_SIBL
(8,1),(8,28),0.185544 # DEPENDENCYPART_SIBL
(8,1),(8,33),0.0798491 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0445183 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.415732 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.175667 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0194068 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0751177 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0519933 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0957138 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0198113 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0440142 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0619142 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.0282326 # DEPENDENCYPART_SIBL
(8,3),(8,27),0.0876323 # DEPENDENCYPART_SIBL
(8,3),(8,28),0.072369 # DEPENDENCYPART_SIBL
(8,3),(8,33),0.115602 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.309816 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.159866 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.031306 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0466713 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.010496 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0375742 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0132401 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0750426 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.00974131 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.0610948 # DEPENDENCYPART_SIBL
(8,4),(8,27),0.061901 # DEPENDENCYPART_SIBL
(8,4),(8,28),0.0465801 # DEPENDENCYPART_SIBL
(8,4),(8,33),0.0792878 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.295952 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.14665 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.175077 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0209919 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0836639 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0431481 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0424234 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.00409246 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.0973246 # DEPENDENCYPART_SIBL
(8,5),(8,27),0.211384 # DEPENDENCYPART_SIBL
(8,5),(8,28),0.176628 # DEPENDENCYPART_SIBL
(8,5),(8,33),0.219452 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0272175 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0650465 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0147953 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0384211 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0151805 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.00823076 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.00533622 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.0356306 # DEPENDENCYPART_SIBL
(8,6),(8,27),0.0932397 # DEPENDENCYPART_SIBL
(8,6),(8,28),0.0667721 # DEPENDENCYPART_SIBL
(8,6),(8,33),0.131527 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.184852 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.076282 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.597818 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0877503 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0335842 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.041974 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.0564473 # DEPENDENCYPART_SIBL
(8,7),(8,27),0.210586 # DEPENDENCYPART_SIBL
(8,7),(8,28),0.185544 # DEPENDENCYPART_SIBL
(8,7),(8,33),0.0798491 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.03229 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.230018 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0326378 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.0262519 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.148443 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.0507956 # DEPENDENCYPART_SIBL
(8,12),(8,27),-0.0241388 # DEPENDENCYPART_SIBL
(8,12),(8,28),-0.0233775 # DEPENDENCYPART_SIBL
(8,12),(8,33),0.0810326 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0920853 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0551267 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.00213055 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.0503892 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.0491951 # DEPENDENCYPART_SIBL
(8,13),(8,27),-0.0360565 # DEPENDENCYPART_SIBL
(8,13),(8,28),-0.0352953 # DEPENDENCYPART_SIBL
(8,13),(8,33),0.00815659 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.00484554 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.0243935 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0640842 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.0385056 # DEPENDENCYPART_SIBL
(8,14),(8,27),-0.0193637 # DEPENDENCYPART_SIBL
(8,14),(8,28),-0.0153513 # DEPENDENCYPART_SIBL
(8,14),(8,33),-0.0536554 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.00443367 # DEPENDENCYPART_SIBL
(8,16),(8,22),0.0544908 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.0389801 # DEPENDENCYPART_SIBL
(8,16),(8,27),-0.0503558 # DEPENDENCYPART_SIBL
(8,16),(8,28),-0.0495945 # DEPENDENCYPART_SIBL
(8,16),(8,33),-0.0165475 # DEPENDENCYPART_SIBL
(8,21),(8,22),0.0169755 # DEPENDENCYPART_SIBL
(8,21),(8,23),-0.0272316 # DEPENDENCYPART_SIBL
(8,21),(8,27),-0.0308811 # DEPENDENCYPART_SIBL
(8,21),(8,28),-0.0301198 # DEPENDENCYPART_SIBL
(8,21),(8,33),0.0400785 # DEPENDENCYPART_SIBL
(8,22),(8,23),0.197009 # DEPENDENCYPART_SIBL
(8,22),(8,27),0.1879 # DEPENDENCYPART_SIBL
(8,22),(8,28),0.195164 # DEPENDENCYPART_SIBL
(8,22),(8,33),0.000448334 # DEPENDENCYPART_SIBL
(8,23),(8,27),-0.0354344 # DEPENDENCYPART_SIBL
(8,23),(8,28),-0.0327223 # DEPENDENCYPART_SIBL
(8,23),(8,33),0.0868813 # DEPENDENCYPART_SIBL
(8,27),(8,28),-0.0176185 # DEPENDENCYPART_SIBL
(8,27),(8,33),0.0748988 # DEPENDENCYPART_SIBL
(8,28),(8,33),0.0796375 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.111191 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.183336 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.211558 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.23185 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0133271 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0115171 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.022227 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0272522 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.00711591 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0115171 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.028533 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.028533 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.0199252 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.028533 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.066422 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0401868 # DEPENDENCYPART_SIBL
(9,3),(9,25),0.0199252 # DEPENDENCYPART_SIBL
(9,3),(9,26),-0.0115171 # DEPENDENCYPART_SIBL
(9,3),(9,27),0.0224244 # DEPENDENCYPART_SIBL
(9,3),(9,28),0.0224566 # DEPENDENCYPART_SIBL
(9,3),(9,29),0.0160875 # DEPENDENCYPART_SIBL
(9,3),(9,30),0.0112039 # DEPENDENCYPART_SIBL
(9,3),(9,31),0.00976598 # DEPENDENCYPART_SIBL
(9,3),(9,32),-0.0105367 # DEPENDENCYPART_SIBL
(9,3),(9,33),0.092261 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.157396 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.199309 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.187205 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00663091 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00620714 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0188491 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0191609 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0186058 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.00620714 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.000698833 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.000698833 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.0128694 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.000698833 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.0046402 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0155588 # DEPENDENCYPART_SIBL
(9,4),(9,25),0.0128694 # DEPENDENCYPART_SIBL
(9,4),(9,26),-0.00620714 # DEPENDENCYPART_SIBL
(9,4),(9,27),-0.0192226 # DEPENDENCYPART_SIBL
(9,4),(9,28),-0.0192191 # DEPENDENCYPART_SIBL
(9,4),(9,29),0.00152655 # DEPENDENCYPART_SIBL
(9,4),(9,30),0.0197646 # DEPENDENCYPART_SIBL
(9,4),(9,31),0.00198545 # DEPENDENCYPART_SIBL
(9,4),(9,32),-0.013309 # DEPENDENCYPART_SIBL
(9,4),(9,33),0.0323047 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.287981 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.228531 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0130568 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.012377 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00663678 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.032263 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0122625 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.012377 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0113602 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0113602 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0673654 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0113602 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.0117396 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0207436 # DEPENDENCYPART_SIBL
(9,5),(9,25),0.0673654 # DEPENDENCYPART_SIBL
(9,5),(9,26),-0.012377 # DEPENDENCYPART_SIBL
(9,5),(9,27),0.00531287 # DEPENDENCYPART_SIBL
(9,5),(9,28),-0.00440152 # DEPENDENCYPART_SIBL
(9,5),(9,29),0.0221172 # DEPENDENCYPART_SIBL
(9,5),(9,30),0.0663216 # DEPENDENCYPART_SIBL
(9,5),(9,31),0.0267736 # DEPENDENCYPART_SIBL
(9,5),(9,32),-0.0238194 # DEPENDENCYPART_SIBL
(9,5),(9,33),0.066302 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0318633 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00772705 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00291489 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00136144 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0165523 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.018421 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.00291489 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.00168024 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.00168024 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0314076 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.00168024 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0335136 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0303584 # DEPENDENCYPART_SIBL
(9,6),(9,25),0.0314076 # DEPENDENCYPART_SIBL
(9,6),(9,26),0.00291489 # DEPENDENCYPART_SIBL
(9,6),(9,27),0.00469091 # DEPENDENCYPART_SIBL
(9,6),(9,28),-0.000826089 # DEPENDENCYPART_SIBL
(9,6),(9,29),0.0120063 # DEPENDENCYPART_SIBL
(9,6),(9,30),0.0299222 # DEPENDENCYPART_SIBL
(9,6),(9,31),0.0140751 # DEPENDENCYPART_SIBL
(9,6),(9,32),-0.0257722 # DEPENDENCYPART_SIBL
(9,6),(9,33),0.0903238 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00381591 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0150445 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00387442 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00326685 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00627749 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0150445 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.00195517 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.00195517 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.037311 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.00195517 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0307754 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0187054 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.037311 # DEPENDENCYPART_SIBL
(9,8),(9,26),0.0150445 # DEPENDENCYPART_SIBL
(9,8),(9,27),0.00217794 # DEPENDENCYPART_SIBL
(9,8),(9,28),-0.00333906 # DEPENDENCYPART_SIBL
(9,8),(9,29),0.0168409 # DEPENDENCYPART_SIBL
(9,8),(9,30),0.0358256 # DEPENDENCYPART_SIBL
(9,8),(9,31),0.0186712 # DEPENDENCYPART_SIBL
(9,8),(9,32),-0.0136166 # DEPENDENCYPART_SIBL
(9,8),(9,33),0.0983002 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0953221 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.00122871 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0880022 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0784743 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0953221 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0764305 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0764305 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.103264 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0764305 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0621984 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.196806 # DEPENDENCYPART_SIBL
(9,10),(9,25),0.103264 # DEPENDENCYPART_SIBL
(9,10),(9,26),0.0953221 # DEPENDENCYPART_SIBL
(9,10),(9,27),0.00773941 # DEPENDENCYPART_SIBL
(9,10),(9,28),0.00773941 # DEPENDENCYPART_SIBL
(9,10),(9,29),0.0931817 # DEPENDENCYPART_SIBL
(9,10),(9,30),0.102087 # DEPENDENCYPART_SIBL
(9,10),(9,31),0.0614195 # DEPENDENCYPART_SIBL
(9,10),(9,32),0.0928426 # DEPENDENCYPART_SIBL
(9,10),(9,33),2.41476e-05 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0189644 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0819684 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0710627 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.05823 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0982943 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0982943 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.181696 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.0982943 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0398681 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.0760265 # DEPENDENCYPART_SIBL
(9,11),(9,25),0.181696 # DEPENDENCYPART_SIBL
