# _root_ Azt azonban elárulja , hogy az áremelés lehetetlen helyzetbe hozná a csapat költségvetését , hiszen a teljes kézilabdapénz egynegyedét a két kubai játékosra kellene fordítani .
#goldHeads=3,3,0,3,3,7,10,9,10,1,12,13,10,1,1,18,18,19,25,23,23,23,25,1,24,3,
#predictedHeads=3,3,0,3,3,7,10,9,10,1,12,13,10,15,0,18,18,19,24,23,23,23,25,1,24,15,
(1,21),(1,22),0.00418315 # DEPENDENCYPART_SIBL
(1,21),(1,23),0.00472458 # DEPENDENCYPART_SIBL
(1,21),(1,24),-0.0133122 # DEPENDENCYPART_SIBL
(1,21),(1,25),-0.0257692 # DEPENDENCYPART_SIBL
(1,21),(1,26),-0.00789175 # DEPENDENCYPART_SIBL
(1,22),(1,23),0.0239452 # DEPENDENCYPART_SIBL
(1,22),(1,24),-0.00413486 # DEPENDENCYPART_SIBL
(1,22),(1,25),-0.0165846 # DEPENDENCYPART_SIBL
(1,22),(1,26),0.0095506 # DEPENDENCYPART_SIBL
(1,23),(1,24),-0.0353432 # DEPENDENCYPART_SIBL
(1,23),(1,25),-0.0440247 # DEPENDENCYPART_SIBL
(1,23),(1,26),0.0432512 # DEPENDENCYPART_SIBL
(1,24),(1,25),-0.0231564 # DEPENDENCYPART_SIBL
(1,24),(1,26),-0.0348172 # DEPENDENCYPART_SIBL
(1,25),(1,26),-0.0218974 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0124005 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0400231 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.0313287 # DEPENDENCYPART_SIBL
(2,1),(2,9),0.0732645 # DEPENDENCYPART_SIBL
(2,1),(2,10),0.0124546 # DEPENDENCYPART_SIBL
(2,1),(2,14),0.0400231 # DEPENDENCYPART_SIBL
(2,1),(2,15),-0.00553632 # DEPENDENCYPART_SIBL
(2,1),(2,19),0.0153787 # DEPENDENCYPART_SIBL
(2,1),(2,21),0.00577277 # DEPENDENCYPART_SIBL
(2,1),(2,23),0.0732645 # DEPENDENCYPART_SIBL
(2,1),(2,24),0.00663677 # DEPENDENCYPART_SIBL
(2,1),(2,25),0.0124546 # DEPENDENCYPART_SIBL
(2,1),(2,26),0.0587598 # DEPENDENCYPART_SIBL
(2,3),(2,4),0.127672 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0629577 # DEPENDENCYPART_SIBL
(2,3),(2,9),0.071661 # DEPENDENCYPART_SIBL
(2,3),(2,10),-0.0395386 # DEPENDENCYPART_SIBL
(2,3),(2,14),0.127672 # DEPENDENCYPART_SIBL
(2,3),(2,15),-0.014778 # DEPENDENCYPART_SIBL
(2,3),(2,19),0.0330209 # DEPENDENCYPART_SIBL
(2,3),(2,21),0.0320737 # DEPENDENCYPART_SIBL
(2,3),(2,23),0.0720879 # DEPENDENCYPART_SIBL
(2,3),(2,24),-0.0341244 # DEPENDENCYPART_SIBL
(2,3),(2,25),-0.0395386 # DEPENDENCYPART_SIBL
(2,3),(2,26),0.0532635 # DEPENDENCYPART_SIBL
(2,4),(2,5),0.209957 # DEPENDENCYPART_SIBL
(2,4),(2,9),0.108304 # DEPENDENCYPART_SIBL
(2,4),(2,10),0.189313 # DEPENDENCYPART_SIBL
(2,4),(2,14),-0.026708 # DEPENDENCYPART_SIBL
(2,4),(2,15),0.0269328 # DEPENDENCYPART_SIBL
(2,4),(2,19),0.100223 # DEPENDENCYPART_SIBL
(2,4),(2,21),0.0981727 # DEPENDENCYPART_SIBL
(2,4),(2,23),0.110146 # DEPENDENCYPART_SIBL
(2,4),(2,24),0.187994 # DEPENDENCYPART_SIBL
(2,4),(2,25),0.189313 # DEPENDENCYPART_SIBL
(2,4),(2,26),0.0163574 # DEPENDENCYPART_SIBL
(2,5),(2,9),-0.0548336 # DEPENDENCYPART_SIBL
(2,5),(2,10),-0.0323447 # DEPENDENCYPART_SIBL
(2,5),(2,14),-0.0329518 # DEPENDENCYPART_SIBL
(2,5),(2,15),-0.0454268 # DEPENDENCYPART_SIBL
(2,5),(2,19),-0.00348707 # DEPENDENCYPART_SIBL
(2,5),(2,21),-0.00394377 # DEPENDENCYPART_SIBL
(2,5),(2,23),-0.0540343 # DEPENDENCYPART_SIBL
(2,5),(2,24),-0.04143 # DEPENDENCYPART_SIBL
(2,5),(2,25),-0.0323447 # DEPENDENCYPART_SIBL
(2,5),(2,26),0.110946 # DEPENDENCYPART_SIBL
(2,9),(2,10),0.00509182 # DEPENDENCYPART_SIBL
(2,9),(2,14),0.0714903 # DEPENDENCYPART_SIBL
(2,9),(2,15),0.00619116 # DEPENDENCYPART_SIBL
(2,9),(2,19),0.0577855 # DEPENDENCYPART_SIBL
(2,9),(2,21),0.0566904 # DEPENDENCYPART_SIBL
(2,9),(2,23),0.0529636 # DEPENDENCYPART_SIBL
(2,9),(2,24),0.000854599 # DEPENDENCYPART_SIBL
(2,9),(2,25),0.00505026 # DEPENDENCYPART_SIBL
(2,9),(2,26),0.0974096 # DEPENDENCYPART_SIBL
(2,10),(2,14),0.128843 # DEPENDENCYPART_SIBL
(2,10),(2,15),-0.0146586 # DEPENDENCYPART_SIBL
(2,10),(2,19),0.0330209 # DEPENDENCYPART_SIBL
(2,10),(2,21),0.0320737 # DEPENDENCYPART_SIBL
(2,10),(2,23),0.0720859 # DEPENDENCYPART_SIBL
(2,10),(2,24),-0.0334919 # DEPENDENCYPART_SIBL
(2,10),(2,25),-0.0389062 # DEPENDENCYPART_SIBL
(2,10),(2,26),0.0543438 # DEPENDENCYPART_SIBL
(2,14),(2,15),0.0269328 # DEPENDENCYPART_SIBL
(2,14),(2,19),0.100223 # DEPENDENCYPART_SIBL
(2,14),(2,21),0.0981727 # DEPENDENCYPART_SIBL
(2,14),(2,23),0.110146 # DEPENDENCYPART_SIBL
(2,14),(2,24),0.187994 # DEPENDENCYPART_SIBL
(2,14),(2,25),0.189313 # DEPENDENCYPART_SIBL
(2,14),(2,26),0.0163574 # DEPENDENCYPART_SIBL
(2,15),(2,19),-0.000564289 # DEPENDENCYPART_SIBL
(2,15),(2,21),-0.00102082 # DEPENDENCYPART_SIBL
(2,15),(2,23),-0.0191352 # DEPENDENCYPART_SIBL
(2,15),(2,24),-0.042309 # DEPENDENCYPART_SIBL
(2,15),(2,25),-0.0403484 # DEPENDENCYPART_SIBL
(2,15),(2,26),0.0350528 # DEPENDENCYPART_SIBL
(2,19),(2,21),0.0225171 # DEPENDENCYPART_SIBL
(2,19),(2,23),0.000749428 # DEPENDENCYPART_SIBL
(2,19),(2,24),-0.0373795 # DEPENDENCYPART_SIBL
(2,19),(2,25),-0.0365684 # DEPENDENCYPART_SIBL
(2,19),(2,26),0.0315558 # DEPENDENCYPART_SIBL
(2,21),(2,23),-0.00336209 # DEPENDENCYPART_SIBL
(2,21),(2,24),-0.0393034 # DEPENDENCYPART_SIBL
(2,21),(2,25),-0.0384914 # DEPENDENCYPART_SIBL
(2,21),(2,26),0.0259781 # DEPENDENCYPART_SIBL
(2,23),(2,24),0.00219473 # DEPENDENCYPART_SIBL
(2,23),(2,25),0.00639039 # DEPENDENCYPART_SIBL
(2,23),(2,26),0.0980641 # DEPENDENCYPART_SIBL
(2,24),(2,25),-0.0458025 # DEPENDENCYPART_SIBL
(2,24),(2,26),0.0352556 # DEPENDENCYPART_SIBL
(2,25),(2,26),0.0571756 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.103122 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0293675 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.0205162 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0490272 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.137952 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0846714 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.138562 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.238559 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.136535 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.137952 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0293675 # DEPENDENCYPART_SIBL
(3,1),(3,15),-0.108832 # DEPENDENCYPART_SIBL
(3,1),(3,17),-0.0795726 # DEPENDENCYPART_SIBL
(3,1),(3,21),-0.0692192 # DEPENDENCYPART_SIBL
(3,1),(3,23),-0.137952 # DEPENDENCYPART_SIBL
(3,1),(3,24),-0.256373 # DEPENDENCYPART_SIBL
(3,1),(3,25),-0.237935 # DEPENDENCYPART_SIBL
(3,1),(3,26),0.00626782 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.00888101 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.045744 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0182417 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0189789 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.0278075 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0167916 # DEPENDENCYPART_SIBL
(3,2),(3,10),0.012552 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.0175613 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.0189789 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.00888101 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.0188054 # DEPENDENCYPART_SIBL
(3,2),(3,17),-0.013871 # DEPENDENCYPART_SIBL
(3,2),(3,21),0.0114372 # DEPENDENCYPART_SIBL
(3,2),(3,23),-0.0189789 # DEPENDENCYPART_SIBL
(3,2),(3,24),-0.00665061 # DEPENDENCYPART_SIBL
(3,2),(3,25),0.0131764 # DEPENDENCYPART_SIBL
(3,2),(3,26),0.0882028 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.824246 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0803576 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0857681 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0574833 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.0780593 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.218234 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0866885 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.0857681 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.00904627 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.232093 # DEPENDENCYPART_SIBL
(3,4),(3,17),0.0697286 # DEPENDENCYPART_SIBL
(3,4),(3,21),0.0427436 # DEPENDENCYPART_SIBL
(3,4),(3,23),0.0857681 # DEPENDENCYPART_SIBL
(3,4),(3,24),0.21257 # DEPENDENCYPART_SIBL
(3,4),(3,25),0.218186 # DEPENDENCYPART_SIBL
(3,4),(3,26),0.0570253 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0553315 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0147042 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.0758115 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.020437 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.114458 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0137835 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.0147042 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.0309977 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.039362 # DEPENDENCYPART_SIBL
(3,5),(3,17),0.0817092 # DEPENDENCYPART_SIBL
(3,5),(3,21),0.0118711 # DEPENDENCYPART_SIBL
(3,5),(3,23),-0.0147042 # DEPENDENCYPART_SIBL
(3,5),(3,24),0.0866446 # DEPENDENCYPART_SIBL
(3,5),(3,25),0.114409 # DEPENDENCYPART_SIBL
(3,5),(3,26),0.122502 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0520211 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.00694855 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.047881 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.00712449 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.0529417 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.0520211 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.0348387 # DEPENDENCYPART_SIBL
(3,6),(3,15),0.0563391 # DEPENDENCYPART_SIBL
(3,6),(3,17),-0.00126859 # DEPENDENCYPART_SIBL
(3,6),(3,21),-0.000288189 # DEPENDENCYPART_SIBL
(3,6),(3,23),0.0520211 # DEPENDENCYPART_SIBL
(3,6),(3,24),0.00208371 # DEPENDENCYPART_SIBL
(3,6),(3,25),0.00705202 # DEPENDENCYPART_SIBL
(3,6),(3,26),-0.00743046 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0204681 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0232834 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.0120445 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0169829 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.0191074 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.0515191 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.00921411 # DEPENDENCYPART_SIBL
(3,7),(3,17),0.0260877 # DEPENDENCYPART_SIBL
(3,7),(3,21),-0.0153345 # DEPENDENCYPART_SIBL
(3,7),(3,23),-0.0191074 # DEPENDENCYPART_SIBL
(3,7),(3,24),-0.0230358 # DEPENDENCYPART_SIBL
(3,7),(3,25),-0.0121764 # DEPENDENCYPART_SIBL
(3,7),(3,26),-0.00083982 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0317618 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0261976 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.0260104 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.026931 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.00365961 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.0102129 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.0379538 # DEPENDENCYPART_SIBL
(3,8),(3,21),-0.022362 # DEPENDENCYPART_SIBL
(3,8),(3,23),-0.026931 # DEPENDENCYPART_SIBL
(3,8),(3,24),-0.0309826 # DEPENDENCYPART_SIBL
(3,8),(3,25),-0.0262458 # DEPENDENCYPART_SIBL
(3,8),(3,26),-0.0241812 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0216072 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0234964 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.0256209 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.0306118 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.0195487 # DEPENDENCYPART_SIBL
(3,9),(3,17),0.018512 # DEPENDENCYPART_SIBL
(3,9),(3,21),-0.0227696 # DEPENDENCYPART_SIBL
(3,9),(3,23),-0.0256209 # DEPENDENCYPART_SIBL
(3,9),(3,24),-0.0325986 # DEPENDENCYPART_SIBL
(3,9),(3,25),-0.0217392 # DEPENDENCYPART_SIBL
(3,9),(3,26),-0.00881834 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.00031075 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.000642878 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.0765218 # DEPENDENCYPART_SIBL
(3,10),(3,15),0.0504423 # DEPENDENCYPART_SIBL
(3,10),(3,17),0.0105859 # DEPENDENCYPART_SIBL
(3,10),(3,21),-0.0313636 # DEPENDENCYPART_SIBL
(3,10),(3,23),-0.000642878 # DEPENDENCYPART_SIBL
(3,10),(3,24),0.0176481 # DEPENDENCYPART_SIBL
(3,10),(3,25),0.00710451 # DEPENDENCYPART_SIBL
(3,10),(3,26),0.0206812 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.0186833 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.052351 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.00983966 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.0265165 # DEPENDENCYPART_SIBL
(3,12),(3,21),-0.0149057 # DEPENDENCYPART_SIBL
(3,12),(3,23),-0.0186833 # DEPENDENCYPART_SIBL
(3,12),(3,24),-0.0228104 # DEPENDENCYPART_SIBL
(3,12),(3,25),-0.0119511 # DEPENDENCYPART_SIBL
(3,12),(3,26),0.00079841 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.0515191 # DEPENDENCYPART_SIBL
(3,13),(3,15),-0.00921411 # DEPENDENCYPART_SIBL
(3,13),(3,17),0.0260877 # DEPENDENCYPART_SIBL
(3,13),(3,21),-0.0153345 # DEPENDENCYPART_SIBL
(3,13),(3,23),-0.0191074 # DEPENDENCYPART_SIBL
(3,13),(3,24),-0.0230358 # DEPENDENCYPART_SIBL
(3,13),(3,25),-0.0121764 # DEPENDENCYPART_SIBL
(3,13),(3,26),-0.000839821 # DEPENDENCYPART_SIBL
(3,14),(3,15),0.232093 # DEPENDENCYPART_SIBL
(3,14),(3,17),0.0697286 # DEPENDENCYPART_SIBL
(3,14),(3,21),0.0427436 # DEPENDENCYPART_SIBL
(3,14),(3,23),0.0857681 # DEPENDENCYPART_SIBL
(3,14),(3,24),0.21257 # DEPENDENCYPART_SIBL
(3,14),(3,25),0.218186 # DEPENDENCYPART_SIBL
(3,14),(3,26),0.0570253 # DEPENDENCYPART_SIBL
(3,15),(3,17),0.0462968 # DEPENDENCYPART_SIBL
(3,15),(3,21),-0.0146592 # DEPENDENCYPART_SIBL
(3,15),(3,23),0.0228077 # DEPENDENCYPART_SIBL
(3,15),(3,24),0.0052811 # DEPENDENCYPART_SIBL
(3,15),(3,25),0.0188026 # DEPENDENCYPART_SIBL
(3,15),(3,26),-0.0115815 # DEPENDENCYPART_SIBL
(3,17),(3,21),-0.0206881 # DEPENDENCYPART_SIBL
(3,17),(3,23),-0.0265766 # DEPENDENCYPART_SIBL
(3,17),(3,24),-0.0295008 # DEPENDENCYPART_SIBL
(3,17),(3,25),-0.0247641 # DEPENDENCYPART_SIBL
(3,17),(3,26),-0.0158828 # DEPENDENCYPART_SIBL
(3,21),(3,23),-0.0203832 # DEPENDENCYPART_SIBL
(3,21),(3,24),-0.0149661 # DEPENDENCYPART_SIBL
(3,21),(3,25),-0.0102322 # DEPENDENCYPART_SIBL
(3,21),(3,26),-0.00313976 # DEPENDENCYPART_SIBL
(3,23),(3,24),-0.0230358 # DEPENDENCYPART_SIBL
(3,23),(3,25),-0.0121764 # DEPENDENCYPART_SIBL
(3,23),(3,26),-0.00083982 # DEPENDENCYPART_SIBL
(3,24),(3,25),0.0130007 # DEPENDENCYPART_SIBL
(3,24),(3,26),0.00729301 # DEPENDENCYPART_SIBL
(3,25),(3,26),0.0267023 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0476113 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.00652812 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.317318 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.015526 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0213622 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.015526 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.176189 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.014057 # DEPENDENCYPART_SIBL
(5,1),(5,24),0.170334 # DEPENDENCYPART_SIBL
(5,1),(5,25),0.176189 # DEPENDENCYPART_SIBL
(5,1),(5,26),0.0149483 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.028062 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.126686 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.100269 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0319463 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0989338 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0378778 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0128074 # DEPENDENCYPART_SIBL
(5,2),(5,24),0.0299154 # DEPENDENCYPART_SIBL
(5,2),(5,25),0.0378778 # DEPENDENCYPART_SIBL
(5,2),(5,26),0.03665 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.434631 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.12402 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0340877 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.124027 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0985278 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0422136 # DEPENDENCYPART_SIBL
(5,3),(5,24),0.0889272 # DEPENDENCYPART_SIBL
(5,3),(5,25),0.0985278 # DEPENDENCYPART_SIBL
(5,3),(5,26),0.042384 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0175236 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0721801 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0163928 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.297142 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0595403 # DEPENDENCYPART_SIBL
(5,4),(5,24),0.300369 # DEPENDENCYPART_SIBL
(5,4),(5,25),0.297142 # DEPENDENCYPART_SIBL
(5,4),(5,26),0.213472 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0209087 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0240822 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0414639 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0689542 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.0458607 # DEPENDENCYPART_SIBL
(5,7),(5,25),-0.0415055 # DEPENDENCYPART_SIBL
(5,7),(5,26),0.00247674 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.00655749 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0248828 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0423823 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.025857 # DEPENDENCYPART_SIBL
(5,8),(5,25),-0.0248828 # DEPENDENCYPART_SIBL
(5,8),(5,26),0.0284768 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0428041 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0706447 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.0472008 # DEPENDENCYPART_SIBL
(5,9),(5,25),-0.0428456 # DEPENDENCYPART_SIBL
(5,9),(5,26),0.00182215 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0327389 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.0165267 # DEPENDENCYPART_SIBL
(5,10),(5,25),-0.0217105 # DEPENDENCYPART_SIBL
(5,10),(5,26),0.032978 # DEPENDENCYPART_SIBL
(5,15),(5,24),-0.0448894 # DEPENDENCYPART_SIBL
(5,15),(5,25),-0.0427693 # DEPENDENCYPART_SIBL
(5,15),(5,26),0.00632754 # DEPENDENCYPART_SIBL
(5,24),(5,25),-0.0291771 # DEPENDENCYPART_SIBL
(5,24),(5,26),0.0156556 # DEPENDENCYPART_SIBL
(5,25),(5,26),0.0358098 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00572058 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.185635 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.136319 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.180165 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.191993 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.151812 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0770183 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.282072 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.19547 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.127677 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.00593641 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.074876 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.290288 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0805964 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0247411 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.00769562 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.118378 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0110915 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0633141 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.00617535 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.019667 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0800952 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.262996 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.135832 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.37411 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.233291 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.211428 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0138534 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.108024 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0317244 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.114435 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.035368 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.00438771 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.30813 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0567717 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0525986 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0285172 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.31354 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.100807 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.271113 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0506887 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.061131 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.00745604 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.10532 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.273539 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0569181 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0300353 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.00962831 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.287765 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0947132 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.105157 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0136817 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.000771762 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.204847 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00694575 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0482416 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00211483 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0127598 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.103972 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0298042 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0785015 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.106112 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.158031 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.00421757 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.00964731 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0103753 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0720721 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.142429 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.143847 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.00961525 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.115844 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0720721 # DEPENDENCYPART_SIBL
