# _root_ Drága mulatság a washoku , de a legfinomabb alapanyagokból készítik , és elképesztő dúskálást lehet vele csapni .
#goldHeads=2,12,4,2,12,12,9,9,10,12,12,0,14,17,12,17,15,12,
#predictedHeads=2,10,4,10,12,12,9,9,10,12,12,0,14,17,12,17,15,12,
(6,14),(14,2),-0.67662 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.45416 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.264627 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.638288 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.32261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.0400256 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.136147 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.262754 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.325723 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.168367 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.0612018 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.192564 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.0195862 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.00198378 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.49912 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.636418 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-1.02659 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.700693 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.534946 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.976987 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.310641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.0106847 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.172613 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.126886 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.290266 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.145765 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.048094 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.156096 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.204824 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.120825 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),0.0597863 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.420088 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.63059 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-1.01805 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.695455 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.528081 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.96986 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.303631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),0.043941 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),0.207814 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),0.215453 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.32987 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.163219 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.0642457 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.120896 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.116258 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.0507061 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.095598 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.413371 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.0223545 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.42841 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.234998 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.124299 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.361128 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.915333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.44609 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.518985 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.55405 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.533999 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.539134 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.681661 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.56971 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.630967 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.53483 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.596453 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.746763 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.53425 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.463887 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.574588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,1),-0.918474 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.697256 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.446286 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.498199 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.652874 # DEPENDENCYPART_GRANDPAR
(8,2),(2,9),-0.297962 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.712267 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.535522 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.528844 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.662788 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.60329 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.647796 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.870258 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.981963 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.453276 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.959893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,1),-0.928575 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-1.06335 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.573269 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.486907 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.670521 # DEPENDENCYPART_GRANDPAR
(8,4),(4,9),-0.200319 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.676738 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.507333 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.510661 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.565144 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.657469 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.959893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,15),-0.137691 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),-0.749998 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.603013 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.339584 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.169588 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.329101 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.133437 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.22886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.534615 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.419383 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.243416 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.852188 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.152291 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.270881 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.76314 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.611198 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.379447 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.0399793 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.590804 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.804911 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.276045 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.351116 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.191858 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.09422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.464023 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.357928 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.193626 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.717547 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.705854 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.906454 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.417477 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.225424 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.521983 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.461981 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0404489 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.16148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.566382 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.3906 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.225512 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.711494 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.784815 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.185779 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.302648 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.734552 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.197773 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0399793 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.710021 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.209315 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.115381 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.325476 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.05977 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.32321 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.771308 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.580506 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.730135 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.553171 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.887468 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.513967 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.630925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.111416 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0183487 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.142541 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.204307 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.247893 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.133379 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.367369 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.986517 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.26475 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.708708 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.545914 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.739956 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.590186 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.824868 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.440717 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.81394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.128604 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.136156 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.108869 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.172664 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.437272 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.136438 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.0486775 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.388958 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.985796 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-1.26165 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.708586 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.544979 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.737945 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.587311 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.824746 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.439996 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.788605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),-0.132361 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.146878 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.0941793 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.175024 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.411936 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.263096 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.0262181 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.384441 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.278946 # DEPENDENCYPART_GRANDPAR
(10,1),(1,18),-0.974557 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.0100096 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0428667 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.144947 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.000526121 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.0774931 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.391073 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.38625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.562585 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.508278 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.468574 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.37923 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),-0.408093 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-1.0677 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.0125268 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0392286 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.231334 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.0497488 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.0994634 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.107167 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.0761814 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.00547599 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.310518 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.2526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.437158 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.394466 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.245071 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.372068 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.363002 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.200737 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.109712 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.383902 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.143285 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.17074 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.112996 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.45357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.55201 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.507345 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.657026 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.407897 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.447651 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.475415 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-1.05522 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.10244 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.231334 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.201114 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.184784 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.0367032 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.488825 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.0100096 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.0340421 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.0378482 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.15426 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0456225 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.0803702 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.341889 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.126395 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.468574 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.37923 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.408093 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.549536 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.596905 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.34685 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.496506 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.41614 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.204494 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.416103 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.161819 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.00017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.214539 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.454321 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0662663 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.297039 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.121583 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.307317 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.795708 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.119188 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.0453641 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.940973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.161048 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.118463 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0188275 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.708756 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.591977 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.649 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.577265 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.353621 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.503264 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.413256 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.273224 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.458544 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.213913 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.882276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.0598474 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0209382 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.11597 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.119779 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.102566 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.632036 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.246695 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.220853 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.267555 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.0636964 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.276782 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.228194 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),0.0364863 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.113259 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),0.214233 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.965801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.215246 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.153381 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.272402 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0332534 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.0625313 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.0899386 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.664224 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.923151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.172502 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.113272 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.257996 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.0204617 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.0817842 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.0291517 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.677321 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.234646 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.204639 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.25668 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.0520038 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.262124 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.212613 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),0.0473608 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.10121 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),0.230447 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.937517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),-0.205344 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.137559 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.242165 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.0485126 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.0804409 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.064622 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.656896 # DEPENDENCYPART_GRANDPAR
(12,1),(1,15),-0.277541 # DEPENDENCYPART_GRANDPAR
(12,1),(1,18),-0.651542 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.0716922 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.0947133 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),0.0269149 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.182111 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),0.113942 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),0.390044 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),0.151733 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),-0.115305 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-0.711024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,14),-0.288579 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-0.293052 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),-0.359938 # DEPENDENCYPART_GRANDPAR
(12,2),(2,18),-0.667157 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),0.11721 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),0.325558 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.0435687 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),0.19258 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),0.0885078 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),0.341048 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.136122 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),-0.104836 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-0.681891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,14),-0.175539 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),0.0356122 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),0.260726 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.14279 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.00546444 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.00805259 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.126209 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.154884 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.250649 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.0920287 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.154443 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.747838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.282211 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.271362 # DEPENDENCYPART_GRANDPAR
