# _root_ Elébb egy , majd két téesz alakult a falu földjein : a Dózsa és a Petőfi , majd ezek egyesültek a nagy Egyetértésben .
#goldHeads=2,4,4,18,6,7,4,9,10,7,4,13,14,4,16,14,18,0,20,18,23,23,20,18,
#predictedHeads=4,4,4,0,6,7,4,9,10,7,7,13,14,7,16,14,18,7,20,18,23,23,20,4,
(4,2),(4,6),0.0361896 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0654794 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0361789 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0361896 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.0151893 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.0361896 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0281964 # DEPENDENCYPART_SIBL
(4,2),(4,16),0.0361896 # DEPENDENCYPART_SIBL
(4,2),(4,17),-0.000390584 # DEPENDENCYPART_SIBL
(4,2),(4,18),-0.03774 # DEPENDENCYPART_SIBL
(4,2),(4,20),0.0599376 # DEPENDENCYPART_SIBL
(4,2),(4,22),0.00549051 # DEPENDENCYPART_SIBL
(4,2),(4,23),0.0359809 # DEPENDENCYPART_SIBL
(4,2),(4,24),-0.00407964 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0904561 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.021292 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.240875 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0209797 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.021292 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.000149325 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.021292 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.0314583 # DEPENDENCYPART_SIBL
(4,3),(4,16),0.0212919 # DEPENDENCYPART_SIBL
(4,3),(4,17),0.0212578 # DEPENDENCYPART_SIBL
(4,3),(4,18),-0.00425878 # DEPENDENCYPART_SIBL
(4,3),(4,20),0.218826 # DEPENDENCYPART_SIBL
(4,3),(4,22),0.0419668 # DEPENDENCYPART_SIBL
(4,3),(4,23),0.0210449 # DEPENDENCYPART_SIBL
(4,3),(4,24),0.210933 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.00184163 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0228753 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.00184161 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.00184163 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.0236024 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.00184163 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.0355104 # DEPENDENCYPART_SIBL
(4,5),(4,16),0.00184163 # DEPENDENCYPART_SIBL
(4,5),(4,17),0.0376664 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.0215436 # DEPENDENCYPART_SIBL
(4,5),(4,20),-0.0212519 # DEPENDENCYPART_SIBL
(4,5),(4,22),-0.000289665 # DEPENDENCYPART_SIBL
(4,5),(4,23),0.00159737 # DEPENDENCYPART_SIBL
(4,5),(4,24),0.0574812 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0431948 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0199236 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.01971 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0282882 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.01971 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0303246 # DEPENDENCYPART_SIBL
(4,6),(4,16),-0.0198257 # DEPENDENCYPART_SIBL
(4,6),(4,17),0.019036 # DEPENDENCYPART_SIBL
(4,6),(4,18),-0.0480236 # DEPENDENCYPART_SIBL
(4,6),(4,20),-0.041518 # DEPENDENCYPART_SIBL
(4,6),(4,22),0.0272335 # DEPENDENCYPART_SIBL
(4,6),(4,23),-0.019797 # DEPENDENCYPART_SIBL
(4,6),(4,24),-0.00367652 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0808566 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0808566 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.121566 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0808566 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0214668 # DEPENDENCYPART_SIBL
(4,7),(4,16),0.0808566 # DEPENDENCYPART_SIBL
(4,7),(4,17),0.142311 # DEPENDENCYPART_SIBL
(4,7),(4,18),-0.0101118 # DEPENDENCYPART_SIBL
(4,7),(4,20),-0.0184654 # DEPENDENCYPART_SIBL
(4,7),(4,22),0.024319 # DEPENDENCYPART_SIBL
(4,7),(4,23),0.0807946 # DEPENDENCYPART_SIBL
(4,7),(4,24),0.122794 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0201198 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.0269548 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0201198 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0327412 # DEPENDENCYPART_SIBL
(4,9),(4,16),-0.0202355 # DEPENDENCYPART_SIBL
(4,9),(4,17),0.0165386 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.0502145 # DEPENDENCYPART_SIBL
(4,9),(4,20),-0.0421724 # DEPENDENCYPART_SIBL
(4,9),(4,22),0.0292278 # DEPENDENCYPART_SIBL
(4,9),(4,23),-0.0202068 # DEPENDENCYPART_SIBL
(4,9),(4,24),-0.00108338 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0282882 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.01971 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.0316458 # DEPENDENCYPART_SIBL
(4,10),(4,16),-0.0198257 # DEPENDENCYPART_SIBL
(4,10),(4,17),0.019036 # DEPENDENCYPART_SIBL
(4,10),(4,18),-0.0493447 # DEPENDENCYPART_SIBL
(4,10),(4,20),-0.041518 # DEPENDENCYPART_SIBL
(4,10),(4,22),0.0272335 # DEPENDENCYPART_SIBL
(4,10),(4,23),-0.019797 # DEPENDENCYPART_SIBL
(4,10),(4,24),-0.00631886 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.0339937 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.101265 # DEPENDENCYPART_SIBL
(4,11),(4,16),0.0339937 # DEPENDENCYPART_SIBL
(4,11),(4,17),0.00537053 # DEPENDENCYPART_SIBL
(4,11),(4,18),0.0760211 # DEPENDENCYPART_SIBL
(4,11),(4,20),0.308171 # DEPENDENCYPART_SIBL
(4,11),(4,22),0.0689171 # DEPENDENCYPART_SIBL
(4,11),(4,23),0.0339315 # DEPENDENCYPART_SIBL
(4,11),(4,24),0.41362 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0316458 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.0198257 # DEPENDENCYPART_SIBL
(4,13),(4,17),0.019036 # DEPENDENCYPART_SIBL
(4,13),(4,18),-0.0493447 # DEPENDENCYPART_SIBL
(4,13),(4,20),-0.041518 # DEPENDENCYPART_SIBL
(4,13),(4,22),0.0272335 # DEPENDENCYPART_SIBL
(4,13),(4,23),-0.019797 # DEPENDENCYPART_SIBL
(4,13),(4,24),-0.00631886 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.0120263 # DEPENDENCYPART_SIBL
(4,14),(4,17),-0.00807968 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.0825754 # DEPENDENCYPART_SIBL
(4,14),(4,20),-0.0341108 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.0353651 # DEPENDENCYPART_SIBL
(4,14),(4,23),-0.0120953 # DEPENDENCYPART_SIBL
(4,14),(4,24),0.0711342 # DEPENDENCYPART_SIBL
(4,16),(4,17),0.019036 # DEPENDENCYPART_SIBL
(4,16),(4,18),-0.0493447 # DEPENDENCYPART_SIBL
(4,16),(4,20),-0.041518 # DEPENDENCYPART_SIBL
(4,16),(4,22),0.0272335 # DEPENDENCYPART_SIBL
(4,16),(4,23),-0.019797 # DEPENDENCYPART_SIBL
(4,16),(4,24),-0.00631886 # DEPENDENCYPART_SIBL
(4,17),(4,18),0.0469343 # DEPENDENCYPART_SIBL
(4,17),(4,20),0.224143 # DEPENDENCYPART_SIBL
(4,17),(4,22),0.0891923 # DEPENDENCYPART_SIBL
(4,17),(4,23),0.12358 # DEPENDENCYPART_SIBL
(4,17),(4,24),0.0524659 # DEPENDENCYPART_SIBL
(4,18),(4,20),-0.0586112 # DEPENDENCYPART_SIBL
(4,18),(4,22),-0.0157771 # DEPENDENCYPART_SIBL
(4,18),(4,23),-0.0208439 # DEPENDENCYPART_SIBL
(4,18),(4,24),0.0231811 # DEPENDENCYPART_SIBL
(4,20),(4,22),0.0247307 # DEPENDENCYPART_SIBL
(4,20),(4,23),0.0812065 # DEPENDENCYPART_SIBL
(4,20),(4,24),0.126113 # DEPENDENCYPART_SIBL
(4,22),(4,23),0.00896034 # DEPENDENCYPART_SIBL
(4,22),(4,24),0.0572679 # DEPENDENCYPART_SIBL
(4,23),(4,24),-0.00696915 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.193579 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0911775 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0883761 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0397449 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0551091 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0552224 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0809109 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.0552224 # DEPENDENCYPART_SIBL
(5,1),(5,24),0.0720966 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.343995 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.221463 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0281723 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0233501 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0233548 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.0244141 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0233548 # DEPENDENCYPART_SIBL
(5,2),(5,24),0.0148739 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.230764 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0219822 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0121075 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0118018 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0499417 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0118018 # DEPENDENCYPART_SIBL
(5,3),(5,24),0.014174 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0476788 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0050363 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0050363 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0664224 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0050363 # DEPENDENCYPART_SIBL
(5,4),(5,24),0.106718 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0041979 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0041979 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0215879 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0041979 # DEPENDENCYPART_SIBL
(5,7),(5,24),0.102389 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0410007 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0330934 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0410007 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.00426676 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0344244 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0405944 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.00950576 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0103167 # DEPENDENCYPART_SIBL
(5,11),(5,24),0.542272 # DEPENDENCYPART_SIBL
(5,13),(5,24),-0.00950576 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.133774 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0646211 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.165731 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.153653 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.00808052 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.00870579 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.00704846 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.513493 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.427049 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0243351 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.00552693 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.00503014 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0473296 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.348087 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0437856 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0104045 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00930722 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0249434 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0388469 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0120223 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0115349 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.0153251 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00478418 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.00527631 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0274493 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.000644251 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0329405 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0317311 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0662995 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0621185 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0795685 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0157347 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.00218297 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.105207 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0444846 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0440267 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.00516243 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.105207 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0440267 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0463947 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.105207 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.044592 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.00657674 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0767052 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.028704 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.057549 # DEPENDENCYPART_SIBL
(7,1),(7,22),-0.0449366 # DEPENDENCYPART_SIBL
(7,1),(7,23),-0.0440901 # DEPENDENCYPART_SIBL
(7,1),(7,24),-0.022126 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.135567 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.150204 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.100904 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0194613 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.017624 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0264665 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0262031 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.031637 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.017624 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0262031 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0987136 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.017624 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0264865 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.023569 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0716096 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0275826 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.0344369 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.0539355 # DEPENDENCYPART_SIBL
(7,2),(7,23),-0.0262335 # DEPENDENCYPART_SIBL
(7,2),(7,24),-0.0198066 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.199431 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0395818 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.011868 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.00326747 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0192627 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0186975 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0512919 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.00326747 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0186975 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.00632894 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.00326747 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0189811 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0695901 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0115018 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.00639338 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.00999232 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.0221348 # DEPENDENCYPART_SIBL
(7,3),(7,23),-0.0187341 # DEPENDENCYPART_SIBL
(7,3),(7,24),0.0506781 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0377938 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0296709 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0305351 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0396353 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0393766 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0236221 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0305351 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0393766 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.00324465 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0305351 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0396772 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0383304 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.00383213 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0294584 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.000326285 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0367686 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0393789 # DEPENDENCYPART_SIBL
(7,4),(7,24),0.0752434 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0122441 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00447456 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0169182 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0166571 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.00345698 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.00447456 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0166571 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.080344 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.00447456 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0169405 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0243489 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0539247 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0120388 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0210537 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0383975 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0167035 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.00857505 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.000736913 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00645831 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00575976 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0672907 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.000736913 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.00575976 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.00773483 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.000736913 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.00631628 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0821876 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0143275 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.00654958 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.00673991 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.00774253 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.00575976 # DEPENDENCYPART_SIBL
(7,6),(7,24),0.0457131 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00814439 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00869961 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.00845983 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0888894 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.00869961 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0181167 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0888894 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.00858391 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0128386 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.012449 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.00182658 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0444513 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.00821972 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.00869961 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.0182932 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0289993 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.021746 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.063716 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0289993 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.000626784 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.063716 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0293464 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0477262 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0278684 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0374645 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0381633 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0246572 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.0290118 # DEPENDENCYPART_SIBL
(7,9),(7,24),0.00895948 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0184097 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0587261 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.033497 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.00309954 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0587261 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0338441 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0457099 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0319057 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0324746 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0423442 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.0148069 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.0335095 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.00682704 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.100857 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0134193 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0794293 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.100857 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.013535 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0372753 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0897475 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0231331 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.278665 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.0486481 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0134195 # DEPENDENCYPART_SIBL
(7,11),(7,24),0.466086 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.00869961 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0181167 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0888894 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.00858391 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0128386 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.012449 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.00182658 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0444513 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.00821972 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.00869961 # DEPENDENCYPART_SIBL
(7,12),(7,24),-0.0182932 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.00309954 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0587261 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0338441 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0457099 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0319057 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0324746 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0423442 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.0148069 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.0335095 # DEPENDENCYPART_SIBL
(7,13),(7,24),-0.00682704 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0544263 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0918006 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.00786147 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0610684 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0594177 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0051155 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.0213847 # DEPENDENCYPART_SIBL
(7,14),(7,23),0.0919128 # DEPENDENCYPART_SIBL
(7,14),(7,24),0.000708525 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.00858391 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.0128386 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.012449 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.00182658 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.0444513 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.00821972 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.00869961 # DEPENDENCYPART_SIBL
(7,15),(7,24),-0.0182932 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0457099 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0319057 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.0324746 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0423442 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.0148069 # DEPENDENCYPART_SIBL
