# _root_ Akkoriban a cég — átmeneti sikerrel — megszerezte a Magyar_Nemzet , az Esti_Hírlap és az Expressz kiadói jogát , 1997 végén pedig megindította a Napi_Magyarország című napilapot .
#goldHeads=8,3,8,8,6,8,8,0,10,18,18,13,18,18,16,18,18,8,8,21,23,23,8,27,26,27,23,8,
#predictedHeads=8,3,8,8,6,8,8,0,10,8,8,13,18,18,16,18,18,8,8,21,23,23,8,27,26,27,23,8,
(8,2),(8,6),0.00712464 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0917734 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0223062 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0252884 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0377119 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0450632 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0252884 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0313475 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0450632 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0252884 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0025406 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0156556 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0377119 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0207288 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0294476 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.0503585 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.0134258 # DEPENDENCYPART_SIBL
(8,2),(8,25),-0.0252884 # DEPENDENCYPART_SIBL
(8,2),(8,26),-0.00285107 # DEPENDENCYPART_SIBL
(8,2),(8,27),-0.0252884 # DEPENDENCYPART_SIBL
(8,2),(8,28),-0.063474 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0486828 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.00859803 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0138412 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0486828 # DEPENDENCYPART_SIBL
(8,3),(8,9),7.23124e-05 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0101768 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0351065 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.00672728 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0101768 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.00126481 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.00672728 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0101768 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0124448 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0260519 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0351065 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.0122606 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.00135916 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.0280749 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.0229471 # DEPENDENCYPART_SIBL
(8,3),(8,25),0.0101748 # DEPENDENCYPART_SIBL
(8,3),(8,26),0.00224335 # DEPENDENCYPART_SIBL
(8,3),(8,27),0.0101768 # DEPENDENCYPART_SIBL
(8,3),(8,28),0.0423927 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0180209 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0902665 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.756238 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.029396 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0303561 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00086784 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0109639 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0303561 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0259671 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0109639 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0303561 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.026604 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0474274 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.00086784 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0119043 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0401155 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.0133106 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.0206781 # DEPENDENCYPART_SIBL
(8,4),(8,25),0.0303561 # DEPENDENCYPART_SIBL
(8,4),(8,26),-0.0365144 # DEPENDENCYPART_SIBL
(8,4),(8,27),0.0303561 # DEPENDENCYPART_SIBL
(8,4),(8,28),0.108992 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0234598 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.103751 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00584343 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0107427 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0135355 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0327625 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0107427 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0378274 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0327625 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0107427 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0294471 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0188839 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0135355 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0169209 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0090744 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0308146 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.00089104 # DEPENDENCYPART_SIBL
(8,5),(8,25),0.0107407 # DEPENDENCYPART_SIBL
(8,5),(8,26),-0.0351537 # DEPENDENCYPART_SIBL
(8,5),(8,27),0.0107427 # DEPENDENCYPART_SIBL
(8,5),(8,28),0.00500358 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0322971 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0301943 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0260468 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0291789 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0367088 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0260468 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.039294 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0367088 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0260468 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0165627 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0101716 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0291789 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0177597 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0348644 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.0702713 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.0280273 # DEPENDENCYPART_SIBL
(8,6),(8,25),-0.0260488 # DEPENDENCYPART_SIBL
(8,6),(8,26),-0.0267642 # DEPENDENCYPART_SIBL
(8,6),(8,27),-0.0260468 # DEPENDENCYPART_SIBL
(8,6),(8,28),0.00108814 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.029396 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0303561 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00086784 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0109639 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0303561 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0259671 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0109639 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0303561 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.026604 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0474274 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.00086784 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0119043 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0401155 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.0133106 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0206781 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.0303561 # DEPENDENCYPART_SIBL
(8,7),(8,26),-0.0365144 # DEPENDENCYPART_SIBL
(8,7),(8,27),0.0303561 # DEPENDENCYPART_SIBL
(8,7),(8,28),0.108992 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.00831415 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.00728509 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0664756 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.00831415 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0333068 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0664756 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.00831415 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.00981097 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.00882925 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.00728509 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.00527059 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.00289698 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.0370134 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0359816 # DEPENDENCYPART_SIBL
(8,9),(8,25),0.00831224 # DEPENDENCYPART_SIBL
(8,9),(8,26),-0.0179387 # DEPENDENCYPART_SIBL
(8,9),(8,27),0.00831415 # DEPENDENCYPART_SIBL
(8,9),(8,28),-0.0285575 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0396673 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0324235 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0279251 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0253485 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0324235 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0279251 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0229541 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0262305 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0396673 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0160496 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0371041 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0300832 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.022316 # DEPENDENCYPART_SIBL
(8,10),(8,25),-0.0279251 # DEPENDENCYPART_SIBL
(8,10),(8,26),0.00541211 # DEPENDENCYPART_SIBL
(8,10),(8,27),-0.0279251 # DEPENDENCYPART_SIBL
(8,10),(8,28),-0.00352705 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0711085 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0738009 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0702772 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0711085 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0738009 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0604985 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0741331 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0129099 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.0374052 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.0587641 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.23831 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.194562 # DEPENDENCYPART_SIBL
(8,11),(8,25),0.0738009 # DEPENDENCYPART_SIBL
(8,11),(8,26),0.0445662 # DEPENDENCYPART_SIBL
(8,11),(8,27),0.0738009 # DEPENDENCYPART_SIBL
(8,11),(8,28),0.0488412 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.049303 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0384467 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0989239 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.049303 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.00126419 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0498181 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0263673 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.00248385 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.0380987 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0503698 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.000231333 # DEPENDENCYPART_SIBL
(8,12),(8,25),0.0493021 # DEPENDENCYPART_SIBL
(8,12),(8,26),-0.0093919 # DEPENDENCYPART_SIBL
(8,12),(8,27),0.049303 # DEPENDENCYPART_SIBL
(8,12),(8,28),-0.0066869 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0253485 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0324235 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0279251 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0229541 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0262305 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0396673 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0160496 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0371041 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0300832 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.022316 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.0279251 # DEPENDENCYPART_SIBL
(8,13),(8,26),0.00541211 # DEPENDENCYPART_SIBL
(8,13),(8,27),-0.0279251 # DEPENDENCYPART_SIBL
(8,13),(8,28),-0.00352705 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.045328 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.104878 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0299269 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.105393 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.00244913 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.00348593 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.0897681 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.00171105 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.0219859 # DEPENDENCYPART_SIBL
(8,14),(8,25),0.104878 # DEPENDENCYPART_SIBL
(8,14),(8,26),0.0210256 # DEPENDENCYPART_SIBL
(8,14),(8,27),0.104878 # DEPENDENCYPART_SIBL
(8,14),(8,28),0.00328207 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.049303 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.00126419 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0498181 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0263673 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.00248385 # DEPENDENCYPART_SIBL
(8,15),(8,21),0.0380987 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.0503698 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.000231333 # DEPENDENCYPART_SIBL
(8,15),(8,25),0.0493021 # DEPENDENCYPART_SIBL
(8,15),(8,26),-0.0093919 # DEPENDENCYPART_SIBL
(8,15),(8,27),0.049303 # DEPENDENCYPART_SIBL
(8,15),(8,28),-0.0066869 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0229541 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0262305 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0396673 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0160496 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0371041 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.0300832 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.022316 # DEPENDENCYPART_SIBL
(8,16),(8,25),-0.0279251 # DEPENDENCYPART_SIBL
(8,16),(8,26),0.00541211 # DEPENDENCYPART_SIBL
(8,16),(8,27),-0.0279251 # DEPENDENCYPART_SIBL
(8,16),(8,28),-0.00352705 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0258245 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.000360313 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0165361 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0375137 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.00625653 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.0297868 # DEPENDENCYPART_SIBL
(8,17),(8,25),-0.0263394 # DEPENDENCYPART_SIBL
(8,17),(8,26),-0.0426659 # DEPENDENCYPART_SIBL
(8,17),(8,27),-0.0263394 # DEPENDENCYPART_SIBL
(8,17),(8,28),-0.0109779 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0413816 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.0143349 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.0357176 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.0283685 # DEPENDENCYPART_SIBL
(8,18),(8,23),-0.0206013 # DEPENDENCYPART_SIBL
(8,18),(8,25),-0.0265386 # DEPENDENCYPART_SIBL
(8,18),(8,26),0.0071268 # DEPENDENCYPART_SIBL
(8,18),(8,27),-0.0265386 # DEPENDENCYPART_SIBL
(8,18),(8,28),0.00570266 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.0374052 # DEPENDENCYPART_SIBL
(8,19),(8,21),0.0587641 # DEPENDENCYPART_SIBL
(8,19),(8,22),0.23831 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.194562 # DEPENDENCYPART_SIBL
(8,19),(8,25),0.0738009 # DEPENDENCYPART_SIBL
(8,19),(8,26),0.0445662 # DEPENDENCYPART_SIBL
(8,19),(8,27),0.0738009 # DEPENDENCYPART_SIBL
(8,19),(8,28),0.0488412 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.0301869 # DEPENDENCYPART_SIBL
(8,20),(8,22),0.00583986 # DEPENDENCYPART_SIBL
(8,20),(8,23),-0.0141381 # DEPENDENCYPART_SIBL
(8,20),(8,25),-0.017387 # DEPENDENCYPART_SIBL
(8,20),(8,26),-0.000387719 # DEPENDENCYPART_SIBL
(8,20),(8,27),-0.017387 # DEPENDENCYPART_SIBL
(8,20),(8,28),0.00338122 # DEPENDENCYPART_SIBL
(8,21),(8,22),-0.016208 # DEPENDENCYPART_SIBL
(8,21),(8,23),-0.010762 # DEPENDENCYPART_SIBL
(8,21),(8,25),-0.00805776 # DEPENDENCYPART_SIBL
(8,21),(8,26),0.0144227 # DEPENDENCYPART_SIBL
(8,21),(8,27),-0.00805776 # DEPENDENCYPART_SIBL
(8,21),(8,28),0.00978367 # DEPENDENCYPART_SIBL
(8,22),(8,23),-0.0306161 # DEPENDENCYPART_SIBL
(8,22),(8,25),0.00452298 # DEPENDENCYPART_SIBL
(8,22),(8,26),0.0375028 # DEPENDENCYPART_SIBL
(8,22),(8,27),0.00452298 # DEPENDENCYPART_SIBL
(8,22),(8,28),0.015871 # DEPENDENCYPART_SIBL
(8,23),(8,25),-0.00720239 # DEPENDENCYPART_SIBL
(8,23),(8,26),-0.00288779 # DEPENDENCYPART_SIBL
(8,23),(8,27),-0.00720239 # DEPENDENCYPART_SIBL
(8,23),(8,28),0.0177273 # DEPENDENCYPART_SIBL
(8,25),(8,26),0.00541211 # DEPENDENCYPART_SIBL
(8,25),(8,27),-0.027935 # DEPENDENCYPART_SIBL
(8,25),(8,28),-0.00353294 # DEPENDENCYPART_SIBL
(8,26),(8,27),-0.03788 # DEPENDENCYPART_SIBL
(8,26),(8,28),-0.020955 # DEPENDENCYPART_SIBL
(8,27),(8,28),-0.00352705 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00907785 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.00331961 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.00331967 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.00907785 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0176293 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.0086177 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.00331961 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.342981 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.34289 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.00482316 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.162828 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.425607 # DEPENDENCYPART_SIBL
(10,11),(10,27),0.342981 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.00530321 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.103086 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0309012 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.058216 # DEPENDENCYPART_SIBL
(10,13),(10,27),0.00471394 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.103086 # DEPENDENCYPART_SIBL
(10,18),(10,20),0.0309012 # DEPENDENCYPART_SIBL
(10,18),(10,23),0.058216 # DEPENDENCYPART_SIBL
(10,18),(10,27),0.00454976 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.162828 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.425607 # DEPENDENCYPART_SIBL
(10,19),(10,27),0.342981 # DEPENDENCYPART_SIBL
(10,20),(10,23),0.0508492 # DEPENDENCYPART_SIBL
(10,20),(10,27),0.0253805 # DEPENDENCYPART_SIBL
(10,23),(10,27),0.0764132 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.567434 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.00331967 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.00571564 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0155277 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.182667 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0261562 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.182667 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.00916818 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0761198 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0172321 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.171599 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0591235 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0172321 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0599525 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.013374 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0257383 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0133198 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0537328 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.041199 # DEPENDENCYPART_SIBL
(14,1),(14,21),0.0104092 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.0600761 # DEPENDENCYPART_SIBL
(14,1),(14,23),-0.010283 # DEPENDENCYPART_SIBL
(14,1),(14,25),0.013374 # DEPENDENCYPART_SIBL
(14,1),(14,27),0.013374 # DEPENDENCYPART_SIBL
(14,1),(14,28),-0.0188798 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.083073 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0144771 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.083073 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.050073 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0165213 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.00557565 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.36892 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.00156509 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.00557565 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0110115 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.233738 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0242884 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.236859 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.00917552 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.0340238 # DEPENDENCYPART_SIBL
(14,3),(14,21),0.235329 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0260647 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.00753514 # DEPENDENCYPART_SIBL
(14,3),(14,25),0.233736 # DEPENDENCYPART_SIBL
(14,3),(14,27),0.233738 # DEPENDENCYPART_SIBL
(14,3),(14,28),-0.00141997 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.00693424 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.264098 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.13155 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.00451969 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.00355435 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0768649 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.024292 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.00355435 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0103329 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.031838 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0227895 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0355572 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.00941196 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.0317809 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.0389636 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.00927336 # DEPENDENCYPART_SIBL
(14,4),(14,23),0.149284 # DEPENDENCYPART_SIBL
(14,4),(14,25),0.031838 # DEPENDENCYPART_SIBL
(14,4),(14,27),0.031838 # DEPENDENCYPART_SIBL
(14,4),(14,28),0.022169 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0861747 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.0510416 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0157685 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.00371977 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.375187 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.000515912 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.00371977 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.010419 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.23127 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.0254771 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.234391 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.00722267 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.0346116 # DEPENDENCYPART_SIBL
(14,6),(14,21),0.232861 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.0315697 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.00160365 # DEPENDENCYPART_SIBL
(14,6),(14,25),0.231268 # DEPENDENCYPART_SIBL
(14,6),(14,27),0.23127 # DEPENDENCYPART_SIBL
(14,6),(14,28),-0.00644107 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.13155 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.00451969 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.00355435 # DEPENDENCYPART_SIBL
