# _root_ Azon fáradozunk , hogy az utánpótlás-nevelésre fordítható öszszeg évről évre emelkedjen , ezzel is segítve a hazai labdarúgás kimozdulását a mély kátyúból .
#goldHeads=2,0,2,2,6,7,8,11,11,11,1,11,15,11,11,18,18,19,15,22,22,15,2,
#predictedHeads=2,0,2,2,6,7,9,9,11,11,1,11,15,15,1,18,18,19,15,22,22,15,2,
(1,9),(9,3),-0.209465 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.0446307 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.0230025 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.173732 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),0.0319327 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.143781 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.0611762 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.337914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),-0.46838 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),-0.212436 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.0471966 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.0310789 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.17698 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),0.0279929 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),0.141215 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),0.0225165 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),0.167565 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.268629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),-0.423512 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),-0.270292 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.0462368 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.00767443 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.132962 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.0844658 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),0.18414 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),0.0715323 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.0221556 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),0.000601068 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),0.224494 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),0.272644 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),0.241982 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),0.144733 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.132266 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),0.08811 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),0.249205 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.200683 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),0.107546 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-0.72212 # DEPENDENCYPART_GRANDPAR
(1,13),(13,2),-0.547576 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),-0.329802 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),-0.127614 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.0896139 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),0.0749984 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.0895188 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.136387 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.234747 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.0323751 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),0.081841 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),0.08631 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.232074 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.0633643 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),0.0977305 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-0.301169 # DEPENDENCYPART_GRANDPAR
(1,13),(13,22),-0.0439283 # DEPENDENCYPART_GRANDPAR
(1,13),(13,23),-0.847066 # DEPENDENCYPART_GRANDPAR
(1,14),(14,2),-0.627438 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.314609 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.14171 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),0.0512605 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),0.0422415 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.260797 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.105382 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),0.0557132 # DEPENDENCYPART_GRANDPAR
(1,14),(14,22),-0.0859457 # DEPENDENCYPART_GRANDPAR
(1,14),(14,23),-0.808894 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),-0.359422 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.302842 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.100622 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.151676 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.0619952 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),0.152388 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),0.175607 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.24201 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.0731947 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),0.0879001 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-0.0537588 # DEPENDENCYPART_GRANDPAR
(1,15),(15,23),-0.854279 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),0.147167 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),0.135707 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),0.123039 # DEPENDENCYPART_GRANDPAR
(1,17),(17,22),-0.00465801 # DEPENDENCYPART_GRANDPAR
(1,18),(18,5),-0.0220727 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),0.0325303 # DEPENDENCYPART_GRANDPAR
(1,18),(18,8),0.14421 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.152407 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),0.0893915 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),0.195921 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),0.242934 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),0.179281 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),0.190182 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.0821264 # DEPENDENCYPART_GRANDPAR
(1,18),(18,22),0.0288549 # DEPENDENCYPART_GRANDPAR
(1,19),(19,6),-0.173042 # DEPENDENCYPART_GRANDPAR
(1,19),(19,8),0.14421 # DEPENDENCYPART_GRANDPAR
(1,19),(19,9),0.0273874 # DEPENDENCYPART_GRANDPAR
(1,19),(19,11),-0.152407 # DEPENDENCYPART_GRANDPAR
(1,19),(19,12),0.0893916 # DEPENDENCYPART_GRANDPAR
(1,19),(19,13),0.195922 # DEPENDENCYPART_GRANDPAR
(1,19),(19,14),0.242934 # DEPENDENCYPART_GRANDPAR
(1,19),(19,15),0.179281 # DEPENDENCYPART_GRANDPAR
(1,19),(19,16),0.190182 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),-0.0821263 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),0.0515422 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),0.230508 # DEPENDENCYPART_GRANDPAR
(1,19),(19,21),-0.238445 # DEPENDENCYPART_GRANDPAR
(1,19),(19,22),0.0288549 # DEPENDENCYPART_GRANDPAR
(1,19),(19,23),-0.809124 # DEPENDENCYPART_GRANDPAR
(1,21),(21,13),0.147176 # DEPENDENCYPART_GRANDPAR
(1,21),(21,16),0.123043 # DEPENDENCYPART_GRANDPAR
(1,21),(21,18),-0.0872345 # DEPENDENCYPART_GRANDPAR
(1,21),(21,19),0.0738603 # DEPENDENCYPART_GRANDPAR
(1,21),(21,20),0.238944 # DEPENDENCYPART_GRANDPAR
(1,22),(22,8),0.14421 # DEPENDENCYPART_GRANDPAR
(1,22),(22,11),-0.152407 # DEPENDENCYPART_GRANDPAR
(1,22),(22,13),0.195922 # DEPENDENCYPART_GRANDPAR
(1,22),(22,14),0.242934 # DEPENDENCYPART_GRANDPAR
(1,22),(22,15),0.179281 # DEPENDENCYPART_GRANDPAR
(1,22),(22,16),0.190182 # DEPENDENCYPART_GRANDPAR
(1,22),(22,17),-0.0821263 # DEPENDENCYPART_GRANDPAR
(1,22),(22,18),0.0515422 # DEPENDENCYPART_GRANDPAR
(1,22),(22,19),0.212637 # DEPENDENCYPART_GRANDPAR
(1,22),(22,20),0.306083 # DEPENDENCYPART_GRANDPAR
(1,22),(22,21),-0.150324 # DEPENDENCYPART_GRANDPAR
(1,22),(22,23),-0.809124 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.549562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.0621402 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),0.0443689 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.042569 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.116758 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),0.0325838 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.172915 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.0245194 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),0.805184 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),0.0350776 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.216098 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.0195044 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),0.0123564 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.495056 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.356308 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.00321883 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-0.408662 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-0.15781 # DEPENDENCYPART_GRANDPAR
(2,1),(1,23),-1.10963 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.145593 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.909108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.421997 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.350981 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.440057 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.480982 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.33046 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),0.132893 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.303667 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.332141 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-1.23696 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.0118914 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.0956965 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0862901 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.175771 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),0.0153139 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.707082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.110716 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.00582489 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.200601 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.103889 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.25754 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.106072 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.0898966 # DEPENDENCYPART_GRANDPAR
(2,7),(7,23),-1.1006 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.684841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.0851706 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.0326928 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.146929 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.0552127 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.133398 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.156269 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.00567034 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.647899 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.01479 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.0375044 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.341061 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),0.0130682 # DEPENDENCYPART_GRANDPAR
(2,8),(8,22),-0.141523 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.0958626 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.648959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.0110798 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.0857156 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.176841 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.0245071 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.0371413 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.163988 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.0506606 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.0958735 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.653928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),-0.016363 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.0808952 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.191163 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.0191909 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.0416675 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.159168 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.113755 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),0.0663889 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),0.234172 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.703626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.155012 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.0101628 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.25536 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.0625579 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.159727 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.0707004 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.193042 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.0435727 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.0435689 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.117693 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.019466 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.0326204 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.23199 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.527183 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.332757 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),0.0213717 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.440165 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-0.13322 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-1.04561 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.730757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),-0.119966 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),0.00216984 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.236013 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),0.0562179 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.305706 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.153693 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),0.623989 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.0227483 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.0319687 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.0177873 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.467898 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.284797 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),0.0693323 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.381581 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.0852591 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-0.989596 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.909117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,11),0.445629 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.231261 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.444497 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.336372 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.781121 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.61719 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.263061 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.417652 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),-1.21859 # DEPENDENCYPART_GRANDPAR
(2,15),(15,3),-0.121455 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.0902049 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.22096 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.0766363 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.0242374 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.19547 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),0.0460401 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.527105 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.340569 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),0.0135603 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.141031 # DEPENDENCYPART_GRANDPAR
(2,15),(15,23),-1.05848 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.243244 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.0257548 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.30798 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),-0.248898 # DEPENDENCYPART_GRANDPAR
(2,18),(18,5),-0.175772 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.0363993 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),0.164562 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),0.706361 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),0.0877019 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.119953 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),0.0591123 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.042917 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.293121 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.412439 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-0.083341 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),0.0253421 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),0.164562 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.106857 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),0.706361 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),0.0877027 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.119952 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),0.0591129 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.0429165 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.29312 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.412439 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.288399 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.164055 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.334116 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-0.0833404 # DEPENDENCYPART_GRANDPAR
(2,19),(19,23),-1.02722 # DEPENDENCYPART_GRANDPAR
(2,22),(22,8),0.164562 # DEPENDENCYPART_GRANDPAR
(2,22),(22,11),0.706361 # DEPENDENCYPART_GRANDPAR
(2,22),(22,13),-0.119952 # DEPENDENCYPART_GRANDPAR
(2,22),(22,14),0.0591129 # DEPENDENCYPART_GRANDPAR
(2,22),(22,15),-0.0429165 # DEPENDENCYPART_GRANDPAR
(2,22),(22,16),-0.29312 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),-0.412439 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),-0.288399 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),0.0646923 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),-0.238298 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.325783 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-1.02722 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.260505 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.335585 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.742553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.53002 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.319507 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.459846 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.507813 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.613818 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.522999 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.343333 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.650259 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.348689 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.623586 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.794563 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.996588 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.900707 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-0.774457 # DEPENDENCYPART_GRANDPAR
(4,1),(1,22),-0.682624 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),-1.2014 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.164778 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.338039 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.08446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.712762 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.891114 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.559581 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.625847 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.868729 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.973208 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.83254 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.613925 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.845082 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.637795 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.837191 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-1.03463 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-1.35768 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-1.2618 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-1.04372 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-1.36056 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.620748 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.335855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.234641 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.602082 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.838429 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.821408 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.243642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.0513213 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.16608 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.139388 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.0358531 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.107657 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.788146 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.620748 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.848421 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.841612 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.335855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.234973 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.091847 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.0510015 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0360968 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.11229 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.620748 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.848421 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.841612 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.335889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.240012 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.0914175 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.050602 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.0361307 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.112164 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.171045 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.867126 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-1.17765 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-1.15017 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.279639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
