# _root_ Szép_Tibor egyelőre nem kívánt nyilatkozni lapunknak , de annyit elmondott , hogy a munkakör betöltésének napjáig a munkavállaló visszaléphet .
#goldHeads=4,4,4,8,4,5,8,0,10,8,10,10,14,15,19,19,18,19,9,8,
#predictedHeads=4,4,4,8,4,5,8,0,10,8,10,10,14,15,19,19,18,19,9,8,
(2,10),(10,13),0.085218 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.242445 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.251239 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.230849 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),0.150275 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.145862 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),0.0946369 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.401007 # DEPENDENCYPART_GRANDPAR
(2,19),(19,1),-0.526273 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.341396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,3),0.1147 # DEPENDENCYPART_GRANDPAR
(2,19),(19,4),-0.0624757 # DEPENDENCYPART_GRANDPAR
(2,19),(19,5),0.0732941 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),-0.0823737 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),-0.170702 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),-0.0187618 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.104726 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),0.0691349 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),-0.140835 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.10912 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),0.0564048 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.22903 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.237823 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.217433 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),0.121462 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.130979 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.401007 # DEPENDENCYPART_GRANDPAR
(3,1),(1,4),-0.458 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.670629 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.556525 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-0.3428 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.114953 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.458015 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.553184 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.581506 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.549617 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.489407 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.395978 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.342815 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.914957 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.499529 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.397823 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.45413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0938778 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.192398 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.234791 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.156804 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.175687 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.0182804 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.23395 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.190651 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.397311 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.507156 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.546771 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),0.0348904 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.541915 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.516156 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.410952 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.419494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.0434879 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.138963 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.298935 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.0705904 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.481128 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.419405 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.51471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.0958878 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.192003 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.240622 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.173161 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.215301 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0838315 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.344406 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.306716 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.439914 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.549759 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.589374 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.532452 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.0306539 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.539442 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.50199 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.401604 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.452838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),-0.0917667 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.193286 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.219719 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.30032 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.109781 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.177218 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.232928 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.190135 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.306017 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.398273 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.508118 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.547733 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.350827 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.491585 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),0.0357796 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.541744 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.48787 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.422442 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.483051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),-0.106622 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.202727 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.212669 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.232044 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.142291 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.195954 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.044564 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.231203 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.445107 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.554951 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.594567 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.537645 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.0748594 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.53184 # DEPENDENCYPART_GRANDPAR
(3,19),(19,1),-0.50199 # DEPENDENCYPART_GRANDPAR
(3,19),(19,2),-0.401604 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-0.452838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,4),-0.0917667 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),-0.193286 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),-0.219718 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),-0.300318 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),-0.109781 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.177218 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),-0.0320676 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.299477 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.28003 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.376795 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.429224 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.539069 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.578684 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.421605 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.521068 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.541744 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.23096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.352711 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.657341 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.517876 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.107723 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.06361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.225092 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.0278345 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.272751 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.425191 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.540745 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.350523 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-1.1382 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0409901 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0553314 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.228716 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.0343061 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.275216 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.427806 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.544369 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.271827 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.354147 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-1.14059 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),0.0154573 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),0.164173 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.215754 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.787816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.211409 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0821872 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.170162 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.142855 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.228341 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.0781771 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.0555531 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.218592 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.184915 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.271985 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.038073 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.905092 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.4404 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.229518 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.450476 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.728985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.109447 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0146743 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.211064 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.379728 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.239635 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.462846 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.919006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.0809461 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.025793 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.213099 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.400204 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.630262 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.328494 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.242239 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.498132 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.464455 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.551525 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.483283 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.43999 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-1.05557 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),0.124201 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.808471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0299987 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.0535799 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.0627913 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.21336 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.161609 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.0308357 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.00848058 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.171617 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.13794 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.225009 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.156878 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),0.0286488 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.846972 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),0.00795691 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),0.154281 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.225383 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.781744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.0506 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.165886 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.102356 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.184466 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.258787 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.0790534 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.0539435 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.349399 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.224197 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.19052 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.277589 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.246061 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.21012 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.0391201 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.907053 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.4291 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.277921 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.501997 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.988401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),-0.15033 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.0970872 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.365748 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.420155 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.525776 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.465003 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.361738 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.557567 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.523891 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.61096 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.542718 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.585966 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-1.09796 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.0494752 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.418168 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.144466 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.231536 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.110734 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.159171 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),0.0494752 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),0.0560759 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.418168 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.181866 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.231536 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.164086 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.159171 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),0.0494752 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),0.0560759 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.418168 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.181866 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.148189 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.231978 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.164086 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.889506 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.420853 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.182688 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.149011 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.23608 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.317515 # DEPENDENCYPART_GRANDPAR
(4,19),(19,1),0.00795691 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),0.154281 # DEPENDENCYPART_GRANDPAR
(4,19),(19,3),-0.225383 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.781742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),0.050602 # DEPENDENCYPART_GRANDPAR
(4,19),(19,6),0.165889 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),-0.102351 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),-0.184464 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),-0.258785 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.260194 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.0983407 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.0193099 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.495481 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.269721 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.236044 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.323113 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.392142 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.257918 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.907035 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0504867 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.0875321 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.342332 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.597567 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.220554 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0936871 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.821816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),0.237275 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.365329 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.289629 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.367576 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.430356 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-1.097 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.369266 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.102768 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.825439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),0.230803 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.367794 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.292243 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.371199 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.305903 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.43398 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-1.09939 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.212463 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0186049 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0405207 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.764099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.35501 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.305021 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.264522 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.0100431 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.309839 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.158874 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.303164 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.15557 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.226873 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.209957 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.122781 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.372619 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.990649 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.769418 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.280205 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.414781 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.555152 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.484434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0993297 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0312356 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.70874 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.290319 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.427148 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.622474 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.677244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.239524 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.302665 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0808103 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.458236 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.278815 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.279768 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.311384 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.382688 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.365771 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.278981 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.520968 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-1.0143 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),0.0734416 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),0.0302329 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.566301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.318892 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.15236 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0779431 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.00948045 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0179056 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.0299856 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.0142023 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.0571009 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.0401846 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),0.0464949 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.0532648 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.806639 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.325694 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),0.0944173 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.198733 # DEPENDENCYPART_GRANDPAR
