# _root_ Mint mondja , ősszel ők ketten lőtték a csapat góljainak felét , és ők vittek látványosságot a játékba .
#goldHeads=2,0,2,7,7,7,2,9,10,7,7,2,2,15,2,15,18,15,2,
#predictedHeads=2,13,2,7,7,7,13,9,10,7,7,13,0,15,13,15,18,15,13,
(5,11),(11,3),-0.856199 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.625516 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.734519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.105095 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.212584 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.394502 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.460418 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.421486 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.480938 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.621638 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.446331 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.575265 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.531515 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.684216 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.935551 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.662815 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.693705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.13038 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.89563 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.277444 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.395404 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.463262 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.194028 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.441828 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.439219 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.290985 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.410673 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.32146 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.539607 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.900346 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.625516 # DEPENDENCYPART_GRANDPAR
(5,16),(16,6),0.105095 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.212584 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.394093 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.460009 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.190832 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.40529 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.331391 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.589509 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.326551 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.575838 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.962871 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.40529 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.331391 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.384323 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.236355 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.459291 # DEPENDENCYPART_GRANDPAR
(6,1),(1,7),-0.603855 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-1.11277 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-1.07274 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.579053 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.484945 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.996442 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.394609 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.461187 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.40741 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.450857 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.841931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.648866 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.808167 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-1.17496 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-1.13455 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.62658 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.609318 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.529955 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.965123 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-1.15479 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-1.00486 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.455617 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.400243 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.399738 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.857992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.601221 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.74332 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-1.1104 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.07037 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.578716 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.581606 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.48231 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.900559 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-1.09023 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.996442 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.767227 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.797045 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.785977 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.739838 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.789277 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.496931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0162429 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.329435 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.69684 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.656807 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.208627 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.207536 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.260316 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.0739493 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.486999 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.67667 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.609998 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.74123 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.795625 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.48564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),-0.0682483 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.74436 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.744202 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.74123 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.795625 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.484664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.20004 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0663944 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.340825 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.703266 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.235814 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.20257 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.74436 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.744202 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.74123 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.795625 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.484664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,8),-0.0663944 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.341234 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.708314 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.235814 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.20257 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.0823971 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.532886 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.722557 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.767227 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.797045 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.785977 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.739838 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.789277 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.496931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),-0.224882 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),-0.0981236 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.418287 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.785984 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.745892 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.320098 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.221448 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.314079 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.486999 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.388137 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.67667 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.609998 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.74123 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.484664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,8),-0.0663944 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.340825 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.707905 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.667871 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.212245 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.311408 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.0811296 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.4071 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.72313 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.673239 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.212245 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.311408 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.498064 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.438288 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.450224 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.3112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,10),-0.061168 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.0573125 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.344324 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.538398 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-1.06897 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.0593631 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.448288 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.0594274 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.0624981 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.0463464 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.25119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,9),-0.0429904 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),0.0590949 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),0.0637055 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.282958 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.352547 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.478388 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.267998 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.398615 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.961646 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0641032 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.258731 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.412501 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.0501258 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.29954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.151072 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.0492705 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.045415 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.33618 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.451955 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.526742 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.376363 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.506981 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-1.06147 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.150253 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.379788 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.927533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),0.0105585 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),0.115016 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),0.118872 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.154734 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.212077 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.342694 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.926939 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.0161864 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.229265 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.378068 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0113518 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.34818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.259559 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.157757 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.153902 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.397446 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.575383 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.48485 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.615468 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-1.13361 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.354324 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.465777 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.411643 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.22109 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.700516 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.803558 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.354324 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.465777 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.411643 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.963199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.221819 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.129909 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.241007 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0627467 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.120363 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.700516 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.803558 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.354324 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.465777 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.411643 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.221001 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.128274 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.229335 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0617734 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.119389 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.188556 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.0874441 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.218061 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.778471 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.7968 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.368047 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.388083 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.0811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.181178 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.00491906 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.105981 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.110422 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.168495 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.59338 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.296699 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.427317 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.968747 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.160336 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.04518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,12),-0.122633 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.229024 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.0772117 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.207829 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.762856 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.0730263 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.475643 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.562418 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.00412385 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.137285 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.0433666 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-1.01844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.141228 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.0413045 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.142337 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.147804 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.1593 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.256626 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.136316 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.139443 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.100395 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.27006 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.829935 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.354324 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.411643 # DEPENDENCYPART_GRANDPAR
(7,16),(16,8),0.221819 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.129909 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.230971 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.235412 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.140004 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.220276 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.1904 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.0872825 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.220181 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.811546 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.140004 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.220276 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.0961221 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.161526 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.762118 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.40548 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.649612 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.655694 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.210666 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.971651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.428913 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.599878 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.478091 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.419222 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.446945 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.492451 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.689075 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.876752 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.365559 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.662246 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.292983 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.667554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.123489 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.294453 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.013311 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.187026 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.38365 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.659333 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.791968 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.440674 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.687228 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.723148 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.229769 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.97916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.436423 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.607388 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.471856 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.43452 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.499961 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.696585 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.875508 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.41388 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.352491 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.32727 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.598771 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.620884 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.175328 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.101969 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.38166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.957867 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.665128 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.507889 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.812374 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.912232 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.940029 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.911434 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.456939 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.376791 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.309362 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.614114 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.133401 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.164062 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.31252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.889104 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.613586 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.478234 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.764168 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.843091 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.870888 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.900989 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.336871 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.321996 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.215718 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.127659 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.00709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.583679 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.330534 # DEPENDENCYPART_GRANDPAR
