# _root_ A képmutató terminus technicus jelentése , hogy az egyik etnikum fegyveres alakulatai tömegesen elüldözik a másik népcsoport civil lakosságát , hogy egy adott területet a sajátjai számára " megtisztítson " .
#goldHeads=4,4,4,5,7,7,0,10,10,12,12,14,14,7,17,17,19,19,14,14,14,24,24,29,26,27,29,29,14,29,7,
#predictedHeads=3,3,5,5,7,7,0,10,10,12,12,14,14,7,17,17,19,19,14,14,14,24,24,29,26,27,29,29,14,29,7,
(7,4),(7,30),-0.0302768 # DEPENDENCYPART_SIBL
(7,4),(7,31),0.0141122 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.385906 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0783824 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0486314 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0783824 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0473152 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.114323 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0187762 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.0327339 # DEPENDENCYPART_SIBL
(7,5),(7,28),-0.0426948 # DEPENDENCYPART_SIBL
(7,5),(7,29),0.11489 # DEPENDENCYPART_SIBL
(7,5),(7,30),-0.0426948 # DEPENDENCYPART_SIBL
(7,5),(7,31),0.133949 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0175236 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0754402 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0175236 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0735115 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.298546 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.00885234 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.123247 # DEPENDENCYPART_SIBL
(7,6),(7,28),-0.0351182 # DEPENDENCYPART_SIBL
(7,6),(7,29),0.297142 # DEPENDENCYPART_SIBL
(7,6),(7,30),-0.0351182 # DEPENDENCYPART_SIBL
(7,6),(7,31),0.213472 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0210341 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0240434 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.020609 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0421127 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.013313 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0799001 # DEPENDENCYPART_SIBL
(7,10),(7,28),-0.0258881 # DEPENDENCYPART_SIBL
(7,10),(7,29),-0.0414629 # DEPENDENCYPART_SIBL
(7,10),(7,30),-0.0258881 # DEPENDENCYPART_SIBL
(7,10),(7,31),0.00247674 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.00700959 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.028049 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.025043 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.0193334 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.044128 # DEPENDENCYPART_SIBL
(7,11),(7,28),-0.000891131 # DEPENDENCYPART_SIBL
(7,11),(7,29),-0.0247924 # DEPENDENCYPART_SIBL
(7,11),(7,30),-0.000891131 # DEPENDENCYPART_SIBL
(7,11),(7,31),0.0333626 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.020609 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0421127 # DEPENDENCYPART_SIBL
(7,12),(7,20),0.013313 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0799001 # DEPENDENCYPART_SIBL
(7,12),(7,28),-0.0258881 # DEPENDENCYPART_SIBL
(7,12),(7,29),-0.0414629 # DEPENDENCYPART_SIBL
(7,12),(7,30),-0.0258881 # DEPENDENCYPART_SIBL
(7,12),(7,31),0.00247674 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0251266 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.0191698 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0442119 # DEPENDENCYPART_SIBL
(7,13),(7,28),-0.00101489 # DEPENDENCYPART_SIBL
(7,13),(7,29),-0.0248759 # DEPENDENCYPART_SIBL
(7,13),(7,30),-0.00101489 # DEPENDENCYPART_SIBL
(7,13),(7,31),0.0330222 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.138233 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0821539 # DEPENDENCYPART_SIBL
(7,14),(7,28),0.0823242 # DEPENDENCYPART_SIBL
(7,14),(7,29),-0.0212365 # DEPENDENCYPART_SIBL
(7,14),(7,30),0.0823242 # DEPENDENCYPART_SIBL
(7,14),(7,31),0.0353286 # DEPENDENCYPART_SIBL
(7,20),(7,21),0.206027 # DEPENDENCYPART_SIBL
(7,20),(7,28),-0.0162454 # DEPENDENCYPART_SIBL
(7,20),(7,29),0.227816 # DEPENDENCYPART_SIBL
(7,20),(7,30),-0.0162454 # DEPENDENCYPART_SIBL
(7,20),(7,31),0.0259896 # DEPENDENCYPART_SIBL
(7,21),(7,28),-0.0147277 # DEPENDENCYPART_SIBL
(7,21),(7,29),-0.0347207 # DEPENDENCYPART_SIBL
(7,21),(7,30),-0.0147277 # DEPENDENCYPART_SIBL
(7,21),(7,31),0.0829169 # DEPENDENCYPART_SIBL
(7,28),(7,29),0.0421194 # DEPENDENCYPART_SIBL
(7,28),(7,30),-0.0117658 # DEPENDENCYPART_SIBL
(7,28),(7,31),0.0382633 # DEPENDENCYPART_SIBL
(7,29),(7,30),0.0818502 # DEPENDENCYPART_SIBL
(7,29),(7,31),0.0329812 # DEPENDENCYPART_SIBL
(7,30),(7,31),0.0382633 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.00542482 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.052792 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0713747 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.153891 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.108832 # DEPENDENCYPART_SIBL
(9,8),(9,29),0.052792 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.00279424 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0118194 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0299477 # DEPENDENCYPART_SIBL
(9,14),(9,29),-0.00781045 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0561587 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0456994 # DEPENDENCYPART_SIBL
(9,16),(9,29),-0.00267791 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.00670442 # DEPENDENCYPART_SIBL
(9,19),(9,29),-0.0102095 # DEPENDENCYPART_SIBL
(9,20),(9,29),0.0533807 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.155843 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0129962 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.147615 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0129321 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.190771 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0973065 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.567434 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0625589 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0042554 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.00331961 # DEPENDENCYPART_SIBL
(10,1),(10,27),-0.00749537 # DEPENDENCYPART_SIBL
(10,1),(10,31),-0.0285178 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.00307406 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0640447 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.00328899 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.440921 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.303846 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.560599 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0530597 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.000199568 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00411379 # DEPENDENCYPART_SIBL
(10,2),(10,27),-0.00771133 # DEPENDENCYPART_SIBL
(10,2),(10,31),-0.00425058 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0504348 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0228204 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.641687 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.413639 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.269111 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.190729 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0446552 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.00337853 # DEPENDENCYPART_SIBL
(10,3),(10,27),0.0405775 # DEPENDENCYPART_SIBL
(10,3),(10,31),0.041682 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.00713593 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.203729 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.218773 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.265254 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.052728 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0232906 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0103106 # DEPENDENCYPART_SIBL
(10,4),(10,27),0.041361 # DEPENDENCYPART_SIBL
(10,4),(10,31),0.0289004 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.637717 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.415062 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.26913 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.192631 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0444505 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0014068 # DEPENDENCYPART_SIBL
(10,5),(10,27),0.0405773 # DEPENDENCYPART_SIBL
(10,5),(10,31),0.0422698 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.105326 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.273529 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0343359 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.00380371 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.00844461 # DEPENDENCYPART_SIBL
(10,6),(10,27),0.0116215 # DEPENDENCYPART_SIBL
(10,6),(10,31),0.0238545 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.287471 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0415035 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0196099 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0114091 # DEPENDENCYPART_SIBL
(10,7),(10,27),0.015418 # DEPENDENCYPART_SIBL
(10,7),(10,31),0.0872952 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0953523 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.012876 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00571552 # DEPENDENCYPART_SIBL
(10,8),(10,27),-0.0186228 # DEPENDENCYPART_SIBL
(10,8),(10,31),-0.0202729 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0012352 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00492737 # DEPENDENCYPART_SIBL
(10,9),(10,27),0.0163807 # DEPENDENCYPART_SIBL
(10,9),(10,31),-0.0266488 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0547301 # DEPENDENCYPART_SIBL
(10,11),(10,27),0.0652108 # DEPENDENCYPART_SIBL
(10,11),(10,31),0.105985 # DEPENDENCYPART_SIBL
(10,12),(10,27),0.0500916 # DEPENDENCYPART_SIBL
(10,12),(10,31),0.0485651 # DEPENDENCYPART_SIBL
(10,27),(10,31),0.175209 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0882503 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0641897 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.282618 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.273131 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0441553 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0868818 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0768466 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0587048 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.122057 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.163057 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0253154 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0580776 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0649876 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.280956 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.278306 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0418668 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0910915 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0808028 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.099575 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0265488 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0188536 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0485464 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0214326 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0767239 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0340739 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0561311 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0807263 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0542646 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.155843 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0129962 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.147615 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0129321 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.190771 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0973065 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.567434 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0625589 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0129962 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.16481 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.00421994 # DEPENDENCYPART_SIBL
(12,1),(12,27),-0.00749537 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.00307406 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0640447 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.00328899 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.440921 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.303846 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.560599 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0530597 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.00307406 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.00520707 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.000216547 # DEPENDENCYPART_SIBL
(12,2),(12,27),-0.00771133 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0504348 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0228204 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.641687 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.413639 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.269111 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.190729 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.018106 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0347691 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0444224 # DEPENDENCYPART_SIBL
(12,3),(12,27),0.0405775 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.00713593 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.203729 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.218773 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.265254 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.052728 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.00686505 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0260622 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0233057 # DEPENDENCYPART_SIBL
(12,4),(12,27),0.041361 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.637717 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.415062 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.26913 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.192631 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0179021 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0347501 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0442177 # DEPENDENCYPART_SIBL
(12,5),(12,27),0.0405773 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.105326 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.273529 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0343359 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0569251 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0223543 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.00437061 # DEPENDENCYPART_SIBL
(12,6),(12,27),0.0116215 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.287471 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0415035 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0944221 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.109957 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0193927 # DEPENDENCYPART_SIBL
(12,7),(12,27),0.015418 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0953523 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.000855746 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.208402 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.012963 # DEPENDENCYPART_SIBL
(12,8),(12,27),-0.0186228 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0425928 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.159688 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.00124763 # DEPENDENCYPART_SIBL
(12,9),(12,27),0.0163807 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0347691 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0444224 # DEPENDENCYPART_SIBL
(12,10),(12,27),0.0405775 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.000213817 # DEPENDENCYPART_SIBL
(12,11),(12,27),-0.0077139 # DEPENDENCYPART_SIBL
(12,13),(12,27),0.0652184 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0880866 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0636071 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.281465 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.27294 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0443085 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.076264 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0221694 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.076264 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0205291 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0205291 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.0226378 # DEPENDENCYPART_SIBL
(13,3),(13,29),0.0108099 # DEPENDENCYPART_SIBL
(13,3),(13,31),0.062154 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0583265 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.121285 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.163067 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.025254 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0646093 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0309362 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0646093 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0108563 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0108563 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.0185059 # DEPENDENCYPART_SIBL
(13,4),(13,29),-0.0177586 # DEPENDENCYPART_SIBL
(13,4),(13,31),0.0212229 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.279803 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.278115 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0420199 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0802203 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.024458 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0802203 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0204501 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0204501 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.0256096 # DEPENDENCYPART_SIBL
(13,5),(13,29),0.0136785 # DEPENDENCYPART_SIBL
(13,5),(13,31),0.0684199 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0989281 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0271574 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.047295 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0235805 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.047295 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0206193 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0206193 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.00342258 # DEPENDENCYPART_SIBL
(13,6),(13,29),-0.022021 # DEPENDENCYPART_SIBL
(13,6),(13,31),0.0203998 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.02185 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0350346 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0297801 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0350346 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0152771 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0152771 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.000341976 # DEPENDENCYPART_SIBL
(13,7),(13,29),-0.0184539 # DEPENDENCYPART_SIBL
(13,7),(13,31),0.0614146 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0803423 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.14687 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0803423 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0275127 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0275127 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.00819102 # DEPENDENCYPART_SIBL
(13,8),(13,29),-0.00554114 # DEPENDENCYPART_SIBL
(13,8),(13,31),-0.014678 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0221694 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.076264 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0205291 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0205291 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.0226378 # DEPENDENCYPART_SIBL
(13,10),(13,29),0.0108099 # DEPENDENCYPART_SIBL
(13,10),(13,31),0.062154 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.013184 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0225777 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0225777 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0238925 # DEPENDENCYPART_SIBL
(13,11),(13,29),-0.0155518 # DEPENDENCYPART_SIBL
(13,11),(13,31),-0.00977456 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0205291 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0205291 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0226378 # DEPENDENCYPART_SIBL
(13,12),(13,29),0.0108099 # DEPENDENCYPART_SIBL
(13,12),(13,31),0.062154 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.000574156 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0286856 # DEPENDENCYPART_SIBL
(13,17),(13,29),0.0437355 # DEPENDENCYPART_SIBL
(13,17),(13,31),0.0136211 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0286856 # DEPENDENCYPART_SIBL
(13,19),(13,29),0.0437355 # DEPENDENCYPART_SIBL
(13,19),(13,31),0.0136211 # DEPENDENCYPART_SIBL
(13,21),(13,29),0.0402646 # DEPENDENCYPART_SIBL
(13,21),(13,31),0.0302537 # DEPENDENCYPART_SIBL
(13,29),(13,31),0.0759784 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0170461 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.016944 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.0857585 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.0102062 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.00776517 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0431255 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.106558 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.11898 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.016944 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0111033 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.016944 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.00987997 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0223061 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0266774 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0245114 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.00248697 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0245114 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.037712 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0259396 # DEPENDENCYPART_SIBL
(14,1),(14,23),0.00323065 # DEPENDENCYPART_SIBL
(14,1),(14,24),-0.0348801 # DEPENDENCYPART_SIBL
(14,1),(14,26),-0.0245114 # DEPENDENCYPART_SIBL
(14,1),(14,27),-0.00434828 # DEPENDENCYPART_SIBL
(14,1),(14,28),-0.00308789 # DEPENDENCYPART_SIBL
(14,1),(14,29),-0.0134259 # DEPENDENCYPART_SIBL
(14,1),(14,30),-0.00308789 # DEPENDENCYPART_SIBL
(14,1),(14,31),-0.0649425 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.015716 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.0195471 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0225425 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0460545 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0792732 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.132106 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0970878 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.015716 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0213177 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.015716 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0153854 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.00588757 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.0142293 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.00923343 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0295455 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.00923343 # DEPENDENCYPART_SIBL
(14,2),(14,20),0.0134929 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.0388138 # DEPENDENCYPART_SIBL
