# _root_ Az egynapos betétekre a múlt hét elején az üzletek zömét 13 7/8 százalékon kötötték , a hét vége felé viszont már a jegybank egynapos betéti kamatának szintjén , 12 3/4 százalékon .
#goldHeads=3,3,14,6,6,7,14,9,10,14,13,13,14,0,14,17,18,19,21,21,14,23,26,26,26,27,21,27,31,31,27,14,
#predictedHeads=3,3,14,6,6,7,14,9,10,14,13,13,14,0,14,17,18,19,14,26,24,23,26,26,26,27,14,14,31,31,14,14,
(7,4),(7,13),-0.00405235 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0103115 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0115412 # DEPENDENCYPART_SIBL
(7,4),(7,26),-0.00405192 # DEPENDENCYPART_SIBL
(7,4),(7,28),-0.0103115 # DEPENDENCYPART_SIBL
(7,4),(7,32),-0.0295299 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0320721 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0213245 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.00564156 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00564149 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00645374 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.00651784 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.00565138 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0344506 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.00894991 # DEPENDENCYPART_SIBL
(7,5),(7,26),-0.00564149 # DEPENDENCYPART_SIBL
(7,5),(7,28),-0.0344506 # DEPENDENCYPART_SIBL
(7,5),(7,32),-0.0084806 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0280988 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00702137 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00687679 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0531097 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0531462 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.00691368 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0170001 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0252231 # DEPENDENCYPART_SIBL
(7,6),(7,26),-0.00687679 # DEPENDENCYPART_SIBL
(7,6),(7,28),-0.0170001 # DEPENDENCYPART_SIBL
(7,6),(7,32),0.019972 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0427346 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0427347 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0175883 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0175883 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0427347 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0327551 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.00894327 # DEPENDENCYPART_SIBL
(7,8),(7,26),0.0427347 # DEPENDENCYPART_SIBL
(7,8),(7,28),0.0327551 # DEPENDENCYPART_SIBL
(7,8),(7,32),0.0496379 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00409414 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0302804 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0302949 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.00409414 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.101324 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0301394 # DEPENDENCYPART_SIBL
(7,9),(7,26),0.00409414 # DEPENDENCYPART_SIBL
(7,9),(7,28),0.101324 # DEPENDENCYPART_SIBL
(7,9),(7,32),0.0459203 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0302804 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0302949 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.00409438 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.101537 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0301394 # DEPENDENCYPART_SIBL
(7,10),(7,26),0.00409439 # DEPENDENCYPART_SIBL
(7,10),(7,28),0.101537 # DEPENDENCYPART_SIBL
(7,10),(7,32),0.0459205 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0352918 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0253324 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.056095 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0275091 # DEPENDENCYPART_SIBL
(7,11),(7,26),0.0253329 # DEPENDENCYPART_SIBL
(7,11),(7,28),0.056095 # DEPENDENCYPART_SIBL
(7,11),(7,32),0.118782 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0253787 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0565095 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.02755 # DEPENDENCYPART_SIBL
(7,12),(7,26),0.0253792 # DEPENDENCYPART_SIBL
(7,12),(7,28),0.0565095 # DEPENDENCYPART_SIBL
(7,12),(7,32),0.119203 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.101495 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0301394 # DEPENDENCYPART_SIBL
(7,13),(7,26),0.0040928 # DEPENDENCYPART_SIBL
(7,13),(7,28),0.101495 # DEPENDENCYPART_SIBL
(7,13),(7,32),0.0459034 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.0835942 # DEPENDENCYPART_SIBL
(7,15),(7,26),0.34212 # DEPENDENCYPART_SIBL
(7,15),(7,28),0.00342808 # DEPENDENCYPART_SIBL
(7,15),(7,32),0.0755569 # DEPENDENCYPART_SIBL
(7,19),(7,26),0.100163 # DEPENDENCYPART_SIBL
(7,19),(7,28),0.100603 # DEPENDENCYPART_SIBL
(7,19),(7,32),0.153092 # DEPENDENCYPART_SIBL
(7,26),(7,28),0.101537 # DEPENDENCYPART_SIBL
(7,26),(7,32),0.0459205 # DEPENDENCYPART_SIBL
(7,28),(7,32),0.0755569 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.542229 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.11666 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0032225 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.000540108 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.497705 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0493974 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0220023 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0128083 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.567439 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0229872 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0175864 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.578724 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0334255 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.277252 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.267417 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.000809717 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.542227 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.116665 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.00322521 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.000542824 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.497702 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.00201533 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0199181 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0198246 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.00571638 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0206603 # DEPENDENCYPART_SIBL
(10,1),(10,27),-0.00571556 # DEPENDENCYPART_SIBL
(10,1),(10,32),-0.0202729 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.31716 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.00617044 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0274055 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0143031 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.269148 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0144908 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0566037 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0566403 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.00330127 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0292203 # DEPENDENCYPART_SIBL
(10,3),(10,27),0.00333788 # DEPENDENCYPART_SIBL
(10,3),(10,32),0.0416637 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0494059 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0220076 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0128137 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.567434 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0141555 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0176918 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0176286 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.00332004 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0115062 # DEPENDENCYPART_SIBL
(10,4),(10,27),-0.00331968 # DEPENDENCYPART_SIBL
(10,4),(10,32),-0.0285178 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0229844 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0175836 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.578722 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0163333 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.00645377 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.00651787 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.00495539 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.00894989 # DEPENDENCYPART_SIBL
(10,5),(10,27),-0.0049457 # DEPENDENCYPART_SIBL
(10,5),(10,32),-0.00750346 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0333099 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.277137 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0333635 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0546774 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0547139 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.00425149 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0267908 # DEPENDENCYPART_SIBL
(10,6),(10,27),-0.00421489 # DEPENDENCYPART_SIBL
(10,6),(10,32),0.0231056 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.267302 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0181384 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0552252 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0552617 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.00528499 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0277612 # DEPENDENCYPART_SIBL
(10,7),(10,27),0.00532159 # DEPENDENCYPART_SIBL
(10,7),(10,32),0.0512458 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.00201533 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0199181 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0198246 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00571638 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0206603 # DEPENDENCYPART_SIBL
(10,8),(10,27),-0.00571556 # DEPENDENCYPART_SIBL
(10,8),(10,32),-0.0202729 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0566216 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0566582 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00334164 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0292382 # DEPENDENCYPART_SIBL
(10,9),(10,27),0.00337824 # DEPENDENCYPART_SIBL
(10,9),(10,32),0.0416743 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0352918 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0253403 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0275091 # DEPENDENCYPART_SIBL
(10,11),(10,27),0.0253407 # DEPENDENCYPART_SIBL
(10,11),(10,32),0.120411 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0253866 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.02755 # DEPENDENCYPART_SIBL
(10,12),(10,27),0.025387 # DEPENDENCYPART_SIBL
(10,12),(10,32),0.120833 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0307474 # DEPENDENCYPART_SIBL
(10,13),(10,27),0.00471094 # DEPENDENCYPART_SIBL
(10,13),(10,32),0.0485481 # DEPENDENCYPART_SIBL
(10,19),(10,27),0.100171 # DEPENDENCYPART_SIBL
(10,19),(10,32),0.154721 # DEPENDENCYPART_SIBL
(10,27),(10,32),0.0542803 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0668525 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0121876 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0649155 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0642223 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0281606 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0863888 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.112155 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0310895 # DEPENDENCYPART_SIBL
(11,6),(11,24),0.0767561 # DEPENDENCYPART_SIBL
(11,6),(11,29),0.0367851 # DEPENDENCYPART_SIBL
(11,6),(11,32),0.053644 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0141455 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0717817 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0710884 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0357757 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0958228 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.139274 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0387046 # DEPENDENCYPART_SIBL
(11,7),(11,24),0.0799271 # DEPENDENCYPART_SIBL
(11,7),(11,29),0.0354112 # DEPENDENCYPART_SIBL
(11,7),(11,32),0.078502 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.117601 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.117601 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.00486738 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00199136 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.00366024 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.00486652 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.00355378 # DEPENDENCYPART_SIBL
(11,8),(11,29),-0.0405064 # DEPENDENCYPART_SIBL
(11,8),(11,32),0.0218676 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.076261 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0338073 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0893551 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.119897 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0367362 # DEPENDENCYPART_SIBL
(11,9),(11,24),0.0767711 # DEPENDENCYPART_SIBL
(11,9),(11,29),0.0367936 # DEPENDENCYPART_SIBL
(11,9),(11,32),0.0689137 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0338073 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0893581 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.119903 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0367362 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.0767711 # DEPENDENCYPART_SIBL
(11,10),(11,29),0.0367936 # DEPENDENCYPART_SIBL
(11,10),(11,32),0.0689215 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0491993 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.050309 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.040376 # DEPENDENCYPART_SIBL
(11,13),(11,24),0.0330781 # DEPENDENCYPART_SIBL
(11,13),(11,29),0.00526627 # DEPENDENCYPART_SIBL
(11,13),(11,32),0.00834706 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0733963 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.000674041 # DEPENDENCYPART_SIBL
(11,14),(11,24),0.0118746 # DEPENDENCYPART_SIBL
(11,14),(11,29),0.0186275 # DEPENDENCYPART_SIBL
(11,14),(11,32),0.136154 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0708221 # DEPENDENCYPART_SIBL
(11,15),(11,24),0.0883346 # DEPENDENCYPART_SIBL
(11,15),(11,29),0.0946446 # DEPENDENCYPART_SIBL
(11,15),(11,32),0.0996302 # DEPENDENCYPART_SIBL
(11,18),(11,24),0.0330781 # DEPENDENCYPART_SIBL
(11,18),(11,29),0.00526627 # DEPENDENCYPART_SIBL
(11,18),(11,32),0.0142282 # DEPENDENCYPART_SIBL
(11,24),(11,29),0.0213468 # DEPENDENCYPART_SIBL
(11,24),(11,32),0.0445596 # DEPENDENCYPART_SIBL
(11,29),(11,32),0.0308856 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0658114 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0736961 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.071625 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0709317 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0726044 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0631336 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0611966 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0605033 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0723035 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0680627 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0673694 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.075352 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.072542 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0726154 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0726156 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.00458464 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.538451 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.124217 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.00700014 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.00431775 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.493926 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.00579025 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.00463067 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0258192 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0344614 # DEPENDENCYPART_SIBL
(13,1),(13,27),-0.00571567 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.317161 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.00428431 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0274081 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0143057 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.26915 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0144934 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0170399 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.000456781 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.00137994 # DEPENDENCYPART_SIBL
(13,3),(13,27),0.00333782 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0626211 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0295583 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0203643 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.559883 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0217062 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0205468 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.00109888 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0123498 # DEPENDENCYPART_SIBL
(13,4),(13,27),-0.00331987 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0217707 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0163699 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.577507 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0151196 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0162788 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0240046 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0225044 # DEPENDENCYPART_SIBL
(13,5),(13,27),-0.00494574 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0333125 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.277139 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0333661 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0359127 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.00893832 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0071016 # DEPENDENCYPART_SIBL
(13,6),(13,27),-0.00421494 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.267304 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.018141 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0206876 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.00219095 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.00402767 # DEPENDENCYPART_SIBL
(13,7),(13,27),0.00532153 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.00579025 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.00463067 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0258192 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0344614 # DEPENDENCYPART_SIBL
(13,8),(13,27),-0.00571567 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.00586014 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.00580485 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.00764157 # DEPENDENCYPART_SIBL
(13,9),(13,27),0.00337819 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.000408744 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.00142798 # DEPENDENCYPART_SIBL
(13,10),(13,27),0.00337819 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0226542 # DEPENDENCYPART_SIBL
(13,11),(13,27),0.0153641 # DEPENDENCYPART_SIBL
(13,12),(13,27),0.0154454 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.0283177 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0248513 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.127998 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.000638679 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0360808 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0187837 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.106348 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0262925 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0248441 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0369382 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.033233 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0221444 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0221478 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0369458 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0139692 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0173436 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.0275806 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.01219 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0115131 # DEPENDENCYPART_SIBL
(14,1),(14,22),0.0369458 # DEPENDENCYPART_SIBL
(14,1),(14,23),0.0138108 # DEPENDENCYPART_SIBL
(14,1),(14,24),0.0140086 # DEPENDENCYPART_SIBL
(14,1),(14,25),0.0140086 # DEPENDENCYPART_SIBL
(14,1),(14,26),0.014042 # DEPENDENCYPART_SIBL
(14,1),(14,27),0.0163065 # DEPENDENCYPART_SIBL
(14,1),(14,28),0.0221478 # DEPENDENCYPART_SIBL
(14,1),(14,29),0.00654091 # DEPENDENCYPART_SIBL
(14,1),(14,31),0.013892 # DEPENDENCYPART_SIBL
(14,1),(14,32),0.0286811 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.00794905 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.20156 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0204251 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0226543 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.00144545 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.13199 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.00939666 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.00794803 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0363607 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0362265 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.00548048 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0230135 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.00627482 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.0260624 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0294349 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.0253629 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0397837 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0147926 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.00627482 # DEPENDENCYPART_SIBL
(14,2),(14,23),0.0261208 # DEPENDENCYPART_SIBL
(14,2),(14,24),-0.0298783 # DEPENDENCYPART_SIBL
(14,2),(14,25),-0.0298783 # DEPENDENCYPART_SIBL
(14,2),(14,26),0.0261347 # DEPENDENCYPART_SIBL
(14,2),(14,27),0.0283988 # DEPENDENCYPART_SIBL
(14,2),(14,28),0.0230135 # DEPENDENCYPART_SIBL
(14,2),(14,29),0.0164934 # DEPENDENCYPART_SIBL
(14,2),(14,31),0.0259659 # DEPENDENCYPART_SIBL
(14,2),(14,32),0.0176048 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0555239 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.00455197 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0316777 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.00310378 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0175353 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0108438 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0100889 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.00803528 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.00773219 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.00806346 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0411429 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.00564931 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0435695 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.0528167 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0516492 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0399704 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.00358863 # DEPENDENCYPART_SIBL
(14,3),(14,22),0.00564931 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.043281 # DEPENDENCYPART_SIBL
(14,3),(14,24),0.0202278 # DEPENDENCYPART_SIBL
