# _root_ Ugyanaz év júniusában a felügyelet felszólította a Bank_Austria_Creditanstalt_Hungary_Rt.-t , hogy tudatosítsa hirdetményeiben : a Nonstopbank nem különálló vállalkozása , hanem csak egy szolgáltatása .
#goldHeads=2,3,6,5,6,0,8,6,6,6,6,11,11,15,11,18,18,15,11,11,11,23,21,6,
#predictedHeads=2,3,6,5,6,0,8,6,6,6,6,11,6,15,18,17,18,11,20,6,20,23,21,6,
(3,4),(3,9),0.0124631 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0183186 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.0176082 # DEPENDENCYPART_SIBL
(3,4),(3,21),-0.001563 # DEPENDENCYPART_SIBL
(3,4),(3,24),0.0357031 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0578135 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.00471337 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.103086 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.058216 # DEPENDENCYPART_SIBL
(3,5),(3,18),0.00462457 # DEPENDENCYPART_SIBL
(3,5),(3,21),0.0164225 # DEPENDENCYPART_SIBL
(3,5),(3,24),0.0485641 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0762375 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.168935 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.0504395 # DEPENDENCYPART_SIBL
(3,6),(3,18),0.0762375 # DEPENDENCYPART_SIBL
(3,6),(3,21),0.0628277 # DEPENDENCYPART_SIBL
(3,6),(3,24),0.21332 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.103086 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.058216 # DEPENDENCYPART_SIBL
(3,8),(3,18),0.00462513 # DEPENDENCYPART_SIBL
(3,8),(3,21),0.0164225 # DEPENDENCYPART_SIBL
(3,8),(3,24),0.0485651 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.425607 # DEPENDENCYPART_SIBL
(3,9),(3,18),0.342756 # DEPENDENCYPART_SIBL
(3,9),(3,21),0.192562 # DEPENDENCYPART_SIBL
(3,9),(3,24),0.0787788 # DEPENDENCYPART_SIBL
(3,11),(3,18),0.0764132 # DEPENDENCYPART_SIBL
(3,11),(3,21),0.0628277 # DEPENDENCYPART_SIBL
(3,11),(3,24),0.211166 # DEPENDENCYPART_SIBL
(3,18),(3,21),0.0164225 # DEPENDENCYPART_SIBL
(3,18),(3,24),0.0545105 # DEPENDENCYPART_SIBL
(3,21),(3,24),0.0769552 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0464397 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0383086 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0690958 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.00584038 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.038119 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.311976 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.00176035 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.317123 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.00640491 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0033221 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0418861 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0161839 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0619242 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0125951 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0293882 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0266453 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0423587 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0244682 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0744417 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0266453 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.016781 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0293882 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0266453 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0438568 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0393117 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0266453 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.0423587 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.0856067 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0381021 # DEPENDENCYPART_SIBL
(6,1),(6,23),-0.0267828 # DEPENDENCYPART_SIBL
(6,1),(6,24),-0.0226308 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.118053 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.097739 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.111252 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0515987 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0522957 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0622758 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.042264 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0541143 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0522957 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0400179 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0515987 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0522957 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0749981 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0380043 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0563971 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0622758 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.129799 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0359675 # DEPENDENCYPART_SIBL
(6,2),(6,23),-0.0527011 # DEPENDENCYPART_SIBL
(6,2),(6,24),-0.0371851 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0663643 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.038934 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0243188 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00972969 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.000359201 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00784706 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0218025 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.00972969 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.00350551 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0243188 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.00972969 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.041118 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0123042 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0138311 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.000359201 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.0965472 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.00208137 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.010135 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.00249893 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0151289 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0223062 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.025298 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0342785 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0251813 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0116669 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.025298 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0462043 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0223062 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.025298 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0312098 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0025406 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0257357 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0342785 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0621052 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.00704694 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.0254356 # DEPENDENCYPART_SIBL
(6,4),(6,24),-0.0650339 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0190136 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00919349 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00138203 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.000670636 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.011749 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.00919349 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.00908345 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0190136 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.00919349 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0357963 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.00467059 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0132949 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.00138203 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0893126 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.00324028 # DEPENDENCYPART_SIBL
(6,5),(6,23),-0.00959885 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.00861804 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0108909 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.00528515 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0722982 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0328782 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0108909 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.00764643 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0888948 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0108909 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.00459324 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.00981097 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0108909 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.00528515 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0696523 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.00523357 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.0104515 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.029609 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0496835 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0530663 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0121611 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.016676 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0207629 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0734131 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.016676 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.00168575 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0289627 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0167648 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.0496835 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.0060351 # DEPENDENCYPART_SIBL
(6,8),(6,21),0.00677067 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.0126323 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.00131077 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.825703 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.203496 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0800136 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0190845 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.127974 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0800136 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.136229 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0642607 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.079788 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.00714775 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.37149 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.13111 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.0841656 # DEPENDENCYPART_SIBL
(6,9),(6,24),0.0512854 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.115139 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0127334 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0281659 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0772031 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0127334 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0147833 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0838619 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0127334 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0353581 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0930712 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.0387526 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.0136175 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.124009 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.00470306 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0248634 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0272259 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.00470306 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0279648 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.00667218 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.00470306 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.0618971 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.12216 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0142806 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.00391962 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.0164446 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0207629 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0734131 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.016676 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.00168575 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0289627 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0167648 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.0496835 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.0060351 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.00677067 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.0126323 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.00131077 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0879571 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0242613 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0587004 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0322327 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0243741 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0052895 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.188664 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.0857395 # DEPENDENCYPART_SIBL
(6,13),(6,23),-0.022405 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.426239 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0108909 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.00459324 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.00981097 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.0108909 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.00528515 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0696523 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.00523357 # DEPENDENCYPART_SIBL
(6,14),(6,23),0.0104515 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.029609 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.00168575 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0289627 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0167648 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.0496835 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0060351 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.00677067 # DEPENDENCYPART_SIBL
(6,15),(6,23),-0.0126323 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.00131077 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0788666 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.0327418 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.0095212 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.000144133 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.00252077 # DEPENDENCYPART_SIBL
(6,16),(6,23),0.0323611 # DEPENDENCYPART_SIBL
(6,16),(6,24),-0.00381384 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0239129 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.00103508 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.0249806 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.00172888 # DEPENDENCYPART_SIBL
(6,17),(6,23),-0.0254036 # DEPENDENCYPART_SIBL
(6,17),(6,24),-0.0124964 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.0493325 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.0060351 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.00677067 # DEPENDENCYPART_SIBL
(6,18),(6,23),-0.0127027 # DEPENDENCYPART_SIBL
(6,18),(6,24),0.00725617 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.37149 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.13111 # DEPENDENCYPART_SIBL
(6,19),(6,23),0.0841656 # DEPENDENCYPART_SIBL
(6,19),(6,24),0.0512854 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.0206818 # DEPENDENCYPART_SIBL
(6,20),(6,23),0.0479708 # DEPENDENCYPART_SIBL
(6,20),(6,24),-0.000125028 # DEPENDENCYPART_SIBL
(6,21),(6,23),0.042537 # DEPENDENCYPART_SIBL
(6,21),(6,24),-0.0108221 # DEPENDENCYPART_SIBL
(6,23),(6,24),0.00121815 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.662013 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00907785 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0086177 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.00331961 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00907785 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0086177 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00331961 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.425607 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.342981 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0764132 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.00244993 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.00787148 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.00787148 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0166584 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.157163 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.00787148 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.300743 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.267988 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0531662 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0556789 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0531407 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0430632 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0965742 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.0823596 # DEPENDENCYPART_SIBL
(10,1),(10,24),0.0446148 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0447315 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0431255 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0338412 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0480089 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0431209 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.389325 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.103431 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0729836 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.019179 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0447581 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0391222 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0414679 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.0567027 # DEPENDENCYPART_SIBL
(10,2),(10,24),0.12497 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0200582 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0326343 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0462778 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0200537 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.387977 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.111445 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0834273 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.00788162 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0475431 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0186098 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.0474019 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.0629705 # DEPENDENCYPART_SIBL
(10,3),(10,24),0.134027 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0314891 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0474298 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0211993 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.387277 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.111963 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0798992 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.00888888 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0475631 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0215354 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.047223 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.0618351 # DEPENDENCYPART_SIBL
(10,5),(10,24),0.132143 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0281766 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0047206 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.434518 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.098539 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.124018 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.107491 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0335065 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0949829 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.0286458 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.01302 # DEPENDENCYPART_SIBL
(10,6),(10,24),0.0425596 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.020434 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.142763 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.052808 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0490893 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0874898 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.00280311 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0774797 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0198633 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0111579 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0619739 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.389874 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.113961 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0804009 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00805818 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0487074 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0210176 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0484193 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0629787 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.13343 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.297142 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0175236 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0152889 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0754555 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.00885234 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.203253 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.157715 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.213472 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0612641 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.113813 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.00328625 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.137759 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0230555 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0204806 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.0329812 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0262208 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0210271 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.013313 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0957748 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0274002 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.00247674 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0854191 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0462274 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.093712 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.143528 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.406105 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.018729 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0541515 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.0124754 # DEPENDENCYPART_SIBL
(10,17),(10,24),0.0329015 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.0644249 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.133827 # DEPENDENCYPART_SIBL
(10,19),(10,24),0.0259896 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.00375775 # DEPENDENCYPART_SIBL
(10,20),(10,24),0.0755747 # DEPENDENCYPART_SIBL
(10,21),(10,24),-0.00557716 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0394518 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0137496 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0101608 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0188691 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0620368 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0101481 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.062402 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.091705 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0256381 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0152848 # DEPENDENCYPART_SIBL
