# _root_ Egy hétre 14 1/4 százalékon hangzottak el ajánlatok , hosszabb távra viszont drágábban , 14 1/2-3/8 százalékon lehetett pénzhez jutni .
#goldHeads=2,6,5,5,6,0,6,6,6,11,20,18,20,18,17,17,20,6,20,18,6,
#predictedHeads=2,6,5,5,6,0,6,6,6,11,20,18,20,6,17,17,20,6,20,18,6,
(3,20),(20,9),-0.293394 # DEPENDENCYPART_GRANDPAR
(3,20),(20,10),-0.204388 # DEPENDENCYPART_GRANDPAR
(3,20),(20,11),0.109911 # DEPENDENCYPART_GRANDPAR
(3,20),(20,12),-0.166301 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),-0.141802 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),-0.293214 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.219689 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.183543 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.0484682 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.00734213 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.223817 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.545869 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.294675 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.232475 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.975414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.445198 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.590194 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.736705 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-1.15175 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.375802 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.180979 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.58197 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.716107 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.773838 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.720056 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.864551 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.576465 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-0.728475 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-1.14833 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.367546 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.854356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.680433 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.411454 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.40943 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-0.884303 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.380155 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.405876 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.297726 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.974961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.723187 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.452195 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.925345 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.610479 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.472097 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.679124 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.353475 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.616973 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.69846 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.494778 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.410145 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.408121 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-0.883863 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.471572 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.57251 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.345991 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.584766 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.3981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,18),-0.833486 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),-0.384832 # DEPENDENCYPART_GRANDPAR
(6,1),(1,21),-1.28187 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.142252 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.333794 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.373323 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.635642 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.51665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,20),-0.503392 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-1.38899 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.137944 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.287019 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.39766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.327054 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.714275 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.637175 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.490207 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.833047 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.384393 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-1.28187 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.287024 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.357263 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.149512 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.349577 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.34448 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.379286 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),0.0572609 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),0.357033 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-0.00271168 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.0409294 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.334621 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.110068 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),0.0345537 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),-0.155128 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.156465 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.293709 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.111874 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0440781 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.224361 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.0321629 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.165278 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.227308 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.408678 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.452265 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),0.00135646 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.959804 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),0.203112 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.07138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,8),-0.0639843 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.208722 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0791124 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.568726 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.334621 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.265219 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.110068 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.01268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,8),0.0616741 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.107522 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.303624 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0440781 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.224361 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.227308 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.408678 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.18798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,8),-0.188326 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.363844 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.580848 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.144685 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.536616 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.312613 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.392173 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.45503 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.679979 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.899435 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.55703 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.448215 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-1.13504 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.0966598 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),0.203113 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.07138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,8),-0.0639843 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.208722 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.434697 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0203432 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0306207 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.119211 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.197212 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.263819 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.568875 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.567099 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.445927 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.113902 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-1.03005 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.215878 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.0539282 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.284247 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.091576 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.466016 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.484244 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.343068 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.0310806 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.953181 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.334621 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),0.0616512 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.107548 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.303649 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.105292 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.0347261 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.21391 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),0.0167544 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.169891 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.227198 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.280078 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),0.0267569 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),0.173199 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),0.254311 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),0.472996 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-1.08129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,8),-0.0511089 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),-0.280527 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.432739 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.00746776 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.0620583 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.351401 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.156225 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.244056 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.303608 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.53156 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.366773 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.0147389 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.988826 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),-0.303624 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),0.0347483 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.213885 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),0.0167805 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.169824 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.416835 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.453492 # DEPENDENCYPART_GRANDPAR
(6,20),(20,1),0.0379186 # DEPENDENCYPART_GRANDPAR
(6,20),(20,2),0.195977 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),0.265473 # DEPENDENCYPART_GRANDPAR
(6,20),(20,5),0.495774 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-1.06905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,8),-0.0275068 # DEPENDENCYPART_GRANDPAR
(6,20),(20,9),-0.258185 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),-0.420237 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),0.0161343 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),0.0627493 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.3389 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),-0.133883 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.233461 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.293013 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.507958 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.523856 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.37788 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.983003 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.270845 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.203751 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.165261 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.241507 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.26786 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-0.617863 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-0.980539 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.270913 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.417355 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.260928 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.220374 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.65051 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.599688 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.76605 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.61081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.298588 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.223668 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.214057 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.193309 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.365185 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.298219 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.343239 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.349354 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.344837 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.237811 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.277994 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.692688 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.65051 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.806946 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.599688 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.663233 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.0749366 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.18385 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.186877 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.193309 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.365185 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.349354 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.344837 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.449035 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.0748196 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.155093 # DEPENDENCYPART_GRANDPAR
(8,1),(1,18),-0.437628 # DEPENDENCYPART_GRANDPAR
(8,1),(1,20),-0.4405 # DEPENDENCYPART_GRANDPAR
(8,1),(1,21),-0.841264 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.636768 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.239274 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.163918 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.935693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.251902 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.439808 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.461871 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.436319 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.439191 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-0.840824 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.408565 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.133057 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.475308 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.462253 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.170153 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.169977 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.92837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,11),-0.398486 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.54499 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.577122 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.54586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.229093 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.00101639 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),0.0245914 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.916554 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.610111 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.931077 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.591726 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.458807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.187043 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.223815 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0984331 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0666119 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.111608 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.116602 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.611536 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.557366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.160234 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.144921 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0274821 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.143839 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.210354 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.159541 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.221571 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.144414 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.250365 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.314456 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.250824 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.515339 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.547575 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.54499 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.577122 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.54586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.229093 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.212613 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0159759 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0538552 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.00752943 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.0236463 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0461245 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.0217466 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.0674023 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.148295 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.0655956 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.434566 # DEPENDENCYPART_GRANDPAR
(8,15),(15,9),-0.198724 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.00188388 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.0140776 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0583479 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.222029 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.216152 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.392071 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.214389 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.59441 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.00188666 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0583467 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.0356444 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.391545 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.916554 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.458807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),-0.187045 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.223813 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.0710771 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.0499413 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.0401734 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.0466694 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.0687659 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.126884 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.285638 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.847707 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.549653 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.860919 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.547055 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.607836 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.632295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),-0.336573 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),0.252341 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.102411 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.00681779 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.0644504 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.196197 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.0791239 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.138663 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.165189 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.277141 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.152848 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.49983 # DEPENDENCYPART_GRANDPAR
(8,20),(20,1),-0.847693 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-0.543766 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),-0.860905 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),-0.541168 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-0.606944 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.618377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),-0.321149 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),0.257843 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),-0.0884924 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),0.00205677 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),0.0699532 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.180773 # DEPENDENCYPART_GRANDPAR
