# _root_ A versenyeken továbbra is lassúak voltunk , és egy idő után arra a következtetésre jutottunk , hogy valószínűleg nem bennünk van a hiba .
#goldHeads=2,6,6,6,6,8,8,0,10,11,15,14,14,15,8,15,15,21,21,21,12,23,21,8,
#predictedHeads=2,6,6,6,6,8,8,0,10,11,15,14,14,15,8,15,15,21,21,21,12,23,21,8,
(21,18),(21,19),-0.0303984 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0195564 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.061278 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0329 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.0364155 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0469917 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0671101 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0190519 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.00585985 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0801643 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0120021 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0127036 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.00283738 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0416695 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.00968522 # DEPENDENCYPART_SIBL
(23,12),(23,19),0.166019 # DEPENDENCYPART_SIBL
(23,12),(23,20),0.0917553 # DEPENDENCYPART_SIBL
(23,12),(23,22),0.13067 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0884771 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.44828 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.413338 # DEPENDENCYPART_SIBL
(0,3),(3,2),0.517803 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.174321 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.221509 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.0108915 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.0382971 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),1.79094 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.251984 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.62675 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.485061 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.44647 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.720197 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.420191 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.475183 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.338926 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.0875933 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.0434185 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.267075 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.443324 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.123603 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.0536744 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),0.0953702 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),2.12327 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.152386 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.561658 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.452687 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.271092 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.50201 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.434092 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.23034 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.422508 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.421241 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.0468795 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.208865 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),-0.153934 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),0.0788145 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),1.75339 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.0741356 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.445766 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.2752 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.319745 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.194291 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.447465 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.20566 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.281676 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.048687 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.0503801 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.484478 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.281272 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.0415491 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.222238 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.412375 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.120978 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.0325887 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.338499 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.149885 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),2.16038 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.449315 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.285686 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.257874 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.230345 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.724595 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.739105 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.505947 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.0581491 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.0652692 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.504148 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.403289 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.150404 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.455882 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.0896514 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.0103149 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),0.224994 # DEPENDENCYPART_GRANDPAR
(0,8),(8,23),-0.00411305 # DEPENDENCYPART_GRANDPAR
(0,8),(8,24),2.05313 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.260326 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.246205 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.103973 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.0163411 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.228046 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.128178 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.656146 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.421222 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.168933 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.223264 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.183618 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),0.0789384 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.534813 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.492804 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.365433 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.217253 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.531989 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.452796 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.381995 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.37138 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.0154976 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.43562 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.167116 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.0392855 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.0534864 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.31695 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.223128 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.534809 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.370896 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),0.0644357 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),1.71003 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.0323593 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.403032 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.239021 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.276016 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.150437 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.271071 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.264858 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.161571 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.776162 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.512351 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.163417 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.319701 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.829791 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.492388 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.208098 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.411591 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.128886 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.0404969 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.346408 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.145232 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),0.216232 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),2.14326 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.771918 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.507088 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.403073 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.428673 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.744783 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.794311 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.455619 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.134277 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.0826617 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.00768727 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.12392 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.272428 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.569084 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.0928133 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),0.0206007 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),0.0818125 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),2.12058 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.153768 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),0.249913 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.1037 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.178442 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),0.111167 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),0.331391 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),0.213639 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),0.22318 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),0.103312 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),0.185709 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),0.178599 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),0.105113 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.583991 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-0.183714 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.382497 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.881069 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.564028 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.280799 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.046628 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.128265 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.29991 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.287991 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.532087 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.764951 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),0.216597 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),2.22061 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.371532 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.676411 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.628428 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.60056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.228326 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.257758 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.38028 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.327192 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.324409 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.220663 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.410069 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.318663 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.472316 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.536666 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.627224 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.420201 # DEPENDENCYPART_GRANDPAR
(3,4),(4,24),-0.676581 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.674827 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.611026 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.475015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0624646 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.184553 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.310226 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.263548 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.361963 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.391818 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.246127 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.283386 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.356641 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),-0.545139 # DEPENDENCYPART_GRANDPAR
(3,5),(5,24),-0.731123 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.594304 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.57279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.0857177 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.203239 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.265422 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.200257 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.255982 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.272055 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.178607 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.432447 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.296668 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.425272 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.707056 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-0.653452 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.550021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),-0.000712712 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),-0.16005 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),-0.135171 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.351127 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.252813 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.545761 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.286033 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.0779839 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.331381 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.512163 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.314564 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.253501 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.345916 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.432352 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.487543 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.464964 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.304461 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.463813 # DEPENDENCYPART_GRANDPAR
(3,15),(15,24),-0.658501 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.0294204 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0814894 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.971969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.270848 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.622844 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.943276 # DEPENDENCYPART_GRANDPAR
(4,3),(3,24),-1.08275 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.41586 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.596294 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.410631 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.467181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.257703 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.140583 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.179078 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.442578 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.357646 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.415957 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.347033 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.565048 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.428112 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.756219 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.68487 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.964372 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.674187 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.430467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.08951 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.190826 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.250787 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.475834 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.250647 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.196375 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.391658 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.386438 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.397305 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.397275 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.323684 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.402721 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.356513 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.400602 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.546957 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.735987 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.642785 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.451016 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.540068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.136426 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.120685 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.000548932 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.442088 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.276303 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.163544 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.35663 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.391058 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.416513 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.354815 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.423 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.412899 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.544566 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.427105 # DEPENDENCYPART_GRANDPAR
(4,8),(8,24),-0.70745 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.469513 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.199898 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.0438033 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.194013 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.374731 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.287337 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.573686 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.40102 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.528846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.0800416 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.105693 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.214337 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.513038 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.330835 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.293129 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.423453 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.549425 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.401196 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.587794 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.44695 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.498084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.0824161 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.264394 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.0882442 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.195492 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.511373 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.2184 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.338779 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.423027 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.376197 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.451642 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.43366 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.415444 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.430726 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.570762 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.409245 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.755175 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.68487 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.964369 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.674117 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.432386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.0882202 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.29775 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.188298 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.274952 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.448596 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.571441 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.217384 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.225683 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.567587 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.470229 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.402228 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.323901 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.408831 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.362623 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.406712 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.545506 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.457081 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.742535 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.654403 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-0.458411 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.459023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),0.222108 # DEPENDENCYPART_GRANDPAR
(4,17),(17,6),-0.122409 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.0228438 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.17332 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.406381 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.0797128 # DEPENDENCYPART_GRANDPAR
