# _root_ Akkor voltak 350-en , most 250 körüli a létszáma a 310_millió forint jegyzett tőkéjű vállalkozásnak , amely ma tipikus középvállalkozásnak mondható — mondja Erdész_András elnök-vezérigazgató .
#goldHeads=2,23,2,23,23,7,5,9,5,15,12,15,14,15,5,5,21,21,20,21,5,23,0,25,23,23,
#predictedHeads=2,0,2,2,7,7,2,9,2,15,12,13,15,15,2,2,23,23,20,21,23,23,2,25,23,2,
(2,11),(2,26),0.00321905 # DEPENDENCYPART_SIBL
(2,12),(2,13),0.061454 # DEPENDENCYPART_SIBL
(2,12),(2,14),0.0614516 # DEPENDENCYPART_SIBL
(2,12),(2,15),0.0039787 # DEPENDENCYPART_SIBL
(2,12),(2,16),0.107225 # DEPENDENCYPART_SIBL
(2,12),(2,17),0.0901592 # DEPENDENCYPART_SIBL
(2,12),(2,18),0.00880519 # DEPENDENCYPART_SIBL
(2,12),(2,19),0.0614547 # DEPENDENCYPART_SIBL
(2,12),(2,20),0.0039787 # DEPENDENCYPART_SIBL
(2,12),(2,21),0.0609544 # DEPENDENCYPART_SIBL
(2,12),(2,22),0.0533935 # DEPENDENCYPART_SIBL
(2,12),(2,23),0.00689302 # DEPENDENCYPART_SIBL
(2,12),(2,24),0.0039787 # DEPENDENCYPART_SIBL
(2,12),(2,25),0.0039787 # DEPENDENCYPART_SIBL
(2,12),(2,26),0.0270587 # DEPENDENCYPART_SIBL
(2,13),(2,14),-0.0316093 # DEPENDENCYPART_SIBL
(2,13),(2,15),-0.0295639 # DEPENDENCYPART_SIBL
(2,13),(2,16),-0.000548773 # DEPENDENCYPART_SIBL
(2,13),(2,17),-0.00593309 # DEPENDENCYPART_SIBL
(2,13),(2,18),-0.0356414 # DEPENDENCYPART_SIBL
(2,13),(2,19),-0.0314708 # DEPENDENCYPART_SIBL
(2,13),(2,20),-0.0295639 # DEPENDENCYPART_SIBL
(2,13),(2,21),-0.031542 # DEPENDENCYPART_SIBL
(2,13),(2,22),-0.0241663 # DEPENDENCYPART_SIBL
(2,13),(2,23),-0.0488383 # DEPENDENCYPART_SIBL
(2,13),(2,24),-0.0295639 # DEPENDENCYPART_SIBL
(2,13),(2,25),-0.0295639 # DEPENDENCYPART_SIBL
(2,13),(2,26),-0.0121809 # DEPENDENCYPART_SIBL
(2,14),(2,15),-0.029373 # DEPENDENCYPART_SIBL
(2,14),(2,16),-0.000545736 # DEPENDENCYPART_SIBL
(2,14),(2,17),-0.00579849 # DEPENDENCYPART_SIBL
(2,14),(2,18),-0.0356414 # DEPENDENCYPART_SIBL
(2,14),(2,19),-0.0314016 # DEPENDENCYPART_SIBL
(2,14),(2,20),-0.029373 # DEPENDENCYPART_SIBL
(2,14),(2,21),-0.0314728 # DEPENDENCYPART_SIBL
(2,14),(2,22),-0.0241604 # DEPENDENCYPART_SIBL
(2,14),(2,23),-0.0488382 # DEPENDENCYPART_SIBL
(2,14),(2,24),-0.029373 # DEPENDENCYPART_SIBL
(2,14),(2,25),-0.029373 # DEPENDENCYPART_SIBL
(2,14),(2,26),-0.0118389 # DEPENDENCYPART_SIBL
(2,15),(2,16),0.0727403 # DEPENDENCYPART_SIBL
(2,15),(2,17),0.0892061 # DEPENDENCYPART_SIBL
(2,15),(2,18),-0.000245266 # DEPENDENCYPART_SIBL
(2,15),(2,19),0.0535395 # DEPENDENCYPART_SIBL
(2,15),(2,20),-0.0031318 # DEPENDENCYPART_SIBL
(2,15),(2,21),0.0530392 # DEPENDENCYPART_SIBL
(2,15),(2,22),0.0264008 # DEPENDENCYPART_SIBL
(2,15),(2,23),-0.00847024 # DEPENDENCYPART_SIBL
(2,15),(2,24),-0.0031318 # DEPENDENCYPART_SIBL
(2,15),(2,25),-0.0031318 # DEPENDENCYPART_SIBL
(2,15),(2,26),0.0235862 # DEPENDENCYPART_SIBL
(2,16),(2,17),0.0514478 # DEPENDENCYPART_SIBL
(2,16),(2,18),0.0262201 # DEPENDENCYPART_SIBL
(2,16),(2,19),0.0586682 # DEPENDENCYPART_SIBL
(2,16),(2,20),0.0487189 # DEPENDENCYPART_SIBL
(2,16),(2,21),0.0577166 # DEPENDENCYPART_SIBL
(2,16),(2,22),-0.050684 # DEPENDENCYPART_SIBL
(2,16),(2,23),0.154865 # DEPENDENCYPART_SIBL
(2,16),(2,24),0.0487189 # DEPENDENCYPART_SIBL
(2,16),(2,25),0.0487189 # DEPENDENCYPART_SIBL
(2,16),(2,26),0.0320397 # DEPENDENCYPART_SIBL
(2,17),(2,18),0.0571157 # DEPENDENCYPART_SIBL
(2,17),(2,19),0.133791 # DEPENDENCYPART_SIBL
(2,17),(2,20),0.0532055 # DEPENDENCYPART_SIBL
(2,17),(2,21),0.133772 # DEPENDENCYPART_SIBL
(2,17),(2,22),0.0362573 # DEPENDENCYPART_SIBL
(2,17),(2,23),-0.0131038 # DEPENDENCYPART_SIBL
(2,17),(2,24),0.0532055 # DEPENDENCYPART_SIBL
(2,17),(2,25),0.0532055 # DEPENDENCYPART_SIBL
(2,17),(2,26),0.0404311 # DEPENDENCYPART_SIBL
(2,18),(2,19),0.0502139 # DEPENDENCYPART_SIBL
(2,18),(2,20),0.027081 # DEPENDENCYPART_SIBL
(2,18),(2,21),0.0501657 # DEPENDENCYPART_SIBL
(2,18),(2,22),-0.0211717 # DEPENDENCYPART_SIBL
(2,18),(2,23),-0.0359746 # DEPENDENCYPART_SIBL
(2,18),(2,24),0.027081 # DEPENDENCYPART_SIBL
(2,18),(2,25),0.027081 # DEPENDENCYPART_SIBL
(2,18),(2,26),-0.0140748 # DEPENDENCYPART_SIBL
(2,19),(2,20),-0.029373 # DEPENDENCYPART_SIBL
(2,19),(2,21),-0.0314728 # DEPENDENCYPART_SIBL
(2,19),(2,22),-0.0241604 # DEPENDENCYPART_SIBL
(2,19),(2,23),-0.0488382 # DEPENDENCYPART_SIBL
(2,19),(2,24),-0.029373 # DEPENDENCYPART_SIBL
(2,19),(2,25),-0.029373 # DEPENDENCYPART_SIBL
(2,19),(2,26),-0.0118389 # DEPENDENCYPART_SIBL
(2,20),(2,21),0.0530392 # DEPENDENCYPART_SIBL
(2,20),(2,22),0.0264008 # DEPENDENCYPART_SIBL
(2,20),(2,23),-0.00847024 # DEPENDENCYPART_SIBL
(2,20),(2,24),-0.0031318 # DEPENDENCYPART_SIBL
(2,20),(2,25),-0.0031318 # DEPENDENCYPART_SIBL
(2,20),(2,26),0.0235862 # DEPENDENCYPART_SIBL
(2,21),(2,22),-0.036936 # DEPENDENCYPART_SIBL
(2,21),(2,23),-0.0560834 # DEPENDENCYPART_SIBL
(2,21),(2,24),-0.0376601 # DEPENDENCYPART_SIBL
(2,21),(2,25),-0.0376601 # DEPENDENCYPART_SIBL
(2,21),(2,26),-0.0214481 # DEPENDENCYPART_SIBL
(2,22),(2,23),-0.0392865 # DEPENDENCYPART_SIBL
(2,22),(2,24),0.0120914 # DEPENDENCYPART_SIBL
(2,22),(2,25),0.0120914 # DEPENDENCYPART_SIBL
(2,22),(2,26),-0.0103074 # DEPENDENCYPART_SIBL
(2,23),(2,24),-0.0277154 # DEPENDENCYPART_SIBL
(2,23),(2,25),-0.0277154 # DEPENDENCYPART_SIBL
(2,23),(2,26),0.0096711 # DEPENDENCYPART_SIBL
(2,24),(2,25),-0.0031318 # DEPENDENCYPART_SIBL
(2,24),(2,26),0.0235862 # DEPENDENCYPART_SIBL
(2,25),(2,26),0.0235862 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.036361 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.0428044 # DEPENDENCYPART_SIBL
(3,2),(3,21),0.0428007 # DEPENDENCYPART_SIBL
(3,2),(3,22),0.0101815 # DEPENDENCYPART_SIBL
(3,2),(3,23),0.0617116 # DEPENDENCYPART_SIBL
(3,2),(3,26),0.10425 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0733517 # DEPENDENCYPART_SIBL
(3,4),(3,21),0.0725229 # DEPENDENCYPART_SIBL
(3,4),(3,22),-0.0538749 # DEPENDENCYPART_SIBL
(3,4),(3,23),0.349005 # DEPENDENCYPART_SIBL
(3,4),(3,26),0.058709 # DEPENDENCYPART_SIBL
(3,7),(3,21),-0.0126456 # DEPENDENCYPART_SIBL
(3,7),(3,22),0.00144137 # DEPENDENCYPART_SIBL
(3,7),(3,23),0.0511424 # DEPENDENCYPART_SIBL
(3,7),(3,26),0.0294908 # DEPENDENCYPART_SIBL
(3,21),(3,22),-0.00157777 # DEPENDENCYPART_SIBL
(3,21),(3,23),0.0511467 # DEPENDENCYPART_SIBL
(3,21),(3,26),0.0273345 # DEPENDENCYPART_SIBL
(3,22),(3,23),0.132008 # DEPENDENCYPART_SIBL
(3,22),(3,26),0.0408634 # DEPENDENCYPART_SIBL
(3,23),(3,26),0.117391 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0928343 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.116251 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.101034 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.00720267 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0730655 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.159364 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.15967 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.00563321 # DEPENDENCYPART_SIBL
(5,1),(5,20),0.15967 # DEPENDENCYPART_SIBL
(5,1),(5,22),0.0843358 # DEPENDENCYPART_SIBL
(5,1),(5,23),0.00586327 # DEPENDENCYPART_SIBL
(5,1),(5,25),0.15967 # DEPENDENCYPART_SIBL
(5,1),(5,26),0.133534 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0813028 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.499169 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0142112 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0636068 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.113371 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.113628 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.034425 # DEPENDENCYPART_SIBL
(5,2),(5,20),0.113628 # DEPENDENCYPART_SIBL
(5,2),(5,22),0.0257002 # DEPENDENCYPART_SIBL
(5,2),(5,23),0.040704 # DEPENDENCYPART_SIBL
(5,2),(5,25),0.113628 # DEPENDENCYPART_SIBL
(5,2),(5,26),0.121315 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.283254 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0340109 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0637559 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.167167 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.167417 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.0208389 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.167417 # DEPENDENCYPART_SIBL
(5,3),(5,22),0.0820046 # DEPENDENCYPART_SIBL
(5,3),(5,23),0.0356538 # DEPENDENCYPART_SIBL
(5,3),(5,25),0.167417 # DEPENDENCYPART_SIBL
(5,3),(5,26),0.0577852 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0222773 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0739644 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.100683 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.102007 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0677665 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.102007 # DEPENDENCYPART_SIBL
(5,4),(5,22),0.0909265 # DEPENDENCYPART_SIBL
(5,4),(5,23),0.0108979 # DEPENDENCYPART_SIBL
(5,4),(5,25),0.102007 # DEPENDENCYPART_SIBL
(5,4),(5,26),0.0243516 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0565441 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.00456987 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.00461222 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0500871 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.00461222 # DEPENDENCYPART_SIBL
(5,6),(5,22),0.0694529 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.0369336 # DEPENDENCYPART_SIBL
(5,6),(5,25),0.00461222 # DEPENDENCYPART_SIBL
(5,6),(5,26),0.0831192 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0103257 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.01039 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0077173 # DEPENDENCYPART_SIBL
(5,7),(5,20),0.01039 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.0224324 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.00897165 # DEPENDENCYPART_SIBL
(5,7),(5,25),0.01039 # DEPENDENCYPART_SIBL
(5,7),(5,26),-0.0088714 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.00770958 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.0388596 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.00770958 # DEPENDENCYPART_SIBL
(5,9),(5,22),0.0459457 # DEPENDENCYPART_SIBL
(5,9),(5,23),0.026149 # DEPENDENCYPART_SIBL
(5,9),(5,25),-0.00770958 # DEPENDENCYPART_SIBL
(5,9),(5,26),-0.00551632 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0396857 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.00728235 # DEPENDENCYPART_SIBL
(5,15),(5,22),0.046444 # DEPENDENCYPART_SIBL
(5,15),(5,23),0.0266073 # DEPENDENCYPART_SIBL
(5,15),(5,25),-0.00728235 # DEPENDENCYPART_SIBL
(5,15),(5,26),-0.00532689 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.0158717 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.0344083 # DEPENDENCYPART_SIBL
(5,16),(5,23),0.212575 # DEPENDENCYPART_SIBL
(5,16),(5,25),-0.0158717 # DEPENDENCYPART_SIBL
(5,16),(5,26),0.0145909 # DEPENDENCYPART_SIBL
(5,20),(5,22),0.046444 # DEPENDENCYPART_SIBL
(5,20),(5,23),0.0266073 # DEPENDENCYPART_SIBL
(5,20),(5,25),-0.00728235 # DEPENDENCYPART_SIBL
(5,20),(5,26),-0.00532689 # DEPENDENCYPART_SIBL
(5,22),(5,23),-0.00744917 # DEPENDENCYPART_SIBL
(5,22),(5,25),-0.0681365 # DEPENDENCYPART_SIBL
(5,22),(5,26),-0.045515 # DEPENDENCYPART_SIBL
(5,23),(5,25),0.0115405 # DEPENDENCYPART_SIBL
(5,23),(5,26),0.043953 # DEPENDENCYPART_SIBL
(5,25),(5,26),-0.00532689 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.111878 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.334482 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.123451 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0104221 # DEPENDENCYPART_SIBL
(6,2),(6,23),0.0617098 # DEPENDENCYPART_SIBL
(6,2),(6,26),0.104245 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.288885 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.14084 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0207455 # DEPENDENCYPART_SIBL
(6,3),(6,23),0.0284919 # DEPENDENCYPART_SIBL
(6,3),(6,26),0.0230963 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.128707 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0126069 # DEPENDENCYPART_SIBL
(6,4),(6,23),0.00752198 # DEPENDENCYPART_SIBL
(6,4),(6,26),0.0154328 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0594196 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.00345425 # DEPENDENCYPART_SIBL
(6,5),(6,26),0.0675378 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.0480438 # DEPENDENCYPART_SIBL
(6,9),(6,26),-0.00653637 # DEPENDENCYPART_SIBL
(6,23),(6,26),0.117387 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.168669 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.187132 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0750552 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.154571 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.196135 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0596313 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.00388989 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0593968 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0420356 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.059675 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0504121 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.0420204 # DEPENDENCYPART_SIBL
(7,1),(7,20),0.059675 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.0401533 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.0174427 # DEPENDENCYPART_SIBL
(7,1),(7,23),0.0220178 # DEPENDENCYPART_SIBL
(7,1),(7,25),0.059675 # DEPENDENCYPART_SIBL
(7,1),(7,26),0.089945 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0302374 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.278794 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0445887 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0333109 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0607186 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.022439 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0596877 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0409294 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0607382 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0274653 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.0409314 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.0607382 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.0409277 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0184573 # DEPENDENCYPART_SIBL
(7,2),(7,23),0.0480387 # DEPENDENCYPART_SIBL
(7,2),(7,25),0.0607382 # DEPENDENCYPART_SIBL
(7,2),(7,26),0.138929 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.221665 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0724456 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0977265 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0144344 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0225394 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0216318 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0159786 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0144488 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0247802 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0159767 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.0144488 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0159767 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.011609 # DEPENDENCYPART_SIBL
(7,3),(7,23),-0.0208937 # DEPENDENCYPART_SIBL
(7,3),(7,25),0.0144488 # DEPENDENCYPART_SIBL
(7,3),(7,26),-0.0117038 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.014052 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.00838908 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0193734 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.00409021 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0336828 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.00607979 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0204312 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.043984 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0058771 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.0204312 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.00978084 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.0166439 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0290282 # DEPENDENCYPART_SIBL
(7,4),(7,25),0.0204312 # DEPENDENCYPART_SIBL
(7,4),(7,26),0.0202169 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.1807 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0479374 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.00946557 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0477243 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0290516 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0480024 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.00178924 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0290365 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.0480024 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.0271693 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.00473338 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0242453 # DEPENDENCYPART_SIBL
(7,5),(7,25),0.0480024 # DEPENDENCYPART_SIBL
(7,5),(7,26),0.0480207 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0142162 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0225395 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0214137 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0159786 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0142306 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0247809 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0159767 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0142306 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0159767 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.0116094 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.0208937 # DEPENDENCYPART_SIBL
(7,6),(7,25),0.0142306 # DEPENDENCYPART_SIBL
(7,6),(7,26),-0.0117055 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0293366 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.00266279 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0301071 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.000708591 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.089825 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0301085 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.000708591 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0296263 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0465745 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.0456183 # DEPENDENCYPART_SIBL
(7,9),(7,25),-0.000708591 # DEPENDENCYPART_SIBL
(7,9),(7,26),0.0136021 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0253537 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0124773 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0268489 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0660464 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0124783 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.0268489 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.0124783 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.0409868 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.056951 # DEPENDENCYPART_SIBL
(7,11),(7,25),0.0268489 # DEPENDENCYPART_SIBL
(7,11),(7,26),0.0485459 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0309262 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.000544099 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.114449 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.030928 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.000544099 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.0304457 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0638806 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.0538529 # DEPENDENCYPART_SIBL
(7,12),(7,25),-0.000544099 # DEPENDENCYPART_SIBL
(7,12),(7,26),0.0156848 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0063221 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0407046 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.027323 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.0063221 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0273778 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.0171415 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.0287271 # DEPENDENCYPART_SIBL
(7,13),(7,25),0.0063221 # DEPENDENCYPART_SIBL
(7,13),(7,26),0.000559581 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0904807 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.0301087 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.000574687 # DEPENDENCYPART_SIBL
(7,15),(7,21),0.0296264 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.0469024 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.0458593 # DEPENDENCYPART_SIBL
(7,15),(7,25),-0.000574687 # DEPENDENCYPART_SIBL
(7,15),(7,26),0.0136211 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.116245 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.162397 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.11531 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.00336891 # DEPENDENCYPART_SIBL
(7,16),(7,23),0.372128 # DEPENDENCYPART_SIBL
(7,16),(7,25),0.162397 # DEPENDENCYPART_SIBL
(7,16),(7,26),0.0898972 # DEPENDENCYPART_SIBL
(7,19),(7,20),0.00651483 # DEPENDENCYPART_SIBL
(7,19),(7,21),-0.0273076 # DEPENDENCYPART_SIBL
(7,19),(7,22),0.0171484 # DEPENDENCYPART_SIBL
(7,19),(7,23),0.0287282 # DEPENDENCYPART_SIBL
(7,19),(7,25),0.00651483 # DEPENDENCYPART_SIBL
(7,19),(7,26),0.000902513 # DEPENDENCYPART_SIBL
(7,20),(7,21),0.0296264 # DEPENDENCYPART_SIBL
(7,20),(7,22),0.0469024 # DEPENDENCYPART_SIBL
(7,20),(7,23),0.0458593 # DEPENDENCYPART_SIBL
(7,20),(7,25),-0.000574687 # DEPENDENCYPART_SIBL
(7,20),(7,26),0.0136211 # DEPENDENCYPART_SIBL
(7,21),(7,22),0.0141203 # DEPENDENCYPART_SIBL
(7,21),(7,23),0.0286447 # DEPENDENCYPART_SIBL
(7,21),(7,25),0.0059011 # DEPENDENCYPART_SIBL
(7,21),(7,26),-0.00144305 # DEPENDENCYPART_SIBL
(7,22),(7,23),0.107639 # DEPENDENCYPART_SIBL
(7,22),(7,25),0.0343014 # DEPENDENCYPART_SIBL
(7,22),(7,26),0.0099113 # DEPENDENCYPART_SIBL
(7,23),(7,25),0.0253828 # DEPENDENCYPART_SIBL
(7,23),(7,26),0.0825171 # DEPENDENCYPART_SIBL
(7,25),(7,26),0.0136211 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.1406 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0258095 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.419048 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0316956 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.00136951 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.00800321 # DEPENDENCYPART_SIBL
