# _root_ Jelenleg a határőrség nyolc közösségi szállásán mintegy 1500 külföldit helyezhetnek el , ám igazán jó körülményeket csupán 500-nak nyújthatnak , miközben a tényleges létszám megközelíti az 1200-at .
#goldHeads=10,3,10,6,6,10,9,9,10,0,10,10,10,15,16,19,19,19,10,19,25,24,24,25,19,27,25,10,
#predictedHeads=10,3,6,6,6,10,9,9,10,13,10,13,0,19,16,19,19,19,13,19,25,24,24,25,19,27,25,13,
(7,4),(7,10),0.0339154 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0544619 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.134241 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0522459 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0339252 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.0339138 # DEPENDENCYPART_SIBL
(7,4),(7,21),0.0546963 # DEPENDENCYPART_SIBL
(7,4),(7,25),0.0339154 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.07083 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0290918 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.115921 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0116758 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0236478 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.115922 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0211273 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0290918 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0116323 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.0239005 # DEPENDENCYPART_SIBL
(7,5),(7,25),0.0116758 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0308877 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0775523 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0053697 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0309315 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0767267 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0228059 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0308877 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.00529327 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.0422663 # DEPENDENCYPART_SIBL
(7,6),(7,25),0.0053697 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0103895 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0369039 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0657796 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0103896 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0645927 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0588382 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0358574 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.0615122 # DEPENDENCYPART_SIBL
(7,8),(7,25),0.0369039 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0281087 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0898957 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.00339425 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0885309 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0453854 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0268616 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0819339 # DEPENDENCYPART_SIBL
(7,9),(7,25),0.0281087 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0750069 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0188459 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0725958 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0313411 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.00135406 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.070788 # DEPENDENCYPART_SIBL
(7,10),(7,25),0.00301698 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0421856 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0606046 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.0471032 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0233905 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.0488934 # DEPENDENCYPART_SIBL
(7,14),(7,25),0.024437 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0885309 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0453854 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.0268627 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.0819339 # DEPENDENCYPART_SIBL
(7,16),(7,25),0.0281098 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0445683 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.0237783 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.0463828 # DEPENDENCYPART_SIBL
(7,17),(7,25),0.0248248 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.0358574 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.0615122 # DEPENDENCYPART_SIBL
(7,18),(7,25),0.0369039 # DEPENDENCYPART_SIBL
(7,19),(7,21),0.0706314 # DEPENDENCYPART_SIBL
(7,19),(7,25),0.00254716 # DEPENDENCYPART_SIBL
(7,21),(7,25),0.0187502 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0807214 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.146447 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0255568 # DEPENDENCYPART_SIBL
(8,4),(8,27),-0.0130463 # DEPENDENCYPART_SIBL
(8,4),(8,28),0.0162888 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.131366 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0679053 # DEPENDENCYPART_SIBL
(8,6),(8,27),0.0257208 # DEPENDENCYPART_SIBL
(8,6),(8,28),0.0355016 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0313512 # DEPENDENCYPART_SIBL
(8,7),(8,27),-0.0106864 # DEPENDENCYPART_SIBL
(8,7),(8,28),0.0487976 # DEPENDENCYPART_SIBL
(8,19),(8,27),0.0149117 # DEPENDENCYPART_SIBL
(8,19),(8,28),0.110752 # DEPENDENCYPART_SIBL
(8,27),(8,28),0.0160164 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.422807 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0373421 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.127618 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0164189 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.036279 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0637936 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0985634 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0120718 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0192309 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.140049 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0129934 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0297191 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.00227926 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0162475 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0397995 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0182747 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.153516 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.00324674 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.00781453 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0102766 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.107928 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0402831 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.00593963 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.070935 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0129716 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.152997 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00186841 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.315017 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0950311 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0345485 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0370234 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.00733409 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0265159 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.11545 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0300637 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0322749 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0395773 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0135919 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0583979 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0139574 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.00399148 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.00488793 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0283932 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0266148 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0233639 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0135919 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.0200894 # DEPENDENCYPART_SIBL
(10,1),(10,23),0.00799537 # DEPENDENCYPART_SIBL
(10,1),(10,24),0.000861552 # DEPENDENCYPART_SIBL
(10,1),(10,25),-0.0228482 # DEPENDENCYPART_SIBL
(10,1),(10,27),-0.0266148 # DEPENDENCYPART_SIBL
(10,1),(10,28),0.0260245 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0170588 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0316819 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0220657 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0129957 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.111961 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0349087 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.018735 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.00278184 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0377119 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0558389 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0181253 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.00789854 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0196889 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.018789 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0207247 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0139711 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0377119 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.00765682 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.00247302 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0237281 # DEPENDENCYPART_SIBL
(10,2),(10,25),-0.0134258 # DEPENDENCYPART_SIBL
(10,2),(10,27),-0.0207247 # DEPENDENCYPART_SIBL
(10,2),(10,28),-0.0634118 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.00614943 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.00607694 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0258451 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.108319 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.00692216 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0094625 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.00644671 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.00474066 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0806578 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0252058 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0182088 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.00130208 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0335306 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.00508468 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0144044 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.00474066 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.0261949 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.00318431 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.00368759 # DEPENDENCYPART_SIBL
(10,3),(10,25),-0.0137649 # DEPENDENCYPART_SIBL
(10,3),(10,27),-0.00508468 # DEPENDENCYPART_SIBL
(10,3),(10,28),0.00681778 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0225295 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0021195 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0403464 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0271605 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.00787824 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.056365 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0251269 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0908502 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0212479 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0363278 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0051249 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0210285 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0228534 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0270035 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0251269 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.0498266 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.0255685 # DEPENDENCYPART_SIBL
(10,4),(10,24),0.00567788 # DEPENDENCYPART_SIBL
(10,4),(10,25),-0.0265153 # DEPENDENCYPART_SIBL
(10,4),(10,27),-0.0228534 # DEPENDENCYPART_SIBL
(10,4),(10,28),-0.0165664 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0195078 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0859016 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0361746 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.01379 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.00772845 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0134812 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0385469 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0201342 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0441856 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0141054 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0209803 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0169372 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.00147756 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.0134812 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.00814852 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.0295028 # DEPENDENCYPART_SIBL
(10,5),(10,24),0.00580885 # DEPENDENCYPART_SIBL
(10,5),(10,25),-0.000943888 # DEPENDENCYPART_SIBL
(10,5),(10,27),0.0169372 # DEPENDENCYPART_SIBL
(10,5),(10,28),0.00510845 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.119309 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0141115 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0280165 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.000704768 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.00637658 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0838154 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0323573 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0213602 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.00750116 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0406821 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.00826693 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0163278 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.00637658 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.0190434 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.00633577 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.00988667 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.0156883 # DEPENDENCYPART_SIBL
(10,6),(10,27),-0.00826693 # DEPENDENCYPART_SIBL
(10,6),(10,28),0.00695274 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.052715 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.149363 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.045346 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.115945 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.1339 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0988806 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0842728 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.127917 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.113316 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.092648 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.114327 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.115945 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0648339 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.072286 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.131944 # DEPENDENCYPART_SIBL
(10,7),(10,25),-0.113812 # DEPENDENCYPART_SIBL
(10,7),(10,27),-0.092648 # DEPENDENCYPART_SIBL
(10,7),(10,28),-0.106824 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0107932 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0694593 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0133232 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0815012 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0343423 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.028843 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0145013 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0341229 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0153687 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0151367 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0133232 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0629209 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0180837 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.0150543 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.0146485 # DEPENDENCYPART_SIBL
(10,8),(10,27),-0.0153687 # DEPENDENCYPART_SIBL
(10,8),(10,28),-0.00139484 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.000728971 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00642512 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0838478 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0323815 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0213844 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.00752939 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0407063 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.00829111 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0163734 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.00642512 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0190192 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.00635995 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.0099149 # DEPENDENCYPART_SIBL
(10,9),(10,25),-0.0157339 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.00829111 # DEPENDENCYPART_SIBL
(10,9),(10,28),0.00692337 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0316853 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0366879 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0179915 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0455446 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0309367 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.00602892 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0142715 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0163731 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0316853 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.00575113 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0460034 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.0312049 # DEPENDENCYPART_SIBL
(10,11),(10,25),0.016708 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.0142715 # DEPENDENCYPART_SIBL
(10,11),(10,28),0.0195392 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.246828 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0985054 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.061022 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0762252 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0688395 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0374092 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.192166 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0129099 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.107653 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.0603683 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.07652 # DEPENDENCYPART_SIBL
(10,12),(10,25),0.194562 # DEPENDENCYPART_SIBL
(10,12),(10,27),0.0374092 # DEPENDENCYPART_SIBL
(10,12),(10,28),0.0489202 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0109805 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0506817 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.015577 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.00681571 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0159277 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0123038 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0406219 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.00910685 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.0512868 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.0157289 # DEPENDENCYPART_SIBL
(10,13),(10,25),0.0126388 # DEPENDENCYPART_SIBL
(10,13),(10,27),-0.0159277 # DEPENDENCYPART_SIBL
(10,13),(10,28),-0.000995571 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0461129 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0238342 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0124 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0178132 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0239141 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.0144352 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.00540448 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0465718 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.0241025 # DEPENDENCYPART_SIBL
(10,14),(10,25),-0.0235791 # DEPENDENCYPART_SIBL
(10,14),(10,27),-0.0178132 # DEPENDENCYPART_SIBL
(10,14),(10,28),-0.0272404 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0307704 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0170781 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0156197 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0302059 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.00240007 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0140678 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.0362087 # DEPENDENCYPART_SIBL
(10,15),(10,24),-0.0305885 # DEPENDENCYPART_SIBL
(10,15),(10,25),-0.0296686 # DEPENDENCYPART_SIBL
(10,15),(10,27),-0.0156197 # DEPENDENCYPART_SIBL
(10,15),(10,28),-0.0177495 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.00445402 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0159061 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0227086 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0377136 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.00578796 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.0229639 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.0223565 # DEPENDENCYPART_SIBL
(10,16),(10,25),-0.0221753 # DEPENDENCYPART_SIBL
(10,16),(10,27),-0.0159061 # DEPENDENCYPART_SIBL
(10,16),(10,28),-0.00337695 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0209505 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0211474 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.00254798 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.00951261 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.041941 # DEPENDENCYPART_SIBL
(10,17),(10,24),0.0282981 # DEPENDENCYPART_SIBL
(10,17),(10,25),-0.0208125 # DEPENDENCYPART_SIBL
(10,17),(10,27),-0.0209505 # DEPENDENCYPART_SIBL
(10,17),(10,28),-0.0236145 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0144695 # DEPENDENCYPART_SIBL
(10,18),(10,20),0.0181619 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0118873 # DEPENDENCYPART_SIBL
(10,18),(10,23),0.00772812 # DEPENDENCYPART_SIBL
(10,18),(10,24),-0.0146592 # DEPENDENCYPART_SIBL
(10,18),(10,25),-0.0141345 # DEPENDENCYPART_SIBL
(10,18),(10,27),-0.00357626 # DEPENDENCYPART_SIBL
(10,18),(10,28),0.00346853 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.0597019 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.00609248 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.00660322 # DEPENDENCYPART_SIBL
(10,19),(10,24),-0.00458079 # DEPENDENCYPART_SIBL
(10,19),(10,25),-0.00563438 # DEPENDENCYPART_SIBL
(10,19),(10,27),-0.0330697 # DEPENDENCYPART_SIBL
(10,19),(10,28),0.0175351 # DEPENDENCYPART_SIBL
(10,20),(10,21),0.107653 # DEPENDENCYPART_SIBL
(10,20),(10,23),0.0603683 # DEPENDENCYPART_SIBL
(10,20),(10,24),0.07652 # DEPENDENCYPART_SIBL
(10,20),(10,25),0.194562 # DEPENDENCYPART_SIBL
(10,20),(10,27),0.0374092 # DEPENDENCYPART_SIBL
(10,20),(10,28),0.0489202 # DEPENDENCYPART_SIBL
(10,21),(10,23),0.0502274 # DEPENDENCYPART_SIBL
(10,21),(10,24),0.0594366 # DEPENDENCYPART_SIBL
(10,21),(10,25),-0.0330185 # DEPENDENCYPART_SIBL
(10,21),(10,27),-0.0136904 # DEPENDENCYPART_SIBL
(10,21),(10,28),-0.0200287 # DEPENDENCYPART_SIBL
(10,23),(10,24),-0.0244585 # DEPENDENCYPART_SIBL
(10,23),(10,25),-0.0301447 # DEPENDENCYPART_SIBL
(10,23),(10,27),-0.0168745 # DEPENDENCYPART_SIBL
(10,23),(10,28),-0.0112884 # DEPENDENCYPART_SIBL
(10,24),(10,25),-0.0183144 # DEPENDENCYPART_SIBL
