# _root_ Legalábbis ez volt az az elképzelés , amelyet a Királyi_városok programban tavaly meghirdettek , s amelyből a visegrádi palota 400_millió forinttal részesült volna .
#goldHeads=3,3,0,6,6,3,3,13,11,11,13,13,2,2,2,22,19,19,22,21,22,2,22,3,
#predictedHeads=3,3,15,6,6,3,3,13,11,11,13,13,4,15,0,22,19,19,22,21,22,4,22,15,
(2,21),(2,24),0.0933836 # DEPENDENCYPART_SIBL
(2,22),(2,24),0.0113978 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.0609745 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0238786 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0405994 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.00231247 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.0702205 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.013262 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.102298 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.00414377 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.00433101 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.117395 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.0476085 # DEPENDENCYPART_SIBL
(3,1),(3,14),-0.0702205 # DEPENDENCYPART_SIBL
(3,1),(3,15),-0.0338573 # DEPENDENCYPART_SIBL
(3,1),(3,16),0.0112791 # DEPENDENCYPART_SIBL
(3,1),(3,20),-0.0383271 # DEPENDENCYPART_SIBL
(3,1),(3,21),-0.00414377 # DEPENDENCYPART_SIBL
(3,1),(3,22),-0.0479373 # DEPENDENCYPART_SIBL
(3,1),(3,23),-0.0230625 # DEPENDENCYPART_SIBL
(3,1),(3,24),0.00832725 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0128904 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0188632 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0306558 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.00601986 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.0400607 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.0457429 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0327134 # DEPENDENCYPART_SIBL
(3,2),(3,11),-0.0284174 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.102651 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.0848853 # DEPENDENCYPART_SIBL
(3,2),(3,14),-0.00601986 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.0440695 # DEPENDENCYPART_SIBL
(3,2),(3,16),-0.0226857 # DEPENDENCYPART_SIBL
(3,2),(3,20),-0.042819 # DEPENDENCYPART_SIBL
(3,2),(3,21),-0.0327142 # DEPENDENCYPART_SIBL
(3,2),(3,22),-0.0852141 # DEPENDENCYPART_SIBL
(3,2),(3,23),0.00886054 # DEPENDENCYPART_SIBL
(3,2),(3,24),0.0286695 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.099684 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0326991 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0741469 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.000537522 # DEPENDENCYPART_SIBL
(3,4),(3,9),0.13564 # DEPENDENCYPART_SIBL
(3,4),(3,10),0.0340203 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.0337251 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.0695877 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.0330187 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.0741469 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.0670256 # DEPENDENCYPART_SIBL
(3,4),(3,16),0.00570462 # DEPENDENCYPART_SIBL
(3,4),(3,20),0.0302609 # DEPENDENCYPART_SIBL
(3,4),(3,21),0.0340203 # DEPENDENCYPART_SIBL
(3,4),(3,22),0.033991 # DEPENDENCYPART_SIBL
(3,4),(3,23),-0.00278614 # DEPENDENCYPART_SIBL
(3,4),(3,24),0.0456261 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.0232718 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0298603 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0150936 # DEPENDENCYPART_SIBL
(3,5),(3,9),0.108326 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.0245535 # DEPENDENCYPART_SIBL
(3,5),(3,11),0.0242677 # DEPENDENCYPART_SIBL
(3,5),(3,12),0.0190752 # DEPENDENCYPART_SIBL
(3,5),(3,13),0.0380223 # DEPENDENCYPART_SIBL
(3,5),(3,14),0.0298603 # DEPENDENCYPART_SIBL
(3,5),(3,15),0.0413952 # DEPENDENCYPART_SIBL
(3,5),(3,16),-0.010116 # DEPENDENCYPART_SIBL
(3,5),(3,20),-0.000787088 # DEPENDENCYPART_SIBL
(3,5),(3,21),0.0245535 # DEPENDENCYPART_SIBL
(3,5),(3,22),0.0389946 # DEPENDENCYPART_SIBL
(3,5),(3,23),0.00297768 # DEPENDENCYPART_SIBL
(3,5),(3,24),0.0135559 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0177612 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.00497732 # DEPENDENCYPART_SIBL
(3,6),(3,9),0.0548526 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.101684 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.101973 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.0111639 # DEPENDENCYPART_SIBL
(3,6),(3,13),0.0143019 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.0177612 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.0477416 # DEPENDENCYPART_SIBL
(3,6),(3,16),0.0149459 # DEPENDENCYPART_SIBL
(3,6),(3,20),-0.0387515 # DEPENDENCYPART_SIBL
(3,6),(3,21),-0.101844 # DEPENDENCYPART_SIBL
(3,6),(3,22),0.0152565 # DEPENDENCYPART_SIBL
(3,6),(3,23),-0.0277147 # DEPENDENCYPART_SIBL
(3,6),(3,24),-0.00807338 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0163421 # DEPENDENCYPART_SIBL
(3,7),(3,9),0.11876 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.0048851 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.00452565 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0811976 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.258579 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.0363566 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.251592 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.000154023 # DEPENDENCYPART_SIBL
(3,7),(3,20),0.0139997 # DEPENDENCYPART_SIBL
(3,7),(3,21),0.0048844 # DEPENDENCYPART_SIBL
(3,7),(3,22),0.263439 # DEPENDENCYPART_SIBL
(3,7),(3,23),0.1791 # DEPENDENCYPART_SIBL
(3,7),(3,24),0.0721213 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.110523 # DEPENDENCYPART_SIBL
(3,8),(3,10),3.74067e-06 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.00029146 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.0578987 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.0134451 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.0514696 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.0436612 # DEPENDENCYPART_SIBL
(3,8),(3,16),0.00524593 # DEPENDENCYPART_SIBL
(3,8),(3,20),0.0209225 # DEPENDENCYPART_SIBL
(3,8),(3,21),3.74067e-06 # DEPENDENCYPART_SIBL
(3,8),(3,22),0.0144174 # DEPENDENCYPART_SIBL
(3,8),(3,23),-0.0223601 # DEPENDENCYPART_SIBL
(3,8),(3,24),0.0265364 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0276071 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0278929 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0119312 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.00569048 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.013207 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.0110575 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.017977 # DEPENDENCYPART_SIBL
(3,9),(3,20),-0.0170375 # DEPENDENCYPART_SIBL
(3,9),(3,21),-0.0276071 # DEPENDENCYPART_SIBL
(3,9),(3,22),-0.0047182 # DEPENDENCYPART_SIBL
(3,9),(3,23),-0.0411136 # DEPENDENCYPART_SIBL
(3,9),(3,24),-0.021544 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0937358 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.00941359 # DEPENDENCYPART_SIBL
(3,10),(3,13),0.015728 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.0123802 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.0486834 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.016486 # DEPENDENCYPART_SIBL
(3,10),(3,20),-0.0373448 # DEPENDENCYPART_SIBL
(3,10),(3,21),-0.0936068 # DEPENDENCYPART_SIBL
(3,10),(3,22),0.0166826 # DEPENDENCYPART_SIBL
(3,10),(3,23),-0.0262886 # DEPENDENCYPART_SIBL
(3,10),(3,24),-0.00504017 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.00986273 # DEPENDENCYPART_SIBL
(3,11),(3,13),0.0152789 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.0105788 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.0493882 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.0160368 # DEPENDENCYPART_SIBL
(3,11),(3,20),-0.0377939 # DEPENDENCYPART_SIBL
(3,11),(3,21),-0.0950543 # DEPENDENCYPART_SIBL
(3,11),(3,22),0.0162335 # DEPENDENCYPART_SIBL
(3,11),(3,23),-0.0267377 # DEPENDENCYPART_SIBL
(3,11),(3,24),-0.00716335 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.0016739 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.0296146 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.0611858 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.0105275 # DEPENDENCYPART_SIBL
(3,12),(3,20),-0.0370687 # DEPENDENCYPART_SIBL
(3,12),(3,21),-0.0248259 # DEPENDENCYPART_SIBL
(3,12),(3,22),-0.000701624 # DEPENDENCYPART_SIBL
(3,12),(3,23),-0.0259885 # DEPENDENCYPART_SIBL
(3,12),(3,24),-0.0119145 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.0392557 # DEPENDENCYPART_SIBL
(3,13),(3,15),0.0323053 # DEPENDENCYPART_SIBL
(3,13),(3,16),-0.0569596 # DEPENDENCYPART_SIBL
(3,13),(3,20),-0.0603433 # DEPENDENCYPART_SIBL
(3,13),(3,21),-0.0545583 # DEPENDENCYPART_SIBL
(3,13),(3,22),0.000861017 # DEPENDENCYPART_SIBL
(3,13),(3,23),-0.0458611 # DEPENDENCYPART_SIBL
(3,13),(3,24),0.0129276 # DEPENDENCYPART_SIBL
(3,14),(3,15),0.251592 # DEPENDENCYPART_SIBL
(3,14),(3,16),0.000154023 # DEPENDENCYPART_SIBL
(3,14),(3,20),0.0139997 # DEPENDENCYPART_SIBL
(3,14),(3,21),0.0048844 # DEPENDENCYPART_SIBL
(3,14),(3,22),0.263439 # DEPENDENCYPART_SIBL
(3,14),(3,23),0.1791 # DEPENDENCYPART_SIBL
(3,14),(3,24),0.0721213 # DEPENDENCYPART_SIBL
(3,15),(3,16),0.0135865 # DEPENDENCYPART_SIBL
(3,15),(3,20),-0.0305267 # DEPENDENCYPART_SIBL
(3,15),(3,21),-0.0110524 # DEPENDENCYPART_SIBL
(3,15),(3,22),0.033044 # DEPENDENCYPART_SIBL
(3,15),(3,23),-0.0149091 # DEPENDENCYPART_SIBL
(3,15),(3,24),0.0256436 # DEPENDENCYPART_SIBL
(3,16),(3,20),0.0253334 # DEPENDENCYPART_SIBL
(3,16),(3,21),0.00521953 # DEPENDENCYPART_SIBL
(3,16),(3,22),0.022787 # DEPENDENCYPART_SIBL
(3,16),(3,23),-0.0139901 # DEPENDENCYPART_SIBL
(3,16),(3,24),0.0375323 # DEPENDENCYPART_SIBL
(3,20),(3,21),-0.0431536 # DEPENDENCYPART_SIBL
(3,20),(3,22),0.0225698 # DEPENDENCYPART_SIBL
(3,20),(3,23),-0.0142135 # DEPENDENCYPART_SIBL
(3,20),(3,24),0.0127293 # DEPENDENCYPART_SIBL
(3,21),(3,22),0.0165383 # DEPENDENCYPART_SIBL
(3,21),(3,23),-0.0264329 # DEPENDENCYPART_SIBL
(3,21),(3,24),-0.00532428 # DEPENDENCYPART_SIBL
(3,22),(3,23),-0.0448875 # DEPENDENCYPART_SIBL
(3,22),(3,24),0.0177762 # DEPENDENCYPART_SIBL
(3,23),(3,24),-0.0158385 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.123003 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0960002 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0296739 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0226411 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0110331 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.029787 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.0325367 # DEPENDENCYPART_SIBL
(4,1),(4,12),-0.0034362 # DEPENDENCYPART_SIBL
(4,1),(4,13),-0.00736063 # DEPENDENCYPART_SIBL
(4,1),(4,14),0.0226411 # DEPENDENCYPART_SIBL
(4,1),(4,15),-0.0206446 # DEPENDENCYPART_SIBL
(4,1),(4,16),-0.00569884 # DEPENDENCYPART_SIBL
(4,1),(4,18),0.0157346 # DEPENDENCYPART_SIBL
(4,1),(4,19),0.0314466 # DEPENDENCYPART_SIBL
(4,1),(4,20),-0.00611966 # DEPENDENCYPART_SIBL
(4,1),(4,21),0.029787 # DEPENDENCYPART_SIBL
(4,1),(4,22),-0.00736063 # DEPENDENCYPART_SIBL
(4,1),(4,23),-0.0206219 # DEPENDENCYPART_SIBL
(4,1),(4,24),0.136078 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0633067 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0280632 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0987048 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.00665085 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0280632 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.0353235 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.0127361 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.00964851 # DEPENDENCYPART_SIBL
(4,2),(4,14),0.0987048 # DEPENDENCYPART_SIBL
(4,2),(4,15),-0.0152663 # DEPENDENCYPART_SIBL
(4,2),(4,16),0.00889667 # DEPENDENCYPART_SIBL
(4,2),(4,18),0.0235121 # DEPENDENCYPART_SIBL
(4,2),(4,19),0.0280629 # DEPENDENCYPART_SIBL
(4,2),(4,20),0.0120302 # DEPENDENCYPART_SIBL
(4,2),(4,21),0.0280624 # DEPENDENCYPART_SIBL
(4,2),(4,22),0.00964851 # DEPENDENCYPART_SIBL
(4,2),(4,23),0.0324294 # DEPENDENCYPART_SIBL
(4,2),(4,24),0.1714 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.00876805 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0117384 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0405238 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.00918835 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.00865614 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.022297 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.035868 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.0117384 # DEPENDENCYPART_SIBL
(4,3),(4,15),-0.0181414 # DEPENDENCYPART_SIBL
(4,3),(4,16),-0.0388188 # DEPENDENCYPART_SIBL
(4,3),(4,18),-0.0201876 # DEPENDENCYPART_SIBL
(4,3),(4,19),0.00903061 # DEPENDENCYPART_SIBL
(4,3),(4,20),-0.0234892 # DEPENDENCYPART_SIBL
(4,3),(4,21),0.00918835 # DEPENDENCYPART_SIBL
(4,3),(4,22),-0.035868 # DEPENDENCYPART_SIBL
(4,3),(4,23),-0.0346037 # DEPENDENCYPART_SIBL
(4,3),(4,24),0.0358684 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.00688512 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.00282086 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.0113035 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0112998 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.0141828 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.0210896 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.00688512 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.0264457 # DEPENDENCYPART_SIBL
(4,6),(4,16),0.00407755 # DEPENDENCYPART_SIBL
(4,6),(4,18),0.0982735 # DEPENDENCYPART_SIBL
(4,6),(4,19),0.0113005 # DEPENDENCYPART_SIBL
(4,6),(4,20),0.0473779 # DEPENDENCYPART_SIBL
(4,6),(4,21),0.0111441 # DEPENDENCYPART_SIBL
(4,6),(4,22),-0.0211072 # DEPENDENCYPART_SIBL
(4,6),(4,23),-0.0207336 # DEPENDENCYPART_SIBL
(4,6),(4,24),0.0683654 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0327171 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.00419672 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.00423414 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0197795 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0255662 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0488683 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.154751 # DEPENDENCYPART_SIBL
(4,7),(4,16),-0.0223969 # DEPENDENCYPART_SIBL
(4,7),(4,18),0.0156235 # DEPENDENCYPART_SIBL
(4,7),(4,19),-0.00420011 # DEPENDENCYPART_SIBL
(4,7),(4,20),0.0100586 # DEPENDENCYPART_SIBL
(4,7),(4,21),-0.00419742 # DEPENDENCYPART_SIBL
(4,7),(4,22),0.0275089 # DEPENDENCYPART_SIBL
(4,7),(4,23),0.0148968 # DEPENDENCYPART_SIBL
(4,7),(4,24),0.0264443 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0705873 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.070582 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.0274847 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.00359053 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.0615946 # DEPENDENCYPART_SIBL
(4,8),(4,15),0.087001 # DEPENDENCYPART_SIBL
(4,8),(4,16),0.0032398 # DEPENDENCYPART_SIBL
(4,8),(4,18),0.0774978 # DEPENDENCYPART_SIBL
(4,8),(4,19),0.0705853 # DEPENDENCYPART_SIBL
(4,8),(4,20),0.0779432 # DEPENDENCYPART_SIBL
(4,8),(4,21),0.0705873 # DEPENDENCYPART_SIBL
(4,8),(4,22),-0.00359053 # DEPENDENCYPART_SIBL
(4,8),(4,23),-0.00390883 # DEPENDENCYPART_SIBL
(4,8),(4,24),-0.00878093 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.014715 # DEPENDENCYPART_SIBL
(4,10),(4,12),0.0143545 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.0210799 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.00349222 # DEPENDENCYPART_SIBL
(4,10),(4,15),-0.02762 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.0041442 # DEPENDENCYPART_SIBL
(4,10),(4,18),0.0982735 # DEPENDENCYPART_SIBL
(4,10),(4,19),0.0147157 # DEPENDENCYPART_SIBL
(4,10),(4,20),0.0473779 # DEPENDENCYPART_SIBL
(4,10),(4,21),0.0145593 # DEPENDENCYPART_SIBL
(4,10),(4,22),-0.0210975 # DEPENDENCYPART_SIBL
(4,10),(4,23),-0.0207239 # DEPENDENCYPART_SIBL
(4,10),(4,24),0.0691787 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.014343 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0210914 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.00227572 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.027764 # DEPENDENCYPART_SIBL
(4,11),(4,16),0.0041327 # DEPENDENCYPART_SIBL
(4,11),(4,18),0.0982406 # DEPENDENCYPART_SIBL
(4,11),(4,19),0.013929 # DEPENDENCYPART_SIBL
(4,11),(4,20),0.0473664 # DEPENDENCYPART_SIBL
(4,11),(4,21),0.0137726 # DEPENDENCYPART_SIBL
(4,11),(4,22),-0.021109 # DEPENDENCYPART_SIBL
(4,11),(4,23),-0.0207354 # DEPENDENCYPART_SIBL
(4,11),(4,24),0.0675094 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.0421741 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0191327 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.0119915 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.00602745 # DEPENDENCYPART_SIBL
(4,12),(4,18),0.0540816 # DEPENDENCYPART_SIBL
(4,12),(4,19),0.0589282 # DEPENDENCYPART_SIBL
(4,12),(4,20),0.0370744 # DEPENDENCYPART_SIBL
(4,12),(4,21),0.0589308 # DEPENDENCYPART_SIBL
(4,12),(4,22),-0.0421741 # DEPENDENCYPART_SIBL
(4,12),(4,23),-0.0363419 # DEPENDENCYPART_SIBL
(4,12),(4,24),-0.00214665 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.0289554 # DEPENDENCYPART_SIBL
(4,13),(4,15),0.0507154 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.000860455 # DEPENDENCYPART_SIBL
(4,13),(4,18),0.00811456 # DEPENDENCYPART_SIBL
(4,13),(4,19),-0.00429294 # DEPENDENCYPART_SIBL
(4,13),(4,20),0.0196919 # DEPENDENCYPART_SIBL
(4,13),(4,21),-0.00428972 # DEPENDENCYPART_SIBL
(4,13),(4,22),0.00359252 # DEPENDENCYPART_SIBL
(4,13),(4,23),-0.0045614 # DEPENDENCYPART_SIBL
(4,13),(4,24),-0.00435133 # DEPENDENCYPART_SIBL
(4,14),(4,15),0.154751 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.0223969 # DEPENDENCYPART_SIBL
(4,14),(4,18),0.0156235 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.00420011 # DEPENDENCYPART_SIBL
(4,14),(4,20),0.0100586 # DEPENDENCYPART_SIBL
(4,14),(4,21),-0.00419742 # DEPENDENCYPART_SIBL
(4,14),(4,22),0.0275089 # DEPENDENCYPART_SIBL
(4,14),(4,23),0.0148968 # DEPENDENCYPART_SIBL
(4,14),(4,24),0.0264443 # DEPENDENCYPART_SIBL
(4,15),(4,16),0.00772551 # DEPENDENCYPART_SIBL
(4,15),(4,18),0.0380941 # DEPENDENCYPART_SIBL
(4,15),(4,19),0.0124053 # DEPENDENCYPART_SIBL
(4,15),(4,20),0.0332378 # DEPENDENCYPART_SIBL
(4,15),(4,21),0.012407 # DEPENDENCYPART_SIBL
(4,15),(4,22),0.0759056 # DEPENDENCYPART_SIBL
(4,15),(4,23),0.0730611 # DEPENDENCYPART_SIBL
(4,15),(4,24),-0.0146191 # DEPENDENCYPART_SIBL
(4,16),(4,18),0.0820651 # DEPENDENCYPART_SIBL
(4,16),(4,19),0.0752144 # DEPENDENCYPART_SIBL
(4,16),(4,20),0.0818604 # DEPENDENCYPART_SIBL
(4,16),(4,21),0.0752165 # DEPENDENCYPART_SIBL
(4,16),(4,22),0.00415337 # DEPENDENCYPART_SIBL
(4,16),(4,23),0.00383582 # DEPENDENCYPART_SIBL
(4,16),(4,24),-0.00156621 # DEPENDENCYPART_SIBL
(4,18),(4,19),0.0146323 # DEPENDENCYPART_SIBL
(4,18),(4,20),0.0338628 # DEPENDENCYPART_SIBL
(4,18),(4,21),0.0146292 # DEPENDENCYPART_SIBL
(4,18),(4,22),-0.0281883 # DEPENDENCYPART_SIBL
(4,18),(4,23),-0.0296122 # DEPENDENCYPART_SIBL
(4,18),(4,24),0.015898 # DEPENDENCYPART_SIBL
(4,19),(4,20),0.0473777 # DEPENDENCYPART_SIBL
(4,19),(4,21),0.0145591 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.0210989 # DEPENDENCYPART_SIBL
(4,19),(4,23),-0.0207252 # DEPENDENCYPART_SIBL
(4,19),(4,24),0.0691784 # DEPENDENCYPART_SIBL
(4,20),(4,21),0.0297109 # DEPENDENCYPART_SIBL
(4,20),(4,22),0.00884192 # DEPENDENCYPART_SIBL
(4,20),(4,23),0.0085939 # DEPENDENCYPART_SIBL
(4,20),(4,24),0.0287563 # DEPENDENCYPART_SIBL
(4,21),(4,22),-0.0212433 # DEPENDENCYPART_SIBL
(4,21),(4,23),-0.0208696 # DEPENDENCYPART_SIBL
(4,21),(4,24),0.0688903 # DEPENDENCYPART_SIBL
(4,22),(4,23),-0.0045614 # DEPENDENCYPART_SIBL
(4,22),(4,24),-0.00242361 # DEPENDENCYPART_SIBL
(4,23),(4,24),-0.0443316 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.00175577 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0716277 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0822606 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.349599 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00134016 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0176231 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.00819438 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0109478 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0348313 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.0348066 # DEPENDENCYPART_SIBL
(6,1),(6,24),0.114266 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0465495 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0558312 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.142531 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.054321 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.00315659 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.00248639 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0097504 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0533062 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.0532815 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.0288423 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.066932 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.272839 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0120969 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.000846405 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0143816 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0138569 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0215167 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.021492 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.106806 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0279969 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00620366 # DEPENDENCYPART_SIBL
