# _root_ Egybehangzó kommentárok szerint az együttes nemcsak hogy hullámvölgybe került , hanem alapjaiban rendült meg , sőt széthullóban van .
#goldHeads=2,3,9,5,9,9,9,9,16,16,16,13,16,13,16,0,18,16,16,
#predictedHeads=2,3,9,5,9,9,9,9,16,13,13,13,16,13,16,0,18,16,16,
(6,9),(9,10),-0.463615 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.487097 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.739023 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.377499 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.712356 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.598226 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.545827 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.593852 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.666809 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.812193 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.808118 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.23211 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.698656 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.888014 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.833841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.253606 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.577763 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.188376 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.360345 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.746076 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.42866 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.621956 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.527222 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.621964 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.715346 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.735034 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-1.02126 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-1.54594 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.913796 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.960874 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-1.20228 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.814086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.232101 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.632046 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.263994 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.463129 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.482558 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.826339 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.728516 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.571357 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.544435 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.59377 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.660527 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.808176 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.804408 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-1.22562 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.69568 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.810812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),-0.222252 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),-0.565846 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.179706 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.380908 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.489884 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.759561 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.335468 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.515518 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.617906 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.717966 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.781751 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.445804 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.68999 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.332808 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.504231 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.511385 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.832465 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-1.02558 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-1.53804 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.917627 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.964689 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-1.19438 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.788245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),-0.204145 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),-0.560134 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),-0.259209 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.432262 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.457531 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.754427 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.424042 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.781173 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.566873 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.52597 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.595693 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.802475 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-1.01636 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.0456488 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.120653 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.074691 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.19407 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.0575617 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.12627 # DEPENDENCYPART_GRANDPAR
(7,3),(3,8),-0.209256 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.613208 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.436803 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.759547 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.603368 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.493589 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.80089 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-1.00836 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.0388451 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.231464 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0965407 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.213427 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.112495 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.296639 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.108881 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.264578 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0797679 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.893357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.278492 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.727259 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.491435 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.542792 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.716953 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.548221 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.599433 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.728461 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.919248 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-1.04836 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.675767 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.790394 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.57825 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.47347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,12),-0.069941 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.201375 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.796425 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.32359 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.81915 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.899438 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.10874 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.923312 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.411391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.426109 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.105961 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0614673 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0496716 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.0305432 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.162154 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.162747 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.105769 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.208201 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.162269 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.628231 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.57282 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.99267 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.59218 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.777383 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.61939 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.465523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.365993 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.0471421 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.10426 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.119304 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.057579 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.202918 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.0806682 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.270879 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.25257 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.578977 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.796081 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-1.32218 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.817569 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.89909 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.10733 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.922964 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.417253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.403174 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.0424498 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.036677 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.0232674 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.149387 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.198178 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.148421 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.116825 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.221011 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.168492 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.637106 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.56965 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.987246 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.589742 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.616178 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.441422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.36989 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.0354027 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.0666101 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.0645194 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.181172 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.0471458 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.00982423 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.273412 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.261966 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.6324 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.0307452 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.0959454 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.016806 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.0210407 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.0901415 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.701103 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.800401 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-1.31428 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-0.8214 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.902905 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-1.09944 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.931949 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.371604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),0.497968 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),-0.0230701 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),0.0924811 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),0.0194547 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.0545925 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.0205506 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.283519 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),0.0356953 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.0446712 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.191397 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.620901 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.692647 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.937153 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.664108 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.603136 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.800388 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.998299 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.719976 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.816213 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.753818 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.343594 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.734955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.610891 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.458871 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.326163 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.518757 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.353584 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.358275 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.763129 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.471687 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.736791 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.806314 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-1.00697 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.72534 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.820899 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.762493 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.500798 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.748184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.621816 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.463616 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.331278 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.529682 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.358329 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.36323 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.770748 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.483259 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.739155 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.16123 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.18428 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.696669 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.207288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.169116 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0899122 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0448316 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.0156639 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.365611 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.0476135 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.0337727 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.0223374 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.0757535 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.0266714 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.00417383 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.320042 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-1.09027 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.0127471 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.0150349 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.0356758 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.263761 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.0384827 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.0692519 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.181888 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.18529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.500934 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.337514 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.571044 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.28775 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.559498 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-1.08006 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.0210179 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.159709 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.182998 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0335694 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.317615 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.156754 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.361094 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.221629 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.287969 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.426872 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0402442 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.35821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.599991 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.600486 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.743646 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.386807 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.549822 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.668508 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.736218 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-1.16591 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.400386 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.253919 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.440807 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.30245 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.385135 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.384976 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.131475 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.40323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.637871 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.639435 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.788663 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.424687 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.588453 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.713008 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.781841 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-1.20096 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.0378766 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.0165305 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0990898 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.281064 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.530975 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.722336 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.526179 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.422201 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.505236 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.551249 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.540533 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.694447 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.326926 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.01739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.421558 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.213362 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.649431 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.268369 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.321446 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.484908 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.624333 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.894629 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.575737 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.615406 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.696987 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.391085 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.803602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.108466 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.133879 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.0802931 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.134538 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.162043 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.223263 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.0467688 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.152118 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.260377 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.176692 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.3505 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.525235 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),0.0485059 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.865415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.284102 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.18357 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0303454 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0111483 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.0372065 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.114062 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.257393 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.205817 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.780948 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.333946 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.37435 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.52939 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.0743735 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.85772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.244036 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.202513 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.0455506 # DEPENDENCYPART_GRANDPAR
