# _root_ — Öt percet kaptunk , hogy elhagyjuk a lakásunkat — meséli egy asszony , akit az EBESZ-szóvivő találomra állít meg .
#goldHeads=11,3,4,11,4,4,4,9,7,11,0,13,11,11,19,17,19,19,11,19,11,
#predictedHeads=11,3,4,11,4,4,4,9,7,11,0,13,11,11,19,17,19,19,11,19,11,
(3,11),(11,15),-0.0067988 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.220764 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.00797794 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.279169 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),0.133683 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.27956 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.523023 # DEPENDENCYPART_GRANDPAR
(3,19),(19,1),-0.766833 # DEPENDENCYPART_GRANDPAR
(3,19),(19,2),-0.302395 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-0.440884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,4),-0.246505 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),-0.253759 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),-0.00889171 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),-0.211999 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.467654 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),-0.0812584 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.00381984 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.181901 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.0412951 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.250882 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),0.102063 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.148769 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.0653096 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.189454 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.282386 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.527711 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0287932 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.417172 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.17201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.41095 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),0.224153 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.166176 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.307217 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.070362 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.359245 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.127873 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.300827 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-1.26767 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0587836 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.270302 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.530046 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),0.10516 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.382435 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.189355 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.419821 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-1.3748 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.593321 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.125091 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.04277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.425424 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0573143 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.143729 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.065711 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.2372 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.331218 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.114619 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.506406 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.28055 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.467753 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-1.14426 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.412602 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),0.195052 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),0.307935 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.845156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.169639 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.00740282 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.228281 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.174558 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.00283173 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.287651 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.0277192 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),0.126653 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),0.105915 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.188119 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.00710865 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),0.058479 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.0379945 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.966574 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.574798 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.17319 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.78701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.0219805 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.0709018 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.60915 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.286783 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.0923557 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.319637 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.026628 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.135056 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),0.090886 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.946049 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.412602 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),0.195052 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),0.307935 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.845156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.169639 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.00740282 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.551743 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.369518 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.132555 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.0199389 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.0277192 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.126653 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.105915 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.514388 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.188119 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.00710865 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),0.058479 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.0379945 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.966574 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.574801 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.173193 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.796448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,6),0.0561959 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.292004 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.205533 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.145322 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.235918 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.242158 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),0.172146 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.0767208 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),0.0201786 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),0.11544 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.926835 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.126408 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.226646 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),0.0417181 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),0.261097 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),0.0913682 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.485939 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.0059843 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.399895 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.827127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),-0.133971 # DEPENDENCYPART_GRANDPAR
(4,18),(18,6),0.0247307 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),0.569033 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),0.107001 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),0.179718 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),0.274518 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.0752081 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),0.149107 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),0.00967357 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.255676 # DEPENDENCYPART_GRANDPAR
(4,19),(19,1),-0.41318 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),0.194596 # DEPENDENCYPART_GRANDPAR
(4,19),(19,3),0.307316 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.844267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),-0.177298 # DEPENDENCYPART_GRANDPAR
(4,19),(19,6),-0.00651217 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),0.552632 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),0.136472 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),0.0147322 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),0.258118 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.29233 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.0322748 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),0.105779 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),0.013196 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.565618 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.226205 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.0412896 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.0434209 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.972065 # DEPENDENCYPART_GRANDPAR
(4,20),(20,5),-0.146914 # DEPENDENCYPART_GRANDPAR
(4,20),(20,6),0.0169214 # DEPENDENCYPART_GRANDPAR
(4,20),(20,7),0.558498 # DEPENDENCYPART_GRANDPAR
(4,20),(20,9),0.099625 # DEPENDENCYPART_GRANDPAR
(4,20),(20,10),0.17126 # DEPENDENCYPART_GRANDPAR
(4,20),(20,11),0.263983 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),-0.0825839 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),0.136163 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.263052 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.0311981 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),0.0357579 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.994002 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.389506 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.261514 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.411724 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.441226 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-0.645994 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.598103 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.717323 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.93897 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-1.1582 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.396942 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.290853 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0857386 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.375489 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.975229 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.02345 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.914607 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.934504 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.04656 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-1.29869 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.836595 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.950112 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-1.39447 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-1.03233 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-1.26829 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.968217 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-1.40835 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.09681 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.927203 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.1615 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.30549 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.19051 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.397171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.279212 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.161847 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.231839 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.0578617 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.239891 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.152775 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.255837 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.318018 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.258933 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.276175 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.183902 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.768811 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.762685 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.720018 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.976255 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.881954 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.453388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0789981 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.575895 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.2272 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0419828 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.22099 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.30847 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.261679 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.782413 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.09681 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.927203 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.1615 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.30549 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.19051 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.397171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.0507836 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.507301 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0942187 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.11145 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.239891 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.152775 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.255837 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.671035 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.318018 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.258933 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.276175 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.183902 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.768811 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.762685 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.720018 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.976255 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.456095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,8),-0.567799 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.0628937 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.27935 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.678302 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0675322 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.18791 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.291435 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.296022 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.265108 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.791182 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.68138 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.316642 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.0873071 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.394175 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.863908 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.294041 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.75028 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.972865 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.866536 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.31819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),0.0477897 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.109543 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.128744 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.0235391 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.27497 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.0147565 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.26086 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.370323 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-1.09688 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-0.92721 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-1.16159 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-1.30555 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-1.19064 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.40399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),-0.0568492 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),0.088303 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),-0.124758 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.128178 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.609086 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.291931 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.0404375 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.381306 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.78482 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.391563 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.42713 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.192644 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.778669 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.320412 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.294663 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.299113 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.552656 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.18025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,9),0.166488 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.535794 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.468938 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.352827 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.366959 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.408167 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-1.16325 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.34996 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.258373 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.280326 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.4443 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.29925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,9),-0.0497716 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.587931 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.527161 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),-1.27037 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.438004 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.235241 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.285769 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.587345 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.576135 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.07362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),0.036418 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),0.394583 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.490008 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.362308 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.126069 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.244918 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),0.337946 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.209385 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.0744767 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.301711 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.165945 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.984298 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.5299 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.619554 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.857015 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.835669 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.39421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.0384592 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.670745 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.682894 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.557778 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.506331 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.642427 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.473123 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.622187 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-1.28707 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.856215 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.702307 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.7843 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.947038 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.01143 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.795271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.250235 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.14598 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0830848 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.0345354 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.0421939 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.0205992 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.841186 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.693984 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.334031 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.403868 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.558668 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.705898 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.836933 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.850512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
