# _root_ Mint arról korábban beszámoltunk , márciusban csaknem kétszáz mázsa busa , harcsa és amur pusztult el a természetvédelmi területen található vajai őstóban .
#goldHeads=4,4,4,15,15,15,9,9,10,15,15,15,15,15,0,15,19,19,20,22,22,15,15,
#predictedHeads=4,4,4,15,15,15,9,9,10,12,12,15,15,15,0,15,19,19,20,21,22,15,15,
(2,4),(4,12),0.00421443 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.201454 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.0434206 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.297341 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.216564 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.287323 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.283768 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.10705 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.203013 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-1.07349 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.751339 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.649433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.389932 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.560662 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.221836 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.290899 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.145474 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.0147372 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.0145612 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.312149 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.364813 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.724079 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),-0.444975 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.626671 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.233785 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.205412 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.101111 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.100151 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.38308 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.173913 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.258608 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.220291 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.437476 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.386112 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.283916 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.379508 # DEPENDENCYPART_GRANDPAR
(2,7),(7,23),-1.20148 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.746749 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.670391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.402914 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.615788 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.153476 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.285276 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.400417 # DEPENDENCYPART_GRANDPAR
(2,8),(8,23),-1.15444 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.649433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.389932 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.560662 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.221836 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.102922 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.272611 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.117966 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.649433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),-0.389932 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.221836 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.102922 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.272611 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.117966 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.0262094 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.312149 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.0881432 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.134522 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.36481 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.649433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,5),-0.221836 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.102923 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.272611 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.117966 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),0.0262092 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.0271694 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.184227 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.134522 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.198325 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-0.293739 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.806104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,4),-0.643825 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.410537 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.226635 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.0593637 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.0584035 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.372927 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.135292 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.243248 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.49012 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.412636 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.306872 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.402465 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-1.17122 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.221836 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.102922 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.272611 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.117966 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),0.0262094 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),0.0271696 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.184226 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.0496188 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.118693 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.302109 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.198325 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.293739 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.801502 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.603261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),-0.347536 # DEPENDENCYPART_GRANDPAR
(2,15),(15,4),-0.532215 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),-0.321314 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.0822715 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.231816 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.0795459 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),0.0453004 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),0.0472618 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.283705 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.02728 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.12964 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.0728781 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.244285 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.464558 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.295371 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.213165 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.291815 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.111587 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.20755 # DEPENDENCYPART_GRANDPAR
(2,15),(15,23),-1.06431 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),-0.631363 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.178601 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.242323 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.221953 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.388337 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.28614 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.381733 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-1.19694 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.328093 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.48756 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.444416 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.224575 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.201317 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-0.296731 # DEPENDENCYPART_GRANDPAR
(2,20),(20,3),-0.421509 # DEPENDENCYPART_GRANDPAR
(2,20),(20,9),-0.0900979 # DEPENDENCYPART_GRANDPAR
(2,20),(20,10),-0.0891378 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),-0.165926 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-0.236939 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),-0.209278 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.487883 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.331021 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.377031 # DEPENDENCYPART_GRANDPAR
(2,21),(21,13),-0.118693 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),-0.435894 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),-0.219456 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.255183 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.219439 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.293741 # DEPENDENCYPART_GRANDPAR
(2,22),(22,12),-0.048128 # DEPENDENCYPART_GRANDPAR
(2,22),(22,13),-0.118693 # DEPENDENCYPART_GRANDPAR
(2,22),(22,14),-0.0914795 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),-0.430839 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),-0.219456 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),-0.253691 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),-0.219439 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.152306 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-1.14457 # DEPENDENCYPART_GRANDPAR
(3,1),(1,4),-0.544089 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.606196 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.610351 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.758724 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.656622 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.569446 # DEPENDENCYPART_GRANDPAR
(3,1),(1,23),-1.0643 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.838314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.371179 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.505244 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.52397 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.51024 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.551715 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.640361 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.672342 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.555671 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.681965 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.495386 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.748608 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.396517 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.690938 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.600078 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.855372 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.547074 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-0.818775 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-0.864973 # DEPENDENCYPART_GRANDPAR
(3,2),(2,23),-1.03722 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.413859 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-0.365692 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.499338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),-0.162865 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),-0.358065 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),-0.253267 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.18029 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.218588 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.371218 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.402198 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.408492 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.409562 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.248223 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.478464 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.406646 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.272026 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.384192 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.574947 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.333505 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.539974 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.586543 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.701864 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.47568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.681343 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.137947 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.245405 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.441844 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.492949 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),-1.54389 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.101616 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.11369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.443037 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),0.0412418 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.18206 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.330272 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.344742 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.0662159 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.203538 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.121845 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.283865 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.172727 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.130916 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.0925587 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.689526 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.579704 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.642872 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.40367 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-0.277933 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-1.40942 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.00195786 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.114763 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.481498 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-1.53653 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.357247 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.390745 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.363245 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.12399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.349193 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.133019 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.220839 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.227976 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.0482521 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.16179 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.144978 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.131422 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.137362 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.16692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),0.0303925 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.232385 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.286978 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.00918045 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.223219 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.0666914 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.182702 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.115691 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.204633 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.524781 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.34681 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.220897 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-1.3278 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.252253 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.256125 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.258297 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.14239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),0.100144 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.116105 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.173919 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-1.27984 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.390655 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.363155 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.12399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.349193 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.15102 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.17342 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.207458 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.390655 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.363155 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),-0.349193 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.15102 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.17342 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.207458 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.235221 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.158212 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.00541384 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.0544141 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.141396 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.390655 # DEPENDENCYPART_GRANDPAR
(4,12),(12,5),-0.349193 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),0.15102 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.17342 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.207458 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.235221 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.0435623 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.109695 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.0545048 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.28598 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.159711 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.395034 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.24161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),-0.5036 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.320103 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.359771 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.0809876 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.264101 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.136658 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.261542 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.545236 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.673159 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.492661 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.366747 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-1.44367 # DEPENDENCYPART_GRANDPAR
(4,14),(14,5),-0.349193 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.15102 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.17342 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.207458 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.235221 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.0435624 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.109694 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.0120075 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.194537 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.464233 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.28589 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.15962 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.0212877 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.0572742 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.0169379 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-1.17364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),-0.498672 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.0579545 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.211045 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.275611 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.330362 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.0500622 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.259173 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.103373 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.313768 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.156573 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.0115601 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.514817 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.686103 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.512816 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.639879 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.336449 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.210906 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-1.31004 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-1.16288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,12),-0.118151 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.281125 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.169091 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.534698 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.356727 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.230814 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-1.32864 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.0643846 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.586509 # DEPENDENCYPART_GRANDPAR
(4,20),(20,3),-0.275615 # DEPENDENCYPART_GRANDPAR
(4,20),(20,9),-0.371412 # DEPENDENCYPART_GRANDPAR
(4,20),(20,10),-0.0926289 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),-0.148199 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),-0.29668 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),-0.19914 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.591344 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.710092 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.606602 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),-0.195389 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.576688 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.567069 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.46578 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.525663 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.160097 # DEPENDENCYPART_GRANDPAR
