# _root_ Az a kérdés , hogy sikerül -e az előtt tárgyalóasztalhoz ültetni Szlobodan_Milosevicset , hogy a jugoszláv hadsereg teljesen kiűzi az albánokat a tartományból .
#goldHeads=5,3,5,5,0,5,6,9,11,11,6,11,6,6,17,17,19,19,6,21,19,23,19,5,
#predictedHeads=5,3,5,5,0,5,6,10,11,11,6,11,6,6,17,17,19,19,11,21,19,23,19,5,
(0,11),(11,2),-0.323591 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.373115 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.110301 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.2819 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.155362 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.226352 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.437163 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.0489859 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.279832 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.250882 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.157137 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.439333 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.546567 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.429257 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.182362 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.394448 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),0.227238 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.0431007 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),0.229897 # DEPENDENCYPART_GRANDPAR
(0,11),(11,24),2.27961 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.67759 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.827417 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.63994 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.68186 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.615132 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.179658 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.0901381 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.0612408 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.0864471 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.527486 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.262952 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.303283 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.219913 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),0.381265 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.172185 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),0.100449 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),2.26496 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.294569 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.373115 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.110301 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.2819 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),0.155362 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.437163 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.0489859 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.279832 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.406232 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.4561 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.00215285 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.0356246 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.880938 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.521301 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.339958 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.529306 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.234332 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.0431007 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.581464 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),0.229897 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),2.27961 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.445244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.212367 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.123629 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.27262 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.0168976 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.0300855 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.0618198 # DEPENDENCYPART_GRANDPAR
(1,3),(3,24),-0.947892 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.560881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.0845837 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.188549 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.325598 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.486937 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.0721933 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.417998 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.181946 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.343826 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.332535 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.225471 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.176149 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.273851 # DEPENDENCYPART_GRANDPAR
(1,5),(5,24),-0.970857 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.356716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,3),0.00310943 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.114788 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.168904 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.300221 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.0207766 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.0705229 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.163091 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),0.101632 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.0920177 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.137425 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.0253953 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.198261 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.224688 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.014565 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),0.0097268 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.353497 # DEPENDENCYPART_GRANDPAR
(1,6),(6,23),-0.253846 # DEPENDENCYPART_GRANDPAR
(1,6),(6,24),-0.864751 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.207282 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.245465 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.326076 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.08091 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.143562 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.111591 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.331777 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.257608 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.386557 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.140275 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.442364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.208145 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),-0.0272488 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.176265 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.295931 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.123849 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),0.0274994 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.177149 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.140143 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.310998 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.07587 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-0.441769 # DEPENDENCYPART_GRANDPAR
(1,10),(10,23),-0.338978 # DEPENDENCYPART_GRANDPAR
(1,10),(10,24),-0.959796 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.354985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.236631 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.0194503 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.119219 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.163332 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.230072 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.216054 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.075198 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),0.156616 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.1563 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.0889691 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.132673 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.0255867 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.0153292 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.198851 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.221639 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.0151558 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),0.0137708 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.350448 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-0.250798 # DEPENDENCYPART_GRANDPAR
(1,11),(11,24),-0.863716 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.125466 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),0.0274998 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.215996 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),0.00676679 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.140143 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.160442 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.310998 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),-0.0486552 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),-0.07587 # DEPENDENCYPART_GRANDPAR
(1,12),(12,21),-0.441769 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.560881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,3),-0.188549 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),-0.325598 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),-0.370124 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),-0.444829 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.102841 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.393345 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.140914 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.315562 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.332322 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.365546 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.47311 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.176149 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-0.273851 # DEPENDENCYPART_GRANDPAR
(1,14),(14,21),-0.608445 # DEPENDENCYPART_GRANDPAR
(1,14),(14,23),-0.505654 # DEPENDENCYPART_GRANDPAR
(1,14),(14,24),-0.970857 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.445686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,14),-0.156589 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.106975 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-0.442381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,5),-0.176265 # DEPENDENCYPART_GRANDPAR
(1,17),(17,6),-0.29593 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),-0.128017 # DEPENDENCYPART_GRANDPAR
(1,17),(17,9),0.0274996 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),0.0067659 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),-0.136237 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),-0.0669066 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),-0.0820104 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.10459 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.15476 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.0435025 # DEPENDENCYPART_GRANDPAR
(1,17),(17,21),-0.442016 # DEPENDENCYPART_GRANDPAR
(1,17),(17,23),-0.339225 # DEPENDENCYPART_GRANDPAR
(1,18),(18,3),-0.149852 # DEPENDENCYPART_GRANDPAR
(1,18),(18,5),-0.250848 # DEPENDENCYPART_GRANDPAR
(1,18),(18,6),-0.339759 # DEPENDENCYPART_GRANDPAR
(1,18),(18,9),-0.00183745 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),-0.339813 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.0370639 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-0.262036 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-0.179058 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.156593 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-0.109024 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.22342 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.388825 # DEPENDENCYPART_GRANDPAR
(1,18),(18,21),-0.478965 # DEPENDENCYPART_GRANDPAR
(1,18),(18,23),-0.376175 # DEPENDENCYPART_GRANDPAR
(1,18),(18,24),-0.982752 # DEPENDENCYPART_GRANDPAR
(1,19),(19,1),-0.354985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,19),(19,3),0.0194503 # DEPENDENCYPART_GRANDPAR
(1,19),(19,4),-0.119219 # DEPENDENCYPART_GRANDPAR
(1,19),(19,5),-0.163332 # DEPENDENCYPART_GRANDPAR
(1,19),(19,6),-0.230072 # DEPENDENCYPART_GRANDPAR
(1,19),(19,8),-0.075198 # DEPENDENCYPART_GRANDPAR
(1,19),(19,9),0.156616 # DEPENDENCYPART_GRANDPAR
(1,19),(19,10),-0.1563 # DEPENDENCYPART_GRANDPAR
(1,19),(19,11),0.0690307 # DEPENDENCYPART_GRANDPAR
(1,19),(19,12),-0.0767787 # DEPENDENCYPART_GRANDPAR
(1,19),(19,13),-0.125944 # DEPENDENCYPART_GRANDPAR
(1,19),(19,14),-0.069077 # DEPENDENCYPART_GRANDPAR
(1,19),(19,15),-0.0678097 # DEPENDENCYPART_GRANDPAR
(1,19),(19,16),-0.0774454 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),-0.194418 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),0.09206 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),-0.0365124 # DEPENDENCYPART_GRANDPAR
(1,19),(19,21),-0.350448 # DEPENDENCYPART_GRANDPAR
(1,19),(19,22),-0.0441186 # DEPENDENCYPART_GRANDPAR
(1,19),(19,23),-0.250798 # DEPENDENCYPART_GRANDPAR
(1,19),(19,24),-0.863716 # DEPENDENCYPART_GRANDPAR
(1,21),(21,8),-0.123016 # DEPENDENCYPART_GRANDPAR
(1,21),(21,15),-0.0982961 # DEPENDENCYPART_GRANDPAR
(1,21),(21,17),-0.258985 # DEPENDENCYPART_GRANDPAR
(1,21),(21,18),0.035448 # DEPENDENCYPART_GRANDPAR
(1,21),(21,20),-0.138161 # DEPENDENCYPART_GRANDPAR
(1,21),(21,22),-0.0703234 # DEPENDENCYPART_GRANDPAR
(1,21),(21,23),-0.338978 # DEPENDENCYPART_GRANDPAR
(1,21),(21,24),-0.959796 # DEPENDENCYPART_GRANDPAR
(1,23),(23,20),-0.140611 # DEPENDENCYPART_GRANDPAR
(1,23),(23,21),-0.403364 # DEPENDENCYPART_GRANDPAR
(1,23),(23,22),-0.128319 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.54778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.0882506 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.0129758 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),0.134181 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.0825539 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.0488809 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.0011069 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),0.380926 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.164483 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.0790508 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.0523452 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.367528 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.16967 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.252149 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),0.219661 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-0.119646 # DEPENDENCYPART_GRANDPAR
(3,1),(1,23),-0.350095 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-0.600489 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.383606 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.8968 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.571931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.139925 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.00871835 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.000606304 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.142837 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.064096 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.0713786 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.16581 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.0937197 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.116081 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.0213107 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.384948 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.10395 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.257129 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),0.00454403 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.0472706 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-0.279332 # DEPENDENCYPART_GRANDPAR
(3,6),(6,24),-0.469655 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.482333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.0525818 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.0747387 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.0445854 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.118795 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.125298 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),0.0396635 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.896762 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.968396 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.565136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.148018 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.0106303 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.00376189 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.00838318 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.0838636 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.100641 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.00285077 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.0908471 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.110738 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.0209112 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.320839 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.384948 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.101077 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.257129 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),0.0106492 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.044398 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.27646 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.468029 # DEPENDENCYPART_GRANDPAR
(3,19),(19,1),-0.896762 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-0.565136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,4),-0.148018 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),0.0106303 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),0.00376189 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),-0.0838636 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),0.100641 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),-0.00285077 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),0.246565 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.166384 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.138818 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.028739 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.345851 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.168475 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.162492 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.0663242 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.176847 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.044398 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.179641 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.27646 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),-0.468029 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0343042 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.273918 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.880783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.604353 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.47713 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.550822 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.631042 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.455292 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.810085 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.50069 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.57438 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.936242 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-1.0636 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.746685 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.802459 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-1.11344 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-0.95859 # DEPENDENCYPART_GRANDPAR
(5,1),(1,24),-1.354 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.266282 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.0456477 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.00634682 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.363123 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.585198 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.440978 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.435334 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.782501 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-1.24164 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.72774 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.92972 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.10604 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.394098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.15396 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.452246 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.00803815 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.107136 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.211547 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.0736276 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.0829128 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.00242786 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.440341 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.331138 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.251515 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.13562 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.379796 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.222133 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.858049 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.782059 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.308473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,10),0.231582 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.490746 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.52781 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.613034 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.443083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.0182027 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.639334 # DEPENDENCYPART_GRANDPAR
