# _root_ A Gellért_Szálló igazgatója szerint Budapesten és környékén olyan sok panzió épült , hogy azokban hét-nyolcszor annyi férőhely van , mint a Gellértben .
#goldHeads=2,3,4,11,11,11,11,10,10,11,0,11,11,18,17,17,18,11,18,18,22,14,11,
#predictedHeads=2,3,4,11,11,11,11,10,10,11,0,11,11,18,18,17,18,11,18,18,22,14,11,
(0,11),(11,6),-0.110767 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.0222243 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.22918 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.03916 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.0844541 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.420362 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.627262 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.0575829 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.0847535 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.0268674 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.165898 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.21016 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),0.221584 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.152404 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),-0.0392388 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),2.32478 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.753193 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.394457 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.658519 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.584661 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.183944 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.350097 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.111176 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.452557 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.773884 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.790847 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.159342 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.298017 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.386829 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.16924 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.00425443 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),2.31038 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.557652 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.399293 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.0707182 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.221689 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.316649 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.0130036 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),0.074194 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.416523 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.186275 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),1.89963 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.0780819 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.166266 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.548646 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.310412 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.350134 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.083155 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.330812 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.234373 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.188815 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.200437 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),1.9664 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.076025 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.203567 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.557592 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.421832 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.399532 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.0534899 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.0209776 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.317228 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.0730607 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.418452 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.186854 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),1.89947 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.312665 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.0568193 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.42273 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.142672 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.166563 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.090194 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.253545 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.0908849 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.0138072 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.221478 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),0.175135 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.0955897 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.374915 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.176604 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.337316 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.450229 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.247832 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.135285 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.576263 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.0328152 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),2.41041 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.474597 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),0.115881 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.476643 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),0.306066 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),0.0633979 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),0.0715048 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),-0.0279154 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),0.173961 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),0.682483 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),0.620378 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),0.409494 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.0455624 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),0.0320064 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.286408 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),0.240863 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),0.4216 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.0615434 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),2.24449 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-0.612885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,3),-0.179627 # DEPENDENCYPART_GRANDPAR
(2,20),(20,4),-0.13259 # DEPENDENCYPART_GRANDPAR
(2,20),(20,5),0.0293925 # DEPENDENCYPART_GRANDPAR
(2,20),(20,6),-0.14479 # DEPENDENCYPART_GRANDPAR
(2,20),(20,7),-0.221019 # DEPENDENCYPART_GRANDPAR
(2,20),(20,8),-0.139771 # DEPENDENCYPART_GRANDPAR
(2,20),(20,10),-0.248419 # DEPENDENCYPART_GRANDPAR
(2,20),(20,11),-0.242961 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),-0.0692596 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-0.150074 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),-0.0622855 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.233865 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.321666 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.34154 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.0416949 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.556127 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.625806 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.200335 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.83569 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.416042 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.348888 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.799358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.248101 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.461711 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.399824 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.492742 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),0.0360432 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.581517 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.416322 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.34002 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.508787 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.33875 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.114455 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.288139 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.772384 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.342435 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.399669 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.379024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),0.0811458 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.0855767 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.148482 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),0.180603 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),0.141556 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.149083 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.718021 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.297018 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.354223 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.355321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.191467 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.00381242 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.0451387 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0319836 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.0508669 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.142064 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.142089 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.159147 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),0.0953852 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.145698 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),0.0481128 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),0.0789164 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.216668 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.230385 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.190014 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.228128 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.772384 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.342435 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.39967 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.379022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.131618 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.0910567 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.0461584 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.0838848 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.0354043 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.0563719 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),0.197672 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.167984 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.0762984 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.0827787 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.00613647 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.102789 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),0.164874 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.0684433 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.146539 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.210712 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.58611 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.600168 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.591624 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.410452 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.16436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,1),-0.795552 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.366551 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.212494 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.04693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.450972 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.79346 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.240585 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.16973 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.867488 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.714738 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.51993 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.560133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0996556 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.139463 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.155771 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.283521 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.255697 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.354982 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.641368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,7),-0.387101 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.114501 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.209083 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.440815 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.49508 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.198134 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.822599 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.704529 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.810574 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.657793 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.49363 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.654684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),-0.175659 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.39969 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.159464 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.24892 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.27215 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0965981 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.356647 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.452971 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.520419 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.243424 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.276694 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.585134 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.316165 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.202535 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.338366 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.205583 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.416365 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.413317 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.167345 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.316704 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.725734 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.636728 # DEPENDENCYPART_GRANDPAR
(5,16),(16,6),-0.147223 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.309428 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.316174 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.138428 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.202275 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.0563253 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.304884 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.418468 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.170016 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.320095 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.727837 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.638423 # DEPENDENCYPART_GRANDPAR
(5,20),(20,2),-0.799232 # DEPENDENCYPART_GRANDPAR
(5,20),(20,3),-0.646463 # DEPENDENCYPART_GRANDPAR
(5,20),(20,4),-0.492002 # DEPENDENCYPART_GRANDPAR
(5,20),(20,5),-0.674887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,20),(20,6),-0.176876 # DEPENDENCYPART_GRANDPAR
(5,20),(20,7),-0.41989 # DEPENDENCYPART_GRANDPAR
(5,20),(20,8),-0.172979 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),-0.269122 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),-0.261549 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.122604 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),-0.225393 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),0.0597234 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.115512 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.384198 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.352218 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.111656 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.717909 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.627665 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0657753 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.679707 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.0957138 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.233266 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0702324 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.174974 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.17889 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.103867 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0625866 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.02934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.513535 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.394822 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.0595972 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.163468 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0972389 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0228334 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.602677 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.432602 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.588901 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.471842 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.463334 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.679707 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.54957 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.913441 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.847479 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.398086 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.737728 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.578323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.00387756 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0434809 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.129638 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.288272 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.442358 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.496495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.172301 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0548615 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.00328552 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0417375 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.00347948 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),0.00960017 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.437289 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.415692 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.0499941 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.502958 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.627628 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.195472 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0086067 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.100908 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.294128 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.44954 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.109164 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.453307 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.51294 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.54957 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.91344 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.847478 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.398086 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.737728 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.577525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.200279 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0763602 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0436263 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.802912 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.27519 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.213 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.681216 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.09652 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.60334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.114173 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.159032 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0105084 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.166386 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.102695 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.018355 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.024095 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.219492 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.0104713 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.469755 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.369831 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.110952 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.241321 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.440879 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.457171 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.909401 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.843328 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.422678 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.733689 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.561458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.194942 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.0336642 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0790533 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.0503851 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0322549 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.256654 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.490192 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.434127 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.154444 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.232799 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.41413 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.0665935 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.133099 # DEPENDENCYPART_GRANDPAR
