# _root_ Az ÁPTF 1997 szeptemberében nem járult hozzá , hogy Happy_Bank néven egy vállalkozás alakuljon , mivel semmilyen banki tevékenységet nem végzett volna .
#goldHeads=2,6,4,6,6,0,6,6,6,11,14,13,14,6,6,6,19,19,21,21,6,21,6,
#predictedHeads=2,6,4,6,6,0,6,6,6,11,14,13,14,6,6,6,19,19,21,21,6,21,6,
(3,6),(6,20),-0.555695 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.218395 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.0737969 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-0.771973 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.475655 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.229574 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.458504 # DEPENDENCYPART_GRANDPAR
(3,21),(21,1),-0.654838 # DEPENDENCYPART_GRANDPAR
(3,21),(21,2),-0.793271 # DEPENDENCYPART_GRANDPAR
(3,21),(21,3),-0.57957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,21),(21,4),-0.237357 # DEPENDENCYPART_GRANDPAR
(3,21),(21,5),-0.338731 # DEPENDENCYPART_GRANDPAR
(3,21),(21,6),-0.182421 # DEPENDENCYPART_GRANDPAR
(3,21),(21,8),-0.517424 # DEPENDENCYPART_GRANDPAR
(3,21),(21,9),-0.490192 # DEPENDENCYPART_GRANDPAR
(3,21),(21,10),-0.489187 # DEPENDENCYPART_GRANDPAR
(3,21),(21,11),-0.263704 # DEPENDENCYPART_GRANDPAR
(3,21),(21,12),-0.550551 # DEPENDENCYPART_GRANDPAR
(3,21),(21,13),-0.509674 # DEPENDENCYPART_GRANDPAR
(3,21),(21,14),-0.144881 # DEPENDENCYPART_GRANDPAR
(3,21),(21,15),-0.511669 # DEPENDENCYPART_GRANDPAR
(3,21),(21,16),-0.503663 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),-0.634704 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.370282 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.534148 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.617233 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.0737293 # DEPENDENCYPART_GRANDPAR
(3,21),(21,23),-0.771738 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.293706 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.112502 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.46164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-1.08207 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.801698 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-0.984321 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.0352549 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.277894 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.03801 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.590472 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-0.757634 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-0.942839 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.103733 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.136171 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.106762 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.496333 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.500265 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.556034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.151166 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.256813 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.28189 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.327873 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.426601 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.360283 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.150552 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.367056 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.384643 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.579448 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.278246 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.353462 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.550576 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.445923 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.510455 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.398834 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.514385 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.525821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),-0.138725 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.220107 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.350165 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.137676 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.311991 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.40826 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.443992 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.345722 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.283075 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.306313 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.323633 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.402022 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.529724 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.299002 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.165915 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.217772 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.56048 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.483609 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.487541 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.522131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),-0.135964 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.253296 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.133323 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.314988 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.409068 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.348863 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.0518917 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.252757 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.420501 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.541563 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.254022 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.328372 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.557858 # DEPENDENCYPART_GRANDPAR
(5,21),(21,1),-0.445923 # DEPENDENCYPART_GRANDPAR
(5,21),(21,2),-0.511265 # DEPENDENCYPART_GRANDPAR
(5,21),(21,3),-0.399544 # DEPENDENCYPART_GRANDPAR
(5,21),(21,4),-0.515195 # DEPENDENCYPART_GRANDPAR
(5,21),(21,5),-0.527051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,21),(21,6),-0.139667 # DEPENDENCYPART_GRANDPAR
(5,21),(21,8),-0.351337 # DEPENDENCYPART_GRANDPAR
(5,21),(21,9),-0.137687 # DEPENDENCYPART_GRANDPAR
(5,21),(21,10),-0.307338 # DEPENDENCYPART_GRANDPAR
(5,21),(21,11),-0.403608 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),-0.444039 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),-0.34107 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),-0.0555177 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),-0.350798 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),-0.312146 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.338432 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.383161 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.562701 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.293301 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.219098 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.559191 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.249034 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0530955 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.260703 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.35002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,21),-0.848112 # DEPENDENCYPART_GRANDPAR
(6,2),(2,23),-1.41315 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.243269 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0712546 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.23103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,10),-0.314521 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-0.729116 # DEPENDENCYPART_GRANDPAR
(6,3),(3,23),-1.30602 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.241789 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.125515 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0619212 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0525028 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.445634 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.4293 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),0.131139 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.361196 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.68438 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.0217 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.219374 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.886633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.225061 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.166838 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.0574866 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.0706172 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-1.01215 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.467741 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.334711 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.486512 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.10678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.102383 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.534685 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.30266 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.378279 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.403307 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.1027 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.364971 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.370398 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.391302 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.919947 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.848162 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-1.19416 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.097555 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.00375443 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0152483 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.367422 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.479052 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.391387 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.346023 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.434997 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.843117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,8),-0.119691 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0972359 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0764419 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0187029 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.483871 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.000897644 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.027105 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.334972 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.972182 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.39139 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.11865 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.0737157 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.000589938 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.136951 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),0.000624036 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.0494471 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.0347846 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.0232013 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),0.0982466 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.218622 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.906288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.0230652 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.274051 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.181171 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.0222084 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.0928197 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.064509 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.125709 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.10396 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.0661119 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.201243 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.362372 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.0511687 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),0.0700204 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.371909 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.263671 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-1.00235 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.412219 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.27919 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.440944 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-1.00341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,8),-0.379685 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.294641 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.159346 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.229099 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.261784 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.314019 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.231178 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.570942 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.268395 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.768405 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.695083 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-1.12974 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.282857 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.0532539 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.153773 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),0.412688 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.0748795 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.113581 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.349634 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.106277 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-0.479052 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.391387 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),0.0721625 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),0.132758 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.0290339 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),0.471145 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),0.0260805 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.0335548 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.229648 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.247584 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),-0.108669 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.102179 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.100113 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.415398 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.125104 # DEPENDENCYPART_GRANDPAR
(6,21),(21,1),-0.0513958 # DEPENDENCYPART_GRANDPAR
(6,21),(21,2),-0.0383522 # DEPENDENCYPART_GRANDPAR
(6,21),(21,3),-0.0265696 # DEPENDENCYPART_GRANDPAR
(6,21),(21,4),0.0946791 # DEPENDENCYPART_GRANDPAR
(6,21),(21,5),-0.22057 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.901855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,8),-0.270151 # DEPENDENCYPART_GRANDPAR
(6,21),(21,9),-0.175812 # DEPENDENCYPART_GRANDPAR
(6,21),(21,10),-0.007751 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),-0.0783623 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),0.0697997 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),-0.111252 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),0.415653 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.121643 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.0744752 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.336016 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.371281 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.101023 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.0259317 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.271465 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-1.00632 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),0.0217924 # DEPENDENCYPART_GRANDPAR
(6,22),(22,6),-0.915855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,22),(22,8),-0.267779 # DEPENDENCYPART_GRANDPAR
(6,22),(22,9),-0.186229 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),-0.0986778 # DEPENDENCYPART_GRANDPAR
(6,22),(22,13),-0.131567 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),0.401653 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.119272 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),-0.0847362 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.366065 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.121339 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.415297 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-1.05993 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0721038 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.28137 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.175037 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.226856 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.468726 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.319746 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.29235 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.505649 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.502119 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.0626895 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.210731 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.136673 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.12696 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.228753 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.817096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.527238 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.410935 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.482087 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.533484 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.533658 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.346233 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.536655 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.583288 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.701118 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.752079 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.583653 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.556002 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-0.572555 # DEPENDENCYPART_GRANDPAR
(7,6),(6,23),-0.884645 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.634053 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.550286 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.594584 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.620259 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.451781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.159285 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.104128 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.155408 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.156161 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.0440292 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.255384 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.221215 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.374087 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.253798 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.278217 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.504312 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.440174 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.664 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.512378 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.580233 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.581747 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.574725 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),-0.0491658 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.0630024 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0330453 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.145265 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.0434622 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.181187 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.367852 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.16679 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.594415 # DEPENDENCYPART_GRANDPAR
(7,19),(19,2),-0.664 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),-0.512378 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),0.032954 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.261356 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.0189752 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),0.109149 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.0579028 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.11855 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.160625 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.308772 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.114578 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.25504 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.326121 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.36733 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-0.611595 # DEPENDENCYPART_GRANDPAR
(9,2),(2,23),-1.02704 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.114572 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.166716 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.205499 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.150067 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.29106 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.720664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,14),-0.48476 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.444474 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-0.609377 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.13666 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.17225 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.236032 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.231957 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.100396 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.140516 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.29229 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.09275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.76768 # DEPENDENCYPART_GRANDPAR
