# _root_ A bíróságot nem annyira ez utóbbi zavarta , mint inkább a képrongálás , amelynek divatja úgy tűnik feltartóztathatatlan .
#goldHeads=2,7,7,7,6,7,0,7,7,5,12,5,5,18,18,17,18,5,7,
#predictedHeads=2,7,7,7,6,7,0,7,7,17,12,15,7,17,17,17,7,17,7,
(6,5),(5,17),0.123206 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.47546 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.524918 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.567746 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.530398 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.497987 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.372057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.13789 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0697 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0923767 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.154183 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.141873 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.216352 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.0771987 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.456162 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.635751 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.61817 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.521919 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.558225 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.430574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),-0.188261 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),-0.184242 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),0.0722441 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.000530059 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.305711 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.1694 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.186272 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),0.441013 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.229366 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.0213146 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.526295 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.402374 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.319178 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.198534 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.2035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,10),-0.257941 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.140241 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.347828 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.03977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.38317 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.139961 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.247363 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.184328 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.98902 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.0136462 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.349658 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.337777 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.03579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.380627 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.240935 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.159268 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.110917 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.180346 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.986554 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.0893692 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0538774 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.23725 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.229432 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.531046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.0450015 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),0.149328 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),0.15788 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.0103701 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),0.176357 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.0452059 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),0.119409 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),0.122063 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),0.32727 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.286085 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.789534 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.328895 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.0953184 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0706855 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.231077 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.541002 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.561019 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.257942 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.347752 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-1.16584 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.484638 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.41179 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.152109 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.0768666 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.100969 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.828944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.353887 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0358264 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.176516 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.0590544 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.0468879 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.268902 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.540823 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.887009 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.216924 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.181652 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),0.0848392 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),0.166765 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.738298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.162273 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.124879 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.00127148 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.052683 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.128494 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),0.100922 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.745113 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.251356 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.398189 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.140552 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.0768803 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),-0.0536128 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.188582 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.127108 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.166577 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.11605 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.0749531 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.180155 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.0744424 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.157879 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.252894 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.178421 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.297001 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.0768803 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.188997 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.127524 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.166213 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.0447452 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.168635 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.0277545 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.0807184 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.243535 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.741105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,9),0.124768 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.0765662 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.0518201 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.053294 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.385028 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.788539 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.105191 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.187731 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),0.20351 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),0.2481 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),0.278477 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.741229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),-0.170388 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),0.164958 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.151674 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.236282 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.0440768 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.0509709 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.0230969 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.0879869 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),0.0381998 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.356743 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.727881 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.372833 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.0528794 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),0.0393903 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.756289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),-0.154813 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),0.102282 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),0.139149 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.1814 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.0813008 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.0665455 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.0876367 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),0.0485345 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),0.0574329 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.0979765 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.806906 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.182646 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.0492222 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.250392 # DEPENDENCYPART_GRANDPAR
(9,2),(2,10),-0.376789 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0484243 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.0957173 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.174755 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.369039 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.858871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,12),-0.60389 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.554741 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.972976 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.0608676 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.0631449 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.140916 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.194923 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.367697 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.600999 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.387709 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.698116 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.553569 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.972842 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.12036 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.0292548 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.057452 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.201909 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.304432 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.372787 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.862569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.400517 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.621963 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.37777 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.82069 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.719319 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.676909 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.499639 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.664729 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-1.03642 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.18628 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.0961318 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.0524698 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0273911 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.118724 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.360255 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-0.376789 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.558452 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.984201 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.246914 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.195467 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.0629807 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.055716 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.012133 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.193171 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.43857 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.20594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.659204 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-1.02493 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.998679 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.700527 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-1.04389 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-1.09586 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.899399 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.873613 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.940774 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-1.22292 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.730128 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.371864 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.425306 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.732034 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.838425 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.815037 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.347078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),0.072629 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.11107 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.0249027 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.0334246 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.577349 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.401007 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.458836 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.424961 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.832045 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.414957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.0332461 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.392306 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.0939705 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.319641 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.0687337 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.226975 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.0455333 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.246607 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.424961 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.414957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.0332461 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.392357 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0124934 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.0669801 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.388892 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.227042 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.245278 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-1.12869 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.727558 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.714792 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.657838 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-1.13061 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-1.16075 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-1.12911 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.427949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),-0.00709246 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.490881 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.122196 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.00358841 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.456732 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.217133 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.327879 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.305737 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.633344 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.768008 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.453356 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.402573 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.832641 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.812068 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.39513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.113132 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.336638 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.0100098 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.0521119 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.369698 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.0871564 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.16927 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.0448748 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.640714 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.276258 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.188637 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.175065 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.927262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,2),-0.359364 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.247671 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.170365 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.436596 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.253722 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.383763 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.508452 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-0.825393 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.304421 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.240248 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.266094 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.178057 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.423855 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.379502 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.432765 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.447451 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.506665 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.824588 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.279602 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.310359 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.267202 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.294239 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.267943 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.338156 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.927262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,17),-0.506587 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.83216 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.215183 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.252062 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.1796 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.22501 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.239605 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.253888 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.503327 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.260058 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.957729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.408434 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.454964 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.492167 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.361383 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.522976 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.458243 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.562455 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.551442 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.840751 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.254065 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.241186 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.271457 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.313389 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.262455 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.322809 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.465726 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.93258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.427705 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.435011 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.495667 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.545893 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.548589 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.823733 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.54904 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.571022 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.650366 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.77348 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.633135 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.552683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.0242857 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.111322 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0318169 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.136539 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.175559 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.164143 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.209854 # DEPENDENCYPART_GRANDPAR
