# _root_ Koszovó székhelyének , Pristinának egyik kerületében összegyűjtik az embereket , majd vonatokon és autóbuszokon elindítják őket Macedónia felé .
#goldHeads=2,4,4,7,6,7,11,9,7,11,0,15,15,15,11,15,18,15,11,
#predictedHeads=2,7,7,7,6,7,11,9,7,11,0,15,15,15,11,15,18,15,11,
(5,12),(12,11),-0.21055 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.158986 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.478453 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.367448 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.746608 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.808889 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.81927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,7),-0.807473 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.297256 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.531499 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.564358 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.396907 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.410363 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.575906 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.51957 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.5489 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.42447 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.89036 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.810159 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.781717 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.813083 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.834461 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.200382 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.409028 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.369639 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.21055 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.287899 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.0751158 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.454605 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.367448 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.832426 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.803281 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.891973 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.856026 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.638878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),-0.384954 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.718983 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.225409 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.43438 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.481984 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.233088 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.313256 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.111424 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.406029 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.213016 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.401755 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.282283 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.801369 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.287916 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.0751172 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.380688 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.262062 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-1.06902 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0750077 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.62765 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.0994502 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.38855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.943607 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.857261 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.209369 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0560443 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.627463 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.38854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.943603 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.532835 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.728372 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.589573 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.857256 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.209369 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-1.18632 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0324909 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.104188 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.38854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.943603 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.566701 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.467202 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.399487 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.435198 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.728372 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.857256 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.975053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.492728 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.153213 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.146226 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.205213 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),0.0140019 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.188156 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.0217096 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.277498 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.367342 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.61104 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.22511 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.539612 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.792306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),-0.113634 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0900489 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.169798 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.0806288 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.16539 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.0449173 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.320764 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.199444 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.630395 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-1.60488 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.352473 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-1.16351 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.494758 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.948289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),-0.541348 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),-0.131375 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.126444 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.194697 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.149883 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.0407653 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.198012 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.00505382 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.0574908 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.278587 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.202111 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.478339 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.572334 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-1.54751 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.284944 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-1.10614 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.863799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,9),-0.0419599 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.092867 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.154157 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.125255 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.145692 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),0.0895435 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.256185 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.525345 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0457686 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.0567624 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.196796 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.32215 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.261014 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.56379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,19),-1.2277 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.0772136 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0741647 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.198007 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.262225 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.56261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,11),-0.713481 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.874283 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.505212 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-1.22652 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0772136 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.0379985 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.123108 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.318434 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.262225 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.56261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.405545 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.537766 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.587135 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.705351 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.874283 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-1.22652 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0631197 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.0063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),0.0892137 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.115016 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.30907 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.0923763 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.165119 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.210592 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.317973 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.182143 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.90422 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.0727298 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0335147 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.123435 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.20905 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.42576 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.405545 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.874283 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.505212 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.40698 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.211224 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.342763 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.212065 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.086535 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.274986 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.0218471 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.063602 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.096369 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.372 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.165008 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.639567 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.584791 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.561197 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.342227 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.203555 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.278009 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.19031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.109807 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.00868025 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.249664 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.248866 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.309133 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.367082 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.775297 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.340747 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.325598 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.939734 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.702935 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.211224 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.05864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.214742 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.198647 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0350275 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.204208 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.0593303 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.0938048 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.162445 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.59745 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.570145 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.212278 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.17653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.142231 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.0736473 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.189719 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.404589 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.107137 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.300941 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.773288 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.274606 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.327419 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.954535 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.702935 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.649544 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.576903 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.40698 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),0.214742 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.198647 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0350275 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.204208 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.0178526 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0789721 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.071437 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.162445 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.259981 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.205184 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.335763 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),0.0373804 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),0.120546 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),0.101598 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-1.11388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.135154 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.109986 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.180525 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.255011 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.0700474 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.195594 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.188264 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.121306 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.116011 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.0875842 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.815723 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-1.14 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,15),-0.451671 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.111345 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.762165 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.0168461 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.0799578 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.10137 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),0.0446101 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.505797 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.452382 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-0.459113 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.209817 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.1456 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),0.188725 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),-0.0806164 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.211079 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),0.00792899 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.0471191 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.110287 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.0814117 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.801083 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.458865 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.835439 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.222847 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.197352 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.224525 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.0967099 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.24195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.570066 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.569692 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.637372 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.408297 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.828162 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.372933 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.154467 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.82846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.249089 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.135361 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.156203 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.105367 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.223883 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),0.0425772 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.234564 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.581945 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.453728 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.830302 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.222847 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.57149 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.167033 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.24195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,15),-0.408297 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.509206 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.866863 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.24098 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.563752 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.982169 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.606572 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.751863 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.540112 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.422947 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.740195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.145558 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.139815 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.173871 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.207495 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.1518 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.217167 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.175558 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.442634 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.936728 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.633025 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.519874 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.494747 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.644054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.169181 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0616692 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0857076 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.161271 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.122497 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.24996 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.569192 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.611791 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.560518 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.427592 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.651061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.0833176 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0894024 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0212032 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.189054 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.144926 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.198727 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.190904 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.472463 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.936728 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.31154 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.595742 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.05273 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.494747 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.644054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.169181 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0616692 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0282035 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0668972 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.17645 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.122497 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.875876 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.24998 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.603551 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.991172 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.588214 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.760866 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.535092 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.434933 # DEPENDENCYPART_GRANDPAR
