# _root_ Krőzsel pénzügyi okokkal magyarázta , hogy az ORFK vezetése csökkentette a MESZ létszámát , pedig elégedett volt az eddigi tevékenységével .
#goldHeads=4,3,4,0,4,4,8,9,10,4,12,13,10,4,4,17,4,20,20,17,4,
#predictedHeads=4,3,4,0,4,4,8,9,10,4,12,13,10,10,17,17,4,20,20,17,4,
(2,10),(10,12),-0.437091 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.314344 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.204482 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),0.0388111 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.332354 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.0781938 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.473475 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.355487 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.308421 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.600239 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.211426 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.08766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.792655 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.452962 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.389678 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.618865 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.547693 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.399992 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.565367 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-1.03314 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-0.93083 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.233735 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.429128 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.533089 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-0.917689 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.296232 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.285943 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.645996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),-0.390426 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.180456 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.0306127 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.214739 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.178114 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.197718 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.350749 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.193718 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.333781 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.110151 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.200103 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.598579 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.257817 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.349209 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.703182 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.534136 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.551915 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-0.309606 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.287691 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.658157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),-0.394994 # DEPENDENCYPART_GRANDPAR
(3,17),(17,5),-0.181367 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),-0.0335708 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),-0.225033 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),-0.190275 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.209879 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.150006 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.38036 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.256559 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.403933 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.128397 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.0336306 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.374226 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.360741 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.681663 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.547677 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.551183 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.404965 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.36202 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.14171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.507372 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.273145 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.540611 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.335773 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.243699 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.635691 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-0.779242 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-1.32636 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.145671 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.403499 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.235487 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-1.23322 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.313138 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.403325 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.507372 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.335773 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.635691 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-1.32636 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.292329 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.170886 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.232423 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.900206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.419935 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.300993 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.303363 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.405302 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.403464 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.306104 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.132329 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.131645 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.662369 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.708516 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.5505 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-1.10692 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.63344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),0.231766 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.057106 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),0.075077 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.303636 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.24373 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.637658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.00750142 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.227548 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.0599104 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.0574019 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0246696 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.0847893 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),0.209464 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.109447 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.135665 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.159607 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),0.140656 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),0.176597 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),0.200591 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.686526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.144682 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.156902 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.133001 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.0155667 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.00880379 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.122439 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.0672483 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),0.0299914 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),0.129306 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),0.135529 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.3651 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.174573 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.280674 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.458862 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.214732 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.914035 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.0649539 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.259447 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.05683 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.182331 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.0860421 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.158355 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.303635 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.636943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),-0.00563184 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.228263 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.059136 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.0630947 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.0834564 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.168904 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.184637 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.0202575 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.2128 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),0.109633 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.250309 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.135436 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.164783 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.239291 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.127707 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.179385 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.763463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),-0.188874 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.061785 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.105996 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.0868276 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),0.0423868 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.248321 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.190533 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.099081 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.0748 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.538566 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.518676 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.628622 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.364241 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-1.04286 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.6943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,6),0.149164 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.0618359 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),0.111548 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.198083 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.146903 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.0553979 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),0.168294 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.164013 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.450981 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.329174 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.979606 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),0.08487 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),0.142293 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),0.144805 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.687709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),-0.159982 # DEPENDENCYPART_GRANDPAR
(4,17),(17,6),0.158763 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.141176 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.0336542 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.00928371 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),0.118188 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.273773 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.111161 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.0266609 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),0.103692 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),0.351206 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.339007 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.248347 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.378552 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.171263 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.86954 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),0.161118 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.393194 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.283224 # DEPENDENCYPART_GRANDPAR
(4,20),(20,7),-0.0592305 # DEPENDENCYPART_GRANDPAR
(4,20),(20,8),0.062733 # DEPENDENCYPART_GRANDPAR
(4,20),(20,11),-0.184731 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),-0.0206192 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),0.0708862 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),0.257948 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),0.237418 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.252278 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.146854 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.256024 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.363489 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.894536 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.127306 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.188153 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.299969 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.400885 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.716353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,8),-0.729849 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.41662 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.460574 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.574656 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),-0.748708 # DEPENDENCYPART_GRANDPAR
(6,1),(1,21),-1.06317 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.126675 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.33903 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.406628 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-1.05304 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.0434795 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0139065 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.400884 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.41662 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.574656 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-1.06317 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0512895 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.00520631 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0923486 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.338065 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.08446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.712762 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.04635 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.869945 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.745853 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.0253 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.43659 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-1.15443 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.769134 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.867188 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.744043 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.904821 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.946243 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-1.06521 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-1.31333 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.866964 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.335855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.236113 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.0699508 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.813812 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.854785 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.866964 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.841612 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.335856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.234701 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0677878 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.355722 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0666612 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.000430008 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.0728036 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),0.103242 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),0.0219147 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.13033 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.734961 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.17129 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.1962 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.15017 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.281092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.151269 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0391441 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.138968 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.281616 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.360041 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0767244 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.0858678 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.0803772 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.0120194 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),0.0903495 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.585282 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.214162 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),0.0108859 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.674346 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),-0.234641 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.577745 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0677854 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),0.0207904 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.813811 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.866964 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.841612 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.335855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.234641 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.0647984 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.11251 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.150375 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.577745 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.453317 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.002373 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.0724634 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.0160421 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),0.103609 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),0.0207854 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.79793 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.508875 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.838904 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.945141 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.862889 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.294409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),-0.0355953 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.140864 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.264537 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.430093 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.424953 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.142501 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.0982244 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.0663785 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),0.013832 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.265043 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.0261511 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.690244 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.856973 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.243666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,8),0.0126949 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.235289 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.397563 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.377193 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0947049 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.0514037 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.0576202 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.233185 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.0591999 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.749961 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-1.14797 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.740545 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-1.18893 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-1.20742 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-1.16146 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.183534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),-0.0796436 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),0.0590184 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),0.23713 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.273594 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.445187 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.323309 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.0474967 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),0.175843 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.104768 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.0635192 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.623011 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.189056 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.0275223 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.695373 # DEPENDENCYPART_GRANDPAR
(6,20),(20,7),-0.234641 # DEPENDENCYPART_GRANDPAR
(6,20),(20,8),-0.0649319 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),-0.577745 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),-0.453451 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.170963 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),-0.0198461 # DEPENDENCYPART_GRANDPAR
