# _root_ Az új idők igényeihez igazodva ez a cég is szeretne a nagyok beszállítójává válni , hiszen a multiknak és a bankoknak is kellenek a jól zárható , biztonságos iratszekrények .
#goldHeads=3,3,4,5,10,8,8,10,10,16,12,13,14,10,16,0,18,23,23,21,23,23,16,29,26,29,29,29,23,16,
#predictedHeads=3,3,4,5,10,8,8,10,10,16,12,13,14,10,16,0,18,23,23,21,23,23,16,29,26,29,29,29,23,16,
(5,14),(5,21),0.0194294 # DEPENDENCYPART_SIBL
(5,14),(5,22),-6.41349e-05 # DEPENDENCYPART_SIBL
(5,14),(5,23),0.00338614 # DEPENDENCYPART_SIBL
(5,14),(5,27),0.093657 # DEPENDENCYPART_SIBL
(5,14),(5,29),0.0194294 # DEPENDENCYPART_SIBL
(5,14),(5,30),0.0550728 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.082639 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.0245294 # DEPENDENCYPART_SIBL
(5,15),(5,21),0.00728509 # DEPENDENCYPART_SIBL
(5,15),(5,22),-0.0472231 # DEPENDENCYPART_SIBL
(5,15),(5,23),0.235681 # DEPENDENCYPART_SIBL
(5,15),(5,27),-0.0481904 # DEPENDENCYPART_SIBL
(5,15),(5,29),0.00728509 # DEPENDENCYPART_SIBL
(5,15),(5,30),0.0552535 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.0192356 # DEPENDENCYPART_SIBL
(5,16),(5,21),-0.0113719 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.0225918 # DEPENDENCYPART_SIBL
(5,16),(5,23),0.0310087 # DEPENDENCYPART_SIBL
(5,16),(5,27),-0.0133481 # DEPENDENCYPART_SIBL
(5,16),(5,29),-0.0113719 # DEPENDENCYPART_SIBL
(5,16),(5,30),0.00822876 # DEPENDENCYPART_SIBL
(5,19),(5,21),-0.0106891 # DEPENDENCYPART_SIBL
(5,19),(5,22),-0.0629821 # DEPENDENCYPART_SIBL
(5,19),(5,23),0.0199999 # DEPENDENCYPART_SIBL
(5,19),(5,27),-0.0309552 # DEPENDENCYPART_SIBL
(5,19),(5,29),-0.0106891 # DEPENDENCYPART_SIBL
(5,19),(5,30),0.0360302 # DEPENDENCYPART_SIBL
(5,21),(5,22),0.01948 # DEPENDENCYPART_SIBL
(5,21),(5,23),0.0299182 # DEPENDENCYPART_SIBL
(5,21),(5,27),0.0550928 # DEPENDENCYPART_SIBL
(5,21),(5,29),0.00543156 # DEPENDENCYPART_SIBL
(5,21),(5,30),0.0195061 # DEPENDENCYPART_SIBL
(5,22),(5,23),0.0188354 # DEPENDENCYPART_SIBL
(5,22),(5,27),0.00399213 # DEPENDENCYPART_SIBL
(5,22),(5,29),-0.0256854 # DEPENDENCYPART_SIBL
(5,22),(5,30),-0.0397026 # DEPENDENCYPART_SIBL
(5,23),(5,27),0.0871311 # DEPENDENCYPART_SIBL
(5,23),(5,29),0.0193497 # DEPENDENCYPART_SIBL
(5,23),(5,30),0.0442723 # DEPENDENCYPART_SIBL
(5,27),(5,29),0.00728509 # DEPENDENCYPART_SIBL
(5,27),(5,30),0.0552535 # DEPENDENCYPART_SIBL
(5,29),(5,30),0.0195061 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0959485 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0961962 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.100205 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.00121805 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0399676 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0176503 # DEPENDENCYPART_SIBL
(6,2),(6,12),-2.87064e-05 # DEPENDENCYPART_SIBL
(6,2),(6,13),-2.87064e-05 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0176472 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0091975 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0263296 # DEPENDENCYPART_SIBL
(6,2),(6,18),-2.87064e-05 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0431085 # DEPENDENCYPART_SIBL
(6,2),(6,21),-2.87064e-05 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.0399676 # DEPENDENCYPART_SIBL
(6,2),(6,23),-0.0176508 # DEPENDENCYPART_SIBL
(6,2),(6,25),-0.031742 # DEPENDENCYPART_SIBL
(6,2),(6,26),-0.00426769 # DEPENDENCYPART_SIBL
(6,2),(6,27),-0.0091975 # DEPENDENCYPART_SIBL
(6,2),(6,28),-0.00426769 # DEPENDENCYPART_SIBL
(6,2),(6,29),-2.87064e-05 # DEPENDENCYPART_SIBL
(6,2),(6,30),0.0432636 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0860932 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.174561 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00160456 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.044368 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.00270265 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.00700631 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.00700669 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.000852513 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0173624 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.040228 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.00700669 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0272419 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.00700669 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.044368 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.00037046 # DEPENDENCYPART_SIBL
(6,3),(6,25),-0.0191205 # DEPENDENCYPART_SIBL
(6,3),(6,26),0.0313352 # DEPENDENCYPART_SIBL
(6,3),(6,27),0.0173624 # DEPENDENCYPART_SIBL
(6,3),(6,28),0.0317501 # DEPENDENCYPART_SIBL
(6,3),(6,29),0.00700664 # DEPENDENCYPART_SIBL
(6,3),(6,30),0.0701441 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.17552 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.000812517 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.044368 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.00277447 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.00779835 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.00779874 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.000780684 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0186309 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.040228 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.00779874 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0272419 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.00779874 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.044368 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.000298631 # DEPENDENCYPART_SIBL
(6,4),(6,25),-0.0191204 # DEPENDENCYPART_SIBL
(6,4),(6,26),0.0313379 # DEPENDENCYPART_SIBL
(6,4),(6,27),0.0186309 # DEPENDENCYPART_SIBL
(6,4),(6,28),0.0317528 # DEPENDENCYPART_SIBL
(6,4),(6,29),0.00779868 # DEPENDENCYPART_SIBL
(6,4),(6,30),0.070699 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0524488 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0281227 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0384658 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0498564 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0498564 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.025425 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0418455 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0157075 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0498564 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.00809425 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0498564 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0281227 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0261317 # DEPENDENCYPART_SIBL
(6,5),(6,25),0.00190125 # DEPENDENCYPART_SIBL
(6,5),(6,26),0.0502661 # DEPENDENCYPART_SIBL
(6,5),(6,27),0.0418455 # DEPENDENCYPART_SIBL
(6,5),(6,28),0.0502661 # DEPENDENCYPART_SIBL
(6,5),(6,29),0.0498564 # DEPENDENCYPART_SIBL
(6,5),(6,30),0.175487 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0591695 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0117912 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0150651 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.015065 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0113226 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0304083 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0234193 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.015065 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.00767223 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.015065 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.0591695 # DEPENDENCYPART_SIBL
(6,8),(6,23),0.011209 # DEPENDENCYPART_SIBL
(6,8),(6,25),0.028265 # DEPENDENCYPART_SIBL
(6,8),(6,26),0.0903559 # DEPENDENCYPART_SIBL
(6,8),(6,27),0.0304083 # DEPENDENCYPART_SIBL
(6,8),(6,28),0.0903559 # DEPENDENCYPART_SIBL
(6,8),(6,29),-0.0150654 # DEPENDENCYPART_SIBL
(6,8),(6,30),0.0908307 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0678068 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.018996 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.018996 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0673911 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0224751 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0108182 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.018996 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.00479057 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.018996 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.0168418 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.0693858 # DEPENDENCYPART_SIBL
(6,9),(6,25),0.01005 # DEPENDENCYPART_SIBL
(6,9),(6,26),0.0896132 # DEPENDENCYPART_SIBL
(6,9),(6,27),0.0224751 # DEPENDENCYPART_SIBL
(6,9),(6,28),0.0896132 # DEPENDENCYPART_SIBL
(6,9),(6,29),-0.018996 # DEPENDENCYPART_SIBL
(6,9),(6,30),-0.0497108 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0173389 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0173389 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0187211 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0417295 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0136436 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0173389 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0707415 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0173389 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.00772811 # DEPENDENCYPART_SIBL
(6,10),(6,23),0.0187211 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.00456891 # DEPENDENCYPART_SIBL
(6,10),(6,26),-0.00373598 # DEPENDENCYPART_SIBL
(6,10),(6,27),0.0417295 # DEPENDENCYPART_SIBL
(6,10),(6,28),-0.00373598 # DEPENDENCYPART_SIBL
(6,10),(6,29),-0.0173389 # DEPENDENCYPART_SIBL
(6,10),(6,30),0.0190931 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.00860841 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.017729 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0290872 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0185884 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.00860841 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.0136575 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.00860841 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.064246 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.0176155 # DEPENDENCYPART_SIBL
(6,12),(6,25),0.032078 # DEPENDENCYPART_SIBL
(6,12),(6,26),0.0941197 # DEPENDENCYPART_SIBL
(6,12),(6,27),0.0290872 # DEPENDENCYPART_SIBL
(6,12),(6,28),0.0941197 # DEPENDENCYPART_SIBL
(6,12),(6,29),-0.00860875 # DEPENDENCYPART_SIBL
(6,12),(6,30),0.0936708 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0177291 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0290872 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0185884 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.00860841 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.0136575 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.00860841 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.064246 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.0176156 # DEPENDENCYPART_SIBL
(6,13),(6,25),0.032078 # DEPENDENCYPART_SIBL
(6,13),(6,26),0.0941197 # DEPENDENCYPART_SIBL
(6,13),(6,27),0.0290872 # DEPENDENCYPART_SIBL
(6,13),(6,28),0.0941197 # DEPENDENCYPART_SIBL
(6,13),(6,29),-0.00860875 # DEPENDENCYPART_SIBL
(6,13),(6,30),0.093672 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0335284 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0112958 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0170169 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.0683937 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0170169 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.00538029 # DEPENDENCYPART_SIBL
(6,14),(6,23),0.0140118 # DEPENDENCYPART_SIBL
(6,14),(6,25),-0.0041809 # DEPENDENCYPART_SIBL
(6,14),(6,26),-0.00349072 # DEPENDENCYPART_SIBL
(6,14),(6,27),0.0335284 # DEPENDENCYPART_SIBL
(6,14),(6,28),-0.00349072 # DEPENDENCYPART_SIBL
(6,14),(6,29),-0.0170169 # DEPENDENCYPART_SIBL
(6,14),(6,30),0.00947004 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0259674 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.044114 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.101447 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.044114 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.0528112 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.0955227 # DEPENDENCYPART_SIBL
(6,15),(6,25),-0.00669168 # DEPENDENCYPART_SIBL
(6,15),(6,26),-0.00837377 # DEPENDENCYPART_SIBL
(6,15),(6,27),-0.0568461 # DEPENDENCYPART_SIBL
(6,15),(6,28),-0.00837377 # DEPENDENCYPART_SIBL
(6,15),(6,29),-0.044114 # DEPENDENCYPART_SIBL
(6,15),(6,30),0.0434108 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0325038 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0217139 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.0325038 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.0113261 # DEPENDENCYPART_SIBL
(6,16),(6,23),0.0579158 # DEPENDENCYPART_SIBL
(6,16),(6,25),-0.0136029 # DEPENDENCYPART_SIBL
(6,16),(6,26),0.0198204 # DEPENDENCYPART_SIBL
(6,16),(6,27),-0.0169141 # DEPENDENCYPART_SIBL
(6,16),(6,28),0.0198204 # DEPENDENCYPART_SIBL
(6,16),(6,29),-0.0325038 # DEPENDENCYPART_SIBL
(6,16),(6,30),-0.031884 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.0136575 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.00860841 # DEPENDENCYPART_SIBL
(6,18),(6,22),0.064246 # DEPENDENCYPART_SIBL
(6,18),(6,23),0.0176156 # DEPENDENCYPART_SIBL
(6,18),(6,25),0.032078 # DEPENDENCYPART_SIBL
(6,18),(6,26),0.0941197 # DEPENDENCYPART_SIBL
(6,18),(6,27),0.0290872 # DEPENDENCYPART_SIBL
(6,18),(6,28),0.0941197 # DEPENDENCYPART_SIBL
(6,18),(6,29),-0.00860875 # DEPENDENCYPART_SIBL
(6,18),(6,30),0.093672 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.0259856 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.0400044 # DEPENDENCYPART_SIBL
(6,19),(6,23),0.0954341 # DEPENDENCYPART_SIBL
(6,19),(6,25),-0.0151453 # DEPENDENCYPART_SIBL
(6,19),(6,26),0.00228194 # DEPENDENCYPART_SIBL
(6,19),(6,27),-0.0308814 # DEPENDENCYPART_SIBL
(6,19),(6,28),0.00228194 # DEPENDENCYPART_SIBL
(6,19),(6,29),-0.0259856 # DEPENDENCYPART_SIBL
(6,19),(6,30),0.0161873 # DEPENDENCYPART_SIBL
(6,21),(6,22),0.064246 # DEPENDENCYPART_SIBL
(6,21),(6,23),0.0176156 # DEPENDENCYPART_SIBL
(6,21),(6,25),0.032078 # DEPENDENCYPART_SIBL
(6,21),(6,26),0.0941197 # DEPENDENCYPART_SIBL
(6,21),(6,27),0.0290872 # DEPENDENCYPART_SIBL
(6,21),(6,28),0.0941197 # DEPENDENCYPART_SIBL
(6,21),(6,29),-0.00860875 # DEPENDENCYPART_SIBL
(6,21),(6,30),0.093672 # DEPENDENCYPART_SIBL
(6,22),(6,23),0.0693858 # DEPENDENCYPART_SIBL
(6,22),(6,25),0.01005 # DEPENDENCYPART_SIBL
(6,22),(6,26),0.0896132 # DEPENDENCYPART_SIBL
(6,22),(6,27),0.0224751 # DEPENDENCYPART_SIBL
(6,22),(6,28),0.0896132 # DEPENDENCYPART_SIBL
(6,22),(6,29),-0.018996 # DEPENDENCYPART_SIBL
(6,22),(6,30),-0.0497108 # DEPENDENCYPART_SIBL
(6,23),(6,25),-0.00418841 # DEPENDENCYPART_SIBL
(6,23),(6,26),-0.00349072 # DEPENDENCYPART_SIBL
(6,23),(6,27),0.0271398 # DEPENDENCYPART_SIBL
(6,23),(6,28),-0.00349072 # DEPENDENCYPART_SIBL
(6,23),(6,29),-0.0170188 # DEPENDENCYPART_SIBL
(6,23),(6,30),-0.00123759 # DEPENDENCYPART_SIBL
(6,25),(6,26),0.0725774 # DEPENDENCYPART_SIBL
(6,25),(6,27),0.0216196 # DEPENDENCYPART_SIBL
(6,25),(6,28),0.073344 # DEPENDENCYPART_SIBL
(6,25),(6,29),0.0682852 # DEPENDENCYPART_SIBL
(6,25),(6,30),0.0186887 # DEPENDENCYPART_SIBL
(6,26),(6,27),0.00591356 # DEPENDENCYPART_SIBL
(6,26),(6,28),-0.0255775 # DEPENDENCYPART_SIBL
(6,26),(6,29),-0.0257737 # DEPENDENCYPART_SIBL
(6,26),(6,30),-0.000796364 # DEPENDENCYPART_SIBL
(6,27),(6,28),-0.00837377 # DEPENDENCYPART_SIBL
(6,27),(6,29),-0.044114 # DEPENDENCYPART_SIBL
(6,27),(6,30),0.0434108 # DEPENDENCYPART_SIBL
(6,28),(6,29),-0.0253905 # DEPENDENCYPART_SIBL
(6,28),(6,30),-3.29285e-05 # DEPENDENCYPART_SIBL
(6,29),(6,30),0.093672 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0647089 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0673978 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0312219 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0117623 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.518246 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0293084 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.14954 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0143093 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.348128 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.157553 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.00816415 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.341982 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0104554 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.420955 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.116027 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0860122 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.08626 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0338048 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0173018 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.192645 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0842869 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0453269 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0602467 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0602467 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0489287 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0980602 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0512306 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.0356674 # DEPENDENCYPART_SIBL
(9,2),(9,30),0.0778892 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.052465 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0911663 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0303496 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0488552 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0441979 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0264171 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.167993 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.167993 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0264619 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.105279 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0283206 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.0121968 # DEPENDENCYPART_SIBL
(9,3),(9,30),0.0783043 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0921254 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0303495 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0488551 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0453474 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0264889 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.168785 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.168785 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0265337 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.106547 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0283206 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.0122687 # DEPENDENCYPART_SIBL
(9,4),(9,30),0.0788592 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0356446 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0606434 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0919927 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0767316 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.14169 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.14169 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0672906 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.102843 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0513545 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0534129 # DEPENDENCYPART_SIBL
(9,5),(9,30),0.0773582 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.274454 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.206344 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.21453 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.213341 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.213341 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.21835 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.263053 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0930426 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.205096 # DEPENDENCYPART_SIBL
(9,6),(9,30),0.170352 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0344373 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0225013 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0344939 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0344946 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0189023 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0276708 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.00977073 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0321565 # DEPENDENCYPART_SIBL
(9,7),(9,30),-0.0858304 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0342042 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.168708 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.168708 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.034249 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.116292 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0323113 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0199839 # DEPENDENCYPART_SIBL
(9,8),(9,30),0.0856006 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0609408 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0609408 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.018248 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.138275 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00853685 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.0182466 # DEPENDENCYPART_SIBL
(9,10),(9,30),0.08326 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00370302 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0269811 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0447041 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0263111 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0268661 # DEPENDENCYPART_SIBL
(9,12),(9,30),0.0425323 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0269812 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0447041 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0263111 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.0268662 # DEPENDENCYPART_SIBL
(9,13),(9,30),0.0425335 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.107783 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0253886 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.00112537 # DEPENDENCYPART_SIBL
(9,14),(9,30),0.0584056 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0414301 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.339217 # DEPENDENCYPART_SIBL
(9,15),(9,30),0.0480349 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.00268359 # DEPENDENCYPART_SIBL
(9,16),(9,30),0.0130665 # DEPENDENCYPART_SIBL
(9,23),(9,30),0.0292957 # DEPENDENCYPART_SIBL
