# _root_ Fémlemezzel borított , falra és oszlopokra hasonlító elemek szolgálnak díszletül a Kár,_hogy_ká című John_Ford-dráma előadásához .
#goldHeads=2,8,8,7,7,7,8,9,0,9,14,13,14,15,9,9,
#predictedHeads=2,8,8,9,8,7,8,9,0,9,14,13,14,15,9,9,
(8,15),(15,12),-0.0364887 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.192595 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0506828 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.362731 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.0416871 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.35794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,14),-0.529109 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.376602 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-1.02977 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.073114 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.0728291 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.0192222 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.0325343 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.017524 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.347152 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.25764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.0729426 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.36055 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.208043 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.936626 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.0905466 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.0368468 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.127261 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.106763 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.473728 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.35794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,14),-0.529109 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-1.02977 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.120133 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.295254 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.128567 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0576098 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0175042 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.075443 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.347181 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.43579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.189406 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.496361 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.477013 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.324506 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-1.02126 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.0905466 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.0368468 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.127261 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.15307 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.153422 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.19534 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.473728 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.35794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.241502 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.548457 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.529109 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.376602 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-1.02977 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.071017 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.0673528 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.0375693 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.00849334 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0820913 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0452396 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.379898 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.0905244 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.0344619 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.127214 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.153048 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.153405 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.116302 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.181261 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.35794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.241502 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.548457 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.529109 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.376602 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.02977 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.543737 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.328632 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.355623 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.49695 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.394427 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.132259 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.855791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.249026 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.0648175 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0321426 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.084165 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.236673 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.598481 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0183445 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0436097 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.362211 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.160268 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.084165 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.236673 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.598481 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.354989 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.292465 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.262801 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.329212 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),0.0354813 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.919364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.224198 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.141309 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0827573 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.155586 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.522728 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.543737 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.328632 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.460204 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.355623 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.49695 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.394427 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.132259 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.855791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.362211 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.160268 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0552561 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0731685 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.236673 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.328632 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.460204 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.355623 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.49695 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.132259 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.362211 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.160268 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0552561 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.0731685 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.0746037 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.598481 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.500344 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.181749 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.442819 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.214105 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.272737 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.46332 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.111315 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.00497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,14),-0.478534 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.729782 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.742976 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.664578 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-1.04463 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.33446 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.504748 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.192719 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.744829 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.383283 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0692956 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.00593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,12),-0.633452 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.479493 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.730741 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.73008 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.636537 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.937653 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.166706 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.476707 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.213064 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.65463 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.374121 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.111164 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.0675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,12),-0.695029 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.541069 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.792318 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.756118 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.494051 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.879551 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.0990443 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.33422 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.103438 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.164138 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.632494 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.639718 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.945559 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.169909 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.479888 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.216235 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.309805 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.776176 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.111221 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.06751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.695029 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.54107 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.792318 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.756118 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.614219 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-1.02131 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.250898 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.454388 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.301641 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.284306 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.849418 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.474689 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.00595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.312619 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.633473 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.45287 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.479514 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.730762 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.72632 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.227205 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.0700383 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.469573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.0563835 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0640789 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.315327 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.360347 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.05235 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.892516 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.569962 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.722433 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.912799 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.52021 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.561618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.0809733 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.189142 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.0535988 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-1.11353 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.4004 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.540735 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.953697 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.58101 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.783615 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.22851 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.973982 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.534363 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.469573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.0563835 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0970971 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0553338 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.315327 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.540735 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.953697 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.58101 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.783615 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.973982 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.469573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.0563835 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.0970971 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0553338 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.056862 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.360347 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.651824 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.686638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),-0.181082 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.226173 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.243268 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.881746 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.820219 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.548913 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.774671 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.713032 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.571512 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.60428 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.617584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.0128112 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.174939 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-1.03307 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.335744 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.396207 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.421014 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.832585 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.823514 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.506463 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.451517 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.1924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.438849 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.708918 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.719428 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.755005 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.08057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.40037 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-1.09812 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.49582 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.709773 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.838659 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.764153 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.898004 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.29282 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.29817 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.910921 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.06733 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.88324 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.59447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.143573 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.242438 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.709773 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.838659 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.764153 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.898004 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.29817 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-1.06733 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.88324 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.59447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.143573 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.110987 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.359234 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.604045 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.51474 # DEPENDENCYPART_GRANDPAR
(13,1),(1,14),-0.61854 # DEPENDENCYPART_GRANDPAR
(13,1),(1,15),-0.750747 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-0.671062 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.143287 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.603145 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.307228 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.399204 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.336005 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.51474 # DEPENDENCYPART_GRANDPAR
(13,4),(4,14),-0.61854 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.671062 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.257589 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.745164 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.48188 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.497294 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.316064 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.405676 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.257698 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.4143 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.258449 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.0958832 # DEPENDENCYPART_GRANDPAR
(13,5),(5,14),-0.575832 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.708039 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.661482 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.143287 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.603145 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.307228 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.382992 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.194788 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.38946 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.336005 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.51474 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.341589 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.0127433 # DEPENDENCYPART_GRANDPAR
(13,6),(6,14),-0.61854 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.750747 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.671062 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.143292 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.605513 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.307249 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.382997 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.194788 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.359877 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.396885 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.514757 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.341615 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.0127174 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),-0.61854 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.750747 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.671062 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.156029 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.648337 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.342671 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.395735 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.267783 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.372614 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.437201 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.31678 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.434455 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.324714 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.0801232 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.893195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.579841 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.712048 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.663592 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.603145 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.307228 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.194788 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.359872 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.394517 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.306346 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.459295 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.284969 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0127433 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.937114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.61854 # DEPENDENCYPART_GRANDPAR
