# _root_ Az internacionális BEK-döntő első mérkőzésén a magyar bajnok 4:2-re győzött , s ha csak ezt tekintjük , a Marczibányi téri visszavágó nem ígér különösebb izgalmakat .
#goldHeads=3,3,5,5,10,8,8,10,10,12,12,0,23,16,16,23,23,21,20,21,23,23,12,25,23,12,
#predictedHeads=3,3,5,5,10,8,8,10,10,12,12,0,23,16,16,12,23,19,20,21,23,23,12,25,23,12,
(10,3),(10,5),-0.0309984 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0619144 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.00644614 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0309984 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0436365 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.00656389 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0530477 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0539279 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.00261707 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0623847 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0156883 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.00656389 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0207151 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.00616499 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.0364195 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0156883 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.00643007 # DEPENDENCYPART_SIBL
(10,3),(10,25),-0.0106722 # DEPENDENCYPART_SIBL
(10,3),(10,26),0.00693584 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.00333784 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0734596 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0577372 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.00333784 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0081136 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0172236 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0537604 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0485363 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.067413 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0114609 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0130307 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0172236 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0154474 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.00483775 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.0397629 # DEPENDENCYPART_SIBL
(10,4),(10,23),0.0130307 # DEPENDENCYPART_SIBL
(10,4),(10,24),-0.00492773 # DEPENDENCYPART_SIBL
(10,4),(10,25),0.0197196 # DEPENDENCYPART_SIBL
(10,4),(10,26),0.0232898 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0619144 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.00644614 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0309984 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0436365 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.00656389 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0530477 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0539279 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.00261707 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0623847 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0156883 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.00656389 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0207151 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.00616499 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.0364195 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.0156883 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.00643007 # DEPENDENCYPART_SIBL
(10,5),(10,25),-0.0106722 # DEPENDENCYPART_SIBL
(10,5),(10,26),0.00693584 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.00574158 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0174639 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0272907 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0378992 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0428166 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0452797 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00630062 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0468611 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0134258 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0378992 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0223062 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.00252988 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0304635 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0134258 # DEPENDENCYPART_SIBL
(10,6),(10,24),0.0024399 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.0245116 # DEPENDENCYPART_SIBL
(10,6),(10,26),-0.0634287 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.00150612 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0196084 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00160372 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.047812 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0277279 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0160976 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.00500054 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.00840894 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.00160372 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.00910973 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0330647 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.025611 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.00840894 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0331492 # DEPENDENCYPART_SIBL
(10,7),(10,25),0.00268122 # DEPENDENCYPART_SIBL
(10,7),(10,26),0.00152976 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0436365 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00656389 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0530477 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0539279 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00261707 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0623847 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0156883 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.00656389 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0207151 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.00616499 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0364195 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0156883 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.00643007 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.0106722 # DEPENDENCYPART_SIBL
(10,8),(10,26),0.00693584 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0278254 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0388728 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0397916 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0117522 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0302001 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0176676 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0278254 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0151472 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0203387 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.00693385 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0176676 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.0204287 # DEPENDENCYPART_SIBL
(10,9),(10,25),-0.0345828 # DEPENDENCYPART_SIBL
(10,9),(10,26),-0.0573249 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.263238 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.302176 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.12663 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00386728 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.19358 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0136908 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.123491 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.059389 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.131748 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.19358 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.0593815 # DEPENDENCYPART_SIBL
(10,11),(10,25),0.0757961 # DEPENDENCYPART_SIBL
(10,11),(10,26),0.0481106 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0271802 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.00779458 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0195659 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.00352148 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.055495 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0518054 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.0395451 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0107137 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.00352148 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.0395409 # DEPENDENCYPART_SIBL
(10,12),(10,25),0.0333754 # DEPENDENCYPART_SIBL
(10,12),(10,26),0.0101943 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.053812 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0581632 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0687664 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0255247 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0787178 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0833304 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.0268908 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.0687664 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.0833262 # DEPENDENCYPART_SIBL
(10,13),(10,25),0.0470608 # DEPENDENCYPART_SIBL
(10,13),(10,26),0.00868237 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.00257387 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0376943 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.015458 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0430407 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.0403084 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0206907 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.0376943 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.0403025 # DEPENDENCYPART_SIBL
(10,14),(10,25),0.0434937 # DEPENDENCYPART_SIBL
(10,14),(10,26),-0.00939422 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0505825 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.002501 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0761544 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0503939 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.0336307 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.0505825 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.0503905 # DEPENDENCYPART_SIBL
(10,15),(10,25),-0.0047162 # DEPENDENCYPART_SIBL
(10,15),(10,26),-0.0339608 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0599143 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0273021 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0065475 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.0280435 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.00550899 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.00654394 # DEPENDENCYPART_SIBL
(10,16),(10,25),-0.00448585 # DEPENDENCYPART_SIBL
(10,16),(10,26),0.0177576 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.123491 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.059389 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.131748 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.19358 # DEPENDENCYPART_SIBL
(10,17),(10,24),0.0593815 # DEPENDENCYPART_SIBL
(10,17),(10,25),0.0757961 # DEPENDENCYPART_SIBL
(10,17),(10,26),0.0481106 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0100089 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.00459117 # DEPENDENCYPART_SIBL
(10,18),(10,23),-0.0361083 # DEPENDENCYPART_SIBL
(10,18),(10,24),-0.0100132 # DEPENDENCYPART_SIBL
(10,18),(10,25),0.0110319 # DEPENDENCYPART_SIBL
(10,18),(10,26),-0.0285255 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.011166 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.029927 # DEPENDENCYPART_SIBL
(10,20),(10,24),-0.0347483 # DEPENDENCYPART_SIBL
(10,20),(10,25),-0.023636 # DEPENDENCYPART_SIBL
(10,20),(10,26),-0.0109684 # DEPENDENCYPART_SIBL
(10,22),(10,23),-0.0250563 # DEPENDENCYPART_SIBL
(10,22),(10,24),0.0787776 # DEPENDENCYPART_SIBL
(10,22),(10,25),0.0333179 # DEPENDENCYPART_SIBL
(10,22),(10,26),-0.00238591 # DEPENDENCYPART_SIBL
(10,23),(10,24),0.00654394 # DEPENDENCYPART_SIBL
(10,23),(10,25),-0.00448585 # DEPENDENCYPART_SIBL
(10,23),(10,26),0.0177576 # DEPENDENCYPART_SIBL
(10,24),(10,25),-0.0252421 # DEPENDENCYPART_SIBL
(10,24),(10,26),-0.0116545 # DEPENDENCYPART_SIBL
(10,25),(10,26),-7.48834e-05 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0358889 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0358889 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0254483 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0358889 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0472993 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.202509 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.00739525 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.012634 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.00578666 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0332711 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.00201243 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0128385 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.0437419 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.012841 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.0103008 # DEPENDENCYPART_SIBL
(12,2),(12,23),0.0332711 # DEPENDENCYPART_SIBL
(12,2),(12,24),0.0437474 # DEPENDENCYPART_SIBL
(12,2),(12,25),-0.0128369 # DEPENDENCYPART_SIBL
(12,2),(12,26),0.0531721 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0380489 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0103131 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0380489 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0542211 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.260648 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0519499 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.018395 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0238627 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0154861 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.00944403 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0958438 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.00423288 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0962771 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.034482 # DEPENDENCYPART_SIBL
(12,3),(12,23),0.0154861 # DEPENDENCYPART_SIBL
(12,3),(12,24),-0.00431361 # DEPENDENCYPART_SIBL
(12,3),(12,25),0.0962876 # DEPENDENCYPART_SIBL
(12,3),(12,26),0.0185967 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0103131 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0380489 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0542211 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.260648 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0519499 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.018395 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0238627 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0154861 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.00944403 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0958438 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.00423288 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.0962771 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.034482 # DEPENDENCYPART_SIBL
(12,5),(12,23),0.0154861 # DEPENDENCYPART_SIBL
(12,5),(12,24),-0.00431361 # DEPENDENCYPART_SIBL
(12,5),(12,25),0.0962876 # DEPENDENCYPART_SIBL
(12,5),(12,26),0.0185967 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0388246 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0424986 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.189604 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.00980273 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0182259 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0039987 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0278219 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.014236 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0174127 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0416423 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0174152 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0159337 # DEPENDENCYPART_SIBL
(12,7),(12,23),0.0278219 # DEPENDENCYPART_SIBL
(12,7),(12,24),0.0416478 # DEPENDENCYPART_SIBL
(12,7),(12,25),-0.0174111 # DEPENDENCYPART_SIBL
(12,7),(12,26),0.0484249 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0542211 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.260648 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0519499 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.018395 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0238627 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0154861 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.00944403 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0958438 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.00423288 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0962771 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.034482 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.0154861 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.00431361 # DEPENDENCYPART_SIBL
(12,8),(12,25),0.0962876 # DEPENDENCYPART_SIBL
(12,8),(12,26),0.0185967 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.334388 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0119951 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00142174 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.00832389 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.122176 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0233013 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0536866 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0186003 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0536886 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.00417088 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.122176 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.0185954 # DEPENDENCYPART_SIBL
(12,10),(12,25),-0.0536839 # DEPENDENCYPART_SIBL
(12,10),(12,26),0.158577 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00124831 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0166147 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.011075 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.203045 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0330044 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.00149647 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.000678974 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.00165358 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.00392347 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.203045 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.000670731 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.00167119 # DEPENDENCYPART_SIBL
(12,11),(12,26),0.295501 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00807396 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0374683 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0290566 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0136011 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0232003 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.00974091 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0232003 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0238463 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.0290566 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.00974085 # DEPENDENCYPART_SIBL
(12,13),(12,25),-0.0232001 # DEPENDENCYPART_SIBL
(12,13),(12,26),0.0395562 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.00355239 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0744013 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.00959894 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0149976 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0309419 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.015004 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.068903 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.0744013 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0309406 # DEPENDENCYPART_SIBL
(12,14),(12,25),-0.014997 # DEPENDENCYPART_SIBL
(12,14),(12,26),-0.0176213 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0543296 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.00144045 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.000701712 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.00553114 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.000702535 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.00556223 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0543296 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.00553196 # DEPENDENCYPART_SIBL
(12,15),(12,25),-0.000701712 # DEPENDENCYPART_SIBL
(12,15),(12,26),0.00978859 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.190544 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.115775 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.0485972 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.115775 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.0633789 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.00872035 # DEPENDENCYPART_SIBL
(12,16),(12,24),0.0485979 # DEPENDENCYPART_SIBL
(12,16),(12,25),0.115776 # DEPENDENCYPART_SIBL
(12,16),(12,26),0.187599 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.147022 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.104703 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.14702 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.156042 # DEPENDENCYPART_SIBL
(12,17),(12,23),0.233776 # DEPENDENCYPART_SIBL
(12,17),(12,24),0.104701 # DEPENDENCYPART_SIBL
(12,17),(12,25),0.147022 # DEPENDENCYPART_SIBL
(12,17),(12,26),0.0374886 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0274003 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0145106 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.0274261 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.0430041 # DEPENDENCYPART_SIBL
(12,19),(12,24),0.0274315 # DEPENDENCYPART_SIBL
(12,19),(12,25),-0.0145058 # DEPENDENCYPART_SIBL
(12,19),(12,26),-0.0047307 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.0134441 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.0179341 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.0402016 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.0254571 # DEPENDENCYPART_SIBL
(12,20),(12,25),0.0134464 # DEPENDENCYPART_SIBL
(12,20),(12,26),0.04233 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.0274261 # DEPENDENCYPART_SIBL
(12,21),(12,23),-0.0430065 # DEPENDENCYPART_SIBL
(12,21),(12,24),0.0274287 # DEPENDENCYPART_SIBL
(12,21),(12,25),-0.0145095 # DEPENDENCYPART_SIBL
(12,21),(12,26),-0.00466079 # DEPENDENCYPART_SIBL
(12,22),(12,23),-0.0372849 # DEPENDENCYPART_SIBL
(12,22),(12,24),0.00475393 # DEPENDENCYPART_SIBL
(12,22),(12,25),-0.00809788 # DEPENDENCYPART_SIBL
(12,22),(12,26),0.0104803 # DEPENDENCYPART_SIBL
(12,23),(12,24),0.0485979 # DEPENDENCYPART_SIBL
(12,23),(12,25),0.115776 # DEPENDENCYPART_SIBL
(12,23),(12,26),0.187599 # DEPENDENCYPART_SIBL
(12,24),(12,25),0.0129694 # DEPENDENCYPART_SIBL
(12,24),(12,26),0.0423144 # DEPENDENCYPART_SIBL
(12,25),(12,26),-0.00465341 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0150096 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0150096 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0984861 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.407695 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.128301 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.00633033 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0491073 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0282282 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.0954151 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.0491073 # DEPENDENCYPART_SIBL
(13,3),(13,24),0.0200101 # DEPENDENCYPART_SIBL
(13,3),(13,25),0.0954257 # DEPENDENCYPART_SIBL
(13,3),(13,26),0.0508233 # DEPENDENCYPART_SIBL
