# _root_ ertzaintzaren_arabera , indar handiko suziri bat bota zioten , banketxearen eta goiko etxebizitza baten leihoak hautsiz .
#goldHeads=7,1,5,3,7,5,0,7,8,11,15,13,11,13,16,7,16,
#predictedHeads=7,1,5,3,7,5,0,7,8,11,13,11,15,13,16,7,16,
(8,7),(7,11),-0.516696 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.29534 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.811153 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.36393 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.89434 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.860566 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.599613 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.963005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.982818 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.288875 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.722879 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.557071 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.348298 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.557472 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.943178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0333608 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-1.04214 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.145635 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.187296 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.969044 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.79178 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.726358 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.335461 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.628182 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.00284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0763081 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.825767 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-1.02886 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.546521 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.113709 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-1.09745 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.633019 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.557071 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.348298 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),-0.0333608 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.747166 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.176387 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.561638 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.145635 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-1.11441 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.187296 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.732297 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.557071 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.348298 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.557472 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),-0.0333608 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.747166 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.176387 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.860776 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.142609 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-1.11441 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.653509 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.187296 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.973265 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.259101 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.796799 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.576495 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.731377 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.614893 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.803759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),-0.0327477 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.787966 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.199924 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.901702 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.418175 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0365613 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.970294 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.212486 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.0856137 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.0424282 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.146803 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.102551 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.0649932 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.0859896 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.221508 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0236021 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.148833 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.228023 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.477106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.407861 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.368552 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.544197 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.516895 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.488403 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.356331 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.0349477 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.0929488 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0309188 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.200125 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.421813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.341141 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.324256 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.477478 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.450176 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.294349 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.370233 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.263228 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.0770401 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),0.00787796 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.262182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.125226 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.237022 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.0993134 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.413204 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.384356 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.28431 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.286295 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.187622 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.0626735 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.239155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0124474 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.170629 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.145172 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.191432 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.114835 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.0316041 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.453148 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.303687 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.425098 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.445906 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.325052 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.199371 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.0359692 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.33327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.0600197 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.0339837 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.19627 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.170796 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.110503 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.140475 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.104756 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.744545 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.319703 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.268165 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.709696 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.427529 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.324326 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.687329 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.0806602 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.273512 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.126023 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.157046 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.761989 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.344444 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.134047 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.06927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.299681 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.663152 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.61006 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.843086 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.589832 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.799838 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.267899 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.74873 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0445513 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0818438 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.02118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.242728 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.61506 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.561968 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.515094 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.877548 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.140805 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.73157 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.987932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.267836 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.562035 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.270731 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.04012 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.236664 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.619064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.0855228 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.268683 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.489038 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.500686 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.243295 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.687208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,12),-0.281007 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.227924 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.476786 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.462664 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.188701 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.133752 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.13976 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.0220183 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.217532 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.33221 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.106333 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.255277 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.120531 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.119084 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.513274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.127655 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.447237 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.334433 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.524395 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.282117 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.0204312 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.235403 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.207493 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.446146 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.293623 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.084845 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.222619 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.512622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,13),-0.446333 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.333815 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.523491 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.281223 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.345945 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.266686 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.271424 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.193805 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.282439 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.048098 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.302178 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.0426573 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.298974 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.21 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0411068 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.160038 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.641412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.328707 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.648288 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.725446 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.432652 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.026126 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.20688 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.35152 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0646381 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0131247 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.211344 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.533634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.1407 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.460282 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.304082 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.0907231 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.183904 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-9.46435e-05 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.149902 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.556442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,16),-0.347296 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.454353 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.495432 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.16073 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0118641 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0230281 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.126751 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.333815 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.345945 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.666929 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.671388 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.198368 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.222909 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.309999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0857814 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.132047 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.162939 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.0731124 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.570358 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.666929 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.671388 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.349778 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.198368 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.222909 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.309999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.31899 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.112871 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.152842 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0869459 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0630156 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.236327 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.200893 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.118733 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.214491 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.666929 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.58027 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.349778 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.198368 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.222909 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.309999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.31899 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.000636355 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.11711 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0970428 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.0731124 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.549435 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.124035 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.769742 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.792438 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.779664 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.502538 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.146187 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.328202 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.422304 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.357713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.225827 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.0944997 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0644809 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.170913 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.0743718 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.867078 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.419943 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.548592 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-1.37849 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.527769 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.603649 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-1.00008 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.571268 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-1.29036 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0678218 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.0931288 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.485902 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.467824 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-1.43395 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.481172 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-1.31475 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.155761 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.00935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.749548 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.397993 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.827638 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.342932 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.451372 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-1.34143 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.388294 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-1.24607 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.248375 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.109 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.03931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.512826 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.704835 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.812868 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.511582 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.849383 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.751508 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.70891 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.742496 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.414365 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.360225 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.251776 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.583673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.552987 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.458695 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.202368 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.310047 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.272225 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.646492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.120021 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.434795 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.751508 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.922062 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.742496 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.414365 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.360225 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.251776 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.583673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.0572029 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.267875 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.202368 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.310047 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.421776 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.673406 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.0704657 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.173087 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.198252 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.50107 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.0132412 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.359908 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.167263 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.242304 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-0.612174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.538645 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),-0.400566 # DEPENDENCYPART_GRANDPAR
