# _root_ halaber , batzarkide eta parlamentario ugari ere agertu ziren hitzordura , eta hainbat euskal_erakunde nazionaletako ordezkariek ongi etorria eman zioten ekimenari .
#goldHeads=0,3,4,8,4,4,0,12,8,8,10,0,16,16,16,19,19,17,12,19,19,21,
#predictedHeads=0,3,4,8,4,5,0,12,8,8,10,0,14,16,14,19,19,19,12,19,19,21,
(5,4),(4,6),-0.530282 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.350076 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.570149 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.708611 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.265328 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.233378 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.553812 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.573484 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.425384 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.683098 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-0.626158 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.327765 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.345389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),-0.288606 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.277409 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.288365 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.0809577 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.31681 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.102182 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.19131 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.219298 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.24422 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0206691 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0192346 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.39138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.155101 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.367125 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.364632 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.21328 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.203116 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.538331 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.419747 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.500691 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.310711 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.557988 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.191299 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.171931 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.118995 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.422323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.158041 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.495307 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.198701 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.387375 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.422023 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.450366 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.372689 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.388148 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.171746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0609991 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.322937 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0692274 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0392615 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.0244444 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.0351509 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.240378 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.633574 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.121609 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),0.11237 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.202739 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.0881378 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.30876 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.258096 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.859869 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.890023 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.11216 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.786172 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.989168 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.716021 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.708294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.639523 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.399873 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.14434 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.435469 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.644639 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.493263 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.350054 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.589044 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.60284 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.632714 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.401656 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.887245 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.645737 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.962641 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.693917 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.839523 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),-0.0503866 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.543877 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0745929 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.445388 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.639072 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.498658 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.38861 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.684697 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.352963 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.558903 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.06753 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.745832 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.944413 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),-0.178451 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.644525 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.31081 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.227913 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.638359 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.503046 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.405917 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.609096 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.642496 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.288763 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.657459 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.0108196 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.0844459 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.267775 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.34177 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.18277 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.177621 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.0722509 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.217185 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.212635 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.578487 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.357561 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.0372957 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.249233 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.0764511 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.101222 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.285673 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.712663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,10),-0.356482 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.0873305 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.296467 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.556473 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.424928 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.554081 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.326766 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-0.6392 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.177362 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.190169 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.145876 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.216412 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.212376 # DEPENDENCYPART_GRANDPAR
(8,5),(5,9),-0.578487 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.357561 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.134601 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.038498 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.585255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,8),-0.669507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-0.275756 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.27534 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.0347003 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.0268795 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),0.0174777 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.129761 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.299867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.539795 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.30695 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0254677 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0161211 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.10527 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.253587 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.131952 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),0.0265004 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),0.0201466 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.121003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.397858 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0741761 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.149504 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.0807773 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.260196 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.124948 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.363073 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.349093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.517337 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.0811194 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.147357 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.122248 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0470435 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.259702 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.0738043 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.0446511 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.0227892 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.128567 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0177846 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.149109 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0196808 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),0.0174803 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.129755 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.299863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,10),0.0718964 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.159297 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0121441 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0669621 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.253505 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.02422 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.13187 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.102792 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),0.0265838 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.596566 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.188181 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),0.0203848 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.0784448 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.115077 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.123857 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.023576 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.0928496 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.10346 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.0279072 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),0.0142588 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.130789 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.303278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,10),0.0733456 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.155887 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.0198827 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0703696 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.128956 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.289919 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.141637 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.117469 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),0.0168174 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.606333 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.202858 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),0.0140629 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.17664 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),0.0521472 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.0243165 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.210818 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.294734 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),0.0174803 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.159297 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.130405 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.286512 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),0.0106744 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.15009 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),0.0265838 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.596566 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.188181 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),0.0203848 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-0.171378 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.101783 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.274515 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.17272 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),0.0240091 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.488825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),-0.396382 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),0.0248715 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),0.166398 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.11404 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.218605 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.18173 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.420578 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.0401146 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.147869 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.179337 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.557617 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.235089 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.155141 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.32156 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),-0.130405 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.286512 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),0.0106744 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.15009 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.128013 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),0.119582 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.656627 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),0.0199036 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.477588 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.46168 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.411128 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.380055 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.571032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0881001 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0677632 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.105874 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.148562 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.398219 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.35666 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.580912 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),0.101305 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.100996 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.128986 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.407938 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.0395671 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.191425 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.392647 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.0110711 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.0693279 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.104022 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.488264 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.0391351 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.228736 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.09185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.112635 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.236179 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.540371 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.781811 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.604684 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.707834 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-0.871451 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.0977203 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.219502 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.00653111 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.408452 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.0393121 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.19168 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.392649 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.173094 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.106557 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.0609263 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.0308273 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.0698727 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.533679 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0764984 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0549381 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.08405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.128264 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.306907 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.368912 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.532574 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.365007 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.774882 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.265758 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.596887 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.708472 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.549066 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.863655 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.03992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,8),-0.270421 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.480867 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.127094 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.170984 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.48171 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.569979 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.15434 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.57868 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.296127 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.491022 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.613506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.0935401 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0462927 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0397197 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.102579 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.299711 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.104033 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.325289 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.3708 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.099381 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.177738 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.427494 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.191583 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.548722 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.246862 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.636215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.0397541 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.073929 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.045175 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0688529 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.435971 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.138719 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.250511 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.383765 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.430157 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.518014 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.223804 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.688416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,13),-0.0698507 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.136939 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.330032 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.0426803 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.144589 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.332279 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.180967 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.3663 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.279457 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.546224 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-0.535962 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.218503 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.544793 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.765523 # DEPENDENCYPART_GRANDPAR
