# _root_ berrogei urte hor_nonbait kalkulatu zizkion , gizonak gaztaroa aspaldi utzi eta heldutasunaren goi_mailara heltzen direneko adina , nahiz_eta arintasun fisikoa jadanik gain_behera joan .
#goldHeads=2,4,4,0,4,5,10,10,10,11,16,13,14,11,14,2,16,0,23,19,23,23,4,23,
#predictedHeads=2,4,4,11,4,5,10,10,10,11,0,13,14,11,14,14,16,0,23,19,23,23,14,23,
(0,5),(5,6),0.0257926 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.0301595 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.189187 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.329512 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.278124 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.553699 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.0427507 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.101373 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.233364 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.167258 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.166673 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.304563 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.0565091 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.0487298 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.335701 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.415674 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.0504387 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.112737 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.0102738 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.577302 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-0.104208 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),-0.544949 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.201951 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.00221551 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.426227 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.193113 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.100223 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.14188 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.0275207 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.177454 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.416945 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.239504 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.172847 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.171959 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.615165 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.33068 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.0878242 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.0904196 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),0.112683 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),-0.327394 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),0.0672957 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.0419817 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.170855 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.279717 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.393945 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.0739251 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.0533265 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.168327 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.331503 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.450877 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.197454 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.564481 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.497823 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.0963355 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.956194 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.00570393 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.209116 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.393572 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),0.0322422 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.166673 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.304563 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.0565091 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.0487298 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.114445 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.337833 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.0788784 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.274124 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.426327 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.0151777 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.888939 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.0273549 # DEPENDENCYPART_GRANDPAR
(0,13),(13,24),-0.396165 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.173081 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.0333102 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.387162 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.168745 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.0747987 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.113009 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.0563908 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.208549 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.158132 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.362471 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.368273 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.301615 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.670749 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.332831 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.104738 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.0623405 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.0664447 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.110197 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),0.0920516 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.348025 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),0.0438401 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.414289 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.0675121 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.078877 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.274123 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.426839 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.360181 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.0181356 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-1.132 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.210936 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.0273549 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.244766 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.310807 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.0959491 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.542714 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),-0.091268 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),-0.396165 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.267273 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-1.0964 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.198628 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.258709 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.0539638 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.0204116 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.0434445 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.380996 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.0964094 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.337639 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),0.165607 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.233388 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.0197153 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.424779 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.00598785 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),0.13985 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),0.0298651 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.259145 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.547753 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),0.0352961 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.253711 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.0352963 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.154539 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.43442 # DEPENDENCYPART_GRANDPAR
(0,23),(23,2),0.182124 # DEPENDENCYPART_GRANDPAR
(0,23),(23,3),-0.0347638 # DEPENDENCYPART_GRANDPAR
(0,23),(23,4),0.380243 # DEPENDENCYPART_GRANDPAR
(0,23),(23,7),0.122052 # DEPENDENCYPART_GRANDPAR
(0,23),(23,8),-0.0473478 # DEPENDENCYPART_GRANDPAR
(0,23),(23,9),-0.210002 # DEPENDENCYPART_GRANDPAR
(0,23),(23,10),0.151213 # DEPENDENCYPART_GRANDPAR
(0,23),(23,11),0.354129 # DEPENDENCYPART_GRANDPAR
(0,23),(23,12),-0.35923 # DEPENDENCYPART_GRANDPAR
(0,23),(23,13),-0.292572 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),0.0938175 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),-0.962347 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),0.209706 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),-0.0696876 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),0.0762207 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.188321 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.288741 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),0.0426702 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.411674 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),-0.275708 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.280179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0729333 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.301198 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.0219824 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.790938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,2),-0.493017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.304121 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.0528489 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.0421431 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.0619202 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.503503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.0865279 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.0545671 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.170354 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.258592 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0467031 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.167674 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.0432847 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.473153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.0950437 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.0770618 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.34302 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.109847 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.125545 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.213783 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.068601 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.00910124 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.125856 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.192014 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.0628627 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),0.0786613 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.333194 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.0868978 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.120841 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.110594 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.114183 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.858003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.675775 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.573917 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.313905 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.151815 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.595806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.503618 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.170445 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.477274 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.547146 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.450122 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.38991 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.401309 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.536081 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.552235 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.319591 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.430065 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.558703 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.504648 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-0.447529 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),-0.174795 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.444236 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.460755 # DEPENDENCYPART_GRANDPAR
(3,21),(21,16),-0.489692 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.34494 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.435636 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.517871 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),-0.344939 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.435633 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.38738 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.402229 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),0.12228 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.252047 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.231861 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.326832 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.655043 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.155227 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.157675 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.605179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.201436 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-0.277918 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-0.414506 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.110187 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),0.109374 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),0.0695933 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.170579 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.113591 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0707464 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.127063 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.119304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.456452 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.270296 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.056533 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.283174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.584135 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0224255 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.00460605 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0453452 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.358808 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.056533 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),0.0565094 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),0.205481 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.28306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),-0.0223876 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.30285 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0453355 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.358799 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.298557 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.00649426 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.0897694 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.465549 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.0985335 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.231982 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.0984353 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),0.112674 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.460807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.416623 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.0082037 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.27788 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.0162575 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.0197225 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.0410182 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.365193 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.375444 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.0271916 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.210661 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.18101 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.0761376 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.166783 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.0501555 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.180738 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.253208 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.14833 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.170311 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),0.0684686 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.340462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.583321 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.0500838 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.286183 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.00587979 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.02311 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.202993 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.28601 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.296261 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.00731282 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.356868 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.101827 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.178706 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.488275 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.197012 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.255279 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.00547132 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.369049 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.319558 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),0.118508 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),0.205481 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.28306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,6),-0.0223876 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.30285 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.0107892 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.0259592 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.255279 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.00547132 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.343413 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.046227 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.319558 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),0.0844026 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),0.118508 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.09524 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),0.115516 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.465747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),-0.418613 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.00229331 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.259292 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.0348454 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.00618319 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.0849406 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.0831764 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.389048 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.399298 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.252973 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.167026 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.0872671 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),0.0283785 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.553474 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.181762 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.073761 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.204344 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.266006 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.399728 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.288419 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),0.255024 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),0.00521597 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.344433 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.354683 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),0.122094 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.360927 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.0590557 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),0.0844026 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.561063 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.194165 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.125031 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.264225 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.176703 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),0.118508 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),0.12235 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.159447 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.165964 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.194165 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.125031 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.264225 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.176703 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),0.118508 # DEPENDENCYPART_GRANDPAR
(4,23),(23,2),-0.0826634 # DEPENDENCYPART_GRANDPAR
(4,23),(23,3),0.122146 # DEPENDENCYPART_GRANDPAR
(4,23),(23,4),-0.459743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,23),(23,7),0.284045 # DEPENDENCYPART_GRANDPAR
(4,23),(23,8),-0.0100923 # DEPENDENCYPART_GRANDPAR
(4,23),(23,9),0.0262387 # DEPENDENCYPART_GRANDPAR
(4,23),(23,10),0.0909444 # DEPENDENCYPART_GRANDPAR
(4,23),(23,11),-0.0772837 # DEPENDENCYPART_GRANDPAR
(4,23),(23,12),-0.364295 # DEPENDENCYPART_GRANDPAR
(4,23),(23,13),-0.374545 # DEPENDENCYPART_GRANDPAR
(4,23),(23,14),-0.054333 # DEPENDENCYPART_GRANDPAR
(4,23),(23,15),-0.186724 # DEPENDENCYPART_GRANDPAR
(4,23),(23,16),-0.180602 # DEPENDENCYPART_GRANDPAR
(4,23),(23,17),-0.144805 # DEPENDENCYPART_GRANDPAR
(4,23),(23,18),0.12228 # DEPENDENCYPART_GRANDPAR
