# _root_ agentzien_arabera , bi alderdi abertzaleek lan horretan dihardute egun hauetan , eta oraindik ez dute erabaki osoko zuzenketa aurkeztuko duten .
#goldHeads=12,1,4,8,4,8,6,12,8,9,10,0,16,16,16,12,18,19,16,19,20,
#predictedHeads=8,1,4,6,4,8,6,12,8,9,10,0,16,16,16,12,18,19,16,19,20,
(7,8),(8,11),-0.0461305 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0842847 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.0412234 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.105256 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.30592 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.248498 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.433245 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.17485 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.265691 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.289028 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.332339 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.265732 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.532723 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.245719 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.489059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.212798 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.246619 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.00939955 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0867792 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.153927 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.346297 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.230114 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.163107 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.0321052 # DEPENDENCYPART_GRANDPAR
(7,19),(19,1),-0.575661 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.332243 # DEPENDENCYPART_GRANDPAR
(7,19),(19,5),-0.54981 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-0.312102 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.581197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,8),-0.268342 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),-0.221088 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),-0.218792 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),0.025142 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.071033 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.055355 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),0.151799 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.170927 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.2061 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.277192 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.405949 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.262301 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.000394892 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.238458 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.120034 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.299375 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.695027 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.161465 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.280788 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.609146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,1),-0.667336 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0763284 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.0466604 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.602853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,1),-0.66233 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.094512 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.273831 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.273338 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0358156 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),1.16677 # DEPENDENCYPART_GRANDPAR
(8,4),(4,9),-0.196454 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.196082 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.0232995 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.732311 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0330098 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0444519 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),1.06471 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.678675 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.0735647 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.287063 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.0411102 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.304802 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),1.14024 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.620159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.195905 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.313522 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.602853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.159314 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.0260016 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.396682 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.570309 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.233767 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.678354 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.304824 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.68451 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.328264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.307582 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.273147 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.133267 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.183731 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.28518 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.084517 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),0.209639 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.036984 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.2501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,12),0.00824407 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.998785 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.548244 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.29358 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.364861 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),0.704907 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.377702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.0685232 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.329865 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0268689 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.132985 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.00946909 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.276867 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.108083 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.0978539 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),0.198507 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0192831 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.0165039 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.325571 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.065365 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.0387506 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.323302 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),0.159294 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.329332 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.00157229 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.101388 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0170583 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.0393924 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.127639 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),0.745816 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-1.03213 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.472762 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.327246 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.715583 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.398202 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),0.689147 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.429887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.0531576 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.360892 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.0687775 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.0266989 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0887342 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.00736352 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.162167 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.127771 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.225104 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),0.140807 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),0.756879 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.233755 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.678353 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.304811 # DEPENDENCYPART_GRANDPAR
(8,18),(18,9),0.0632402 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),0.500105 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.125315 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.0293581 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.0699328 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.027406 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),0.204907 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.0267146 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),0.209177 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),0.73321 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.027163 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-1.03311 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.328232 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.71707 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.399188 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),0.68847 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.416342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),0.0968322 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),0.377148 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),0.084851 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.0104684 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.081892 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),0.0101287 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.136335 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),0.0788022 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.160683 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.149268 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),0.751638 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.0397002 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.0185603 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.170572 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),0.0337816 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.521576 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.219105 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.245774 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.227349 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.490046 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0949654 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.0891502 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.259214 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.475682 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.255816 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.240082 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.184061 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0106663 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.326846 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.685623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,12),-0.340235 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.621007 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.384464 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0411454 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0851297 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.416194 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.529755 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.253254 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.297969 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.165867 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.396152 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.377773 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.248013 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.685085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,13),-0.322353 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.260554 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.596822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,19),-0.575319 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.4041 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.251819 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.231203 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.0493461 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.314901 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0442314 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.455862 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.704983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.193136 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.309526 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.350461 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.31481 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.556116 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.574842 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.561491 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.652562 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.539929 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.252147 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.309748 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.2063 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.387134 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.56887 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.197948 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.837994 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.482942 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.48099 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.484883 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.703567 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.582257 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.232581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.0866409 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0038581 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.128569 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.0016402 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.37548 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.195406 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.0873514 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.302678 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0390405 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.0849841 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.249009 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.434003 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.0675147 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.172498 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.136421 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.290139 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.0883766 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.362621 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.8282 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.553112 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.471606 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.677351 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.47509 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.711458 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.581445 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.380489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.10672 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.041778 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.0131838 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.11649 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0465339 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.0791501 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.00993686 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.0717964 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.362608 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.35206 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.828104 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.471511 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.677938 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.474994 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.711235 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.581208 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.361904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),-0.109112 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.0399146 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.010325 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.125371 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.0432477 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.066611 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.185469 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.0451234 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.203459 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.369943 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.337287 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.444396 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.166712 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.61163 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.303142 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.502218 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.796241 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.437471 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.434018 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.450458 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.301932 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.519848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.0143364 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.141696 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.11665 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.0360174 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.249663 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.270887 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.428866 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.276383 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.370962 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.435582 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.779724 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.370963 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.240546 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.432662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),-0.0250971 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.120805 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.143698 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.00300135 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.208036 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.220652 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.251856 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.420927 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.0785498 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-0.611552 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.502141 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.796846 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.437393 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-0.433814 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.450239 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.301854 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.520726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),-0.013035 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.139441 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.126142 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.0387227 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.240091 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.28495 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.297771 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.358448 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.38959 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.0576499 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.0519825 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.0762214 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.290541 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0133185 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.291975 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.0717023 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.215075 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0185854 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.663588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.448029 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.585327 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.498257 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.287103 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.630361 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.701116 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.639329 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.424416 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.345902 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.509769 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.408328 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.328178 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.433163 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.266435 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.380843 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.29017 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.450622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.347058 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.254266 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.106593 # DEPENDENCYPART_GRANDPAR
