# _root_ " ekintza guztietan material asko kendu digute , telefono mobilak , mendiko materiala ... portugalen kendu zizkiguten hiru furgonetak ez dizkigute itzuli " .
#goldHeads=0,6,2,6,4,8,6,0,11,9,4,13,11,13,16,19,16,19,22,22,22,8,22,23,
#predictedHeads=0,6,2,6,4,0,6,7,6,9,10,13,6,13,16,19,16,19,22,22,22,9,22,23,
(6,12),(12,18),0.172303 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.0308989 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.00150685 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),0.0932416 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.297084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,8),0.00567789 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.084595 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.300064 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0355473 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.0466302 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.149319 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.223421 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.0160338 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.188422 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),0.173872 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.0273274 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.0319957 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.0395852 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.0452848 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.162835 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.00866133 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),0.172303 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.157405 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.0621954 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.0918792 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.490409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),-0.241488 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.0262576 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.030522 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.180524 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.0149676 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.00556104 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.106677 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.26729 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.108787 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),0.0918896 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.0956829 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.186684 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.438276 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.106352 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),0.125809 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.25347 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.199452 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.553977 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.29843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,10),0.298718 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),0.0452848 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),0.162835 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.216444 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),0.0674178 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.234132 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),0.250619 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.234344 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.51948 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.0308989 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.119243 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.279072 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.170949 # DEPENDENCYPART_GRANDPAR
(6,22),(22,2),-0.156386 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),-0.0611769 # DEPENDENCYPART_GRANDPAR
(6,22),(22,5),-0.0915745 # DEPENDENCYPART_GRANDPAR
(6,22),(22,6),-0.481647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,22),(22,8),0.0329297 # DEPENDENCYPART_GRANDPAR
(6,22),(22,9),0.0417862 # DEPENDENCYPART_GRANDPAR
(6,22),(22,10),0.192827 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),-0.0082955 # DEPENDENCYPART_GRANDPAR
(6,22),(22,12),0.00570321 # DEPENDENCYPART_GRANDPAR
(6,22),(22,13),0.117942 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.256025 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),-0.115799 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.0565432 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),0.0985915 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.121798 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.166053 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.386328 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.309333 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),0.144541 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.102252 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.236138 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.30183 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.089079 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.02637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,18),-0.318592 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-0.926074 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.480649 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.068764 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.0946959 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.02637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.500742 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.453814 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.318592 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-0.924469 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.610863 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.807132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.361084 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.271295 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.76339 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.8083 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.633941 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.568973 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.806132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.041434 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.192384 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0897637 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.78235 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.784884 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-1.05397 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.686867 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.0680455 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.515048 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.734407 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.0185345 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.175413 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.0795854 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0425744 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.254363 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.485435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.404338 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.401961 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.0908851 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.490565 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.430457 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.437593 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.405169 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.169593 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.460016 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.151238 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.305921 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.0726894 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.150072 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.431354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.337104 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.112307 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.0583609 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.0273049 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.271722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.19572 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.229034 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0749597 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.0148516 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0222432 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.0420263 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.221925 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.0444109 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),0.0528601 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.257928 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.180731 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),-0.0347512 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.195682 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.136507 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0763985 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.0773211 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.105958 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),0.0208404 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.349119 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.2714 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.237314 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.178982 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.0167415 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.342875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),-0.061491 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.0761633 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.0516751 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.146526 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0894184 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.0935542 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.0146894 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.236407 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.114574 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.323089 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),0.00366518 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.00481806 # DEPENDENCYPART_GRANDPAR
(8,22),(22,2),-0.348956 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-0.271237 # DEPENDENCYPART_GRANDPAR
(8,22),(22,5),-0.237431 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-0.178706 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.346127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,9),-0.0593062 # DEPENDENCYPART_GRANDPAR
(8,22),(22,10),-0.0738156 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),0.0484228 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),-0.144342 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),-0.0872336 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),-0.0913694 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.0675693 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),0.103905 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.130548 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.113793 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.134269 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),0.12225 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.382349 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.202521 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.400219 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.398185 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.248234 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.201613 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.753531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.274096 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.397287 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.553766 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.277434 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.367681 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0498099 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.363683 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0269969 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.00818314 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.774527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.283508 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.237526 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.359969 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.475263 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.470834 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.627195 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.467204 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.581209 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.471662 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.606146 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.349299 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.149217 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0365053 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.725272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,6),-0.10055 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.36862 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.692105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.234384 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.597049 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.577448 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.683 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.488591 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.38023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.130058 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.0931187 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0222664 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.273219 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.128121 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.253715 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.295422 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.506548 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.155965 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0398846 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.118085 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.328127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.169333 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0697384 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.128286 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.123766 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.350158 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.124415 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.300603 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.722572 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.52787 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.271862 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.118085 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.328127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.169333 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0683922 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0865017 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.0920696 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.123766 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.309402 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.350158 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.124415 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.293283 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.301936 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.0697384 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0865018 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.028792 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.312304 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.124415 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.74391 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.548978 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.606151 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.325568 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.514756 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.192825 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.437596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.0684096 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.0528839 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.0217759 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.140067 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.13264 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.27448 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.115071 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.0879707 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.237542 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.278939 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.304793 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.182559 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.204792 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.271862 # DEPENDENCYPART_GRANDPAR
(9,19),(19,10),0.169333 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.0865018 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.028792 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.0243628 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.0809237 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.153376 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.0412332 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.261293 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.354616 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.300603 # DEPENDENCYPART_GRANDPAR
(9,22),(22,2),-0.743664 # DEPENDENCYPART_GRANDPAR
(9,22),(22,4),-0.548732 # DEPENDENCYPART_GRANDPAR
(9,22),(22,5),-0.606168 # DEPENDENCYPART_GRANDPAR
(9,22),(22,6),-0.325192 # DEPENDENCYPART_GRANDPAR
(9,22),(22,8),-0.192842 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-0.433613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,10),0.0722103 # DEPENDENCYPART_GRANDPAR
(9,22),(22,11),-0.0545984 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),-0.0177931 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),-0.136084 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.128658 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),-0.21961 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),0.0783015 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.128877 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.239033 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.164106 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),0.0738339 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.108652 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.236416 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.0899964 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.105468 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.152565 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.567423 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.0939393 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.568435 # DEPENDENCYPART_GRANDPAR
(10,2),(2,22),-0.579482 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.217754 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.222238 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.571012 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.0932237 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.0626652 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.961113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,18),-0.567719 # DEPENDENCYPART_GRANDPAR
(10,4),(4,22),-0.577161 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.221523 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.157224 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.136728 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0869272 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.961092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.234613 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.654272 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.63675 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.746072 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.56596 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.567719 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.649342 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.577427 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.400442 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.298057 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.648029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.436673 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.329388 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.24318 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.628263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.0978425 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.408043 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.517365 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.336406 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.324793 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.151124 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.452535 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.449083 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.372144 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.329388 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.24318 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.628263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.0964963 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.353562 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0833538 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.517365 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.348925 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.336406 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.324793 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.363756 # DEPENDENCYPART_GRANDPAR
