# _root_ horrela zeudela , john_wayne famatuarengana joatea erabaki zuten , beren loria egunetan john_wayne beren adiskidea izan zelako .
#goldHeads=2,7,2,6,4,7,0,7,8,12,12,16,16,15,16,7,16,17,
#predictedHeads=2,7,2,6,4,7,0,7,8,11,12,16,15,13,16,7,16,17,
(8,16),(16,8),-0.739459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),-0.00859832 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.0249043 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.348228 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.868747 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.365918 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.0440984 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.750742 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.587433 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.26558 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.368041 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.751137 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.146571 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.0284757 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.104326 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.00670429 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.0590063 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.202896 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.192547 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.244507 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.395687 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.420513 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.42262 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.435358 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.161273 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.117248 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.31087 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.24674 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.0309924 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.0572367 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.0976842 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0404438 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.11971 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.1629 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.291428 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.444018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.174524 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.405038 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.430849 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.431971 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.419356 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.101576 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.0258227 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.0549133 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.0985038 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.0485723 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.116997 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.131164 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.285505 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.444482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.175173 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.406018 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.43183 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.456521 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.432951 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.4155 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.102173 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.0590506 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.236708 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.230076 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.389999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,12),-0.366117 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.368416 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.119847 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.171461 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.237248 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.276547 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.0539559 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.0594488 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.230313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.281247 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0177311 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0404234 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.160497 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0168533 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.0311167 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.171461 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.276547 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.0594918 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.229016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.281211 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.0655492 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0409138 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.152831 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.0173437 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.0808885 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.0311167 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.059136 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.171461 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.276547 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.0594488 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.230313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,11),0.0668382 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0415166 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.0163351 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.0935884 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.0803312 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.0311167 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.0586603 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.257122 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.208531 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.160826 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.398032 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.354801 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.179874 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.185378 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),0.0169695 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.298723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.147535 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.0710691 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.0949205 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.121572 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.040123 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.0997302 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.0725918 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.0198524 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.343382 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.285363 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.149766 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.188875 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.498984 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.238141 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.0464523 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.401733 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.483389 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.619724 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.210686 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.538029 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.0289463 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.140444 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.166771 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.727899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,1),-0.519405 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.490823 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.269424 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.611197 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.516446 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.699486 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.020399 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.435287 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.184577 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.27397 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.170359 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.277947 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.000309342 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.747679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.340154 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.641463 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.688489 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.573273 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.512637 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.702966 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.020829 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.442906 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.183224 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.403839 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.173879 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.277674 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.00397202 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.748065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.34054 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.536277 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.641849 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.684194 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.573375 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.745917 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.623826 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.487735 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.455495 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.596352 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.666473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.257962 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.560257 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.664274 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.00772744 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.692544 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.583994 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.632468 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.387218 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.264767 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.304827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.193773 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.212642 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.299346 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.36902 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.463037 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.35167 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.302227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.105675 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.218392 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.29747 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.692501 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.583951 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.632339 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.387175 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.302227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.105675 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.0904379 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.110978 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.367089 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.461664 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.349628 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.153493 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.259066 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.280483 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.811757 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.18786 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.24444 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.472717 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.194317 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.707183 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.636862 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.466378 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.896067 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),0.000128474 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.147257 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.565335 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.842027 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.677414 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.258894 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.00584601 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.0147614 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.831908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.497217 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.739342 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.70986 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.867584 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.938595 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.327332 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.9255 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.618475 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-1.09989 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.127139 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.74933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,15),-0.65775 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.689939 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.00681343 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.576019 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.301903 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.679682 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.83944 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.527063 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.114752 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.00514511 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.810946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.477241 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.715232 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.719366 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.852317 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.301163 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.387312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.447247 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.393708 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.646004 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.965825 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.795504 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.368585 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.301163 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.387312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.0529979 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.344229 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.393587 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.756705 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.382994 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.676871 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.12577 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.333777 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.642313 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.972659 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-1.15193 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.848723 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-1.23734 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.440136 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.241254 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.315914 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.5242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.191413 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.434792 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.435266 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.672885 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.320565 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),-0.11443 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.356555 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.313017 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.640115 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.490585 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.434955 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.502468 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.46038 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.275378 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.317904 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.127573 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.713849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.613771 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.422381 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.515553 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.641488 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.436348 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.462311 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.278089 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.312153 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.199847 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.713892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.613814 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.422424 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.571767 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.515597 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.465133 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.710741 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.72174 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.729463 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.531293 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.522184 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.552636 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.288177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.238112 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.298964 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.4193 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.377143 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.543477 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.281884 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.45557 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.260514 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.408363 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.0825844 # DEPENDENCYPART_GRANDPAR
(15,5),(5,16),-0.448798 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.253746 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.62672 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.0920269 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.360446 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.444985 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.0518307 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-1.11923 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.23288 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.116756 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.0475468 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.350876 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.237789 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-0.75269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),-0.521796 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-0.531058 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.66967 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.541367 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.135726 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.393181 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-1.54171 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.159944 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.239481 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.671098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.501875 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.362984 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.514285 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.558929 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.0488398 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.300942 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.0864657 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.116305 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.242462 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.127847 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.459544 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.732524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-0.5156 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.364357 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.560321 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.302873 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.0891767 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.122055 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.0541528 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.130447 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.458188 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.732567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.477493 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.515643 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.280064 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.0560286 # DEPENDENCYPART_GRANDPAR
