# _root_ " garai benetan korapilatsu eta zailak bizitzen ari_gara , eta ezin_dugu horrela bizitzen jarraitu , elkarrekin bizitzen ikasi behar_dugu .
#goldHeads=0,7,4,5,2,5,8,10,8,0,10,13,14,11,14,17,18,19,10,19,
#predictedHeads=0,7,4,5,2,5,8,10,8,0,10,11,14,11,14,17,18,19,0,19,
(7,15),(15,14),0.113712 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.302957 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.779576 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.038104 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.00119844 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.0274501 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.252539 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.056221 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.181018 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0984989 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.0595644 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.298515 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.307199 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.046024 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.00846041 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.343655 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.043331 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.00167432 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0496319 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.0781997 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.21843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.144188 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.295302 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.975449 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.314857 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.513382 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.39794 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.679786 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-1.27786 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0576538 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),-0.0721381 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.326065 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.0563042 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.0502508 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.164486 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.083773 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.12659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.10148 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.268884 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.883616 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.32143 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.580966 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.228121 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.618112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,2),-0.146112 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.250837 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.0795515 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.373796 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.298917 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.837218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.0844724 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.659644 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.107096 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.000948091 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.188505 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.37212 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.0821346 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.353372 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.959938 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.0694358 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.968221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),-0.0836185 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0966527 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0275354 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.196764 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.110618 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.390989 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.991468 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.0694358 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.202417 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.395041 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.0531339 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.363857 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.207084 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.968221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.138647 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.0836185 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.724923 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.118417 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.196764 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.261518 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.110618 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.390989 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.991468 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.0696584 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.186949 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.391106 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.0491982 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.359922 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.203164 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.972066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.132925 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.0926633 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.728768 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.122725 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0681758 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.261772 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.11725 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.397621 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.9981 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.395041 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.0531339 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.363857 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.207084 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.968221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.138647 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.0836185 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.724923 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.118417 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.0643305 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.267826 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.34084 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.283374 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.390989 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.991468 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.395274 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.0533668 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.36409 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.964461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,10),-0.0876843 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.721163 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.120738 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.0605706 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.264066 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.343015 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.285549 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.143653 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.994589 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.422947 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-0.204277 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.0549947 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-0.210154 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),-0.0846789 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.116518 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.0456475 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.253638 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.12873 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.41316 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.419329 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.305399 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.192251 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.315983 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.175655 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.230067 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.09602 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.570051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.448245 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.53544 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.506932 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.229724 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.305482 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.186238 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.316032 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.178944 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.230116 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.100802 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.570051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.448245 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.535443 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.452006 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.374782 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.396498 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.293374 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.229858 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.124574 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0304431 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.156895 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.0245014 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.128328 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.162955 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.325041 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.0653945 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.0841304 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.0782853 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.0670269 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.291473 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.0720316 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.182424 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.182759 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0562134 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.506797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.29277 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.179611 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.115462 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.330774 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.341943 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.53847 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.274428 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.111088 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.061682 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.101041 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.13403 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0555961 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.151216 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.305542 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0551928 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.540307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.269389 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.16377 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.326608 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.0809288 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.134045 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.119214 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.0634731 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.166032 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.284984 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0560967 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.540313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.269406 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.156248 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.0921159 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.30741 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.31858 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.51506 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.138599 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.132224 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.598021 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.176314 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.260143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.258748 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.282997 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.351397 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.131834 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),0.120405 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.0769354 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.112538 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.191858 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.0302433 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.598021 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.346792 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.564428 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.306442 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.279182 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.17165 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.176314 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.211144 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.260143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.212527 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.173101 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.351397 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.0299292 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.131834 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.120405 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.0769354 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.601207 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.342266 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.565376 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.30739 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.28013 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.172608 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.177273 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.212092 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.25701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.236048 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.181841 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.349206 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.0286847 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.127844 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.116415 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.0809256 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.459955 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.00285516 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.208942 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.564428 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.306442 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.279182 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.17165 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.176314 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.211144 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.260143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.212527 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.173101 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.325686 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.37646 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.0602712 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.0879291 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),0.120405 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.0769354 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.564623 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.306638 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.279377 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.17651 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.264379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),0.21611 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.170604 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.329269 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.380043 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.0626232 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.0902811 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.178106 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.0812709 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.282889 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-0.346795 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.306446 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-0.172265 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.256021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,12),0.180835 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.352581 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.396338 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),0.201419 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.187699 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.269041 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.269697 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.234336 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.410392 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.148118 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.914319 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.273393 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.182063 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.40181 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.0512848 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.900986 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.565293 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.271081 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0176645 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.06241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),0.110138 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.0685747 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),0.169359 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.269132 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.8403 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.220497 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.184017 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.067187 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.913 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.515695 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.76824 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.303014 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.15144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.102092 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),0.0211043 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.157603 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),0.0315913 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),0.0803252 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.358165 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.929427 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.870516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.301484 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.483764 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.627688 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.434753 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.832082 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.150257 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.3336 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.745607 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.00202 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.511206 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.157111 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.900136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.365579 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.14335 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.372539 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.351981 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.085034 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.658697 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.627911 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.419285 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.828146 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.146321 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-1.32966 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.741687 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.998099 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.50727 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.153176 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.903981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.36127 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.268568 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.372285 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.345349 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.0916658 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.665329 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.832082 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.150257 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-1.3336 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.745607 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-1.00202 # DEPENDENCYPART_GRANDPAR
