# _root_ gogoan_dut beste batzuetan nola barneratzen ninduzun itsasoan txalupa koskor - niretzat , intxaur azal txikitxo - batean , atsegin bait zenuen nire izu-ikara zentzugabearen_aurrean zure segurtasun babeslea agertzea .
#goldHeads=0,3,5,5,1,5,5,5,8,9,14,11,14,8,14,15,8,17,0,21,19,23,28,23,26,28,26,21,28,
#predictedHeads=0,3,5,5,1,5,6,5,8,9,5,11,14,19,14,15,14,17,0,19,20,23,19,23,26,28,26,21,28,
(1,5),(5,14),0.16232 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.317618 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),0.0798434 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),0.0789755 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.28657 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-0.0538455 # DEPENDENCYPART_GRANDPAR
(1,5),(5,26),0.016159 # DEPENDENCYPART_GRANDPAR
(1,5),(5,28),0.107845 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.358181 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.795226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,5),0.238675 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.553462 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.260586 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.219043 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.0836678 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.238675 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.553462 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.23319 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.222548 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),0.106152 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),0.153083 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.0836678 # DEPENDENCYPART_GRANDPAR
(1,8),(8,28),0.194656 # DEPENDENCYPART_GRANDPAR
(1,19),(19,2),0.129319 # DEPENDENCYPART_GRANDPAR
(1,19),(19,3),0.111344 # DEPENDENCYPART_GRANDPAR
(1,19),(19,5),0.0518478 # DEPENDENCYPART_GRANDPAR
(1,19),(19,7),-0.286229 # DEPENDENCYPART_GRANDPAR
(1,19),(19,8),0.222374 # DEPENDENCYPART_GRANDPAR
(1,19),(19,9),-0.356611 # DEPENDENCYPART_GRANDPAR
(1,19),(19,11),-0.204868 # DEPENDENCYPART_GRANDPAR
(1,19),(19,12),0.0608479 # DEPENDENCYPART_GRANDPAR
(1,19),(19,13),0.0679399 # DEPENDENCYPART_GRANDPAR
(1,19),(19,14),0.116473 # DEPENDENCYPART_GRANDPAR
(1,19),(19,15),-0.467004 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),-0.243853 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),0.0234996 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),0.0771046 # DEPENDENCYPART_GRANDPAR
(1,19),(19,21),-0.288441 # DEPENDENCYPART_GRANDPAR
(1,19),(19,22),-0.220702 # DEPENDENCYPART_GRANDPAR
(1,19),(19,23),-0.0557164 # DEPENDENCYPART_GRANDPAR
(1,19),(19,24),-0.855234 # DEPENDENCYPART_GRANDPAR
(1,19),(19,25),-0.039775 # DEPENDENCYPART_GRANDPAR
(1,19),(19,26),0.0142881 # DEPENDENCYPART_GRANDPAR
(1,19),(19,27),-0.911658 # DEPENDENCYPART_GRANDPAR
(1,19),(19,28),0.105974 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.32323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.0583201 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.111898 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.370241 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.369578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.0247217 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.012451 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.106162 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.184921 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.178126 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.129568 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.0901246 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.00694217 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.22244 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.242741 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.155544 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.117009 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.0343046 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.199684 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.28177 # DEPENDENCYPART_GRANDPAR
(2,5),(5,26),-0.285302 # DEPENDENCYPART_GRANDPAR
(2,5),(5,28),-0.18131 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.509562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.398293 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.587812 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.298976 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.28696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.0909458 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.330566 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0468878 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.123178 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.186636 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.0211869 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.103835 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.158758 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.159677 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.225473 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.201762 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.021681 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.0462467 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),-0.248234 # DEPENDENCYPART_GRANDPAR
(3,5),(5,26),-0.243439 # DEPENDENCYPART_GRANDPAR
(3,5),(5,28),-0.287917 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.642797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.268829 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.114803 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.291118 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.259165 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0189999 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.605638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,2),0.440202 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.214062 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.605638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.13363 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.165073 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.29745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0682062 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.06748 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.108849 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),0.136835 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.29745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.0682062 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.258621 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.105344 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.0454387 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.0429895 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),0.136835 # DEPENDENCYPART_GRANDPAR
(5,8),(8,28),-0.025249 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.246609 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0702941 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.287771 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.180919 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.0251971 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.00896585 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.0903181 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.00353195 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.197345 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.0349912 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.237048 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.100151 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.0398758 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0300953 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.0429895 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.111816 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),0.136835 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.299432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,7),0.258055 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.0817401 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.0997831 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.0395077 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.0304634 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.0596988 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.109926 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),0.138725 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),0.0119103 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),0.00337285 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.186529 # DEPENDENCYPART_GRANDPAR
(5,14),(14,28),-0.0233592 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.0702941 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.0482528 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.0385734 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),0.0271594 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),0.0778155 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.106085 # DEPENDENCYPART_GRANDPAR
(5,15),(15,28),-0.0442 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.0669898 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.260256 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.484277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,7),0.205583 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),0.0292678 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),-0.0287196 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.0484132 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.00955492 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),0.00722649 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.0795997 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.249384 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.02335 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.0843889 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.063864 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.0784401 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.0318103 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.18984 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.180956 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-0.0484632 # DEPENDENCYPART_GRANDPAR
(5,19),(19,26),-0.137711 # DEPENDENCYPART_GRANDPAR
(5,19),(19,27),-0.389105 # DEPENDENCYPART_GRANDPAR
(5,19),(19,28),-0.113931 # DEPENDENCYPART_GRANDPAR
(5,20),(20,6),0.0388483 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),0.00706793 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.00898759 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.192974 # DEPENDENCYPART_GRANDPAR
(5,20),(20,26),-0.136937 # DEPENDENCYPART_GRANDPAR
(5,21),(21,5),-0.453308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,21),(21,7),0.167569 # DEPENDENCYPART_GRANDPAR
(5,21),(21,8),-0.00874587 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),0.0219992 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),-0.0307871 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),-0.117613 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),-0.216463 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),0.00606493 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.0528347 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.069676 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.032989 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.150958 # DEPENDENCYPART_GRANDPAR
(5,21),(21,26),-0.10147 # DEPENDENCYPART_GRANDPAR
(5,21),(21,27),-0.429256 # DEPENDENCYPART_GRANDPAR
(5,21),(21,28),-0.109109 # DEPENDENCYPART_GRANDPAR
(5,23),(23,9),0.100151 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),-0.120513 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),0.179645 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),-0.104929 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),0.0861823 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.0433076 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.00508535 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.190904 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.0108734 # DEPENDENCYPART_GRANDPAR
(5,23),(23,26),-0.113338 # DEPENDENCYPART_GRANDPAR
(5,23),(23,27),-0.399052 # DEPENDENCYPART_GRANDPAR
(5,23),(23,28),-0.025249 # DEPENDENCYPART_GRANDPAR
(5,23),(23,29),0.372925 # DEPENDENCYPART_GRANDPAR
(5,26),(26,9),0.0862121 # DEPENDENCYPART_GRANDPAR
(5,26),(26,15),-0.134453 # DEPENDENCYPART_GRANDPAR
(5,26),(26,21),-0.047019 # DEPENDENCYPART_GRANDPAR
(5,26),(26,22),-0.00879674 # DEPENDENCYPART_GRANDPAR
(5,26),(26,23),-0.190355 # DEPENDENCYPART_GRANDPAR
(5,26),(26,24),-0.21354 # DEPENDENCYPART_GRANDPAR
(5,26),(26,25),0.0135999 # DEPENDENCYPART_GRANDPAR
(5,26),(26,27),-0.404298 # DEPENDENCYPART_GRANDPAR
(5,26),(26,28),-0.0313853 # DEPENDENCYPART_GRANDPAR
(5,26),(26,29),0.365895 # DEPENDENCYPART_GRANDPAR
(5,28),(28,5),-0.481862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,28),(28,7),0.216581 # DEPENDENCYPART_GRANDPAR
(5,28),(28,8),0.0402657 # DEPENDENCYPART_GRANDPAR
(5,28),(28,12),-0.0109012 # DEPENDENCYPART_GRANDPAR
(5,28),(28,13),0.0182244 # DEPENDENCYPART_GRANDPAR
(5,28),(28,14),-0.0686018 # DEPENDENCYPART_GRANDPAR
(5,28),(28,15),-0.246518 # DEPENDENCYPART_GRANDPAR
(5,28),(28,18),-0.0857352 # DEPENDENCYPART_GRANDPAR
(5,28),(28,19),-0.0982294 # DEPENDENCYPART_GRANDPAR
(5,28),(28,20),-0.0871613 # DEPENDENCYPART_GRANDPAR
(5,28),(28,21),-0.136499 # DEPENDENCYPART_GRANDPAR
(5,28),(28,22),-0.0955527 # DEPENDENCYPART_GRANDPAR
(5,28),(28,23),-0.221603 # DEPENDENCYPART_GRANDPAR
(5,28),(28,24),-0.325605 # DEPENDENCYPART_GRANDPAR
(5,28),(28,25),-0.0922455 # DEPENDENCYPART_GRANDPAR
(5,28),(28,26),-0.169707 # DEPENDENCYPART_GRANDPAR
(5,28),(28,27),-0.533754 # DEPENDENCYPART_GRANDPAR
(5,28),(28,29),0.547714 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.495389 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.395696 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.415221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.032649 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0772124 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.278632 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.171417 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.359316 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.07939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.616932 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-0.674929 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-1.04411 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.266336 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.6865 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.182225 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.359316 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.07939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.616932 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.454493 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.504799 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.480675 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.661581 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.693263 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.503881 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.674929 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.272583 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.0174065 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-0.728807 # DEPENDENCYPART_GRANDPAR
(7,5),(5,26),-0.821567 # DEPENDENCYPART_GRANDPAR
(7,5),(5,28),-0.621474 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.03137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,5),-0.533552 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.884932 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.633959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.16232 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.31761 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.350566 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.224787 # DEPENDENCYPART_GRANDPAR
(7,8),(8,28),-0.310437 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.68616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.223702 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0274468 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.110403 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.243374 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.322679 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.277683 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.309406 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),0.00318783 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),0.196318 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.333573 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.256288 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.410171 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0941109 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.245061 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.186824 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.688374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.146685 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.306132 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.342033 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.345155 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.407651 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.249513 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.565168 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.234308 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-0.306775 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-0.459104 # DEPENDENCYPART_GRANDPAR
(8,5),(5,26),-0.464724 # DEPENDENCYPART_GRANDPAR
(8,5),(5,28),-0.547653 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.146057 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.325561 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0576726 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.18345 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.668615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.137792 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.189502 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.468568 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.295144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0640587 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.0282393 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0422382 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.212917 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),0.305715 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.00678153 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.17449 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0649546 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.0461646 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.0542418 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.317681 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.508021 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.243135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.305715 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.00678153 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.17449 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.100084 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.040457 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.0485342 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.260334 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.115104 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.114871 # DEPENDENCYPART_GRANDPAR
(8,14),(14,28),-0.242324 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.0387423 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.0237944 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.100632 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.093051 # DEPENDENCYPART_GRANDPAR
(8,28),(28,5),-0.368715 # DEPENDENCYPART_GRANDPAR
(8,28),(28,7),-0.527709 # DEPENDENCYPART_GRANDPAR
(8,28),(28,8),-0.34051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,28),(28,12),-0.161717 # DEPENDENCYPART_GRANDPAR
(8,28),(28,13),0.002708 # DEPENDENCYPART_GRANDPAR
(8,28),(28,14),-0.0598287 # DEPENDENCYPART_GRANDPAR
(8,28),(28,15),0.101332 # DEPENDENCYPART_GRANDPAR
(8,28),(28,18),-0.205414 # DEPENDENCYPART_GRANDPAR
(8,28),(28,19),-0.151965 # DEPENDENCYPART_GRANDPAR
(8,28),(28,20),0.0640177 # DEPENDENCYPART_GRANDPAR
(8,28),(28,21),-0.0525141 # DEPENDENCYPART_GRANDPAR
(8,28),(28,22),-0.17923 # DEPENDENCYPART_GRANDPAR
(8,28),(28,23),-0.111241 # DEPENDENCYPART_GRANDPAR
(8,28),(28,24),-0.148926 # DEPENDENCYPART_GRANDPAR
(8,28),(28,25),-0.157612 # DEPENDENCYPART_GRANDPAR
(8,28),(28,26),-0.121747 # DEPENDENCYPART_GRANDPAR
(8,28),(28,27),-0.312462 # DEPENDENCYPART_GRANDPAR
(8,28),(28,29),-0.441033 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.357384 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.314462 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.414008 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0883579 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.786042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,17),-0.578991 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.314462 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.414008 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.346335 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.786042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,13),-0.400902 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.434294 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.578991 # DEPENDENCYPART_GRANDPAR
(9,8),(8,28),-0.414411 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.260975 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.183303 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.331621 # DEPENDENCYPART_GRANDPAR
