# _root_ benetan , erdi tontolo geratu naiz leihotik begira : muxuka zeuden txirikorda eta nicolasito , biak eskutik helduta ! .
#goldHeads=5,3,4,5,0,5,5,7,8,11,0,13,11,13,14,18,18,11,18,19,
#predictedHeads=5,3,4,5,0,5,5,7,8,11,5,13,11,13,14,18,18,11,18,19,
(10,7),(7,9),-0.00512607 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.71501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.356466 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.554768 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.457187 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.463126 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.366651 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.0993331 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.018049 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0117949 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.718725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.529592 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.4637 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.569842 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.340982 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.206382 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.335074 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.307485 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.3451 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.24501 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.299461 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.44193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.309684 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.291403 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.349934 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.212504 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.313068 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.176364 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),-0.0614258 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.389807 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.352941 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.329136 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.323227 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.357578 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.295157 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.240729 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.287614 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.483534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.0198284 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.218615 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.287601 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.00917705 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.175544 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.250735 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.1064 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.0335277 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.243792 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.352941 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.173499 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),-0.0191425 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.199179 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.170611 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.239429 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.212103 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.325794 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.173673 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.30633 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.300475 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.305354 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.297816 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.178802 # DEPENDENCYPART_GRANDPAR
(10,17),(17,11),-0.0614258 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.205446 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.183647 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.245696 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.0129416 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.0749679 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.173499 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),0.174122 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.326106 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.0668343 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.0377715 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.102187 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.244567 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.211659 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.0618618 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.104571 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.471786 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.0597423 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.328053 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.208357 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.131584 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.0762174 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.196789 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.133743 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.12783 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.0730044 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.137361 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.536562 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.09244 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.366913 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.500656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,13),-0.206245 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.647357 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.27244 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.227448 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.102043 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.141337 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.00331723 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.116359 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0469989 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.0982962 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.241441 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.36687 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.48017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),0.422476 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.157227 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.291435 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.196809 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.189379 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.365368 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.216053 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.324804 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),0.49265 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.135213 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),0.222568 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.365891 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.00215331 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.449082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.49265 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.135213 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),0.222568 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.0226709 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.484071 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.200665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),0.427009 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.27963 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.387581 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.30599 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.428863 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.260785 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),0.151517 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.178053 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),0.0923 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.249581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.6823 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.523926 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.256428 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.00333603 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.182713 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.020054 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.318323 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0223511 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.27963 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.0299293 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.346622 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.265031 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),0.133259 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.12745 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.266152 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.35819 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.276654 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.355312 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.341319 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),0.215717 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.200665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.695125 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.0665602 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.425043 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.1391 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.151493 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.0299293 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),0.181806 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.412728 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.509063 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.331098 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.392237 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.419028 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),0.12285 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.203162 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),0.0671914 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.280462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.726852 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.0400914 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.45677 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.104235 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.03536 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.249869 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.355743 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),0.183546 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.474248 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.149498 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.344817 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.293725 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.474556 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.686636 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.265312 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.111557 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.0539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.0932315 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.428181 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.574872 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.371372 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.573917 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0340029 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.358467 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0262818 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.283453 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.690824 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.558382 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.647368 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.75968 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-1.09569 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-1.00642 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.607349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.224373 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.0183688 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.128569 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.221972 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.283453 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.160032 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.612805 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.38989 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.13222 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.393629 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.461877 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.117925 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.189823 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.187899 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),0.0160357 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.388261 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.219368 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.250483 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.278232 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.0595776 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.115729 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.0955789 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.106075 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.550931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,17),-0.650344 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.282811 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.32347 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.126772 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.000888231 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.113905 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.111981 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.443418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,1),-0.167165 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.407324 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.354088 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.360292 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.219675 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.480119 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.10015 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.468661 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.0979626 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.0263914 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.303481 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-0.4212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,16),-0.277399 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.13187 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.203464 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.19986 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.508233 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.186204 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.168204 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.463462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.223337 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.199336 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.131181 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.11118 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.168204 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.463462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.223337 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.114553 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.444882 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.0116015 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.391592 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.217635 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.197933 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.0612221 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.0776815 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0167863 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0237252 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.269992 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.505664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.389398 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.323544 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.610943 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.279829 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0882023 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.226693 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.448238 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.162736 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0564515 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0876863 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.05231 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.317073 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.141227 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.248381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.146118 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.0483976 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.191697 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.0299661 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.380952 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.566318 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.376125 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.0504433 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.146625 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.341154 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.526575 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.575748 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.397948 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.428371 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.331572 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.14226 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.218577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.219048 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.122567 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.136668 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.05231 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.155397 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.463986 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.758555 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.649333 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.701256 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.546624 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.627765 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.451043 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.45914 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.407378 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.341654 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.266291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.125885 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.0778421 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0115326 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.0956596 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.225269 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.156656 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.30581 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.02893 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.350994 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.608635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.408618 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.24749 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.244371 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.777105 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.643931 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.422981 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.135482 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.213691 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.824009 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.690944 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.838517 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-1.00351 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-1.22621 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-1.33008 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-1.09036 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.350529 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.611091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.0817215 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.253101 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.157484 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.011478 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.86556 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.608079 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.732368 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.84741 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-1.05484 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-1.24597 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.710834 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.511418 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-1.31848 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-1.11012 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.382263 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.715739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.0976075 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.356653 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.223597 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.085853 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.0775142 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),0.0346431 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),0.0345515 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),0.03386 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.157023 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),0.0655917 # DEPENDENCYPART_GRANDPAR
