# _root_ 25 urtetik beherako gazteen langabezi tasa ebn %%16,2koa zen ekainean eta euro eremukoa %%17,2koa .
#goldHeads=2,4,2,6,6,9,9,9,11,9,0,13,11,11,14,
#predictedHeads=2,9,4,5,6,9,9,9,11,11,0,13,11,12,14,
(8,4),(4,5),0.0217522 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.511263 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.313471 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.96949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.94249 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),0.100456 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-1.34715 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.187397 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-1.06706 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.479076 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.331378 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.511263 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.313471 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.96949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-1.06797 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-1.00524 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-1.34715 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.28714 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.185591 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-1.07034 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.482357 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.328096 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0829886 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.31014 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.96949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.94249 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-1.06797 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),0.0988145 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.415134 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-1.00524 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.34715 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.28714 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-1.06706 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.479076 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.331378 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0797072 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.617572 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.96949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.94249 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.06797 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),0.100456 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.415134 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.00524 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.0204675 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.41806 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.83007 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.0199984 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.430702 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.96536 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.765925 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.68124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.648584 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.285017 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.00465772 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.585451 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-1.03416 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.40392 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.938578 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.739143 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.54382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.619407 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.288784 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0909218 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.681031 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-1.10299 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.199194 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.0110558 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.42123 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.833249 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.0231766 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.43388 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.968539 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.769104 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.52111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.585692 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.61959 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0555559 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.534553 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.991452 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),-0.619407 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.642305 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.681031 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-1.10047 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.199194 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.803288 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),0.00678372 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.40392 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.938578 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.739143 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.54382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.619407 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.642305 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.447807 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0105376 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-1.10047 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.199194 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.691989 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0391522 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.629261 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.111755 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.054003 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.0909044 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.0387214 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.53723 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.138016 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.08993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,11),-0.417158 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.0401017 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0457325 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.135601 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.0373335 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.17875 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.0678472 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.815491 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.417158 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.038743 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.0434227 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.477701 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.0373335 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.17875 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.0678472 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.815491 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.08993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.417158 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.836988 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.0401017 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.0457325 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.48001 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0797804 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.17875 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0678472 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.815491 # DEPENDENCYPART_GRANDPAR
(9,5),(5,10),-0.433927 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.971562 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.836988 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.237506 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.0401017 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.0464703 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.480748 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0805182 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.0914007 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0736679 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.809671 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.08993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.433927 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.4188 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.382064 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.971562 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.836988 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.237506 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.0457325 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.48001 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.0797804 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0921385 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.124122 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.815491 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.08993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.433927 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.417158 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.382064 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.971562 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.0401017 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.0457325 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.48001 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.0797804 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.0921385 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.124122 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.122652 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.08993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.433927 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.417158 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.382064 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.971562 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.836988 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.237506 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.192278 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.405843 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.161764 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.0451 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.808657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0847004 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.097647 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.687145 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.560117 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.0883666 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.293302 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.379118 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.813396 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.414181 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.241247 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.454812 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.210733 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.09407 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.893481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.260579 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.00709978 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.596598 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.546847 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.808657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.204322 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.687145 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.557595 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.0883666 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.764427 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.365212 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.192278 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.405843 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.161764 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.0451 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.808657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.204322 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.194366 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.152452 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.557595 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.0883666 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),-0.193411 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.141547 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.731045 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.215506 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.288762 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.86303 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.623519 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.032891 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.284781 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.179491 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.520601 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.875009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,13),-0.424387 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.687895 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.405596 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.290568 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.866312 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.626801 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.0296096 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.16337 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.182822 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.523932 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.234987 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.875009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.130368 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.432354 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.424387 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.687895 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.405596 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.86303 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.623519 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.032891 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.160089 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.391089 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.520601 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.237476 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.875009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.128726 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.432354 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.424387 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.288762 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.86303 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.623519 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.032891 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.160089 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.391089 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.0780315 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.237476 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.875009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.128726 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.432354 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.424387 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.687895 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.405596 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.216943 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.767451 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.52794 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.127455 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0645096 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.292815 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.173611 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.514721 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.901791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.101441 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.459136 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.451169 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.660155 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.487215 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.2172 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.977692 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.321663 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.514262 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.742056 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.276141 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),0.0649689 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.0868803 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.426628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0383364 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0463037 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.332195 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.0856078 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.449343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.100174 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.441211 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.31765 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.947732 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.291703 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.484302 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.712096 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.246181 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),0.0949293 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.0856078 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.449343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.218624 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.00668197 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.441211 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.31765 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.499027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,12),-0.0563717 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0484044 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.230211 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.0712225 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.0927583 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.131653 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.144051 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.0266703 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.311185 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-0.405765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,1),-0.133034 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.120614 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.0290852 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.00602011 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.0884727 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.0864963 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.279642 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.405765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,1),-0.131675 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.122923 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.224515 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.00602011 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.0884727 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.0864963 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.279642 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.311185 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.405765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,14),-0.0320108 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.133034 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.120614 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.226825 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.0550887 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.0884727 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.0864963 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.279642 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.428802 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.447674 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.0320108 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),0.0253669 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.121392 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),0.131518 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.215921 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0441846 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.0803052 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.1156 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.308746 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.322826 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.457905 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.407407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),0.0156637 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.447674 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.0320108 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),0.0253669 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.120614 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.226825 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0550887 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.0912092 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.0101269 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.279642 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.311185 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.428802 # DEPENDENCYPART_GRANDPAR
