# _root_ hori guztia " bazterketarik gabe , inor bakartu gabe , betorik gabe eta indarkeriarik gabe " egin behar_dela gaineratu zuen ibarretxek .
#goldHeads=17,1,2,13,14,5,8,13,14,9,13,14,17,13,14,15,18,19,0,19,19,21,
#predictedHeads=0,1,2,8,4,5,8,18,8,9,13,11,19,13,14,15,18,19,0,19,19,21,
(10,8),(8,14),-0.649701 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.637016 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.570121 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.577271 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.548119 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.23419 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.351461 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.194071 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),0.0223201 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),0.072409 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.129593 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.00735696 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.444476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.366287 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.210594 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.234605 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.421876 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.18741 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.219518 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.382109 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.517411 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.294727 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.238831 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.108013 # DEPENDENCYPART_GRANDPAR
(10,18),(18,11),-0.215361 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.329933 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.128625 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.305199 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.385523 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.208584 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.24062 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.113561 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.64107 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),-0.546057 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.706303 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.240015 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.207359 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.154313 # DEPENDENCYPART_GRANDPAR
(11,5),(5,12),-0.245651 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.32995 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.713615 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.453921 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.613215 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.407949 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.820665 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.722763 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.530236 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.432941 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0740143 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0305162 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.204541 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.143554 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.955623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.307551 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.422944 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.716243 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.39185 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.627686 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.481465 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.639042 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.592586 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.162611 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.154313 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.842414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.245651 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.351594 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.603034 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.32995 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.249722 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.874439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,18),-0.453921 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.398159 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.378575 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.558348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.179944 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.392042 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.07053 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.04071 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.617452 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.47205 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.419421 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.311828 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.487483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.111406 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.225794 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.16126 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.25007 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.103699 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.256734 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.585528 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.252783 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0438592 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.258441 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.297114 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.170922 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.328037 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.481243 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.274777 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.558348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.0744349 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.094046 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.318968 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0166839 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.399103 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-1.08633 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-1.04311 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.633355 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.411617 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.47004 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.435324 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.325915 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.601902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.0678716 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.0408358 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.362523 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.15217 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.151969 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.316772 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.432282 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.0933917 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-1.03192 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.63851 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.463832 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.440479 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.618101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.0728215 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.0535799 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.378721 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.15712 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.24614 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.324961 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.425613 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.230215 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.261715 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.230684 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.285736 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.154723 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.160268 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.0831099 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.244996 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.04018 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.866266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.549425 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.676793 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.614661 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.583218 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.560345 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.549795 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.631539 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.201581 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.278455 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.0356892 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.839258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.527338 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.589114 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.587653 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.236679 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.294104 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.0989766 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.168435 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.206366 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.197307 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.223333 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.826234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.520826 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.61428 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.574629 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.534048 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.518222 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-0.234043 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.426224 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.505327 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.456067 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.454374 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.35927 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.481059 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.308656 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.605608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.31169 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.373497 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.287384 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.263626 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.249053 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.42383 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.426276 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),-0.247289 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.444903 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.331588 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.329434 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.318926 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.479595 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.076017 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.190722 # DEPENDENCYPART_GRANDPAR
(13,1),(1,19),-0.377893 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.332868 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.18045 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.00187934 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.0348472 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.40496 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.130418 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),-0.0877139 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.322407 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.329373 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.182278 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.197439 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.0127477 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.0595796 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.453858 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.00346843 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.191985 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.172474 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.0393287 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.0410964 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.0106286 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.386746 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.0752545 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.0582876 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.30425 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.516365 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.615788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.337085 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.0910656 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.236793 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.470781 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.477785 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.240447 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.165023 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.0595796 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.25043 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.453858 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.532798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.134351 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.00346843 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.132566 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.324483 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.388413 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.332743 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.0364543 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.00532183 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.223834 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.15491 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0958432 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.143181 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.571529 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.490533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.137691 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),0.0641313 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.0877139 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.322407 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.680845 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.165023 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.0928363 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.172893 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.532798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.134351 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.184127 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.0782147 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.28791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.211804 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.0868241 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.131434 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.145784 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.148627 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.408012 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.0449879 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),0.321681 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.383526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.161067 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.118058 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.631651 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.570689 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.621971 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.335655 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.344692 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.15443 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.203358 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.206832 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.2668 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),0.237753 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.328253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.274913 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.194051 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0795114 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.108818 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.00823393 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.344518 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.604305 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.339328 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.167637 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.207031 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.249134 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),0.23408 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.351808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.195934 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.176733 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.180203 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.0393532 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.0262408 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.603777 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.339445 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.346028 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.179666 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.207147 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.208168 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.248607 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),0.233963 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.343101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.194051 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.168279 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.190761 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.00537542 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),0.0343402 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.407973 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.951596 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.352718 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.465377 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.408351 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),-0.288401 # DEPENDENCYPART_GRANDPAR
(14,5),(5,15),-0.24179 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.589217 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.543579 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.373902 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.955758 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.785349 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.608312 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.43137 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.467904 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.340831 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.501017 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.290928 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.913523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.282637 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.557027 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.400459 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.555491 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.878257 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.459617 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.351719 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.506047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0751566 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.267951 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-1.27651 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-1.2884 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.83375 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.52432 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.809535 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.693342 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.579953 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-1.00407 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.516366 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.431724 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.549601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.0640106 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0719512 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.235048 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.398833 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.03776 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-1.27721 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.838905 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.803327 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.698498 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.992877 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.521521 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.42322 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.5658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.0689605 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.171436 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.243238 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.392163 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-1.27658 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.838919 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.525403 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.815135 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.698511 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.581036 # DEPENDENCYPART_GRANDPAR
