# _root_ ehiztariek oihu_egin ziguten , otsoarengandik apartatzeko esanaz , eta eztarriek ez zieten bere belarriei gure lasaitzeko eta ez tiratzeko hitzik entzuten utzi .
#goldHeads=2,9,2,3,6,7,2,7,0,22,22,22,14,22,20,17,20,19,17,21,22,9,22,
#predictedHeads=2,9,2,3,6,7,9,7,0,16,22,22,14,16,16,17,22,19,20,21,22,9,22,
(0,4),(4,2),0.540945 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.0594884 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.104704 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),0.235516 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.246049 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.362473 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.173573 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.150911 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.119443 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.10163 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0151355 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.0173517 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.00485916 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.605362 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.0693855 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.263979 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.116488 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.270892 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.0181339 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.00985979 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),0.136889 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.246002 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.362358 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.173521 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.150024 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.11949 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.160746 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0142008 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.293525 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.0173668 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.0048741 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.605347 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.0694006 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.263994 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.116621 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.270877 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.018149 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),-0.00999305 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),0.136756 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.540945 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.0594884 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.0178409 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.21424 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),-0.0130604 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.381192 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.0571874 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.141374 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.378553 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.141913 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.054863 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.00663681 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.343639 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.244125 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.305374 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.395673 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.167815 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.0114272 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.205429 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.343477 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-0.0585127 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),0.0510099 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.265413 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.303026 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.246049 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.362473 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.150911 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.119443 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.160632 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.0361442 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.0161736 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.269515 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.163434 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.0723769 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.265855 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.313051 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.215468 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.440689 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.270892 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.233465 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.154101 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.0181339 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.00985979 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),0.136889 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.141913 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.054863 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.061938 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.474577 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.571128 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.156625 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.472731 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.205429 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.343477 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.0585127 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),0.0510099 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.314335 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.323673 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.246049 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.362473 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.150911 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.119443 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.160632 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),0.0361442 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),0.0161736 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),0.269515 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.163434 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),0.0723769 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),0.265855 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.313051 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.215468 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.440689 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.175343 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),0.246867 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.156229 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.0181339 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.00985979 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),0.136889 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.246121 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),0.170358 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.290871 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.283735 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.144962 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),0.00690397 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.340661 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.107628 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),0.0340695 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),0.260325 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.151619 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),0.0593977 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),0.253779 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.31368 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.203652 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.441318 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.177418 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),0.237677 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.169208 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.215032 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.136096 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),0.110994 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.21623 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.290922 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),-0.0745701 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),-0.109631 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),0.0871451 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),0.0535329 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),0.309192 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.118561 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),0.123689 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),0.302159 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.275943 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.170595 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.402701 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.124343 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),0.286544 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.104917 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.161956 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.103038 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.0126262 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.181321 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.0926035 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.490387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.434449 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.164401 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.0494041 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.0657026 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.191125 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.129539 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.288307 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),0.129913 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.097477 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),0.134262 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.449621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,4),0.217265 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.268461 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),-0.00482523 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.292492 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.34778 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),-0.115698 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.458126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.393103 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.0657692 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.178481 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),0.101344 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.0313384 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.0111487 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.201643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.322058 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.0103037 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.0298161 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.141919 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.163173 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.384728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.156949 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0345859 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.110168 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.169999 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.113123 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.331196 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),0.188741 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.378345 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.352186 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.134046 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.0463871 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),0.0823827 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.496398 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.244153 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.452878 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.163173 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.384763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.156956 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.0337413 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.110163 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.0773708 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.120216 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.0381163 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.326021 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.193916 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.373169 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.347011 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.12887 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.0413296 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),0.0875586 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.491222 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.239095 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.44782 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.238461 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.259443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.321683 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.0177911 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.140489 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.0479489 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.273545 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.00672986 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.265998 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.167763 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.492075 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.286987 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),0.000915444 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),0.0943333 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.143464 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.430254 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.197613 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),-0.426405 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.360905 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.439492 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.369656 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),0.0985743 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.463989 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),0.0479489 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),0.273545 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),-0.0214419 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.361245 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.129665 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),0.0585505 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),0.0772881 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.143464 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.430254 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.197613 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),-0.426405 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.149434 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.582759 # DEPENDENCYPART_GRANDPAR
(2,19),(19,1),-0.163173 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.384728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,4),0.0345859 # DEPENDENCYPART_GRANDPAR
(2,19),(19,5),0.110168 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),-0.0773358 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),0.14826 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),0.0591069 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.065944 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),-0.370577 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),0.211156 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.334729 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.427362 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.391567 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.188045 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.0667342 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),0.0597309 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),0.12068 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.496398 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.244153 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-0.452878 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.0954291 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.1108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.192535 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.269192 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.891554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.854972 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.762261 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.164903 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.227036 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.890554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0180126 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.179439 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.0599084 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.0208531 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.326496 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.334785 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.301294 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.141852 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.302223 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.300034 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.113147 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.299212 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.321209 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.273148 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.0917967 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.38404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.268257 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.170782 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.00391387 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),0.0948224 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.224409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0564408 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.332862 # DEPENDENCYPART_GRANDPAR
(4,22),(22,1),-0.32981 # DEPENDENCYPART_GRANDPAR
(4,22),(22,5),0.0215446 # DEPENDENCYPART_GRANDPAR
(4,22),(22,6),0.0538099 # DEPENDENCYPART_GRANDPAR
(4,22),(22,7),0.213359 # DEPENDENCYPART_GRANDPAR
(4,22),(22,8),0.156104 # DEPENDENCYPART_GRANDPAR
(4,22),(22,9),0.0312137 # DEPENDENCYPART_GRANDPAR
(4,22),(22,10),-0.191856 # DEPENDENCYPART_GRANDPAR
(4,22),(22,11),0.0226544 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),0.147642 # DEPENDENCYPART_GRANDPAR
(4,22),(22,13),0.0140256 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),-0.134921 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),0.14567 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),0.107213 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),0.0342247 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),0.00147873 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),0.0819552 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.178084 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),0.223196 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.31954 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.244948 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.60988 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.096925 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.42772 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.379748 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.692147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.77653 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.459201 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.0735703 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.157292 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.147907 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.136384 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.11852 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.476057 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.53178 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0354464 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.64413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,2),-0.0759849 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.77614 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.610963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,22),-0.467057 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.927988 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.300141 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.920514 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.264468 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.351365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.155049 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.272777 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.0292716 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.0490021 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.0493426 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.0882657 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.256495 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.150111 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),0.119072 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.265422 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.550385 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.195038 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.272633 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.913582 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),-0.208403 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.109061 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.0572991 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-1.02865 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.182045 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.236636 # DEPENDENCYPART_GRANDPAR
