# _root_ jeltzaleen jarrerari_buruz mintzatu zen eta , adierazi zuenez , " konturatu behar_dute haien apustuak kale_egin duela eta estatutuaren bidera itzuli beharko dute " .
#goldHeads=2,3,5,3,0,5,17,7,8,9,17,11,14,15,11,15,0,19,20,17,20,21,22,23,
#predictedHeads=2,3,5,3,0,5,5,7,8,9,12,17,14,15,17,15,0,19,20,21,17,21,22,23,
(0,17),(17,7),0.540957 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.0223467 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.227015 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.367071 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.422971 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.27805 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-1.8039 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.68195 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.55795 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.191512 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),0.128561 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),0.434361 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),0.112555 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),0.194452 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),0.542485 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),0.15427 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),0.183076 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.1884 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.175286 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),0.244884 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-1.57213 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),0.175091 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.520498 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.389169 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.0929875 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),0.200786 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.0759601 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),0.0395678 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.18106 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.163298 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),0.295271 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-1.55282 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),0.17236 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.508511 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.377182 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.172673 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),0.234327 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.399363 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),0.049606 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),0.0958252 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),-0.631716 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.552307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.285324 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.40736 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.0765726 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.567013 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.620563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.0137714 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.0210573 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.482441 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.68108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),-0.0467628 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.184869 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.00554709 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.156288 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.164188 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.488979 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.0544886 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.0282475 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),0.377949 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),0.0603788 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.500195 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),0.095551 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.268323 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-0.0234667 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.395089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.621838 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.4915 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),0.123642 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.0703043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.440426 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.216016 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.00236479 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.253255 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.656086 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.0330831 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),0.144473 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.700904 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),0.180707 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.0504733 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),0.164978 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.0377075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,5),0.188683 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.643818 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),0.120111 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.0982417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.29147 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.124378 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.323972 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.135432 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.650356 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.0336386 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.0684012 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.1623 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.12746 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.694985 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),0.19393 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.462597 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.0326458 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.0337463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,9),0.0954769 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.233631 # DEPENDENCYPART_GRANDPAR
(3,1),(1,4),-0.44362 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.115078 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.151133 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.554164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.44362 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.115078 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),0.189364 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.250357 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.168165 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),-0.0664605 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.265453 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.300403 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.218194 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.346616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.402425 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.163709 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.0278696 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.264786 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.12756 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.0238198 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.239331 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.40539 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.238759 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.171566 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.470643 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.213084 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.043312 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.134747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.279356 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.235386 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.153195 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.49713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.240301 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.0261957 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.201586 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.382787 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.061493 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.047098 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.31188 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.309677 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),0.152738 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.193206 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.551342 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.279907 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.162206 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.0304657 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),-0.279356 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.172194 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.403142 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0667859 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.32103 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.152023 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.225152 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.14296 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.488286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),-0.244204 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.0127022 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.0649765 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.474514 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.083528 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.0442858 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.478603 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.308212 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),0.152513 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.204577 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.575385 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.543861 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.278442 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.172262 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.395786 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.460085 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.712827 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.527333 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.346616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,5),0.0477097 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),0.0678188 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),0.0627894 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.19896 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.00893922 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.457086 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.19979 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),0.0536891 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.498709 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.470643 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.213084 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.043312 # DEPENDENCYPART_GRANDPAR
(3,20),(20,3),-0.481172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,20),(20,5),-0.0144685 # DEPENDENCYPART_GRANDPAR
(3,20),(20,6),0.191629 # DEPENDENCYPART_GRANDPAR
(3,20),(20,7),-0.0578628 # DEPENDENCYPART_GRANDPAR
(3,20),(20,9),-0.0996395 # DEPENDENCYPART_GRANDPAR
(3,20),(20,12),-0.342258 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),-0.0531442 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),-0.514971 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.338993 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),0.208594 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.219477 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.61647 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.580222 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.167285 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.382127 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.196835 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.927668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,7),-0.512351 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.0751313 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.00329055 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.927668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,7),-0.512351 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.60058 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.190146 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.539409 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.411781 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.794665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0919681 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.317176 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.46018 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0486723 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.364387 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.0953841 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.437174 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.356375 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),0.121147 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.465179 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.420857 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.30198 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.525516 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.0765998 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.269673 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.836675 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.120221 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.233678 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.481931 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.834296 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.120221 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.222173 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.306993 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.257523 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.931829 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.534607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.100063 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.274582 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.266325 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.396794 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.6775 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.704981 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.466004 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.54651 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.266386 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.214685 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.434249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,8),-0.238176 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.0145547 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),0.659574 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.322322 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.376593 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.103292 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),0.674674 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.263656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.167174 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0595421 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0377258 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.0774563 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.227403 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.124955 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.31442 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.0975162 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.220436 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.0761631 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.187037 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.024521 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),0.659574 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.236533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,8),-0.0963231 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.231563 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.368252 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.584171 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.317519 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.37179 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.0968933 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),0.677261 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.254443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.166278 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.211523 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.0887115 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.130453 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.240169 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.291225 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.136946 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.137721 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.327665 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.103965 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.315508 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.212385 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.0889286 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.500511 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.083411 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.317542 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.371813 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.0968933 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),0.676721 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.260295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,7),0.197977 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.0826081 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.0938338 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.281963 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.111272 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.11824 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.318403 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.0991213 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.289834 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.186711 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.0694482 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.481031 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.0741486 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.0857274 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.208106 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.0948913 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.190984 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.244356 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.571131 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.390389 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-1.22987 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.317519 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.37179 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.0968933 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.254443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,7),0.211523 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.0887115 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.10738 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.195769 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.359026 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.227195 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.327665 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.103965 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.315508 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.212385 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.0889286 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.500511 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.083411 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.120274 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.385562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,7),0.0742878 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.0204629 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.319512 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.398845 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.282086 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.222875 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.582882 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.430309 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.335638 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.158538 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.505178 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.190984 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.134033 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),0.00569415 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.138126 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.306076 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.206205 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.569203 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.335529 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-1.22987 # DEPENDENCYPART_GRANDPAR
(5,20),(20,3),-0.0973195 # DEPENDENCYPART_GRANDPAR
(5,20),(20,5),-0.258297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,20),(20,6),0.165675 # DEPENDENCYPART_GRANDPAR
(5,20),(20,7),0.209921 # DEPENDENCYPART_GRANDPAR
(5,20),(20,9),-0.131055 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.197371 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),-0.358802 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.224795 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.0966339 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.261755 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.189694 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.394254 # DEPENDENCYPART_GRANDPAR
