# _root_ orain , sasoi hura udazkenean enarak_bezala ostendu eta urrundu denean , etxetxoak egiteari ekin diot berriro .
#goldHeads=14,3,7,3,7,7,8,14,8,9,10,13,14,0,14,14,16,
#predictedHeads=14,3,5,3,7,7,8,0,8,9,10,13,14,0,14,14,16,
(8,14),(14,4),-0.526324 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.275891 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.478426 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.167918 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.327086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.161706 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.149508 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.0869556 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.00257645 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.109726 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.0562859 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.0350332 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.114577 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.018497 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.0201543 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.288656 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.0633917 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.312704 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.304445 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0280058 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.03951 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.0989611 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.104032 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.0505248 # DEPENDENCYPART_GRANDPAR
(9,3),(3,10),-0.244518 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.127814 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.132884 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.600188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,14),-0.283296 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.304466 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.0280271 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.110433 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0974939 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.104037 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.0967891 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.304445 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.0280058 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.110412 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0974727 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.11336 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.149347 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.548482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.244518 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.0967891 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.215962 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.0568022 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.103992 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.167806 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.106962 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.112439 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0385215 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.637347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.374827 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.229645 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.247235 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.171435 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.320455 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.821671 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.32248 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.225944 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0387936 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.150675 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0417419 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0472401 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.0339117 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.726394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.406295 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.270962 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.322523 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.260138 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.409502 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.487269 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.492767 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.190085 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.208269 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.436652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0850632 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.00199448 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0363429 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.185886 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.617876 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.1809 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.217093 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.213737 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.128642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.0346574 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.100916 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.000316504 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.149226 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.377904 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.368563 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.107136 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.109957 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.161886 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.00831199 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.100892 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.0499108 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.582633 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.159571 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.0246501 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.469191 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.356433 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.46901 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.420433 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.471958 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.477456 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.19615 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.221363 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.476813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.0227473 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.01453 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0790179 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.130755 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.517712 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.124634 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.469223 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.356462 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.469039 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.420462 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.471987 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.477485 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.196094 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.221392 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.475446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.0276368 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0185147 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0747807 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.00919111 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.513301 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.119855 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0816977 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.0296932 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.181695 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.126945 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.0378756 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.111491 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.115182 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.24937 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.0622076 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.482655 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.402757 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.14411 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.168332 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.24937 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.0622076 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.482655 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.402757 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.163132 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0984357 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0815774 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.71115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,17),-0.168332 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.203801 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.0107218 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.538809 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.445183 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.219308 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0476411 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0577463 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.141634 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.729201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.108892 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.806324 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.663625 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.662674 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.487533 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.471713 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.198663 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.470508 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.402845 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.150985 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0206599 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.212268 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.109615 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.741593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.103803 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.800672 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.678827 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.67822 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.203801 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.0107218 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.538809 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.445183 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.219308 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0476411 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.314914 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.154825 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.729201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.108892 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.806324 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.663625 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.662674 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.487533 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.471713 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.463055 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.359225 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.446197 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.49192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.602669 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.49245 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.491843 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.384966 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.638477 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.420899 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.341574 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.404041 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.490913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.126757 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.419712 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.41971 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.308144 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.297272 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.0197681 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.417429 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.230512 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.747097 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.622878 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.427574 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.255929 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.475871 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.373981 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.459013 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.321991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.161628 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.416365 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.498545 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.308284 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.290712 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.417432 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.230512 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.747097 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.622878 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.427574 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.255929 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.475758 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.373981 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.458899 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.321088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.161626 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.425377 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.348159 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.309092 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.291152 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.449186 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.38646 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.241417 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.459771 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.389699 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.389091 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.00912123 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.0528414 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.129509 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.0225972 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.101687 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.0300515 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.00316002 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.209996 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.327525 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.38256 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.412056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.308727 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.275579 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.197676 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),0.00358331 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.282141 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.0363887 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.0460622 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.087937 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.00656502 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.026625 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.291266 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.477779 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.27621 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.380033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.267986 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.266535 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.188976 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.0528414 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.129509 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.0225972 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.101687 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0300515 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.00316002 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.199805 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0852907 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.38256 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.412056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.308727 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.275579 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.197676 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),0.00358331 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.282141 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.0413749 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.0745649 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.299515 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.17946 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.377919 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.357986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.242203 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.21362 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.136061 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.0118029 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.251271 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.105663 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.261944 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),0.0229836 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.0297095 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),0.101388 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),0.141431 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.198351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.0824033 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.15923 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.140669 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0904698 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.0182857 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.196086 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.126814 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.327314 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.298265 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.379942 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.346752 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.0964575 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.12396 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.0180536 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),0.097134 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.269439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.0424465 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.101631 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.153938 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0726678 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.196089 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.126814 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.327314 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.298265 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.379942 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.346752 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.0963442 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.12396 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.0179403 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),0.097134 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.269468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.0334069 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.0680594 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.153118 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0731189 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.192359 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.275089 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.0443529 # DEPENDENCYPART_GRANDPAR
(12,1),(1,16),-0.219656 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.375887 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.202745 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.0872531 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.511108 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.113526 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.0257948 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.206972 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.603755 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.269272 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.0981507 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.00535408 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.121988 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.029818 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.0972713 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.74407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.612798 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.607651 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.617203 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.27971 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.139064 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.216792 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.5357 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.27907 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.10797 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0944078 # DEPENDENCYPART_GRANDPAR
