# _root_ aparicio ez zen atzoko bileran izan , haren menpeko juan chozas_lan idazkaria baizik , eta chozasek auzia bideratu beharra dagoela onartu du .
#goldHeads=6,6,6,5,6,13,6,9,12,12,10,13,15,13,0,21,18,19,20,21,15,21,22,
#predictedHeads=6,6,6,5,6,13,6,9,10,12,12,15,15,13,0,21,18,19,20,21,15,21,22,
(2,5),(5,1),-0.281738 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.352108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.250239 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.101489 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.119059 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.209825 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0770316 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.223107 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.646075 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),-0.524051 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.144564 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.35925 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.346533 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.155335 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.549158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.380915 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.105861 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.469752 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.403337 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.347773 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.186286 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),-0.141488 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.181762 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.24004 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.913514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,1),-0.148361 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.117262 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.142718 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.87277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.23014 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.534465 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.329104 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.33747 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.0353794 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.683318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.0610411 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.249462 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.0346505 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0129741 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0889632 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.100159 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.336556 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.0086862 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.0984902 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.334901 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.250279 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.427692 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.0888165 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.295985 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.0994454 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.466046 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.3453 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.539605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.109135 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.336863 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),-0.240361 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0633363 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.134492 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.258106 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.23823 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.282282 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.0437659 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.284718 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.298028 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.542601 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.129948 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.351565 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.0428463 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.200304 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.0762031 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.410429 # DEPENDENCYPART_GRANDPAR
(6,4),(4,7),-0.0367256 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.178191 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.115892 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.290472 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.111893 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.609933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.0702959 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.300237 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.0616938 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.171739 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.535098 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),0.0726592 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.195727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,21),-0.138034 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.457272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.124443 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0529892 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0402665 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.179291 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.0836287 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.0205917 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),0.16837 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.323868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.246864 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.132404 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.173391 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.00602352 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.0539458 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.217232 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0346092 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.0133131 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.351296 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.109395 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),0.246864 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.132404 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.153753 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.243807 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0539458 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.204925 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.137976 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.433956 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.244869 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.130414 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.163941 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.253995 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0706857 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.191416 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.125083 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.0770711 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.460488 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.337195 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.232725 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.132969 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),0.0114926 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.441979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,8),-0.0723123 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.0367029 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.116646 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0565528 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.0189744 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.0862073 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.0258079 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.429552 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.30404 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.201689 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.0227288 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.227577 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.0877605 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-2.54179e-05 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.196873 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.315196 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.16417 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.0711404 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.378839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),-0.0582076 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.0938438 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.170887 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.000588106 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.0934061 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.216566 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.059552 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.349168 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.225737 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.171337 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),0.0637937 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.196586 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.0409899 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.105155 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),0.248212 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),0.145287 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.122242 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.380364 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.0909692 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.0196889 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.0914103 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.663109 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),-0.0168027 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.253463 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.121739 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.00912284 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.50289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),0.165971 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),-0.109765 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.0669543 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),0.157193 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.0263015 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.0191348 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),0.176139 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),0.0662041 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.0285716 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.468874 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.353411 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.134464 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.248015 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.198461 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.679689 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),0.240416 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),0.126661 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),0.114605 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.387768 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.270466 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),0.0312672 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.0961583 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),0.0292057 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.667149 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.0328724 # DEPENDENCYPART_GRANDPAR
(6,20),(20,4),-0.160004 # DEPENDENCYPART_GRANDPAR
(6,20),(20,5),-0.0716643 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-0.551414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,8),-0.108447 # DEPENDENCYPART_GRANDPAR
(6,20),(20,9),-0.00686461 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),0.0766937 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),-0.10012 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),-0.0489481 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),0.119557 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),0.0686573 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.0376875 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.540113 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.422588 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.219199 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.13633 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.113747 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.688273 # DEPENDENCYPART_GRANDPAR
(6,21),(21,1),-0.254025 # DEPENDENCYPART_GRANDPAR
(6,21),(21,4),-0.12044 # DEPENDENCYPART_GRANDPAR
(6,21),(21,5),-0.00968491 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.539876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,7),0.154068 # DEPENDENCYPART_GRANDPAR
(6,21),(21,8),-0.118857 # DEPENDENCYPART_GRANDPAR
(6,21),(21,9),0.0263128 # DEPENDENCYPART_GRANDPAR
(6,21),(21,10),0.116551 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),-0.0669429 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),-0.0215067 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),0.165194 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.0353638 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.512108 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.394052 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.232251 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.112801 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.255685 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.678634 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),0.0706712 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.0805546 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.095931 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),0.0119226 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.0994928 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.0658472 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.174803 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.0790494 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.0458364 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0139337 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0803448 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.402604 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.0493336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.0139926 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.0617042 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.0852678 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0277712 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0248937 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.133027 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.10147 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.226326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.0158396 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.202373 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.222109 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.227859 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.235043 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.225766 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),0.334847 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.219052 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.306646 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.305154 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.305521 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.198423 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.277487 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),0.499513 # DEPENDENCYPART_GRANDPAR
(7,21),(21,1),-0.339857 # DEPENDENCYPART_GRANDPAR
(7,21),(21,4),-0.12345 # DEPENDENCYPART_GRANDPAR
(7,21),(21,5),-0.32747 # DEPENDENCYPART_GRANDPAR
(7,21),(21,6),-0.038073 # DEPENDENCYPART_GRANDPAR
(7,21),(21,7),-0.0702935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,21),(21,8),0.290554 # DEPENDENCYPART_GRANDPAR
(7,21),(21,9),0.156936 # DEPENDENCYPART_GRANDPAR
(7,21),(21,10),0.145606 # DEPENDENCYPART_GRANDPAR
(7,21),(21,11),0.13145 # DEPENDENCYPART_GRANDPAR
(7,21),(21,12),0.118875 # DEPENDENCYPART_GRANDPAR
(7,21),(21,13),0.0842356 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),0.120058 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),0.0242008 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),0.0492784 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),0.0467724 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),0.0512448 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),0.0387016 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),0.733689 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.0886291 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.336548 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.00192834 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.43304 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.365351 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0722128 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.14817 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.831192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.397026 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.505484 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.529446 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.713591 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.353681 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.158377 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.303676 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.831553 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.36471 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.866824 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.478919 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.35913 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.47373 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.388622 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.474401 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.128093 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.261923 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.34885 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.568188 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.331886 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.434947 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.33301 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.497358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.222396 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.246697 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.431843 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.33301 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.497358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.00443007 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.113091 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.431843 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.124609 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0862531 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.588202 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.658009 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.596756 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.397498 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.476661 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.392369 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.598704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),-0.0280763 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.12797 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.160495 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.34985 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.0738558 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),0.0966281 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.0412957 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.504594 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.46569 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.558556 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.263991 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.136969 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.238742 # DEPENDENCYPART_GRANDPAR
(8,21),(21,1),-0.658795 # DEPENDENCYPART_GRANDPAR
(8,21),(21,4),-0.596756 # DEPENDENCYPART_GRANDPAR
(8,21),(21,5),-0.398284 # DEPENDENCYPART_GRANDPAR
(8,21),(21,6),-0.477375 # DEPENDENCYPART_GRANDPAR
(8,21),(21,7),-0.392871 # DEPENDENCYPART_GRANDPAR
(8,21),(21,8),-0.595395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,21),(21,9),-0.046686 # DEPENDENCYPART_GRANDPAR
(8,21),(21,10),-0.14658 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),-0.179105 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),-0.36846 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),-0.0724924 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.0357775 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.525797 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.484299 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.0906341 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.518793 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.261357 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.250091 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),0.0737191 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.119608 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.255319 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.507441 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.262623 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.702881 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.379662 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0878061 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.279409 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.0899358 # DEPENDENCYPART_GRANDPAR
(9,5),(5,10),-0.414072 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.341464 # DEPENDENCYPART_GRANDPAR
