# _root_ elkartasun taldeak ugaritu arren zeregin asko dagoela ere argi dute , eta beraz , jarraitu beharra dagoela .
#goldHeads=2,3,7,3,7,5,10,0,10,12,10,0,0,13,16,17,12,17,
#predictedHeads=2,3,12,0,7,5,10,0,10,12,10,0,0,13,16,17,12,17,
(10,16),(16,9),0.0013506 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),0.0210511 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.087095 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.147499 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.0533443 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.0206455 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.283048 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.348579 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.637774 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.477042 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.371894 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.286896 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.0376548 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.510506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),-0.00254834 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.137107 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.243046 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.171099 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.1035 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.417122 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.357938 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.0542024 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.0481499 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.163022 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.145089 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.0127017 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.111849 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.0606122 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0314919 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.120486 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),-0.421482 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.586181 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.7184 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.392842 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.488689 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.482492 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.476945 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.447188 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.340127 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.364262 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.19491 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.451642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.329882 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.193737 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.193214 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.334431 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.151034 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.522392 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.516195 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.490537 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.480892 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.378504 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.393541 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.233249 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.40825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.00645005 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.167098 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.124136 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.196598 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.320796 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.316644 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.111885 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.0395343 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.144468 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),0.389136 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.0917013 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.0381966 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),0.196852 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.074631 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.101655 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.033884 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.184343 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.210461 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),0.196966 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.0710381 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.168973 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),0.0677223 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),0.227723 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-0.49791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,17),-0.05565 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.157012 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.194056 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.141024 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.0253637 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.0381966 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.27459 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.055897 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.196852 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),0.0372945 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.019573 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.0529871 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),0.266129 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),0.0774275 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.0390361 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.0558169 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.035789 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.188857 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.165268 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.465715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,15),-0.127509 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.437969 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.0817392 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.290745 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0299542 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.126061 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.122594 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.0476674 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.260902 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),0.0191603 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.0142539 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),0.279868 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.0958499 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.000302865 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.0406471 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.288437 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.0196936 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.234631 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.333481 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.466085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.0905377 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.130043 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.443114 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.0834121 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.207644 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.416475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,17),0.067291 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.130446 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.0962483 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.215795 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0163114 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.158803 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),0.0140473 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.0679008 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.199836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,15),0.19638 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0251026 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.260887 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.718432 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.75749 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.192527 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.739502 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.479176 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.109842 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.283094 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.166471 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.149304 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.0395612 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.214614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.327052 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.15431 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.136005 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.317829 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.0389113 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.0483108 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),0.090889 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.172842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,14),0.184147 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.457968 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.27396 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.0767474 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.689525 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.726815 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.207986 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.710595 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.134983 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.187133 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.186457 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.0343058 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.201453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.357532 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.223621 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.304164 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.125601 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.0548953 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.763318 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.928159 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.391948 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.453356 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.64792 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.709381 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.432318 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.458291 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.358093 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.320474 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.157307 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.712721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-0.556199 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.691098 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.493835 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.63531 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.651384 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.403109 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),-0.263321 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.360018 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.178028 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-1.26104 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.42958 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.747548 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.14644 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-1.03871 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.738197 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.7225 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.690268 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.715568 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.657482 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.468794 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.493464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.0450872 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.305704 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.199 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.638108 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.613147 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.557392 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.382181 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.00954539 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.0462068 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.191195 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.189709 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-1.22532 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-1.3921 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.743212 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-1.11073 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.748154 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.695388 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.734258 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.637481 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.422762 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.459459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.0312336 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.186384 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.229465 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.206328 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),0.0408315 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),0.0514678 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.0839234 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.056405 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.0867908 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.0403972 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.085087 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.0166016 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.0706649 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.159173 # DEPENDENCYPART_GRANDPAR
(14,7),(7,15),-0.422881 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.568759 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.256533 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),0.00821055 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),0.0188469 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.117088 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.0804552 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.0541699 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.0684984 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.13515 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.0950709 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.122952 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0271879 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.10704 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.132804 # DEPENDENCYPART_GRANDPAR
(14,10),(10,15),-0.423911 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.572583 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.257435 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.0610502 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.0503824 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.0189732 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.0150605 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.174241 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.135928 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0316694 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0205833 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0955673 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.544868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.409289 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.535021 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.218156 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.436635 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.427622 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.406558 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.390675 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.323646 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.393395 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.284237 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.368296 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.241663 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.231106 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.294613 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.208681 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.435523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.242132 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.016524 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.282965 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.284938 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.0566026 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.201135 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.368066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.0681041 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0713738 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.116815 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.427359 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.416577 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.411438 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.381399 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.416049 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.37865 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.28307 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.207655 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.255859 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.199505 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.296768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.0332976 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.171155 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0698507 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.566257 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.225839 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.368909 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.276391 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.303504 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.228369 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.122119 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.373731 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.564096 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),0.0456115 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.329781 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.397198 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.299543 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),0.0832579 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.0677158 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),0.0251797 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.170991 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),0.0325751 # DEPENDENCYPART_GRANDPAR
(15,3),(3,17),-0.296694 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.401186 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.59538 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.356122 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.0129378 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.226883 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.218783 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),0.0475425 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.120633 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-0.514982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,5),-0.348336 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.338187 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.528779 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.406798 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.00904108 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.264574 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.34574 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),0.0663891 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.0786013 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.0660132 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.0207643 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-0.671204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),-0.187385 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-0.355207 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.440952 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.240026 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.0575221 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.0211015 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.138467 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-0.649676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,5),-0.4281 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),0.0638377 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.0974281 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.208643 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.144103 # DEPENDENCYPART_GRANDPAR
(15,9),(9,16),-0.0134049 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.345806 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.536398 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.434414 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.0245937 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.272193 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.365465 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.254893 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),0.0663099 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0200562 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.167533 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.00564591 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.127715 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.675002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
